tf	target	value	pvalue	study
BAS1	YLR058C	-11.9159696957611	9.77225738732597e-33	Kemmeren_2014
BAS1	YER055C	-7.18047862076431	6.94677926492169e-13	Kemmeren_2014
BAS1	YAR073W	4.77790902658157	1.77127481155758e-06	Kemmeren_2014
BAS1	YDR399W	-6.0870559973354	1.15005755545138e-09	Kemmeren_2014
BAS1	YGR061C	-3.40667340505275	0.000657597631561118	Kemmeren_2014
BAS1	YNL301C	-3.58272700108251	0.000340025912708162	Kemmeren_2014
BAS1	YGR208W	-3.44745827107548	0.000565887816462448	Kemmeren_2014
BAS1	YKL152C	-3.45382096787078	0.000552704162256727	Kemmeren_2014
SPT2	YFR032C	3.59006837327662	0.000330591233746434	Kemmeren_2014
SPT2	YBL112C	4.12712491151672	3.67326890198007e-05	Kemmeren_2014
SPT2	YEL076C	2.57825877883019	0.00992996027234647	Kemmeren_2014
SPT2	YHL049C	3.18858136330364	0.00142972768080001	Kemmeren_2014
SPT2	YML047C	4.51044495940256	6.46917855981965e-06	Kemmeren_2014
SPT2	YDR258C	-3.82754145579439	0.000129429590147012	Kemmeren_2014
SPT2	YER081W	22.8020656893189	4.37378689597655e-115	Kemmeren_2014
SPT2	YAL061W	-2.73362528561018	0.00626412871013818	Kemmeren_2014
SPT2	YML054C	-3.46520182521396	0.00052983369746538	Kemmeren_2014
SPT2	YLR327C	-2.99343334143169	0.00275857761008295	Kemmeren_2014
SPT2	YMR105C	-2.97480935366292	0.00293170686821977	Kemmeren_2014
SPT2	YLR354C	-4.86914187381466	1.120839167145e-06	Kemmeren_2014
SPT2	YJL153C	5.22097887346549	1.77979846484683e-07	Kemmeren_2014
SPT2	YMR122W-A	3.49960823871866	0.000465942393627723	Kemmeren_2014
SPT2	YPL111W	4.82021661724685	1.43402425919092e-06	Kemmeren_2014
SPT2	YJL088W	-3.73522933224607	0.00018754419894073	Kemmeren_2014
SPT2	YOL058W	-4.80277898772589	1.56478572077733e-06	Kemmeren_2014
SPT2	YCR005C	-3.07843447515607	0.00208091285952218	Kemmeren_2014
SPT2	YIL169C	5.92122863341314	3.19545243887584e-09	Kemmeren_2014
SPT2	YML028W	3.12600587559597	0.00177198011389761	Kemmeren_2014
SPT2	YDL227C	-2.88287440125971	0.00394064529065679	Kemmeren_2014
SPT2	YCL027W	3.13215148524945	0.00173530314469023	Kemmeren_2014
SPT2	YNR044W	8.61957827660914	6.72011496023994e-18	Kemmeren_2014
SPT2	YGL089C	2.83051396298799	0.00464732826411128	Kemmeren_2014
SPT2	YLR452C	3.66098583284027	0.000251246652819774	Kemmeren_2014
SPT2	YJL157C	3.41863905811782	0.000629351501452167	Kemmeren_2014
SPT2	YMR120C	-4.33960024053722	1.42742144136751e-05	Kemmeren_2014
SPT2	YCL030C	-2.99257205073836	0.00276637359147137	Kemmeren_2014
SPT2	YDR019C	-5.57789046355534	2.43452867699827e-08	Kemmeren_2014
SPT2	YMR189W	-5.16867750354755	2.35756308926811e-07	Kemmeren_2014
SPT2	YCL064C	6.66705051681794	2.60995278208292e-11	Kemmeren_2014
SPT2	YNR067C	-3.72187504650574	0.000197748878990317	Kemmeren_2014
SPT2	YOR264W	-2.61402332606399	0.00894829270759832	Kemmeren_2014
SPT2	YDR406W	-3.2916538635886	0.000996001164424655	Kemmeren_2014
SPT2	YOL151W	-2.66800836484261	0.00763023583723538	Kemmeren_2014
SPT2	YBR092C	3.82841813101098	0.000128969516626719	Kemmeren_2014
SPT2	YDR472W	2.90382546232257	0.00368633602228388	Kemmeren_2014
SPT2	YML056C	3.3663241965227	0.00076177121827878	Kemmeren_2014
SPT2	YAR073W	6.60976398213838	3.84933227724429e-11	Kemmeren_2014
SPT2	YHR216W	4.00756911800529	6.13469112056253e-05	Kemmeren_2014
SPT2	YLR432W	3.64801727464362	0.000264271873505461	Kemmeren_2014
SKN7	YBR085W	6.28844831071978	3.20654795513891e-10	Kemmeren_2014
SKN7	YDR044W	3.74842083814104	0.000177951485085008	Kemmeren_2014
SKN7	YCR102C	6.71537138492742	1.87587823820304e-11	Kemmeren_2014
SKN7	YLR460C	7.07318480783655	1.51417613659534e-12	Kemmeren_2014
SKN7	YML131W	4.11885265448062	3.8076350964361e-05	Kemmeren_2014
SKN7	YGR180C	3.0886363952549	0.002010773691692	Kemmeren_2014
SKN7	YJL026W	2.65590196649368	0.00790966045217	Kemmeren_2014
SKN7	YML058W-A	5.3462145871464	8.9812722810658e-08	Kemmeren_2014
SKN7	YGR209C	-4.55681264097188	5.19357119145345e-06	Kemmeren_2014
SKN7	YGL038C	-5.90592410445135	3.50675398770433e-09	Kemmeren_2014
SKN7	YKL096W-A	-5.3133390149083	1.07634525288624e-07	Kemmeren_2014
SKN7	YJR104C	-3.1934766459017	0.00140570707475183	Kemmeren_2014
SKN7	YGR052W	-3.36162162295702	0.000774862238152357	Kemmeren_2014
SKN7	YMR195W	-3.72060566733621	0.000198745562332597	Kemmeren_2014
SKN7	YGL062W	-3.92839543441965	8.55145180184522e-05	Kemmeren_2014
SKN7	YGR008C	-2.58640065555657	0.00969841233883637	Kemmeren_2014
SKN7	YIL101C	-3.42973741943255	0.000604165612140018	Kemmeren_2014
SKN7	YJL116C	-5.38471188847517	7.25607807084879e-08	Kemmeren_2014
SKN7	YDR533C	4.06625148081072	4.77753809399474e-05	Kemmeren_2014
SKN7	YIL117C	5.63307267110314	1.77026816621713e-08	Kemmeren_2014
SKN7	YHR209W	4.07440773679372	4.61315971837554e-05	Kemmeren_2014
SKN7	YLR194C	4.30470903680804	1.67205346993217e-05	Kemmeren_2014
SKN7	YGR213C	3.71666898234731	0.000201866643372083	Kemmeren_2014
SKN7	YMR316W	5.13000219589121	2.89738798686663e-07	Kemmeren_2014
SKN7	YPR065W	-4.07202257681854	4.66066605709525e-05	Kemmeren_2014
SKN7	YJR048W	-3.22904208895322	0.00124205613555632	Kemmeren_2014
SKN7	YPL088W	2.5863123019691	0.00970089898662726	Kemmeren_2014
SKN7	YKR013W	-2.89463469986405	0.0037960000455655	Kemmeren_2014
SKN7	YMR173W	-6.10739720776877	1.012689912696e-09	Kemmeren_2014
SKN7	YMR173W-A	-6.64129151426077	3.1094635100389e-11	Kemmeren_2014
SKN7	YCR073C	3.25028885664727	0.00115287842681285	Kemmeren_2014
SKN7	YML116W	2.65451251981089	0.00794230922465754	Kemmeren_2014
SKN7	YOL058W	-3.20979037583018	0.00132831804678548	Kemmeren_2014
SKN7	YOL155C	3.61114327466283	0.00030485018352409	Kemmeren_2014
SKN7	YJL035C	-3.74897213762902	0.000177560808679727	Kemmeren_2014
SKN7	YML028W	-8.27709404795346	1.26217537484641e-16	Kemmeren_2014
SKN7	YKR041W	3.29411966303055	0.000987304575474037	Kemmeren_2014
SKN7	YGR050C	2.61208426522301	0.00899920699212405	Kemmeren_2014
SKN7	YLR108C	-4.6963202068175	2.64890181561806e-06	Kemmeren_2014
SKN7	YLR109W	-5.93620910238307	2.9168774292966e-09	Kemmeren_2014
SKN7	YOL158C	2.66490152036649	0.00770108711327504	Kemmeren_2014
SKN7	YKR042W	-5.18354172647914	2.1771149292377e-07	Kemmeren_2014
SKN7	YBR244W	-15.7454659072928	7.37856676408498e-56	Kemmeren_2014
SKN7	YOR226C	-3.59833589423112	0.000320259830864181	Kemmeren_2014
SKN7	YBR157C	-3.96148492593829	7.44850852283568e-05	Kemmeren_2014
SKN7	YKL096W	5.93140656572317	3.00350463361305e-09	Kemmeren_2014
SKN7	YIL119C	-2.62268535607016	0.00872397988384451	Kemmeren_2014
SKN7	YOR161C	-3.10155434831727	0.00192507530900945	Kemmeren_2014
SKN7	YDR297W	3.54721410403501	0.000389328053781893	Kemmeren_2014
SKN7	YHR179W	4.96539590347517	6.85610605989056e-07	Kemmeren_2014
YAP1	YHR007C	5.18699437185527	2.13715187039933e-07	Kemmeren_2014
YAP1	YGR209C	-6.55569337367344	5.53839283561273e-11	Kemmeren_2014
YAP1	YJR104C	-6.37895045066816	1.78305709658873e-10	Kemmeren_2014
YAP1	YDR533C	-6.92198865303109	4.45346926473717e-12	Kemmeren_2014
YAP1	YJR048W	-3.09373669242876	0.00197652820151612	Kemmeren_2014
YAP1	YMR173W	-6.38984129790104	1.6605800714682e-10	Kemmeren_2014
YAP1	YMR173W-A	-6.21982953440726	4.97695297055173e-10	Kemmeren_2014
YAP1	YJL101C	-5.45272602109077	4.96034638819634e-08	Kemmeren_2014
YAP1	YNL134C	-10.1291223374521	4.10315698953821e-24	Kemmeren_2014
YAP1	YJR109C	-2.60032836750275	0.00931345944306515	Kemmeren_2014
YAP1	YHR071W	-2.81622318622922	0.0048591897178497	Kemmeren_2014
YAP1	YML028W	-9.46865162446745	2.83479214704518e-21	Kemmeren_2014
YAP1	YBR244W	-15.9187404675471	4.69737956224782e-57	Kemmeren_2014
YAP1	YOR153W	-7.0242936345471	2.15151912064929e-12	Kemmeren_2014
YAP1	YHR179W	3.19141301419277	0.00141578735391454	Kemmeren_2014
YAP1	YNL111C	3.16597622432551	0.00154563426552542	Kemmeren_2014
ROX1	YAR028W	3.23865919342296	0.00120092980274763	Kemmeren_2014
ROX1	YAR029W	2.64194036107956	0.00824325696557915	Kemmeren_2014
ROX1	YAR031W	5.74066622595026	9.43048010555037e-09	Kemmeren_2014
ROX1	YBR085W	11.0590469137419	1.98192268646767e-28	Kemmeren_2014
ROX1	YDR044W	13.5818780166474	5.12941430770113e-42	Kemmeren_2014
ROX1	YOR229W	4.07264673318719	4.64818982698391e-05	Kemmeren_2014
ROX1	YIL011W	2.82142462730273	0.0047810871164976	Kemmeren_2014
ROX1	YER014W	4.30276111278762	1.68682694409077e-05	Kemmeren_2014
ROX1	YGR049W	4.19353882025467	2.74636051432067e-05	Kemmeren_2014
ROX1	YJR047C	7.21438819493935	5.41769989481041e-13	Kemmeren_2014
ROX1	YGR175C	3.38400281458603	0.000714372708466383	Kemmeren_2014
ROX1	YHR007C	4.04289420081233	5.2795447097614e-05	Kemmeren_2014
ROX1	YGR066C	3.73409800084395	0.000188389133108054	Kemmeren_2014
ROX1	YJR150C	6.09643430730614	1.08460491184986e-09	Kemmeren_2014
ROX1	YCL026C-B	-2.79417584086237	0.00520321773222164	Kemmeren_2014
ROX1	YPL156C	-2.92768137722848	0.00341499810082369	Kemmeren_2014
ROX1	YEL047C	6.13404134959844	8.56742345467464e-10	Kemmeren_2014
ROX1	YJL026W	2.68523126857422	0.00724796345371962	Kemmeren_2014
ROX1	YIL066C	6.09691054871992	1.08137989847538e-09	Kemmeren_2014
ROX1	YML058W-A	3.79352601092318	0.000148523064720885	Kemmeren_2014
ROX1	YOR044W	3.11132660604327	0.00186248817985686	Kemmeren_2014
ROX1	YIL111W	8.67084292333353	4.28933086803151e-18	Kemmeren_2014
ROX1	YAL028W	3.87595382052512	0.00010620782745155	Kemmeren_2014
ROX1	YER141W	2.9619376059254	0.00305709727238379	Kemmeren_2014
ROX1	YGR088W	7.22263359770019	5.09902684662989e-13	Kemmeren_2014
ROX1	YDL204W	2.58478627153445	0.00974393777643425	Kemmeren_2014
ROX1	YMR250W	2.82246433276207	0.00476561226261074	Kemmeren_2014
ROX1	YPR184W	2.66949950593851	0.0075964384880572	Kemmeren_2014
ROX1	YER150W	7.04394395953409	1.86873328339479e-12	Kemmeren_2014
ROX1	YMR252C	3.80761072588077	0.000140315918598003	Kemmeren_2014
ROX1	YPR065W	-10.5398698637145	5.65771338171145e-26	Kemmeren_2014
ROX1	YJR048W	3.53014534474588	0.000415331434225614	Kemmeren_2014
ROX1	YBR244W	4.22046467107249	2.43799264026303e-05	Kemmeren_2014
ROX1	YOR226C	3.13716057887975	0.00170592667742896	Kemmeren_2014
ROX1	YKL008C	6.55056342631273	5.73204046151224e-11	Kemmeren_2014
ROX1	YNR018W	3.62064170586454	0.00029387324346307	Kemmeren_2014
ROX1	YKL096W	3.67670739577601	0.000236263780358138	Kemmeren_2014
ROX1	YLR297W	2.70122148514607	0.00690853151254017	Kemmeren_2014
ROX1	YMR272C	3.92852956826039	8.54668436817799e-05	Kemmeren_2014
ROX1	YJL212C	2.78606582035513	0.00533520372373569	Kemmeren_2014
ROX1	YLR413W	3.42792407328436	0.000608215540109849	Kemmeren_2014
ROX1	YJR070C	3.92597043802913	8.63807648284168e-05	Kemmeren_2014
ROX1	YJR123W	-2.6031429804791	0.0092373420847288	Kemmeren_2014
ROX1	YOL101C	-2.6219572037501	0.0087426408614935	Kemmeren_2014
ROX1	YHR048W	3.48927791910484	0.00048432731398415	Kemmeren_2014
ROX1	YMR319C	9.75969255569757	1.67662718221473e-22	Kemmeren_2014
ROX1	YHR179W	4.70832989733348	2.49754659989531e-06	Kemmeren_2014
ROX1	YNL111C	4.49547178867243	6.94158616904395e-06	Kemmeren_2014
RIM101	YLR012C	3.53906318159268	0.00040154973217734	Kemmeren_2014
RIM101	YCL026C-B	7.01700208592246	2.26679226743487e-12	Kemmeren_2014
RIM101	YML131W	4.55899482757777	5.13990370736186e-06	Kemmeren_2014
RIM101	YGL045W	7.4637673918292	8.40829854961369e-14	Kemmeren_2014
RIM101	YBR182C	4.66519209922222	3.08328858707792e-06	Kemmeren_2014
RIM101	YEL059W	3.33114264610477	0.00086490269481409	Kemmeren_2014
RIM101	YJR061W	8.2955945466373	1.08043454231196e-16	Kemmeren_2014
RIM101	YOR389W	9.38964600135054	6.02022496818279e-21	Kemmeren_2014
RIM101	YPL277C	9.59242699912544	8.60369380886787e-22	Kemmeren_2014
RIM101	YEL059C-A	3.67922002252716	0.00023394836887293	Kemmeren_2014
RIM101	YNL274C	5.45630542416697	4.86143445368524e-08	Kemmeren_2014
RIM101	YDR043C	5.926737230915	3.09012849779026e-09	Kemmeren_2014
RIM101	YDR533C	7.78338752234963	7.06079287049611e-15	Kemmeren_2014
RIM101	YEL060C	7.92363976587261	2.30657226051018e-15	Kemmeren_2014
RIM101	YNL208W	4.35251220236909	1.34586378696488e-05	Kemmeren_2014
RIM101	YMR305C	5.08857787606948	3.60758632089805e-07	Kemmeren_2014
RIM101	YMR173W	5.71014445642043	1.12880320127475e-08	Kemmeren_2014
RIM101	YMR173W-A	5.9182288302974	3.25426995935402e-09	Kemmeren_2014
RIM101	YCL025C	2.59369375929052	0.00949510201176134	Kemmeren_2014
RIM101	YIL169C	5.80778600794778	6.33043534917428e-09	Kemmeren_2014
RIM101	YOL155C	5.31590358881157	1.06129335153553e-07	Kemmeren_2014
RIM101	YNR067C	2.75284897976962	0.0059079142359112	Kemmeren_2014
RIM101	YLR348C	3.11080830234279	0.00186576017441978	Kemmeren_2014
RIM101	YMR006C	3.19772734636596	0.00138515177944062	Kemmeren_2014
RIM101	YGR234W	4.94876728348498	7.46849782182889e-07	Kemmeren_2014
RIM101	YMR266W	2.84835936115513	0.00439452716123626	Kemmeren_2014
SOK2	YIL011W	5.2405258219678	1.60119678969698e-07	Kemmeren_2014
SOK2	YIR042C	3.0287776701232	0.00245545314163596	Kemmeren_2014
SOK2	YEL076C	-2.68504930086525	0.00725191082054342	Kemmeren_2014
SOK2	YIL014C-A	2.61299717997704	0.00897520427966276	Kemmeren_2014
SOK2	YBL029W	5.73261785256599	9.88922747682764e-09	Kemmeren_2014
SOK2	YHR049W	3.50096156818176	0.000463582691468133	Kemmeren_2014
SOK2	YJL217W	3.69347654795436	0.000221208919572217	Kemmeren_2014
SOK2	YLL055W	3.18838950822705	0.00143067675267267	Kemmeren_2014
SOK2	YMR017W	2.85959290341843	0.00424185150748336	Kemmeren_2014
SOK2	YER096W	3.1332775675141	0.00172865884813122	Kemmeren_2014
SOK2	YHL024W	2.77328181747942	0.00554940392018724	Kemmeren_2014
SOK2	YGL158W	11.4431043088693	2.54609240876219e-30	Kemmeren_2014
SOK2	YOR032C	5.45114063155629	5.00477723794508e-08	Kemmeren_2014
SOK2	YLR237W	5.07302601937157	3.91538938275312e-07	Kemmeren_2014
SOK2	YBR067C	-2.59640368574571	0.00942053126907828	Kemmeren_2014
SOK2	YML131W	-2.6230069357131	0.00871574982671603	Kemmeren_2014
SOK2	YER103W	2.70233907555858	0.0068853505615633	Kemmeren_2014
SOK2	YDR133C	5.71209723101617	1.11592295295522e-08	Kemmeren_2014
SOK2	YJR127C	4.02168018997551	5.77844789659044e-05	Kemmeren_2014
SOK2	YGR230W	5.00246960571851	5.66005080247367e-07	Kemmeren_2014
SOK2	YIL111W	3.46464845724399	0.000530925007517979	Kemmeren_2014
SOK2	YOR317W	3.9337926477867	8.36159231562392e-05	Kemmeren_2014
SOK2	YJL079C	4.11312896984133	3.9033217143881e-05	Kemmeren_2014
SOK2	YKL062W	3.79492289650883	0.000147689346176397	Kemmeren_2014
SOK2	YGR052W	8.90694807108549	5.2456613348682e-19	Kemmeren_2014
SOK2	YAL061W	3.99348342905188	6.51096309886386e-05	Kemmeren_2014
SOK2	YMR195W	2.67860251369698	0.0073930097743323	Kemmeren_2014
SOK2	YEL059C-A	3.36038213597374	0.000778347333277405	Kemmeren_2014
SOK2	YER121W	3.37862062863518	0.000728504636571143	Kemmeren_2014
SOK2	YLR327C	3.3502772955992	0.000807306980112976	Kemmeren_2014
SOK2	YBR072W	6.73938690619883	1.59056341099083e-11	Kemmeren_2014
SOK2	YGR043C	4.83360294804108	1.34083888653633e-06	Kemmeren_2014
SOK2	YOR374W	4.96329598588035	6.93068375108718e-07	Kemmeren_2014
SOK2	YGR008C	2.90581657862187	0.00366296100042285	Kemmeren_2014
SOK2	YMR105C	4.19921908522213	2.67837081824809e-05	Kemmeren_2014
SOK2	YDR070C	4.73177447362589	2.22565612031463e-06	Kemmeren_2014
SOK2	YGR088W	4.58741777580052	4.48762082523453e-06	Kemmeren_2014
SOK2	YDL204W	4.75793998405454	1.95578624405548e-06	Kemmeren_2014
SOK2	YMR169C	6.41209458355881	1.43533735122478e-10	Kemmeren_2014
SOK2	YIL136W	2.58296789422601	0.009795443803606	Kemmeren_2014
SOK2	YML128C	6.30009898199709	2.97455629794217e-10	Kemmeren_2014
SOK2	YLR178C	3.8841286007611	0.000102697543273791	Kemmeren_2014
SOK2	YOR173W	2.73325199722021	0.00627123312616356	Kemmeren_2014
SOK2	YMR196W	3.40831277343941	0.000653659243273742	Kemmeren_2014
SOK2	YMR250W	3.75022080533206	0.000176678924837129	Kemmeren_2014
SOK2	YIL101C	3.93699054478553	8.25098566900668e-05	Kemmeren_2014
SOK2	YOL084W	3.70182647491853	0.000214052998166512	Kemmeren_2014
SOK2	YOR062C	3.17651714887969	0.00149054976719152	Kemmeren_2014
SOK2	YEL039C	5.14145280871707	2.72622132934283e-07	Kemmeren_2014
SOK2	YGL096W	2.77910417491232	0.00545090408636311	Kemmeren_2014
SOK2	YDR034W-B	4.62944473631246	3.66647557509058e-06	Kemmeren_2014
SOK2	YNL208W	2.83853938148846	0.00453205265134082	Kemmeren_2014
SOK2	YPR194C	3.13548480365337	0.00171570317040512	Kemmeren_2014
SOK2	YNL173C	2.5855767832781	0.00972162169535903	Kemmeren_2014
SOK2	YPL111W	-2.70110922946447	0.00691086377928804	Kemmeren_2014
SOK2	YBL043W	3.96386271687396	7.37466727074008e-05	Kemmeren_2014
SOK2	YHL047C	-3.58762272439926	0.000333706676186555	Kemmeren_2014
SOK2	YOR383C	-4.47665217190939	7.58226298425754e-06	Kemmeren_2014
