ORF,gene,alanine,aspartate,glutamate,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,asparagine,proline,glutamine,arginine,serine,threonine,valine,tryptophan,tyrosine
YBR084C-A,RPL19A,0.000789499,0.998934328,0.997076032,0.61427288,0.262413648,0.001418555,0.992824214,0.0003022,0.80179219,0.066184583,0.611630371,0.836231946,0.712343561,2.27969E-07,0.960842569,0.229322313,0.974333757,0.64457121,0.992897227
YBR084W,MIS1,0.961212518,0.989838869,0.99513611,0.999250689,0.998739915,0.990743833,0.916540602,0.881306731,0.997621545,0.957711338,0.487394245,0.98285319,0.992665963,0.93575168,0.993739109,0.998375906,0.993486619,0.998365774,0.982496189
YBR085C-A,,0.001040517,0.019233522,0.997076032,0.081668128,0.006599545,0.846231502,0.992824214,0.900829248,0.982387904,0.985792674,0.998093627,6.76029E-07,0.409124428,0.316830864,0.00051627,5.61955E-16,2.6248E-14,0.003919606,0.001877095
YBR085W,AAC3,0.5076739,0.752695286,0.997076032,0.999250689,0.998739915,0.976052341,0.398540957,0.998017381,0.99592773,0.954943702,0.996977339,0.98285319,0.992665963,0.99668303,0.960842569,0.115441765,0.974333757,0.998365774,0.99477667
YBR089C-A,NHP6B,0.97823436,0.916875175,0.591522457,0.847001391,0.908694233,0.990743833,0.878578637,0.865917079,0.991101595,0.63960716,0.998093627,0.252181075,0.502859413,0.118758589,0.93425552,0.988956763,0.951702413,0.998365774,0.616340872
YBR090C,,0.970313613,0.998934328,0.681846825,0.999250689,0.998739915,0.272412727,0.992824214,0.896529262,0.999371743,0.894930153,0.998093627,0.974714083,0.861470609,0.683686097,0.960842569,0.998375906,0.989921527,0.998365774,0.57538483
YBR092C,PHO3,0.722478612,0.998934328,0.968661159,0.999250689,0.998739915,0.506700404,0.992824214,0.34310587,0.991101595,0.931321543,0.998093627,0.98285319,0.992665963,0.363137635,0.960842569,1.66333E-26,0.948240943,0.994318004,0.992897227
YBR093C,PHO5,0.970313613,0.998934328,0.997076032,0.858527987,0.998739915,0.521941442,0.998290049,0.355967135,0.890970817,0.509173083,0.103929288,0.891129151,0.992665963,0.980748247,0.642081637,0.998375906,0.974333757,0.647576665,0.956129229
YBR094W,PBY1,0.980227643,0.998934328,0.955020817,0.999250689,0.998739915,0.141222385,0.992824214,0.064062612,0.938564927,0.539422224,0.998093627,0.98285319,0.683050018,0.221950565,0.397969541,0.998375906,0.975776731,0.998365774,0.949748475
YBR095C,RXT2,0.055618053,0.998934328,0.999183616,0.977209162,0.637468443,0.570859689,0.992824214,0.998017381,0.99592773,0.066299084,0.779669881,0.98285319,0.516365554,0.889260366,0.960842569,0.998375906,0.974333757,0.998365774,0.992897227
YBR098W,MMS4,0.841935887,0.998934328,0.935501479,0.999250689,0.998739915,0.966780823,0.992824214,0.798849929,0.991101595,0.9242003,0.998093627,0.688533946,0.992665963,0.815386491,0.960842569,0.998375906,0.974333757,0.998365774,0.507077638
YBR099C,,0.779912748,0.998934328,0.753544296,0.999250689,0.822824368,0.878829038,0.992824214,0.114032746,0.997760513,0.289762861,0.784041689,0.381014467,0.101284199,0.104142029,0.972680208,0.456742367,0.974333757,0.998365774,0.841355869
YBR101C,FES1,0.970313613,0.675461934,0.841196158,0.45642166,0.744632978,0.913175649,0.53286178,0.892143367,0.039182777,0.968925511,0.140635498,0.260924089,0.766762155,0.947471824,0.107421098,0.2461367,0.736353641,0.335693241,6.08451E-06
YBR103W,SIF2,0.60814796,0.998934328,0.911895832,0.993230094,0.998739915,0.265764464,0.279270676,0.727956522,0.947078726,0.430833134,0.880284383,0.81096298,0.992665963,0.998313813,0.134905015,0.869999854,0.027283871,0.998365774,0.99903612
YBR104W,YMC2,0.000341281,0.857724226,0.888776146,0.999250689,0.998739915,0.990743833,0.992824214,0.998017381,0.932953624,0.998725641,0.998093627,0.98285319,0.994062181,0.99668303,0.874230407,0.946481677,0.858674254,0.998365774,0.992897227
YBR105C,VID24,0.330946115,0.72382578,0.997076032,0.999250689,0.998739915,0.96209859,0.881482856,0.973920991,0.918406459,0.998725641,0.998093627,0.98285319,0.994062181,0.99668303,0.940607562,0.998375906,0.974333757,0.998365774,0.992897227
YBR106W,PHO88,0.599390823,0.998934328,0.658428319,0.999250689,0.827358239,0.659314994,0.992824214,0.696630173,0.772465698,0.552282481,0.174949506,0.632482743,0.992665963,0.93809069,0.129615124,0.053045213,0.087583897,0.778748873,0.585644279
YBR107C,IML3,0.997773942,0.998934328,0.629077864,0.999250689,0.998739915,0.780008195,0.835717119,0.966373505,0.99592773,0.019294213,0.898256083,0.093872234,0.756626089,0.770477494,0.258152838,0.648736703,0.894932345,0.317747957,0.201028995
YBR108W,AIM3,0.953050834,0.338713398,0.997076032,0.999250689,0.998739915,0.990743833,0.992824214,0.998017381,0.991101595,0.985792674,0.998093627,0.96240492,0.992665963,0.99668303,0.762493549,0.988956763,0.974591486,0.998365774,0.992897227
YBR111C,YSA1,0.970313613,0.753206367,0.997076032,0.999250689,0.998739915,0.990743833,0.992824214,0.922964343,0.99592773,0.646493433,0.998093627,0.396571641,0.992665963,0.962741009,0.935590424,0.998375906,0.974333757,0.998365774,0.998929231
YBR111W-A,SUS1,0.002454354,0.002057697,0.427123067,0.999250689,0.998739915,0.905283801,0.798509308,0.891550284,0.991101595,0.880812544,0.553206583,0.73703214,0.683050018,0.965163051,0.21945335,0.998375906,0.440822932,0.998365774,0.992897227
YBR113W,,0.970313613,0.990316363,0.997076032,0.982141925,0.998739915,0.78102364,0.992824214,0.896529262,0.907217868,0.985792674,0.934911046,0.98285319,0.888823879,0.949693668,0.960842569,0.998375906,0.974333757,0.79822768,0.992897227
YBR114W,RAD16,0.651213544,0.998934328,0.790106503,0.999250689,0.998739915,0.976052341,0.992824214,0.998017381,0.991101595,0.985792674,0.789392277,0.447998054,0.84788854,0.963075275,0.950102999,0.998375906,0.974333757,0.998365774,0.99477667
YBR116C,,0.48959587,0.999256632,0.955020817,0.999250689,0.958176214,0.965886511,0.568388226,0.998017381,0.772465698,0.563203155,0.933416634,0.98285319,0.992665963,0.943100087,0.002127105,0.998375906,0.927301341,0.001804324,0.769701271
YBR119W,MUD1,0.290119329,0.998934328,0.795263946,0.999250689,0.998739915,0.990743833,0.786009548,0.995744387,0.90433814,0.985792674,0.934586734,0.877254593,0.992665963,0.99668303,0.132714103,0.766165108,0.927301341,0.401381505,0.992897227
YBR120C,CBP6,0.995142038,0.975668042,0.604864551,0.872982948,0.998739915,0.755836792,0.435522225,0.992323997,0.991101595,0.985792674,0.998093627,0.869211503,0.409124428,0.95783856,0.960842569,0.998375906,0.974333757,0.248435168,0.466999168
YBR121C,GRS1,0.973453191,0.998934328,0.01709545,0.999250689,0.998739915,0.990743833,0.992824214,0.935471576,0.90433814,0.985792674,0.934911046,0.946733709,0.992665963,0.91836908,0.960842569,0.998375906,0.114607201,0.998365774,0.992897227
YBR122C,MRPL36,0.970313613,4.10365E-06,0.921405782,0.999250689,0.998739915,0.990743833,0.992824214,0.995744387,0.154341749,0.58599662,0.041927457,0.11031895,0.062228891,0.959025124,0.006992159,0.904350817,0.573970265,0.998365774,3.70894E-05
YBR125C,PTC4,0.989117439,0.998934328,0.997076032,0.999250689,0.998739915,0.105154036,0.992824214,0.702937995,0.991101595,0.9242003,0.582395188,0.993852211,0.932784203,0.334831919,0.960842569,0.998375906,0.974333757,0.998365774,0.922367367
YBR126C,TPS1,0.98149779,0.998934328,0.001934987,0.342629729,0.998739915,0.769476637,0.992824214,0.990038118,0.991101595,0.398080572,0.526665776,0.160613219,0.886688569,0.889260366,0.218156718,0.88550114,0.977490901,0.472427521,0.000205683
YBR128C,ATG14,0.970313613,0.236641303,0.997076032,0.999250689,0.998739915,0.86587309,0.992824214,0.951865503,0.997621545,0.98970901,0.924985628,0.98285319,0.992665963,0.947471824,0.776582536,0.998375906,0.974333757,0.998365774,0.992897227
YBR129C,OPY1,0.970313613,0.989838869,0.90748178,0.783524747,0.998739915,0.957704853,0.96579364,0.496873352,0.991101595,0.88405242,0.998093627,0.98285319,0.992665963,0.947471824,0.985126504,0.96080973,0.974333757,0.998365774,0.992897227
YBR130C,SHE3,0.970313613,0.630405741,0.9980332,0.923000578,0.998739915,0.770259484,0.775505006,0.990038118,0.991101595,0.946892254,0.583786628,0.840802902,0.992665963,0.998757562,0.887853777,0.998375906,0.974333757,0.981104693,0.949300699
YBR131W,CCZ1,3.15702E-06,1.66091E-20,1.94193E-19,0.999250689,0.998739915,0.002898346,0.175792499,0.973920991,0.991101595,0.885761878,0.654949745,0.000127105,0.538524591,0.8443728,0.040757148,0.998375906,0.974333757,0.998365774,0.948235312
YBR132C,AGP2,0.970313613,2.03102E-05,0.276881582,0.999250689,0.998739915,0.433938947,0.896069996,0.412687569,0.991101595,0.997653318,0.044457655,0.087645634,0.207509236,0.734271625,7.5126E-05,0.602950402,0.000398491,0.889793076,0.092152566
YBR133C,HSL7,0.068568352,0.245109343,0.236395157,0.999250689,0.998739915,0.990743833,0.992824214,0.094721436,0.991381216,0.575383893,6.6103E-06,0.366116342,0.481314346,0.99668303,0.960842569,0.998375906,0.974333757,0.97980791,0.978748303
YBR134W,,0.071992861,0.072971222,0.728478136,0.402594783,0.998739915,0.990743833,0.863113515,0.998017381,0.72600935,0.957711338,0.632541158,0.993212513,0.361605154,0.999497273,0.145373813,0.358930558,0.974333757,0.406301997,0.616341343
YBR137W,,0.970313613,0.998934328,0.997076032,0.999250689,0.998739915,0.220815776,0.992824214,0.787195711,0.991101595,0.838364125,0.602217261,0.98285319,0.834422574,0.8443728,0.994652069,0.968539885,0.974333757,0.998365774,0.891975496
YBR138C,,0.970313613,0.073730417,0.822900267,0.959544881,0.998739915,0.990743833,0.992824214,0.62041936,0.938564927,0.839885942,0.998093627,0.98285319,0.985464647,0.93485316,0.960842569,0.998375906,0.974333757,0.998365774,0.938845333
YBR139W,,0.026994688,0.998934328,0.892134321,0.393845514,0.998739915,0.998534193,0.992824214,0.998017381,0.918312856,0.753474002,0.862591603,0.98285319,0.842294456,0.947471824,0.946998172,0.998375906,0.776863402,0.998365774,0.997768596
YBR141C,BMT2,0.98149779,0.111781287,0.82474145,0.999250689,0.998739915,0.931218256,0.992824214,0.998017381,0.991101595,0.985792674,0.87500294,0.65478659,0.992665963,0.955652696,0.994652069,0.998375906,0.845885323,0.998365774,0.992897227
YBR144C,,0.970313613,0.416468623,0.997076032,0.977209162,0.998739915,0.899868721,0.992824214,0.998017381,0.992028488,0.560074637,0.998093627,0.97918694,0.97773874,0.934836475,0.960842569,0.998375906,0.258775727,0.998365774,0.856511675
YBR145W,ADH5,1.71368E-18,0.998747083,0.273135008,0.88711946,9.26965E-06,0.990743833,0.992824214,0.965694837,0.991101595,0.269395524,0.643921855,0.997055536,0.914107807,0.99668303,0.179009505,0.000316069,0.974333757,0.999542792,0.477739961
YBR146W,MRPS9,0.168837372,0.636257177,0.742533437,0.933322698,0.998739915,0.726133554,0.638704151,0.00163049,0.991381216,0.552196693,0.913366963,0.98285319,0.992665963,0.39960702,0.946185824,0.212423653,0.203831197,0.946764983,0.822786773
YBR148W,YSW1,0.453510723,0.998934328,0.997076032,0.977209162,0.998739915,0.990743833,0.876786446,0.879473277,0.779698156,0.985792674,0.753066709,0.993498075,0.992665963,0.892732087,0.363035982,0.86788778,0.974333757,0.885038425,0.879918291
YBR149W,ARA1,0.973453191,0.911150322,0.997076032,0.999250689,0.965997419,0.928754331,0.992824214,0.537617017,0.991101595,0.985792674,0.998093627,0.98285319,0.903875074,0.980748247,0.960842569,0.337636673,0.983577349,0.998365774,0.992897227
YBR150C,TBS1,0.859467964,0.998934328,0.997076032,0.999250689,0.998739915,0.973605545,0.992824214,0.998017381,0.999546655,0.985792674,0.886590601,0.98285319,0.992665963,0.960116344,0.860100748,0.998375906,0.974333757,0.998365774,0.997768596
YBR151W,APD1,0.873995403,0.279134665,0.931836436,0.999250689,0.998739915,0.821936248,0.992824214,0.924122653,0.997570882,0.985792674,0.900002241,0.961188387,0.94762708,0.986238216,0.960842569,0.998375906,0.974333757,0.998365774,0.992897227
YBR156C,SLI15,0.921383256,0.998934328,0.995535608,0.999250689,0.998739915,0.416976579,0.992824214,0.998017381,0.989616822,0.299365511,0.998093627,0.984124674,0.992665963,0.982567788,0.867616597,0.616466968,0.974333757,0.987048384,0.965163377
YBR157C,ICS2,0.996386589,0.737490097,0.997076032,0.999250689,0.998739915,0.985812609,0.993434519,0.920185898,0.991101595,0.985792674,0.998093627,0.98285319,0.97773874,0.95783856,0.73885257,0.998375906,0.993486619,0.998365774,0.884418743
YBR158W,AMN1,0.970313613,0.963584732,0.606594494,0.999250689,0.998739915,0.864939187,0.992824214,0.998017381,0.961163509,0.756590684,0.998093627,0.98285319,0.992665963,0.99668303,0.988267478,0.90697247,0.953375767,0.998365774,0.99588541
YBR159W,IFA38,0.947058335,0.998934328,0.815930374,0.999250689,0.998739915,0.54910133,0.992824214,0.920185898,0.991101595,0.94047606,0.895559461,0.98285319,0.992665963,0.916824797,0.960842569,0.983051472,0.974333757,0.998365774,0.988830652
YBR161W,CSH1,0.813595532,0.296979311,0.77744429,0.999250689,0.998739915,0.787020083,0.992824214,0.990038118,0.991101595,0.920337109,0.998093627,0.885867977,0.992665963,0.99668303,0.960842569,0.998375906,0.974333757,0.998365774,0.959562875
YBR162C,TOS1,0.002988688,0.968687579,0.997076032,0.735270828,0.744632978,0.990743833,0.601657746,0.465522624,0.893938299,0.990437795,0.694538727,0.961188387,0.992665963,0.855134021,0.960842569,0.385855986,0.98053806,0.382759749,0.998030638
YBR162W-A,YSY6,0.860497612,0.998934328,0.932728138,0.977209162,0.998739915,0.954328948,0.941736508,0.998017381,0.932953624,0.985792674,0.998093627,0.98285319,0.992665963,0.961726394,0.922524079,0.956933075,0.974333757,0.916168809,0.778313689
YBR163W,EXO5,0.920114499,0.121975742,0.793897932,0.999250689,0.998739915,0.029257884,0.992824214,0.228224683,0.88474113,0.985792674,0.011925938,0.663771568,0.12845052,0.333770542,0.018666595,0.137389688,0.280108453,0.998365774,0.196072985
YBR164C,ARL1,0.970313613,0.002315144,2.37547E-19,0.976100473,0.998739915,0.110931205,0.992824214,9.57613E-05,0.991101595,0.207754944,0.123529508,0.646595212,0.849487549,0.222353123,0.78599464,0.998375906,0.999771663,0.998365774,0.063213415
YBR165W,UBS1,0.985066217,0.056257775,0.874283619,0.999250689,0.998739915,0.990743833,0.992824214,0.920141211,0.991101595,0.900820561,0.774374259,0.200821523,0.961897902,0.898547409,0.967238505,0.998375906,0.974333757,0.998365774,0.992897227
YBR166C,TYR1,0.988610961,0.210460929,0.997076032,0.999250689,0.998739915,0.667076596,0.992824214,0.977638227,0.991101595,0.672604181,0.603674148,0.98285319,0.955180587,0.935857689,0.540618812,0.523740335,0.974333757,0.998365774,0.992897227
YBR168W,PEX32,0.830433148,0.714966703,0.852712252,0.011170769,0.965997419,0.904531691,0.845529029,0.998017381,0.493970282,0.978416549,0.351939728,0.059988259,0.990384427,0.743919057,0.363690144,0.585784588,0.700656582,0.042533774,0.04853243
YBR169C,SSE2,0.970313613,0.987989622,0.945713971,0.979686776,0.998739915,0.990743833,0.992824214,0.998017381,0.996097499,0.985792674,0.998093627,0.986503423,0.839467068,0.994922091,0.960842569,0.998375906,0.989921527,0.987065058,0.993787163
YBR170C,NPL4,0.970313613,0.866972727,0.997076032,0.999250689,0.998739915,0.755836792,0.992824214,0.980970306,0.99592773,0.985792674,0.92078869,0.618251607,0.924096228,0.99668303,0.993739109,0.998375906,0.974333757,0.998365774,0.98325002
YBR171W,SEC66,0.970313613,0.998934328,0.687532795,0.982141925,0.998739915,0.990743833,0.992824214,0.789870195,0.991101595,0.985792674,0.854986837,0.811849679,0.779926295,0.99668303,0.960842569,0.917812442,0.974333757,0.994264604,0.733660334
YBR172C,SMY2,0.970313613,0.998747083,0.901986321,0.783524747,0.998739915,0.971980026,0.914332081,0.794016317,0.701112844,0.564303654,0.998093627,0.922647867,0.992665963,0.928502442,0.879642317,0.677693643,0.996332362,0.713509779,0.930969671
YBR173C,UMP1,0.022098588,0.686684831,0.997076032,0.668947302,0.998739915,0.990743833,0.941736508,0.488140932,0.890970817,0.995847033,9.29795E-22,0.618251607,0.10111005,0.934836475,0.874230407,0.998375906,0.974333757,0.574068101,0.992897227
YBR174C,,0.001020694,0.016195348,0.001257654,0.918833599,0.998739915,0.975519437,0.992824214,0.865917079,0.991101595,0.206799507,0.998093627,0.035214538,0.72817646,0.99668303,0.971339153,0.998375906,0.974333757,0.814751637,1.04317E-07
YBR175W,SWD3,1.72352E-05,0.019265916,0.997076032,0.654062038,0.882902742,0.787020083,0.992824214,0.915839774,0.304273993,0.985792674,0.032056485,0.98285319,0.868393664,0.935857689,0.455869123,0.020492028,0.20213932,0.998365774,0.001070281
YBR176W,ECM31,0.006085286,0.000638725,0.960894342,0.052903177,0.998739915,0.502815805,0.992824214,0.112045608,0.673241061,0.001571533,3.82555E-18,1.41029E-05,0.992665963,0.934836475,0.905369896,0.998375906,0.002503351,0.326730202,6.13105E-11
YBR177C,EHT1,0.03575774,0.997698165,0.979558155,0.999250689,0.008160318,0.855998158,0.992824214,0.998017381,0.991101595,0.591901062,0.966655133,0.960993422,0.523834004,0.852845165,0.251096672,0.313538053,0.974333757,0.998365774,0.306872808
YBR178W,,0.970313613,0.751222417,0.56429996,0.999250689,0.998739915,0.995066176,0.951033531,0.937473523,0.991101595,0.619571296,0.998093627,0.857016871,0.337136117,0.731610009,0.965482514,0.998375906,0.93693001,0.998365774,0.127161609
YBR179C,FZO1,0.345625592,0.05542555,0.686908028,0.998642299,0.998739915,0.252165057,0.992824214,0.872276432,0.80179219,0.985792674,0.244634147,0.634498037,0.502859413,0.229800671,0.000584923,0.747310466,0.048938951,0.8479129,0.55969617
YBR180W,DTR1,0.970313613,0.998934328,0.997076032,0.984866761,0.998739915,0.303253117,0.846807961,0.379508665,0.991101595,0.448665063,0.998093627,0.308575435,0.992665963,0.233541505,0.976017332,0.312080277,0.605396269,0.998365774,0.86024592
YBR181C,RPS6B,0.236399817,0.056848241,0.086892221,0.194300762,0.998739915,0.476501123,0.064808244,0.770518223,0.410660316,0.58599662,0.00212611,0.209149265,0.394399613,0.957418493,0.747127263,0.083432543,0.974333757,0.481274365,0.001301249
YBR182C,SMP1,0.21108332,0.962052237,0.883596266,0.999250689,0.007192856,0.844297489,0.992824214,0.920141211,0.991101595,0.94047606,0.998093627,0.821534534,0.952209775,0.53832095,0.902168553,0.970108499,0.955008769,0.986146214,0.835246208
YBR182C-A,,0.980227643,0.998934328,0.997076032,0.765742096,0.860874421,0.138775827,0.646122654,0.73910647,0.92694742,0.997653318,0.998093627,0.549850604,0.910385886,0.99668303,0.089569932,0.998375906,0.974333757,0.810074465,0.213891909
YBR183W,YPC1,0.090515755,0.453236988,0.703978432,0.999250689,0.003925327,0.968471064,0.992824214,0.973920991,0.991101595,0.905303237,0.934586734,0.590715005,0.672037902,0.658297272,0.971767817,0.410938073,0.899587234,0.985251657,0.881930185
YBR184W,,0.328271718,0.998934328,0.997076032,0.999250689,0.998739915,0.990743833,0.992824214,0.995744387,0.991101595,0.985792674,0.752350947,0.98285319,0.992665963,0.99668303,0.970812014,0.947365313,0.710512873,0.998365774,0.998929231
YBR185C,MBA1,0.980227643,0.998934328,0.918419248,0.999250689,0.998739915,0.429080171,0.992824214,0.044517225,0.991101595,0.762967079,0.934586734,0.95681186,0.992665963,0.022082172,0.993739109,0.957429387,0.896975784,0.998365774,0.580384637
YBR186W,PCH2,0.985066217,0.998934328,0.838820649,0.982141925,0.998739915,0.27153955,0.992824214,0.068555741,0.991101595,0.556237141,0.934911046,0.763923412,0.933249134,0.020408776,0.843505293,0.803548662,0.800692628,0.998365774,0.436521372
YBR187W,GDT1,0.98149779,0.998934328,0.753658274,0.999250689,0.81880259,0.350159538,0.992824214,0.071039986,0.992028488,0.985792674,0.985810124,0.549850604,0.889135982,0.00155258,0.960842569,0.998375906,0.974333757,0.998365774,0.93145233
YBR188C,NTC20,0.970313613,0.127229172,0.997076032,0.978442703,0.998739915,0.96209859,0.992824214,0.000360542,0.994193989,0.655363271,0.438358245,0.919506555,0.924096228,0.947471824,0.942857633,0.998375906,0.974333757,0.904433962,0.217981408
YBR189W,RPS9B,0.809191937,0.998934328,0.975510042,0.999250689,0.961827418,0.990743833,0.398540957,0.998017381,0.890970817,0.48157689,0.826206669,0.002308613,0.992665963,0.934836475,0.960842569,0.913530051,0.974333757,0.998365774,0.399740525
YBR191W,RPL21A,1.12203E-08,0.001556857,0.678792587,0.993230094,0.001197485,0.545734257,0.116709142,0.013490163,0.832543555,0.626226653,1.07764E-05,0.283759817,0.463216161,0.99668303,0.960842569,0.998375906,0.974333757,0.810313862,0.184741453
YBR194W,AIM4,0.996298614,0.870464442,0.997076032,0.999250689,0.860874421,0.996288938,0.992824214,0.997059872,0.769211857,0.996850467,0.998093627,0.98285319,0.992665963,0.804769641,0.960842569,0.907280526,0.974333757,0.850859245,0.993787163
YBR195C,MSI1,0.970313613,0.714255306,0.73777663,0.977209162,0.658288579,0.990743833,0.992824214,0.95412365,0.991101595,0.927282708,0.996977339,0.98285319,0.559866303,0.64309277,0.850582272,0.998375906,0.974333757,0.998365774,0.916299577
YBR196C-A,,0.970313613,0.998934328,0.017879175,0.999250689,0.998739915,0.990743833,0.992824214,0.831562211,0.428769991,0.358468771,0.469466401,0.97918694,0.119652116,0.728322324,3.95793E-06,0.023780933,0.993859973,0.850859245,0.666816025
YBR196C-B,,0.832990964,0.998934328,0.997076032,0.979686776,0.998739915,0.427956612,0.992824214,0.228224683,0.991101595,0.968925511,0.961506303,0.762355454,0.992665963,0.962741009,0.982918071,0.998375906,0.779119323,0.913046815,0.951185146
YBR197C,,0.000149648,0.010182678,0.918736591,0.968223516,2.83406E-05,0.041153079,1.74792E-10,0.373833374,0.991101595,1.72548E-08,0.552564311,3.87902E-14,0.878151031,0.99668303,0.201133072,0.913688617,1.28888E-08,0.998365774,4.87263E-20
YBR199W,KTR4,0.955640363,0.049009777,0.000394838,0.993230094,0.608448114,0.00026235,0.992824214,6.95826E-06,0.480401972,0.003847232,4.35387E-10,0.13518836,0.840005307,5.26288E-05,0.960842569,0.998375906,0.974333757,0.986146214,2.05314E-06
YBR200W,BEM1,0.970313613,0.998934328,0.943938539,0.999250689,0.998739915,0.812482919,0.992824214,0.561033493,0.991101595,0.92456859,0.933416634,0.821534534,0.878151031,0.118758589,0.879642317,0.998375906,0.974333757,0.998365774,0.604522205
YBR200W-A,,0.970313613,0.998934328,0.997076032,0.979686776,0.998739915,0.143267675,0.914101743,0.34310587,0.991101595,0.94047606,0.998093627,0.543114743,0.903875074,0.97949951,0.960842569,0.998375906,0.974333757,0.998365774,0.104981967
YBR201W,DER1,0.970313613,0.998934328,0.997076032,0.999250689,0.998739915,0.856820145,0.993843906,0.649211206,0.991101595,0.968925511,0.998093627,0.98285319,0.992665963,0.773970679,0.997109102,0.998375906,0.974333757,0.998365774,0.586545176
YBR203W,COS111,0.980627861,0.998934328,0.981671681,0.999250689,0.998739915,0.990743833,0.992824214,0.978002617,0.991101595,0.985792674,0.998093627,0.572235987,0.557968956,0.918867606,0.645591927,0.998375906,0.989729991,0.998365774,0.99477667
YBR204C,LDH1,0.970313613,0.998934328,0.997076032,0.999250689,0.998739915,0.884487366,0.993843906,0.64653352,0.991101595,0.946311221,0.998093627,0.98285319,0.992665963,0.363137635,0.991884092,0.990476497,0.974333757,0.998365774,0.580238902
YBR205W,KTR3,0.970313613,0.998934328,0.997982889,0.999250689,0.998739915,0.531671065,0.993843906,0.124906945,0.991101595,0.667934242,0.998093627,0.98285319,0.989849053,0.499527889,0.960842569,0.896314148,0.927301341,0.998365774,0.493495151
YBR206W,,0.920398669,0.998934328,0.997076032,0.429085396,0.998739915,0.676146558,0.429171482,0.455592305,0.582669505,0.55272855,0.92078869,0.98285319,0.994062181,0.012138591,0.993739109,0.998375906,0.898518918,0.578274591,0.992897227
YBR208C,"DUR1,2",0.814174436,0.241481626,0.250226419,0.999250689,0.998739915,0.98027614,0.992824214,0.907477607,0.991101595,0.594121074,0.989451029,0.416244512,0.71595188,0.703096811,0.960842569,0.745219985,0.880372904,0.998365774,0.592210163
YBR210W,ERV15,1.72352E-05,0.252326371,0.918419248,0.783524747,0.998739915,0.00741828,0.992824214,0.082650354,0.991101595,0.068354179,0.998093627,0.993852211,0.062228891,0.71490628,0.015446827,0.615110949,0.974333757,0.998365774,0.992897227
YBR212W,NGR1,0.998933169,0.753206367,0.838740146,0.999250689,0.998739915,0.996288938,0.992824214,0.998017381,0.865083747,0.985792674,0.622279784,0.98285319,0.990384427,0.99668303,0.960842569,0.96080973,0.974333757,0.986645866,0.992897227
YBR213W,MET8,0.970313613,0.986550245,0.941588971,0.999250689,0.998739915,0.844297489,0.992824214,0.785833626,0.991101595,0.985792674,0.998093627,0.811009054,0.994062181,0.388122317,0.960842569,0.96080973,0.974333757,0.998365774,0.992897227
YBR214W,SDS24,0.970313613,0.998934328,0.997076032,0.963858815,0.998739915,0.513649801,0.926982938,0.094721436,0.9432379,0.756590684,0.843092289,0.41832026,0.74482404,0.017376145,0.879642317,0.535784377,0.989921527,0.998365774,0.992897227
YBR215W,HPC2,0.970313613,0.998934328,0.999183616,0.984866761,0.998739915,0.428010245,0.992824214,0.7893843,0.991101595,0.991186496,0.714852668,0.98285319,0.992665963,0.875537691,0.924950116,0.820406264,0.995844234,0.998365774,0.949300699
YBR216C,YBP1,0.931227661,0.252326371,0.061895002,0.91003736,0.998739915,0.769476637,0.998290049,0.907221921,0.982413863,0.752296462,0.534279768,0.737669592,0.992665963,0.889260366,0.672287005,0.370635523,0.982610569,0.998365774,0.936258986
YBR217W,ATG12,0.970313613,0.998934328,0.571506598,0.979686776,0.261544765,0.535997552,0.992824214,0.168662653,0.932306551,0.878668725,0.772365121,0.395699971,0.679979451,0.001368363,0.960842569,0.998375906,0.987832702,0.998365774,0.867392038
YBR218C,PYC2,0.970313613,0.974429865,0.822058461,0.989561022,0.998739915,0.922886019,0.992824214,0.423546746,0.991101595,0.711038955,0.998093627,0.575743275,0.89114092,0.914740712,0.872254052,0.998375906,0.861486497,0.998365774,0.992897227
YBR219C,,0.970313613,0.998934328,0.676289299,0.999250689,0.998739915,0.722657872,0.992824214,0.432608855,0.991101595,0.756590684,0.998093627,0.957687536,0.981532944,0.419750786,0.960842569,0.998375906,0.974333757,0.998365774,0.338545043
YBR220C,,0.970313613,0.998934328,0.428962883,0.876025325,0.054180822,0.670651192,0.992824214,0.997570503,0.937772275,0.985792674,0.044457655,0.046633826,0.100196276,0.736366639,0.410686821,0.998375906,0.227432652,0.998365774,0.992897227
YBR221C,PDB1,5.82352E-08,0.164373357,0.997076032,0.506408873,0.998739915,0.868522582,0.442281102,0.793417197,0.950676564,0.985792674,0.316416414,0.821534534,0.992665963,0.93612673,0.370262183,0.032614481,0.974333757,0.186563911,1.97292E-08
YBR221W-A,,1.90118E-29,0.046293173,1.21125E-06,0.999250689,0.521614722,0.510756881,1.09456E-08,0.001064864,0.460142321,0.756590684,0.218190229,3.93021E-07,1.85439E-07,0.998542177,1.93056E-08,0.998375906,0,0.998365774,0.620155619
YBR222C,PCS60,0.002447389,0.998934328,0.639753882,0.974697467,0.834037532,0.294122406,0.245287075,0.997059872,0.9432379,0.891977804,0.000952793,0.940360794,0.943051903,0.898547409,0.960842569,0.998375906,0.974333757,0.998365774,0.916299577
YBR223C,TDP1,0.961212518,0.942049936,0.997076032,0.999250689,0.963957911,0.990743833,0.992824214,0.737798345,0.991101595,0.998209612,0.762632081,0.98285319,0.728659533,0.927218607,0.27738818,0.998375906,0.983120224,0.999542792,0.99477667
