Gene,P0.05,P0.11,P0.16,p0.22,P0.30,C0.05,C0.11,C0.16,C0.22,C0.30,N0.05,N0.11,N0.16,N0.22,N0.30,L0.05,L0.11,L0.16,L0.22,L0.30,U0.05,U0.11,U0.16,U0.22,U0.30
YDR353W,-0.051548103,0.00681613,0.083878768,0.166801458,0.144977534,-0.6505017,-0.369766499,-0.282185847,-0.098273765,0.106540192,-0.187883869,-0.232144463,-0.12488047,0.048881202,0.157788719,0.160824601,0.21456184,0.179983324,0.197999934,0.313712338,0.414298821,0.240788919,0.270323925,0.112450344,0.223301066
YDR354W,-0.126730097,0.138132215,0.087475994,0.384437073,0.489634428,-0.023731995,0.275096394,0.366041181,-0.024666544,0.272831139,0.634583585,0.287206941,0.32994803,0.863747097,0.527451132,1.720556731,1.369939399,1.439220517,0.888019475,0.438174828,-0.149266209,1.021774503,0.946646838,0.570149701,-0.279782156
YDR361C,-0.186780121,-1.63058264,-1.60983125,-0.167916237,-0.473717375,-1.030188487,-0.915687846,-1.058684079,-0.840711478,-0.54341121,-0.155045619,-0.144151715,0.025336328,-0.108495232,-0.239745755,-0.332841877,-0.91669466,-0.460546485,-0.383872642,-0.808603183,-0.432700597,-0.607745462,-0.075756178,-0.160343747,-0.322728465
YDR368W,0.039789888,-0.040311903,-0.201405258,-0.19725044,-0.440953563,0.291210561,-0.351934258,-0.448373675,-0.711485781,-0.755931049,0.000515113,-0.382934421,-0.417792583,-0.557164687,-0.611552128,-0.520620452,-0.616849669,-0.749721315,-0.784265297,-0.672664989,0.419952348,-0.10247694,-0.402512064,-0.588624323,-0.327355722
YDR372C,2.060816882,4.234942951,2.278393496,2.319916416,1.29618196,1.97600512,-0.186680446,0.20823443,-0.580196581,0.944765519,1.638025212,2.00963307,1.585390346,2.259962834,1.657734205,3.373870609,2.192060681,2.185746315,2.588685853,2.511516469,6.295347365,3.056419852,1.715903336,2.681745551,2.043176848
YDR378C,-0.029325401,0.207237728,0.089206324,0.34103873,0.166913194,0.093386703,0.120317174,0.112736145,0.040147335,0.057917581,0.10269966,0.215782282,0.175324086,0.102671224,0.178243352,-0.052385526,-0.065155332,-0.105194857,-0.007294311,-0.236528599,0.046873693,0.167139326,0.094030532,-0.041300893,0.148081084
YDR381W,0.146043619,0.300097092,0.270270502,0.403734752,0.320102831,0.321312065,0.403936757,0.297991033,0.434600363,0.400821115,0.485643497,0.722277054,0.600146131,0.227321157,0.202359757,0.269789141,0.115527258,0.212780825,0.253718195,0.27111131,-0.416993705,0.099543512,0.157545263,0.195674397,0.106384668
YDR382W,-0.01513852,0.577005265,0.871118495,1.308660575,1.621346217,1.008444164,0.794071729,0.985441795,1.208809176,1.505208304,1.008128878,0.953023039,0.984547386,1.407999713,1.437322923,1.181411797,1.317405837,1.446639707,1.404965751,1.627321762,0.151372399,0.693754014,0.841897422,1.116987838,1.390175132
YDR384C,1.136222297,-0.051939755,0.061088943,0.39749943,3.278955096,5.322815785,5.687425481,6.098555898,2.317444943,1.258357191,0.984506418,2.107913884,2.238147758,1.823330408,3.42802908,1.682610492,1.756712026,3.118810615,0.847009306,0.88267451,-4.255558033,1.082016733,2.148164853,2.921101181,-3.196620291
YDR388W,-0.024382468,-0.045951771,0.009425916,-0.012460293,-0.086905703,-0.03861854,-0.139998252,-0.271073599,-0.186659032,-0.041480797,0.528020576,0.531932252,0.601355942,0.180101395,0.080517846,0.119975666,0.051248331,0.035197371,-0.024803935,0.089388044,0.39884771,0.24682811,0.19543828,0.059540519,0.041162898
YDR394W,-0.052690833,-0.227948732,0.010170982,0.035510903,-0.16330087,0.04475452,-0.311696685,-0.069403748,-0.210514887,-0.137713339,0.156827666,0.09211083,0.261688102,-0.065177661,0.147644302,-0.157291366,-0.168012467,-0.020550084,-0.273979559,-0.214390922,-0.370317184,-0.18024192,0.192316493,-0.178753628,0.132096414
YDR395W,-0.193551654,-0.009809206,0.137337359,0.550187507,0.41092634,0.254830791,-0.939017201,-0.855184271,-0.169221222,0.269763385,1.941821368,0.132342827,-0.245205742,-0.295638849,-0.028495332,-0.075364088,-0.071636092,-0.140443392,-0.158855671,0.225577228,0.052363044,-0.080873241,0.839274856,0.331676265,0.169319646
YDR399W,-0.004656709,0.226959255,-0.519484225,-0.413233239,-0.558743155,-0.126361484,0.153621996,0.310505358,0.291862316,0.017189742,0.746555974,0.805881026,0.755939515,0.278106122,0.393836057,-0.608516252,-0.064811418,-0.009806,0.043156373,0.095655527,-0.387918151,-0.788105462,-1.699889306,-0.942130064,0.253174958
YDR427W,0.084095442,-0.003970462,0.029457509,-0.248456307,-0.280727872,0.03145743,-0.021358834,-0.337803602,-0.363278747,-0.294335985,0.046915846,-0.173911393,0.217502815,-0.046199964,-0.494443039,-0.131637912,-0.243075691,-0.378220425,-0.450849479,-0.206316859,-0.449886733,-0.384250735,-0.404422626,-0.330535533,-0.209819994
YDR429C,-0.205203902,0.025644587,0.106595845,0.057375574,-0.022180574,-0.48457571,-0.026607749,-0.189377676,-0.273205268,-0.157909364,-0.318941537,-0.358018588,-0.01500829,-0.0527563,0.004197569,0.046087991,0.110053077,-0.00896377,-0.304866264,-0.027661798,-1.285428021,-0.197316528,-1.024320538,-0.44338732,-0.447767089
YDR432W,-0.061402844,-0.001423106,-0.004517071,0.199969253,0.123969223,0.061558617,0.184722507,0.131760078,0.001822009,0.05000748,0.350094721,0.43884126,0.387685204,0.174967593,0.107255843,0.121351784,0.039277315,0.141555546,0.264767822,0.312785786,0.03978855,0.003738457,0.223415442,0.100335097,0.107814678
YDR441C,-0.314423816,-0.776301605,-1.271797324,-2.096385044,-1.319959346,-5.485200159,-1.518516482,-2.134523346,-1.83380019,-2.280602421,-0.732051,-2.216923599,-2.121531995,-1.553247747,-2.088335633,0.245891675,-0.93478893,-0.97138217,-1.369633202,-2.317999381,-0.083956886,-1.368572546,-2.131484841,-3.833766657,-4.700909418
YDR452W,0.152550535,-0.073139101,-0.06153644,-0.368134138,-0.223768815,-0.37351388,-0.512055848,-0.654061932,-0.466626602,-0.476993158,-0.078887816,-0.348342392,-0.350917673,0.089902411,-0.321792632,-0.061546721,-0.228141067,-0.096273407,-0.342461936,-0.582159269,-0.153422926,-0.288277935,-0.378888401,-0.447452625,-0.348511511
YDR454C,0.018699467,0.099426216,0.217732289,0.215171334,0.146754981,-0.236009387,-0.124510144,-0.080707898,-0.12742981,-0.053542895,-0.321347205,0.140012993,0.216408693,0.131148835,0.252028203,-0.221526257,0.020411393,0.163597552,0.050146525,0.091826924,0.138411844,-0.115218791,0.065999183,0.024452101,0.142505715
YDR471W,0.08478345,0.625176536,0.946070643,1.363720358,1.684794809,0.982118484,1.193892582,1.23140194,1.365061161,1.644361154,1.06752956,0.998484756,1.10757928,1.51454884,1.693373347,1.398022027,1.515792144,1.65552039,1.74922055,1.753878597,0.327432506,0.896954935,1.192293257,1.400615059,1.54326822
YDR481C,0.145771354,-0.448396635,-0.647197831,-0.910967563,-1.209512695,-3.616275751,-2.800202279,-3.239287749,-2.914626253,-2.412995523,-2.380272561,-2.480490134,-2.437199812,-2.13244294,-1.957879629,-2.30359743,-2.260077343,-2.236568172,-2.59864066,-2.285295687,-3.100881091,-2.766482091,-2.747021591,-2.576818293,-1.88004284
YDR483W,0.064912088,0.545031905,0.779444875,1.172031079,1.590433024,0.639094795,0.792054276,0.854853971,0.778688164,0.990596392,1.468093313,1.233075482,1.291399413,1.434726952,1.16104607,1.368522261,1.757867115,1.573129692,2.440289956,2.119038862,0.729823681,0.810734673,1.157185354,1.182426578,1.322047532
YDR487C,0.137071712,-0.069272907,-0.165093257,0.041611393,0.007789912,-0.166536229,-0.522639021,-0.137077819,-0.456054966,-0.562604389,-0.550976447,-0.680163609,-0.484308415,-0.362257504,-0.269645824,1.171857612,0.732088254,0.597222487,0.171964253,-0.412131929,-0.321941507,-0.326513645,-0.287799812,-0.190862102,-0.335057117
YDR497C,0.121990551,0.950339962,0.859505915,1.083617817,1.903767765,1.57108177,1.734627863,2.562667931,1.249952713,0.098126155,3.276708656,2.041861181,3.646088725,4.363176722,2.923298208,1.808823935,1.843567705,1.343504165,1.839463631,1.332923843,3.162599357,1.74627516,1.973116814,2.10488127,3.475670492
YDR502C,0.072626136,0.47472648,0.618950153,0.730421441,0.952565745,0.343449232,0.613469181,0.901133315,0.992229473,0.966591709,0.668848097,1.260462539,1.402536686,1.312089993,1.222119939,0.992059068,1.312441138,1.257359788,1.224671511,1.071552749,1.580146407,0.748751737,0.382519064,0.799953444,1.893779929
YDR510W,-0.076506075,-0.235178034,-0.490666883,-0.791400076,-0.715833094,-0.693028806,-0.530203823,-0.636887605,-0.843093141,-1.025449415,-0.559390098,-0.626133985,-0.983313196,-0.811511479,-1.058697539,-0.832385197,-0.720780549,-0.643633038,-0.841028663,-0.829093608,-0.527154348,-0.908548757,-0.987478779,-0.822666079,-0.906541066
YDR513W,-0.117237941,-0.511650353,-0.810726924,-1.036780648,-1.261574368,0.356470117,-0.088282674,-0.487746236,-0.427608144,-0.662527165,0.583798306,-0.175199535,-0.347518703,-1.012432145,-0.936618566,-1.170616654,-1.461743663,-1.57379902,-1.235995972,-1.415874038,-0.374821136,-0.517293119,-1.091072177,-1.088866628,-1.048399339
YDR516C,-0.277866214,-0.844605777,-0.540026881,-0.516404151,-0.96610728,0.432656235,0.376624836,0.117811441,0.35975634,0.184184696,-0.879244653,-0.017958913,-0.048903345,-0.782467639,-0.629454614,-0.588590162,-0.842707179,-0.838450036,-0.91083111,-0.937122631,-0.528528067,-0.758285486,-0.687022672,-0.843073411,-0.566585931
YDR529C,-0.073602311,-0.61244782,-0.632473728,-0.860787355,-1.833752698,0.449437799,0.456929383,0.444989027,0.646613265,0.247050035,-0.07766661,-0.467556029,-0.569487651,-1.099522369,-1.226250529,-0.646291374,-1.300746771,-2.058558109,-1.989109038,-1.528874406,-0.331354678,-1.048261235,-1.768219591,-0.978363792,-1.038714971
YDR533C,-0.115806019,-0.479481961,-1.195548796,-1.734799909,-1.913219657,-1.132114364,-1.866156366,-2.313393898,-2.012981491,-1.851718178,0.414856779,-1.330403476,-1.309079196,-2.295795225,-1.011757047,-1.617018821,-2.491210467,-3.078226537,-1.606120365,-2.466092714,0.545640074,-0.095256046,-1.62130453,-1.956920071,-1.952950703
YEL002C,-0.763356041,-0.030795424,-0.216528297,-0.084428944,-0.049781828,-0.026413643,-0.255028267,-0.319236608,-0.531465062,-0.279872279,0.018656541,0.14122327,0.211319337,-0.014811557,-0.100343966,-0.585013438,-0.139786775,-0.093067548,-0.256250865,-0.143138231,-0.20936108,-0.434899875,-0.210250122,-0.254034478,0.113231774
YEL011W,0.145530085,0.212422951,0.469654121,0.274072808,0.568135673,1.294557384,1.265360037,1.054166336,0.735951504,0.69134117,0.535197549,0.542331745,0.592027898,0.465958756,0.47875846,0.280041054,-0.059790631,0.350210724,0.299457394,0.581574212,0.222312152,0.303688551,0.798112334,0.510120449,0.110087139
YEL013W,0.295437892,-0.190411948,-0.201800694,-0.242072673,-0.300562132,-0.383319563,-0.637453732,-0.792537295,-0.628548956,-0.888296202,0.099869004,0.409288227,-0.207399652,-0.086599366,-0.25032065,-0.215007824,-0.469863596,-0.458074006,-0.484757091,-0.363214082,-0.348373711,-0.397230609,-0.789929627,-0.370495003,-0.113401545
YEL021W,-0.917911251,-1.866124779,-1.576544508,-0.254501632,0.243720738,-0.433831177,-0.554751845,-0.084633346,-0.593316693,-0.238587636,0.046255874,0.216172677,-0.243850682,-0.312107154,0.145991714,-1.148151832,-0.015324202,-0.328152564,-0.004135673,-0.086263507,-2.118753058,-2.683492811,-0.892402489,-1.89994601,-2.807720963
YEL024W,-0.011278224,-0.291103102,-0.421603006,-1.041405302,-2.170371902,0.576616377,0.483249144,0.637332591,0.953182298,0.436448211,-0.121496824,-0.462108005,-0.464884785,-1.149978943,-1.593848411,-1.35703096,-1.492821203,-2.677219991,-1.642291761,-1.985180025,-0.443696029,-1.281153561,-2.705902469,-1.132730954,-1.283057559
YEL026W,-0.472891826,-0.135713597,0.593285336,0.144908549,0.72735574,0.016567791,-0.357020541,0.259459247,0.300579302,1.059763573,-0.109619469,0.350059193,0.141546103,0.978497159,0.877354136,0.384078258,-0.016064098,0.126721106,-0.089539649,0.748441825,0.154089353,0.168405018,0.479309148,0.824595058,0.098027516
YEL031W,0.162884777,0.246602409,0.22346538,0.371860373,0.551503796,-0.477500946,-0.414863498,0.038528193,0.120317224,0.391445411,0.011905198,0.378594224,0.361917923,0.635665401,0.6333357,0.042782015,0.239106682,0.388370852,0.401284209,0.473056864,-0.542435053,-0.092744561,0.383331358,0.279871939,0.683446705
YEL034W,-0.118879595,-0.184866443,-0.208798027,-0.199649184,0.02034741,0.611498937,0.422015849,0.305354339,-0.034482914,-0.121457829,0.790064955,0.337674756,0.293788667,0.064879802,-0.016832905,-0.377887587,-0.152119385,-0.33193962,-0.205578911,-0.152997974,-0.508250331,-0.554927489,-0.287706283,-0.169702501,-0.06602554
YEL036C,0.170157725,0.450056374,1.105124444,0.873313032,1.405813281,1.574997392,1.479389839,0.722999319,1.491811983,1.16172114,0.996837754,0.687406396,0.899978537,0.649023555,5.209798674,-0.810944082,1.313342375,1.288013155,0.562907778,2.611182419,0.830735631,0.909789604,2.875894535,4.84414419,0.542942084
YEL038W,0.024142288,0.528153948,0.381970258,-0.066775434,-0.187291171,-0.2735893,-0.112728578,-0.024131067,-0.147401326,-0.396083094,-0.546175101,0.910889249,0.297059296,-0.296827844,0.308537589,-0.091777727,0.858582048,-0.176295964,-0.176005257,-0.022299057,0.276060551,-0.576075722,-0.835368086,-0.467447487,-0.17024571
YEL040W,0.208768773,-0.023003092,0.899110046,2.50407133,2.403975177,-0.410315101,-0.204476291,0.29796402,-0.14901094,-0.191781023,-0.687126321,0.129926241,0.00742216,0.296250378,0.511935318,1.098761579,1.254998197,1.0377143,1.092831427,0.823412261,-0.180947936,-1.149119535,0.288986068,0.60900365,1.769124092
YEL046C,0.073329603,0.343860328,0.731131046,0.751264733,0.700520264,-1.180021273,-1.167839667,-0.708625318,-0.360913183,-0.092301888,-0.855328093,-0.663978066,-0.333369832,-0.360380244,0.028121437,1.061145293,0.917963062,0.924379544,0.894761005,1.253532247,-0.973323766,0.236183909,0.461398313,0.105940275,-0.234736853
YEL047C,-0.042225222,-0.125756725,-0.176058745,-0.324046543,-0.554182266,-0.064496127,-0.128139674,-0.445643845,-0.810214723,-0.877707994,-0.101872367,0.108556776,0.135034618,-0.030102024,-0.097734779,-0.391934599,-0.369654946,-0.324157048,-0.381677709,-0.728773721,-0.475195563,-0.270810487,-0.591129608,-0.505545381,-0.295808011
YEL051W,0.065328204,0.179802041,-0.365511183,0.379417203,0.256052464,-0.144653265,-0.533960215,-0.414825274,-0.324642576,-0.058842763,0.333885092,0.405664767,0.618237157,0.404519297,0.367140656,0.183271464,0.14646834,0.248274195,0.108491007,0.175695726,-0.10569659,-0.229672642,-0.19900449,0.046507091,-0.116038211
YEL058W,0.127227317,1.068043574,1.306479491,1.715290148,2.126817718,1.725486371,2.781411962,2.660051215,1.785163043,2.013676041,1.5952619,1.332122867,1.866610651,2.0598558,2.058770247,2.013057687,3.328763523,2.079279772,3.410147429,2.200326754,1.728068726,1.688190982,2.077489831,2.030540624,2.223703236
YEL060C,0.090198045,-0.133382322,-0.73046019,-0.566277817,-0.498192321,0.577267372,0.227942182,-0.061774993,-0.137841545,-0.292165223,1.590521598,0.922729754,0.738677988,0.179463551,0.026464911,-0.331743272,-0.613971867,-0.53844661,-0.451565367,-0.685685087,1.058958506,0.926705408,0.040677602,-0.117937945,-0.153985882
YEL063C,0.187471743,0.478873468,0.485073926,0.66308092,0.69282712,0.454401025,0.379124003,-0.24093838,0.210156691,1.089280065,1.176064641,1.425934519,1.262177254,1.47454999,1.323857093,1.289458132,0.814923884,1.291348219,0.668051307,1.220027293,0.74271613,0.591359392,0.937473385,1.054336214,0.913815887
YEL071W,0.129913604,0.33177517,0.412476606,0.415179934,0.711879827,-3.438644743,-2.84939442,-2.66948302,-2.889530428,-1.376097868,-1.864656569,-1.757278305,-1.521499846,-0.492765029,0.107293562,1.419914751,1.246156193,1.435723271,1.404443108,1.076859839,0.746380834,1.60385034,1.098503681,1.345914534,0.917062156
YER003C,-0.064839643,0.379893277,0.349990813,0.406943515,0.276121344,0.385733258,0.461709808,0.452324061,0.319670864,0.428950546,0.182835639,0.447100364,0.44619033,0.337278703,0.403422988,-0.755278812,-0.221405808,-0.279876573,0.002210809,0.292289835,0.32863308,0.313167236,0.45310296,0.432994778,0.666324868
YER004W,-0.17114083,0.078855833,-0.376217251,-0.472492466,0.137098788,1.084327791,0.776380325,0.515570732,0.043784064,-0.063369483,1.82224145,1.184190655,0.935171467,0.599017707,0.167809483,1.023647037,0.166885428,0.630021798,0.084126565,-0.351926946,1.073136937,0.34012744,0.426580768,0.252925203,-0.02622042
YER006W,-0.445545294,-0.722182905,0.136517158,-0.161422748,-0.012836301,0.000520538,-0.31603486,-0.765377362,-0.49943362,-1.735716168,-0.674977012,-0.707085745,-0.630329139,-1.876700109,-0.081969974,0.068160135,-0.573781628,-0.131417678,0.053947367,-0.254089266,-1.0099698,1.507932318,0.36834883,-0.128646132,0.075807848
YER007C-A,-0.745620428,-0.414069093,-0.025836713,-0.379515529,-0.045131897,-0.358537035,-0.388942428,-0.436285162,-0.343918052,-0.534669405,-0.223843596,0.044409647,-0.111156557,-0.279392156,-0.337377914,-0.103323375,0.110795171,0.039551537,0.031637702,0.013028858,-0.168282754,-0.363272728,-0.306611368,-0.264576216,-0.292938812
YER009W,0.166477206,0.185781832,0.227445152,0.222151249,0.248915761,-0.019755206,0.038995161,-0.00928873,-0.113824032,0.201712236,0.413125746,0.73901313,0.658338508,0.478257297,0.634793451,0.151069088,0.024752813,0.163653913,0.208961412,0.086309158,0.154821913,-0.059892227,0.201210726,0.059363946,0.142465813
YER012W,-0.258805777,-0.392758835,-0.693272037,-0.788375821,-0.785269648,-0.494307109,-0.695700566,-1.095029017,-0.848959787,-1.139146062,-0.998346706,-0.707845042,-0.374558645,-1.308786289,-0.355583483,-0.251038343,-1.173550531,-0.614806079,-1.313946454,-0.974964662,-0.460032156,-0.609101616,-0.660243906,-0.719286385,-0.622726077
YER015W,-0.426593485,0.03113876,0.084744653,-0.286606079,0.846482957,-0.270031042,1.472871531,1.097793539,1.620816756,1.828039848,0.546292026,0.060612599,2.402334015,-0.092982536,0.50927763,0.293918523,1.187292411,2.50314909,1.987405927,1.363622711,2.069587821,0.539978281,0.555884889,4.392997663,4.859587554
YER021W,-0.372210905,-0.043366679,0.004590347,-0.234560115,0.05820786,0.137829248,0.351654988,0.058929387,-0.121887997,0.067618379,0.495282549,0.064827273,0.196711881,0.048954162,-0.209001842,-0.062956448,-0.237375788,-0.242194862,-0.127617486,-0.038133157,-0.023792716,-0.334329202,-0.985610577,0.058930767,0.034816652
YER023W,-0.158542296,0.303441176,0.011441969,0.008860901,0.050158839,0.048342578,-0.089298719,-0.044125215,-0.064687772,-0.189762883,0.041921994,0.292085051,0.471634254,0.015905683,0.258833362,-1.012350416,-0.318965447,-0.400409717,-0.221100351,0.017311985,0.232119223,-0.030928365,-0.127872985,-0.15390681,0.089343238
YER024W,-0.45046253,-0.67906189,-0.353320948,-0.9661589,-0.733748615,2.753086044,2.23044663,2.299666354,-0.420891639,-0.341584212,-0.998914622,4.050717666,0.972064322,-0.33951313,0.345084376,1.650043996,0.753924608,1.195182433,1.212129167,0.907677158,0.121574886,0.432402115,0.915210341,1.192054465,-0.655287338
YER025W,0.163680131,0.192836808,0.297091602,0.276543486,0.331207623,-0.172976089,0.00726481,-0.046874633,-0.004189202,0.158359076,0.001419059,0.081131831,0.16570658,0.143993152,0.237074575,0.08245074,0.264693729,0.273839366,0.401480977,0.652149117,-0.199196031,-0.061845729,0.143140402,0.192562883,0.25615943
YER031C,-0.062756683,-0.752330858,0.574158311,0.477352164,0.055412243,0.078096074,-0.292338388,-0.097091674,0.203889618,0.4895931,0.420181039,0.796037183,0.875017853,0.763651775,0.611125647,0.200469947,0.474572538,0.590401016,0.48507014,0.096013072,0.506500662,0.499121139,0.203188459,0.297691416,0.532954641
YER036C,-0.046314706,0.072093384,-0.042631195,0.123100257,-0.01813549,-0.089152921,0.035097482,-0.098925503,-0.051877884,-0.053129446,0.317882225,0.078201122,0.088897331,-0.024430141,0.106088361,-0.111171553,-0.134825408,0.05621034,0.134782881,0.302580933,-0.75001596,-0.40500336,0.016670416,0.038281271,0.114768336
