ORF,gene,alanine,aspartate,glutamate,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,asparagine,proline,glutamine,arginine,serine,threonine,valine,tryptophan,tyrosine
YFR011C,MIC19,0.673790397,-1.585015388,0.520809717,0.109443502,-0.729534021,0.219668373,0.806300209,-0.698870762,-0.491650731,1.405883984,-0.2716543,0.165774378,0.896903993,-0.6091441,-0.98244853,0.011494896,2.7326438,-0.262259525,-0.526862503
YFR012W,DCV1,2.324442132,0.493830803,-0.216599771,-0.955525556,0.340831428,-2.518255705,-1.151394515,0.089311713,-0.752928833,-0.278020398,1.262040196,0.311257956,0.496569431,-0.882053981,-0.227919271,-0.625663862,0.493463188,-1.729569896,0.61056361
YFR012W-A,,-1.106979139,-1.922211417,-0.544889994,1.171475925,-0.476520755,0.73745368,1.594939329,0.696124793,1.99448158,0.809131733,-0.414524174,0.450126091,0.348976186,-0.0870684,-0.457788459,-1.371234674,-0.523859425,2.458217693,0.165439124
YFR013W,IOC3,-0.208883427,-0.459157618,-0.075240756,-0.871825525,0.04899283,0.572362735,-0.407422479,0.501720966,-0.381329466,0.919193389,2.068885444,0.046594232,0.201310374,0.08328452,-0.866446218,0.613286366,-0.019963609,-0.232410946,-1.275199943
YFR014C,CMK1,1.784931799,2.126310943,2.21585284,-0.807258695,-0.443681903,-0.136398151,0.868253629,-0.030524278,-2.023763945,-1.303192804,0.198145881,-1.002949,1.984548266,-0.204552509,-0.021635542,1.225592976,0.284660336,-0.142043884,-0.797145345
YFR015C,GSY1,0.195862312,0.150847121,1.336041377,-1.126267148,0.52938577,0.229203945,-0.698829806,0.046967314,-1.183132261,-0.589712214,0.008893834,0.852577181,1.216215899,-0.581786206,0.009972445,1.084875978,-0.121022334,-0.264638913,-1.170075763
YFR016C,,0.162608606,0.94847822,0.89197087,-0.740072685,-0.120583025,-0.191293016,-0.43769731,0.858380292,-0.667646124,-1.410548735,1.923536066,1.105212956,0.885320616,-0.494591523,0.228310938,0.681810749,0.189660932,0.208339539,-0.476779513
YFR017C,IGD1,-0.856078867,0.933740367,-0.193323983,-0.657492902,-1.150471246,0.336676559,-0.573741574,1.136130805,-0.340620812,-0.112130118,0.020255757,0.270227413,0.52026025,-0.030917389,-1.101901585,-0.715979609,-0.699153788,0.077797494,0.492588309
YFR018C,,0.308817973,0.645858179,1.085632163,-1.475223424,-0.125002304,0.961420089,-1.649521701,-0.015075091,-1.181876331,-1.219682987,0.779244851,1.045484391,1.439344822,-0.387492246,0.31277854,0.155803777,-0.361075482,-1.831642905,-1.592555232
YFR019W,FAB1,9.070512727,-1.992279739,-3.748099584,0.023595226,0.696231828,-4.648076277,1.964870594,-2.145868099,-0.218030581,-0.577807504,4.947896482,5.101825565,1.642572114,-2.045462343,4.155835645,6.654713377,7.849996227,-1.678593164,-0.655301281
YFR020W,,0.361560516,-0.426705536,-0.075240756,-0.306858035,0.725621605,0.310839795,-1.069677831,0.076932233,-1.497154929,-0.324898326,0.12580873,-0.494674517,-0.382297287,0.813637178,0.229209273,0.768479468,0.875610508,-0.289893907,-0.827949111
YFR021W,ATG18,1.605769252,-2.725126846,-3.736642536,0.784419648,0.324763507,-0.288285827,1.4227828,-1.146343471,-0.949096026,-0.220343,0.517985744,-2.267642476,0.585176859,-0.299735467,2.266930725,3.480751302,1.642704764,-0.477320346,-0.24090934
YFR022W,ROG3,0.445442586,0.745248024,0.282539337,-0.548466878,-0.647318396,-0.867749313,0.219387571,0.095839644,0.241135688,0.663407347,0.438661102,0.672051813,-0.282921424,-0.761321842,-0.268999606,-0.012169924,-0.292518487,-0.612974351,0.165439124
YFR023W,PES4,0.950091929,-0.380372091,0.920532922,-0.992011984,-0.428588161,0.086681572,-1.125787713,0.442440928,-0.891014287,0.091934421,0.655278942,-0.158646444,0.702159748,0.551136549,0.684334705,-1.072743127,0.030541367,-0.465968806,-1.599619542
YFR024C-A,LSB3,-0.141469481,-0.418014144,-0.431164858,0.651477654,0.14795439,0.021699109,0.705220284,0.033070221,0.554692103,-0.037377607,-0.450754461,-0.668008515,-0.439026769,0.302284486,-0.871917749,-0.179464819,0.235776446,0.360704978,0.583973048
YFR026C,ULI1,0.556530938,-0.333931038,-0.638405444,0.243007031,2.539325061,-0.460107299,0.145483268,0.680965235,-1.154656128,-0.890351575,-1.817033833,-1.821295526,-1.909649304,1.493694899,1.10029232,-0.201566333,2.015006189,0.758927649,1.375436592
YFR031C-A,RPL2A,0.553301909,0.520489675,0.129631335,-1.092294384,-0.051959906,-1.821096456,0.094721152,0.576296689,-0.881387882,-1.465563265,1.074476111,-1.007070703,-1.023285252,-0.933033216,1.490272889,2.976118776,0.515991689,-0.924642239,1.308843491
YFR032C,RRT5,0.158703166,-0.008646414,0.7608527,0.553849593,-1.279981663,-0.531649221,0.779453986,-0.587578967,0.688679381,1.814109272,-0.000474153,1.0534706,1.592513071,-0.624749504,-0.813902225,0.011494896,-0.544089222,1.038472839,0.073453525
YFR032C-A,RPL29,2.248289946,-2.010212963,0.11449251,-2.571801022,-1.236042782,0.250593944,0.300468328,0.134218178,-2.58080433,-1.042530226,0.21229933,-0.175308938,0.18487994,-0.065190503,-0.338003422,2.958886178,0.189660932,-2.760448423,-1.309099034
YFR032C-B,,2.88472394,0.865212277,-0.039832581,-2.573628362,-0.293604632,0.754490326,-1.417701256,1.533618111,-2.106657905,-1.328837261,0.020255757,-1.03623259,0.283953904,0.052116216,0.720617334,0.823530151,-1.248029828,-3.481962133,-2.521179501
YFR033C,QCR6,1.720209501,1.221974901,-0.286274536,0.151988081,0.361221761,-0.787634322,-0.460167613,-1.689432463,-0.5471039,2.010275021,-0.068283955,0.229749698,0.088444287,-1.003997496,-0.227919271,2.119423903,-0.265055656,0.810844484,-0.964246287
YFR034C,PHO4,1.483119628,0.176649588,0.679428154,-0.52443968,-0.582140047,-0.183643667,-0.694834583,-1.093406308,-0.232025769,2.075498838,0.277592233,0.427276953,-0.102309051,-0.903045581,-0.041095072,0.890880565,-0.25743667,0.650307548,-0.88620053
YFR035C,,0.195862312,0.426200936,-0.066222557,-1.369033768,0.575892846,0.68365669,-1.950919991,0.575314461,-0.659653692,-0.394679185,0.739739883,-0.146082538,-0.334036691,0.005844011,0.979541436,-0.458966009,-0.750772066,-0.923299166,-0.654683503
YFR036W,CDC26,-0.506439363,1.706637497,3.506098384,-0.612678239,-1.478595738,0.46778947,-1.70111072,1.168482727,-0.152742167,-0.825113996,0.148394656,1.253550648,-0.67524125,0.318875748,-2.124988355,-0.506899053,-1.087620845,0.422759378,1.089501818
YFR038W,IRC5,0.021959744,-0.067411816,0.193377445,-0.057419941,-0.576043823,-0.351467532,-0.144933438,-0.971029005,-0.026566525,1.664162455,0.466253678,-0.008829124,0.443618052,-0.99064193,-0.876127117,0.888495509,0.292837567,0.291264428,-0.950091154
YFR039C,OSW7,1.638347266,1.211890911,-0.075240756,-1.150355075,1.678154489,-0.077557153,-1.950212717,0.603255287,-1.038757634,-2.275348796,0.95670056,0.542694662,-0.935576165,0.652514804,0.094031946,-0.07634728,-0.937132311,-2.554109013,-0.924578455
YFR040W,SAP155,-6.688342647,-2.664559954,4.02113721,1.081334177,-1.676684789,-1.983976709,0.134272553,-0.298936676,0.442575868,1.870385486,0.005233265,3.629598171,2.406603438,-1.499470284,0.925570658,-1.074342007,0.189660932,0.711875919,0.855868356
YFR041C,ERJ5,4.044511857,0.448725688,0.655091999,0.023595226,-1.751309918,-1.811068895,-0.04723004,-2.358175676,0.569646164,0.502746724,3.57779177,0.069189492,1.274667398,-1.85298229,-3.196695205,-0.01606785,-0.023592899,1.336184889,-0.56223551
YFR043C,IRC6,1.14411677,-0.011962791,-0.377302819,2.176912529,-0.672872878,-0.993143397,2.002828015,-1.11064326,1.773888496,2.283163065,-0.799831096,-0.902364648,-0.945473103,-0.885324282,-0.127409476,0.444982316,-0.225982059,2.867180395,1.88450491
YFR044C,DUG1,-0.781319949,-0.104697929,0.335323566,-0.350313916,-0.400201588,0.018491141,-0.132638109,-0.128144752,-0.013575482,-0.808583999,1.021982919,-0.158646444,0.833874417,-0.3538778,0.166541359,0.069191602,-2.240136718,0.791529498,1.088236595
YFR045W,,0.021739272,-0.429163695,-0.803114703,0.777242444,0.22520423,-0.103299193,1.537889122,0.41314338,0.735403481,-0.267594124,-0.35759793,-0.158646444,-0.477313595,-0.015387909,-0.305686129,-0.071623467,0.749910909,0.650298729,1.354310902
YFR046C,CNN1,1.335621598,1.157716986,1.204643378,-1.266431186,-0.433254494,1.379900675,-1.452729605,1.000719671,-0.405257983,-1.811328116,1.60964549,0.998389432,2.056286531,-0.075990278,0.878835752,-0.150686306,-0.302802669,-1.467027909,-0.346438192
YFR047C,BNA6,2.409713964,-0.011962791,0.039178466,-0.312469113,-0.476834224,-0.087845292,0.107728729,-0.446034717,-0.58079809,-0.010487286,0.982434132,-0.164653151,0.179905955,-0.201986188,0.659605501,1.094735018,0.772707113,-0.07094569,-0.224351587
YFR048W,RMD8,0.312223513,-1.724926735,0.476162117,-0.163713031,-0.726672714,0.341622744,-0.20143394,0.619143757,-0.16147354,1.806709853,0.279430655,-0.158646444,1.258612697,-0.902260885,1.83446897,1.11514429,-0.27182491,-0.087753497,-0.367168357
YFR049W,YMR31,0.71136174,-0.011962791,-1.147079159,0.113887907,-0.269014203,-0.016995003,-0.69020201,-0.682181394,-0.250213763,1.460431335,0.024864877,-1.264172828,-0.846471374,-0.050827759,-0.222173627,0.496270133,-0.596985521,0.54717479,-0.515282896
YFR053C,HXK1,0.329261632,-0.011962791,0.754827366,-0.037883492,-0.785025374,-0.024232832,-0.254932567,-0.559155318,0.543788533,1.728318481,0.594767335,0.306821276,-0.213919192,-0.968640311,-0.003474856,-0.105952828,-0.436407144,0.80201387,-0.714754706
YFR054C,,0.260392915,0.733214989,-0.363045267,-0.102517711,-0.706547777,-0.468010085,0.389865958,-0.403558742,0.064494626,0.551667408,-0.257124287,0.385465511,-0.102309051,-0.536394813,-0.63306702,1.623451644,0.030383204,0.515026875,0.258108223
YFR055W,IRC7,0.45530996,-1.000277847,-0.119153322,0.648396693,-0.811462903,-1.01299936,0.145483268,-1.474952152,0.153173998,1.703948916,-0.356912317,0.368182315,0.566471894,-1.025775286,-0.406535578,0.416660723,0.359876951,0.627646213,-0.414438764
YFR056C,,0.195862312,-1.069542397,-0.364459844,1.392803972,-1.20379365,-1.458171433,1.531450549,-1.743931683,1.508408493,1.924237876,-1.245970529,0.674509522,-0.005813353,-1.506997132,-0.946844364,0.111755892,0.193310616,1.342917428,-0.135039619
YFR057W,,-0.164810427,-0.631517161,-0.075240756,1.560159618,-0.496713946,-1.316838006,1.428654329,-1.385416212,1.585027996,2.032845956,-1.640386064,0.152542426,-0.457082611,-1.109454369,-1.330711109,0.285402431,0.48622323,1.725772139,0.68335703
YGL002W,ERP6,-1.529127571,-0.422233918,0.341877117,-0.098801119,-0.051959906,0.365533366,-0.748700315,-0.256293715,-0.042352209,-0.330755681,1.628456417,1.173889356,1.448680023,-0.152062157,0.514057611,2.074740531,0.462852703,-0.057251728,-1.157615682
YGL003C,CDH1,2.207018849,-1.536464459,-0.618848989,0.193930771,0.763358794,-1.075998138,0.145483268,-1.30917689,-0.705855591,0.612981419,-0.037541847,-1.754330472,0.203406631,0.020180154,0.265930413,0.532379658,1.591341138,-0.795162761,-1.457588763
YGL004C,RPN14,1.912605641,-0.718458554,-1.333829928,0.737768504,0.652211647,-1.333306835,0.604251477,-1.976190619,-0.275722899,1.104695675,-0.693025119,0.375267638,-1.0807826,-0.075990278,-0.611964278,0.374413691,1.977282124,0.616629264,-0.300924137
YGL005C,COG7,0.892911575,0.105719357,0.537923097,0.023595226,-0.353505516,-0.551173953,0.065605192,-1.370696947,-0.304022486,0.963312342,1.084226694,1.379508928,0.655005073,-0.676702255,-0.627508437,1.418276625,1.15541283,-0.062542218,-1.153900882
YGL006W,PMC1,0.195862312,-1.639374589,-2.315604206,1.652456067,3.637384569,0.623628062,0.450251896,-0.496536392,-0.602030589,-0.052338189,-1.608391265,-2.60160619,-2.953440439,1.881528132,-0.554896109,-1.090441425,2.586681129,1.225320659,0.415059193
YGL006W-A,,-0.668972674,-1.139215568,0.441369388,0.325644441,0.371328012,2.534742412,-0.085405483,-0.526555375,0.903248176,0.267587622,0.372897264,2.279766413,-0.102309051,-0.450557588,-1.456122184,-1.322997968,-0.210237678,1.594360156,-1.897756842
YGL007C-A,,0.195862312,-1.16825077,0.766029232,6.158457606,-0.111219918,4.532182501,3.432396222,5.311463114,4.247832972,-1.292001038,-5.282197672,-0.482680879,-1.747996824,4.461107811,-3.514458974,-3.145911385,-0.601301881,4.453616514,3.484201251
YGL007W,BRP1,1.577966332,-2.057092542,-2.356407054,2.138261164,-0.403129407,-1.440540685,2.815764018,-2.156368236,2.406895598,0.919317857,-0.288306546,-0.158646444,-1.295654057,-0.693074701,0.738627966,-0.077477778,1.219672509,1.769414,0.211130641
YGL010W,MPO1,-0.805647748,-0.634547405,1.157322483,0.229344663,0.971484732,0.130635099,0.145483268,-0.352298185,0.795402146,-0.446617098,-1.139426974,1.492406831,-1.092307859,-0.660909521,0.509938678,0.234664036,0.149496377,0.54004047,-1.084048108
YGL013C,PDR1,-0.894501514,0.415779957,-0.075240756,-1.323238335,0.470331891,-0.07367184,-0.665069728,0.586867978,-0.470192933,-1.516792601,0.723607678,0.683645164,0.583943777,-0.407305844,1.650857126,0.91727026,-1.521399527,-1.177936013,-0.704331435
YGL014W,PUF4,2.124083583,0.681349662,0.710544433,-0.045671578,-0.90940824,-0.472019196,0.145483268,-0.828236878,-0.485051072,0.583484341,2.221252077,1.279507536,1.000076789,-0.550825828,-0.228033892,1.324859677,0.692006656,-0.261934356,-0.167727403
YGL015C,,0.195862312,0.205924107,-0.440481109,0.508890397,-0.901673703,0.112498981,0.595884165,-0.378915996,1.018742103,-1.291184319,0.357168726,-1.670659364,0.107056921,-0.165798741,-0.414792319,-1.061441181,-0.551318505,0.506454747,0.613490411
YGL016W,KAP122,0.195862312,-0.425648687,1.114735741,0.156664505,-1.080576947,-2.35230034,0.700890622,-0.971944929,1.012296843,-0.683489757,0.055970326,0.624952022,0.89502467,-2.061159501,-0.172821833,-0.591667248,-1.182628355,-0.129941988,0.773868106
YGL017W,ATE1,0.285352278,-0.718302979,-0.895266085,2.579549141,-0.025477115,-0.442468869,2.011866018,-1.375818344,2.123330211,-0.195808543,0.338970289,-1.084653603,-1.048316987,-0.075990278,-0.462890963,-1.369216541,0.881544588,2.403181416,0.08235262
YGL019W,CKB1,1.440568904,-1.245996002,-1.797030386,1.625897871,-0.824840038,0.468937828,0.421538181,-2.065135751,-0.152742167,-0.252375208,-0.532490809,-2.978043736,-0.357238888,0.401145836,0.888510347,-1.042575674,0.695281905,0.936451693,1.039528424
YGL020C,GET1,12.38527728,3.489999889,-0.200427183,-1.069087107,8.252932723,1.668872866,3.09610187,-2.063466529,-1.240354175,-0.814335331,0.020255757,-2.935242515,-3.514092963,5.130275397,0.726964695,3.112277275,2.643378667,-0.154306,-0.696789845
YGL021W,ALK1,0.195862312,-0.892812044,-1.082608518,1.007282582,1.189862126,-0.274231316,0.535076245,-1.688697686,0.465241812,1.264447797,-0.475217842,-0.642801828,-1.547072034,0.505999146,0.137761701,-0.601735439,1.142158565,0.557573688,-0.476152206
YGL023C,PIB2,4.856734734,0.934027298,1.403885553,0.995898465,1.284677341,-2.175417037,0.817191204,-2.185655134,-0.459432871,-0.072407807,1.528181387,-0.290094616,-1.790178568,-0.141720364,-4.435493964,-0.082545947,3.877551794,0.236459442,0.010014382
YGL024W,,0.800237677,-0.829105941,-0.217862097,1.714958482,-1.232266048,-1.005874539,1.581679869,-1.569064778,2.339407088,1.163102473,0.020255757,0.515126024,-0.407326295,-1.049278786,-0.619825788,-1.091500888,0.496088094,1.917311119,0.381104711
YGL025C,PGD1,-0.709923342,-2.818317429,-1.072719531,0.637500733,-0.50947648,-0.675705872,1.185448363,-0.870150582,1.724007512,0.547901392,-0.103456717,-0.158646444,1.026762803,-1.058337876,0.18491664,1.107137361,-0.912947473,1.70796164,0.483740801
YGL027C,CWH41,-0.456175755,2.429997675,2.600911372,-0.816305984,0.893238896,1.483772829,-4.548066242,0.877659036,0.027871889,-0.020137238,0.652706383,-0.364044389,-0.856777752,0.309689942,-0.227919271,-3.188908303,-0.937306419,-2.337769638,-1.424283171
YGL028C,SCW11,1.7323929,0.302204418,-0.243242402,0.766262552,-1.34251608,-0.402124763,1.031040027,-1.299276276,1.147427673,-0.479029579,1.114270162,0.198383376,-0.190954173,-0.564101671,-0.277288228,-0.263710357,0.189660932,0.926422185,0.371741892
YGL029W,CGR1,3.883987604,2.465950292,-1.155826123,-0.464422753,-0.868361657,1.33348471,0.559326701,0.306945437,-1.34152088,-0.520300254,0.020255757,-1.159312261,-1.486274541,2.114079993,-2.463791877,2.923612944,0.208964761,-1.513331175,0.706382008
YGL031C,RPL24A,4.175315931,1.173258755,-2.191858427,-0.013538849,-0.051959906,0.626857917,1.637858927,-0.102019866,-1.016108006,-2.03884416,0.517832771,-3.989044901,-3.103828824,2.743973286,-1.142749484,1.013776717,0.994241356,-0.383468162,1.659610731
YGL032C,AGA2,0.363444082,0.289217511,0.551753602,-0.93537515,-0.256847701,0.402847289,-0.298442914,-0.075268787,-1.119409419,-0.052689796,1.340869473,-0.149267722,0.720768659,0.177980573,0.725871008,0.128241326,0.193821361,-0.966105954,-0.713183598
YGL033W,HOP2,1.313950025,-0.08875836,-1.127406791,-0.082820432,0.264895541,-1.176273199,2.886762398,-0.590847917,0.830361612,-0.792923679,0.378985225,-0.189407408,0.234364224,-0.593186187,-0.041224103,2.616520737,0.352073587,0.951696184,1.017052043
YGL034C,,-0.084115591,1.911092631,0.214416601,0.023595226,-0.607751055,2.342160486,-0.100288127,1.300904519,1.173026334,-0.340902909,2.355024783,-0.28947789,1.057007553,0.336620499,0.724800346,-0.903004767,-0.99140641,-0.256111815,-0.29323104
YGL035C,MIG1,0.217262942,2.027412112,-0.120738889,-0.654740906,-0.051959906,1.117163123,-1.163238967,0.892209789,-0.181688478,-3.802250006,1.827971439,-0.060232141,-0.128191892,0.1386624,0.692922074,-0.594192062,-1.069833785,-1.753956863,0.336546769
YGL036W,,-0.699733872,1.59411166,-0.128661774,1.417963175,-0.797845988,-1.267619078,1.266175092,-0.178017027,1.973294722,-0.013495802,1.212954617,-0.691405288,-1.008117465,-0.55271204,-0.227919271,0.427384858,0.070852207,1.563790661,2.440558705
YGL037C,PNC1,-1.084955631,-0.024226972,-0.075240756,0.966606891,-1.040869363,-0.571126012,0.241771565,0.293581274,0.846265212,-0.537638713,1.076430157,-0.424735179,0.450777277,-0.533559178,0.249313196,-0.285937306,-0.039839377,1.184904593,1.318799447
YGL039W,,-0.589999613,0.89959027,0.041070672,0.020224106,-1.030522041,-0.685352214,0.255615969,0.816140365,0.901386128,-1.177255578,0.780634365,-0.276966068,0.091445718,-0.084941392,-0.227919271,-1.02875076,-1.475361931,0.321527183,1.031635986
YGL041C,,0.052851449,0.974551279,-0.8161376,0.279897126,-0.0276307,-1.076734987,1.140796711,0.006556573,0.326605076,-0.583117557,0.020255757,-0.523096982,-0.942745247,0.299324063,-0.559319358,-0.045497582,-0.428741684,0.233330373,1.174376653
YGL041C-B,,6.824775246,-4.912703164,-2.382791954,7.373138645,-0.570194373,1.186042471,-0.304478666,-0.064366862,-0.614473049,1.968150095,-0.451794759,1.45646018,0.098229212,5.183862318,-3.030268057,0.011494896,-1.647946994,5.621020789,8.448998172
YGL042C,,0.305128527,0.773367883,0.673291258,0.683265126,-1.756698996,-0.477196274,0.688403293,-0.623583334,1.447436558,-1.343380379,0.020255757,-1.782290337,-1.424041165,0.131153327,-1.816908727,-1.746592957,-2.390551962,2.007142002,1.630537329
YGL043W,DST1,1.072109869,2.66625772,2.903136707,-0.343710553,-0.864946997,-0.365456726,0.85819699,-0.015075091,0.212426603,-1.987647025,0.753397862,-1.304473607,-0.795838223,0.823034458,-1.286364467,-1.797221631,-1.677509975,1.030147757,2.012026791
YGL045W,RIM8,-2.062634326,1.359184578,0.360315992,0.883526392,-0.419664192,-0.465832321,0.331848104,-0.138779415,0.392627472,-0.569473152,-0.446625678,-0.888205235,-0.346910138,-0.30500723,0.691674775,1.287096927,-0.106723215,0.913938563,1.145785665
YGL049C,TIF4632,0.133603613,0.719870851,0.893190945,0.023595226,-0.198439739,2.303637442,-0.369161308,0.983198138,0.414978363,-0.571331193,1.943533566,-0.645747549,1.721343055,0.214988294,0.344162387,-1.682825293,-0.604523133,-0.191965282,-1.449496053
YGL050W,TYW3,0.556013207,1.355670338,0.400034702,-2.479330701,-0.49102004,-0.08895006,0.145483268,0.20576089,-0.325143825,-6.563735122,0.859704552,-0.839899178,0.10713863,0.607221861,-0.454594923,-0.145812247,0.652712103,-1.542417127,-1.507216121
YGL051W,MST27,-0.227402661,0.569959636,-0.09922888,0.230351575,-1.080857206,0.464478235,0.229657276,-0.24681469,1.132134554,-0.220343,0.553566396,-0.423921421,-0.155517731,0.187518799,-0.268065757,-1.231141643,-1.081251117,0.46990882,0.555456908
YGL054C,ERV14,0.926100343,4.129294832,2.591040465,-0.546108134,-0.186367651,-0.708071164,-1.294000004,-0.015075091,-0.463254043,-1.040213514,-1.059653328,0.865634657,1.375904576,0.95119358,0.037280019,0.517040294,-0.083896687,-0.038933453,0.624123344
YGL056C,SDS23,0.688374008,0.759676975,0.266994764,-0.159132645,-0.950487601,0.235577919,-0.149044165,-0.310888383,0.07603281,-0.193693073,1.34109724,-0.234967478,0.575171082,-0.499951624,-0.227919271,-0.412369348,-0.014386436,0.141398522,-0.258947248
YGL057C,GEP7,-0.634341529,0.099387344,-0.075240756,0.174200727,-1.109575418,-1.603673294,2.437105089,-0.641123659,1.128165099,0.439842296,0.433968039,0.215598697,-0.175171866,-0.689651127,-0.733825394,-0.418794652,-1.672904088,0.395766308,1.123406739
YGL058W,RAD6,-1.178090392,0.903300761,1.132554468,0.708102752,-1.914273371,-1.049397688,0.670470119,-0.14224614,1.705992556,-1.841997359,0.020255757,0.127041757,-1.423389276,2.439014474,-4.511180409,-3.23439887,-3.365660893,1.250095755,2.905892256
YGL059W,PKP2,-0.784893732,0.379715665,-0.075240756,0.241694651,0.001646896,0.024126261,-0.336601991,-0.258607931,-0.301694871,0.496541632,0.176155154,-0.487039977,-0.201361646,0.428702956,-0.826899887,-0.744557054,-1.826328287,0.213478671,0.307922247
YGL060W,YBP2,-0.866200908,-0.074371274,0.521836651,0.476049619,-1.0164673,-1.251647177,0.484318979,0.128952527,1.031564808,-0.901848553,0.030916823,-0.158646444,1.109793855,-1.130492183,-1.09988216,-1.639912351,-1.725613194,1.217516124,0.424226092
YGL063W,PUS2,0.722943418,-0.827398796,-0.220700917,0.206135285,1.11096685,-0.257109921,0.707263359,-0.296236493,-0.152742167,-6.93314714,-0.226305679,-0.165933854,-1.087606457,0.17923921,-0.191539383,0.020167848,0.543076691,0.374375444,-0.260901298
YGL064C,MRH4,1.668825047,1.297461659,-1.789195175,0.686939004,0.564397875,0.230516057,0.145483268,-0.458585982,-0.87451969,0.188454984,-0.003985555,-1.04420325,-1.49403403,-0.322955891,-3.78713097,-0.109993425,2.055287651,0.298540555,0.568039062
YGL066W,SGF73,8.410286282,-1.838400084,2.046111648,0.023595226,-1.063909999,-1.566139026,-1.052645305,1.739797951,-1.507293164,-2.568199757,1.294242592,1.451110416,0.443654375,-0.146065394,0.252786105,-0.914543307,-1.732315403,0.704205768,3.86242237
YGL067W,NPY1,0.272973614,0.50068209,0.379460044,-0.8995245,-0.141469116,0.412271388,-0.616617973,-0.015075091,-0.464189219,-0.355487614,0.781052544,-0.014059168,0.205362673,-0.188541848,-0.102864938,0.785312396,-0.717953757,-0.250925252,0.01867629
YGL070C,RPB9,-0.568178983,-2.803226127,0.255473032,0.023595226,-0.678591217,-0.609531058,1.384651661,0.166552436,-0.966045998,-1.168599284,2.965862508,-1.236093576,2.062483657,-0.963138459,1.793010186,0.501951285,-1.122912475,-0.018286018,0.202158406
YGL071W,AFT1,2.962569509,-2.290887222,-3.105337981,-0.315451526,1.105990062,0.299821744,4.114481846,-0.518441806,-0.152742167,-4.385814611,1.745644693,-4.409251961,-1.925942427,8.453457747,-3.310967975,-0.55271165,4.114052403,2.498426909,5.99967783
YGL072C,,4.703551257,-0.595876603,-0.235606122,1.283872948,-0.924611117,-0.136398151,0.468862886,-0.194602976,-0.942849094,-1.410687311,3.055932153,1.398341412,1.245740185,0.771644299,1.414009935,1.160323653,-0.770020193,-0.723855339,-0.272138668
YGL076C,RPL7A,0.195862312,3.049374675,0.713909958,-0.985791357,-3.017577697,1.51776933,-0.243244166,1.394787338,0.041047475,-3.05728946,-0.634675291,-2.239199169,-2.901243609,4.61744718,-4.177482178,0.240756838,-3.623956767,0.013641753,1.321082059
YGL077C,HNM1,0.703494769,-0.632350192,-0.121920227,-2.569279391,-0.888338072,0.472114603,0.712916284,0.350648354,-2.225864279,-0.001321482,-0.16185996,1.551546444,0.956173576,0.33207763,-0.800931919,0.63409631,0.189660932,-2.304503561,-2.035276707
YGL078C,DBP3,6.373951302,0.395516918,-0.77761203,0.023595226,-0.099698091,0.187893805,3.281163351,0.664931056,-1.218144671,-2.138164758,-0.401449122,-1.234645314,-2.459875655,1.213283466,-1.402054894,1.974930755,2.609665668,-0.515634668,2.325942306
YGL079W,KXD1,0.592285299,1.521009126,2.071910252,0.147598138,-1.278160365,-1.531579644,0.145483268,-0.168647957,0.571184551,-0.531776902,0.661902409,0.684671166,1.348141625,-1.235242716,-1.138543733,-0.880856997,-1.829916534,-0.128476028,0.593744523
YGL081W,,-0.289822927,1.082922125,1.113668225,-0.168747621,-1.310878124,0.120263866,-0.563603453,-0.102556705,0.07611031,0.202597057,0.310208481,0.060195666,0.077345415,-0.489381574,-0.458159605,-0.225595235,-0.157955662,-0.009762131,-0.227857283
YGL083W,SCY1,-0.751320986,-0.204555057,0.06451703,-1.210325371,0.014136315,0.672153083,-1.287632373,0.33517787,-1.151394744,0.340024657,0.020255757,0.479648399,0.420892437,0.976596672,0.387034879,-0.246045072,-0.403170388,-0.994468606,-0.66824145
YGL084C,GUP1,3.010846482,3.515110492,9.517584365,-0.89425688,-0.28283311,-0.971607385,-0.620578446,-0.273193554,0.047450356,-1.897123867,2.443927764,7.579548438,2.838895032,-0.285164742,0.831297906,0.011494896,2.398967345,-0.657805427,-0.151014003
YGL085W,LCL3,0.345213021,1.227396818,0.870168645,-1.292859585,-0.254406613,-0.073933655,-1.254731072,-0.015075091,-1.232415501,-1.120054089,1.607204444,-0.016037902,0.664064151,-0.427163245,0.372066372,0.689160473,-0.600667285,-0.684607709,-0.673833156
YGL086W,MAD1,-0.316077542,0.046749378,0.165845857,-0.880181943,-0.707614281,-0.936744814,0.145483268,0.892706426,-0.175292935,0.305893069,1.536124274,0.676064796,1.318756121,-0.545712279,1.013146546,0.68528836,-0.045876096,-1.45479863,0.127654386
YGL087C,MMS2,0.790160739,-0.782259514,-0.521914523,0.071518368,-0.951341302,-0.244618652,0.372002643,-1.16168275,0.25643008,1.277254275,0.692993504,-0.258092576,0.132785476,0.687567605,-1.334379442,-0.988553135,0.189660932,-0.012315055,-0.323477864
YGL088W,,0.551719238,0.597106111,0.758886818,-1.62063491,0.043116076,2.732062656,0.710671738,3.0123083,-1.128144212,-2.251086999,2.722469231,-2.32528179,-0.283005553,-0.250448554,1.257130792,0.011494896,-0.836849245,-2.056569969,-0.30482361
