ION,NaCl+alpha_1200,NaCl+alpha_1500,NaCl+alpha_2100,NaCl+alpha_240,NaCl+alpha_2700,NaCl+alpha_300,NaCl+alpha_540,NaCl+alpha_60,NaCl+alpha_600,NaCl+alpha_900,NaCl_1200,NaCl_1500,NaCl_2100,NaCl_240,NaCl_2700,NaCl_300,NaCl_540,NaCl_60,NaCl_600,NaCl_900,alpha_1200,alpha_1500,alpha_2100,alpha_240,alpha_2700,alpha_300,alpha_540,alpha_60,alpha_600,alpha_900
58.0057,0.46118320136,-0.232700814254,0.219847307043,0.373492859269,0.42734391352,0.281622732723,-0.2744633555,0.559133195613,0.334203846176,-0.0431041357118,-0.0542257133945,-0.263182966527,-0.370523746972,-0.0183589494642,-0.243976020207,-0.165894290413,-0.11464466703,0.00649483784608,-0.200794887319,-0.0622031904048,-0.0573140575833,0.0422437376185,-0.232573236513,0.0688459969452,0.00556417877151,-0.171556175432,-0.273271890366,0.303155171198,-0.177073166723,-0.240161937981
59.0135,0.536218125041,-0.0682881283623,0.323801126372,0.401876857168,0.479356973914,0.292800947436,-0.2215684037,0.693329428218,0.389587032092,-0.0463851993722,-0.020460271064,-0.0598960369672,-0.232043771169,-0.0430318083186,-0.15318134175,-0.129431293541,-0.123316658324,-0.0743860838949,-0.143402261341,-0.027429784961,0.12730350125,0.108216526923,-0.573970017978,0.04857541582,-0.170596162271,-0.647899221566,-0.420445865575,0.194611387054,-0.0438422430387,-0.0041405580912
71.0135,0.430217247111,-0.136430084052,0.311382994859,0.382913602952,0.419902625153,0.321315550157,-0.233813210546,0.663370873732,0.235468438492,-0.129937500196,-0.0818086766995,-0.0668534677916,-0.069960753459,-0.0466448122423,-0.0283434797066,-0.0954852392032,-0.104407546809,-0.0402563482031,-0.0352498027797,-0.00259106470268,0.149076411276,0.115899902531,-0.535230201611,0.0290434256375,-0.063245071922,-0.679914869325,-0.37404058631,0.127481850809,-0.0735613978973,-0.0788676496542
73.0292,0.109115910435,-0.0775072264104,0.229788196865,0.127325246026,0.329136315191,0.0401930394675,-0.126274579541,0.146123896394,0.106521699689,-0.0667125829609,-0.0419659748658,-0.12782418294,-0.0181472811639,-0.0111620876145,0.0966284211668,0.0904014163771,-0.209784068006,-0.0167671825899,-0.158803635474,-0.0368356817579,0.0685854671978,0.172461231217,-0.121029719391,0.0520759518556,0.0550834499696,-0.162527870752,-0.174311465802,0.0928779844423,0.154916478673,0.0902195621311
74.0244,0.234461343282,0.171122477915,0.315847412853,0.619044979772,0.312780810344,0.535625364764,-0.0844379226751,0.417069183157,0.492833672368,-0.104906439284,-0.460734155314,0.349300411045,0.28810929789,0.18517727526,-0.106234157981,0.0662544723516,0.0614954827867,0.26224842613,-0.17918191764,-0.168142059,0.882241310531,1.0966443313,0.257538558382,0.508903620137,0.65381463691,-0.063782275859,0.240530184169,0.480597727159,0.643466297243,0.660382397225
87.0087,0.465639876786,0.205999608704,0.409141593114,0.365858503846,0.683314513984,0.263323234139,-0.0445528403686,0.63533963773,0.421965546596,-0.0422813418586,-0.220992861385,-0.0891352677299,0.0520741663293,-0.218948160478,-0.206761466141,-0.248647696028,-0.357898114464,-0.139664797554,-0.210309792837,-0.199746439121,0.0318223399755,-0.0580720792987,-0.601876823651,-0.0157640973715,-0.157495577281,-0.586082113328,-0.402854819293,0.128421571275,-0.244830942466,-0.104184324669
88.0401,-0.0272510893231,0.00748710575379,-0.127930257822,-0.104745673671,-0.0424982075119,-0.0873789596731,-0.005236360313,-0.321422609231,0.0634395060606,-0.0166521022646,0.103166455738,0.217574421894,0.124818711179,-0.0158148631011,-0.0647269530445,-0.0105576749936,-0.147761390938,-0.190069109719,-0.188609679369,0.159355819257,0.113553761003,0.0257833517037,0.210184896533,0.119502591253,0.11669283272,0.241633900389,0.0285229285705,0.216632571542,0.177726110935,-0.0712808913849
89.0241,0.988475625956,0.26176641444,0.656489960832,0.715204122205,0.989684031368,0.54438412362,-0.0621674759741,1.10090449785,0.580696690648,-0.0183454118784,-0.106865495456,-0.0225439168546,-0.132324986545,-0.0185935213944,-0.110409743544,-0.0762518784985,-0.044852645287,-0.00366731145353,-0.00760348162464,0.0295148632259,0.138668668767,-0.0368836816543,-0.82267698732,-0.0146311205028,-0.142755815573,-0.784221323597,-0.668168791052,0.127333783596,-0.0601321845303,-0.013105007825
96.9599,1.49827088312,0.686141466706,0.998206172283,0.775010385622,1.52035066351,0.482675169051,0.483437033269,0.584570024189,0.798461040232,0.35342886723,0.0181303488011,0.0226426788645,-0.0833978548112,-0.0361737746088,-0.0517275030395,-0.0119102029798,-0.0515986427954,-0.069430633258,-0.0570177037991,0.0423425641067,0.204433870989,-0.00188952552462,-0.896941028696,-0.0371689554343,-0.212683780407,-0.903139420964,-0.671131002234,0.0660020697955,-0.0111108511411,0.0290429998305
101.0241,0.65120798021,0.0041511092775,0.437181352681,0.460089021293,0.659238770822,0.425345920821,-0.0970889366088,0.782284001885,0.391471598186,-0.119327344145,-0.0901621132103,-0.0628169522909,-0.166992514644,0.00150582513596,-0.0533754857545,-0.0806173307404,-0.0237444199534,0.0279864637009,-0.0741431811607,-0.00884187873119,0.166933179517,0.0271436092632,-0.631017836413,0.0325253688411,-0.180494751589,-0.698990497053,-0.472076286533,0.126278437736,0.0142590195702,0.0210650322935
