	YDL230W	YPL031C	YML057W	YGL180W	YPL236C	YDR523C	YCR091W	YOR061W	YPL179W	YKL198C	YLR113W	YNL032W	YMR216C	YHR076W	YIL095W	YIR026C	YPR054W	YOL100W	YDL047W	YOR233W	YLR362W	YDL214C	YOL113W	YJL165C	YDR477W	YKL116C	YDL006W	YKL101W	YJL128C	YIL042C	YJL187C	YIL035C	YBR274W	YMR139W	YBR028C	YKL168C	YNR032W	YPL150W	YHR030C	YBL056W	YBL009W	YLR433C	YML016C	YOL045W	YGR262C	YGR040W	YBR059C	YHR082C	YPR073C	YGR188C	YKL161C	YGL021W	YIL113W	YLR240W	YOR267C	YLL010C	YJL095W	YDR075W	YDR283C	YLR248W	YPL140C	YPR106W	YBR276C	YNL298W	YGR123C	YNL020C	YBR125C	YOR231W	YDR466W	YGR203W	YAL017W	YCR008W	YOR351C	YDR247W	YKL126W	YKL048C	YER129W	YDL188C	YGL179C	YDL134C	YLR019W	YCR079W	YOL016C	YPR111W	YOR090C	YDL101C	YPL203W	YPL141C	YBL016W	YNL099C	YGL059W	YNL154C	YJL164C	YJR059W	YDR122W	YKL166C	YFR014C	YKL139W	YLR096W	YBR097W	YMR104C	YJL106W	YHR135C	YBL088C	YMR291W	YKL171W	YNL307C	YNR031C	YLL019C	YOR208W	YJR066W	YPL026C	YDL025C	YDL079C	YOL128C
YIL042C	-4.0	-0.4824082692880922	-4.0	-0.5468346074741428	-0.302073555193495	4.0	-2.537602002101044	-2.638272163982407	1.1319436381769583	0.5365549682295722	-4.0	2.3467874862246565	-0.7999707334462297	1.393618634889395	-1.494850021680094	1.8096683018297086	4.0	-2.3665315444204134	-0.8119156262850619	3.3010299956639813	1.5512936800949202	1.3968556273798178	0.4446636720047332	-1.8297382846050425	0.4128505017456563	1.2247537402597635	-0.9574244875598095	-1.2572748686953017	-4.0	-4.0	-1.204815410317576	-4.0	-4.0	-1.24184537803261	1.5072396109731625	1.3526170298853801	-2.161150909262745	1.9469215565165803	0.8716007312821936	1.8794260687941502	1.5214335044061567	2.494850021680094	3.3010299956639813	-4.0	-4.0	-0.7191940716063332	1.2510371387438386	3.3010299956639813	-0.6829818989518885	0.2672043017106709	-1.4762535331884354	-1.9030899869919435	-1.0947439512515487	-0.8138916201867947	-0.7293211638552936	-2.853871964321762	2.2291479883578558	-3.0969100130080562	0.9090369234042683	1.458420756053419	-3.5228787452803374	0.9115095298176038	0.8410347396165898	-2.853871964321762	3.3010299956639813	4.0	-0.3962062958630371	-1.632644078973981	-1.4412914294668342	-3.154901959985743	-4.0	-1.1203307943679464	2.2441251443275085	0.4808285361783409	-0.5831931281770556	-1.3767507096020994	-1.595166283380062	4.0	-1.2676062401770316	-2.065501548756432	-2.3665315444204134	3.0969100130080562	-1.140861702705469	-3.2218487496163566	-1.2924298239020637	-2.2924298239020637	-1.473660722610156	0.9400581119380453	1.2907300390241692	-4.0	-0.3498868355564286	1.6882461389442456	4.0	-0.4402130317994435	1.6861327796308465	-0.4556838582525727	-4.0	1.1555228242543185	0.4996262856466261	-0.461929212956828	0.6623411089738578	-1.2306226739238615	2.6020599913279625	-0.486516043295743	-2.167491087293764	0.7323590176540845	-3.6989700043360187	1.8356471442155629	2.537602002101044	-4.0	-4.0	-4.0	0.46457928194382664	0.7775436633207533	0.31893975636818817
YIL035C	-0.4666092919824486	0.5234581909725712	-0.47185492174689364	1.173277479831008	0.42044503959900126	0.917933065714887	0.6470460882899123	-1.764471553092451	-0.7444862871804666	0.9006647223140423	-0.4592952166892377	-2.1739251972991736	-0.7685304095693187	-0.33068311943388784	-0.3268868957617663	0.43592602102285327	-0.3929741215652141	-0.6983190507064237	1.3736596326249577	0.9718355805755301	-0.8645493006544862	-0.2976556416442313	0.6665527255032496	-1.6179829574251317	0.40011692792631215	1.275724130399211	0.35271485497463334	-0.7332980331159121	-0.8276890314780458	-1.1073489661226996	-1.2358238676096693	-3.154901959985743	-0.3361107013773386	-1.2612194415156308	-0.4088240496882086	-0.36804917374078305	0.30294510772742556	-1.274905478918531	-0.43215054942689324	1.4156687756324693	0.4789927475913961	0.31390022800408407	0.6637404479858067	0.5080782874138492	1.6595558851598817	0.32901239698996576	1.1209041204999273	0.29791427856417496	0.4446636720047332	0.3711004355793933	-0.9277501023864853	-0.34132097141755124	-0.5587763257573876	-0.9742846160986594	-0.5512936800949201	-0.7619538968712046	-0.37376231485309963	0.4088240496882086	-0.893129455521346	-0.5696024086130332	-2.3767507096020997	-0.538351431936545	0.715118285344547	-0.8498578381514413	0.3504704340521811	-0.3398937782767559	0.361610592334664	-0.9763360818022065	-0.8738685927380155	-0.35193287055106537	-0.6944336864846961	-1.8041003475907662	0.9974020192800914	-0.2653601610123006	0.6689778289581714	-1.709965388637482	-0.9948194874962197	0.3436142809413122	-0.42759313244194425	-0.36411431471872724	-0.7053133757205567	0.6878226435602214	-0.5856953118716683	-0.8130436645345878	-0.8877302315827293	-0.47404865875198754	-0.5131446447230567	-0.6710091445505713	1.4294570601181025	-0.3053948010664313	0.48638292621212514	0.36663255488299307	0.37059040089728107	-0.37623399986606904	-1.0423927129399047	0.6522797829659618	-0.47198365881079857	1.4621809049267258	-0.6025814576486522	0.9186526921958675	-1.2269453066357374	0.4221636587072559	2.207608310501746	-0.7862167006646958	-0.6736641390712486	-0.33451281921718934	0.37263414340726736	-0.46775535637341775	0.5537735982218369	0.5679933127304018	-1.0893755951107988	-0.37181549192658736	-1.0969100130080565	0.5512936800949201	-1.2890368810047244
YBL088C	1.2218487496163564	1.75448733218585	1.7212463990471711	-0.745935547085662	-1.2090115249111841	1.2284125191187447	0.2633645023131787	-0.43403418255333337		0.8329782042097434	0.44696698379756006	0.5395532161192795	0.7964232250220274	0.6970200632517508	-1.1220530483708118	1.324221658325915	1.010550182333308	0.4301581005962384	0.3604139133265736	0.5883802940367698	-1.359518563029578	1.1951793212788377	-0.33818731446273875	0.9833844524428226	0.5065419490048115	1.5606673061697374	-0.6363880201078557	0.611721136540361	-0.605198222837289	-0.5361070110140927	-0.6542343068855118	0.8164454663811384	-1.4975728800155672	0.9469215565165803	0.8187282284405385	2.1870866433571443	0.3004224086010908	1.6903698325741012		-1.712198270069774	0.49120103459609504	0.7522721670902769	0.6751005029476866	0.5660702343915359	0.4821445810699713	0.5131446447230567		-0.6236055579627338	-0.30688888453785873	0.6386499756477336	-0.5836924129401174	0.29946934302140826	-0.3538904780211521	0.5858626378155233	0.5294425147827259	0.4130752918551797	1.1536628878701947	0.39674733801835316	1.6055483191737838	0.6565914061961426	-0.37222462477069695	1.078313524516398	1.1135092748275182	-1.583359492661719	0.3939412505896856	0.6663512434852988	0.29610704636745544	0.46054750845053916	-0.5018273393634561	-1.0404816230270018	0.6470460882899123	0.7899491501248628	0.9645702618154517	-0.6018863082694975	-0.6029294500405913	-0.7486051499598957	-1.1307682802690238	1.5243288116755704	-0.4117282931576709	0.395342027952129	0.3668346463160968	1.8210230527068305	0.5548630312866958	-1.2175273758337137	1.3516399890190685	4.0		1.826813731587726	1.3809066693732572	0.39599006758776967	1.473660722610156		1.3133637307377066	0.5848596478041272	0.7180580665591753	0.5503673495299254	-0.595166283380062	1.728158393463501	0.3219370950256548	0.8138916201867947	0.8667805432675058	0.6394065864347511	1.1499667423102309	-0.4393761254500702	-0.34476549296570574	0.7173778871219374	1.0545314148681804	-0.9629721202442251	-0.48439105076551975	1.9208187539523751	0.37376231485309963	-0.8312079796858183	1.3968556273798178	-0.47873112440161475	0.6972362915270183
YBR160W	0.6569855028492324	-1.4225082001627747	0.2459576132145636	0.5651118791326841	1.6757175447023074	1.6757175447023074	1.0506099933550872	0.6371406970413198	0.5281218006927094	-0.8155925145876799	-0.3837345947182918	1.368556230986828	-0.4110563572599851	-0.5905741313285566	0.8167301563171954	0.48056580508629715	0.5154154707171571	0.6358243672293806	-3.6989700043360187	-0.46483251488505584	0.48611681438890725	1.6270879970298935	-0.5985994592184559	0.44623830160999567	-0.95233580539844	-0.6430185990068688	0.1839576590780034	0.3098039199714863	-0.1416432947022266	-0.37222462477069695	-1.4801720062242814	1.2518119729937995	1.1817741063860445	0.5313573316084886	0.40263394973397226	2.494850021680094	0.38184726662148055	0.4621809049267259	0.25204469309327016	-0.5730010412434628	0.7461775612919267	0.3802807343882729	0.38436553112258404	-0.5783960731301689	-0.3776823391661557	1.0282604091122216	0.770830297460899	1.9706162223147903	1.3260580013659122	1.2083093509798821	0.558304864359283	-2.065501548756432	0.7783250029292312	-0.5738141747554887	1.3675427078152758	-0.45358073316480835	2.3872161432802645	0.6149302236680653	0.20971483596675833	0.9233595563296582	-0.47951646725920805	0.4467239538629006	0.7584535194034516	-0.41850545770910075	-0.2613779720820575	0.37582107425197764	-0.31434781588447563	0.2786841193941009	0.5726762136427527	-0.5052889747947372	0.19969542244380148	-0.839831707041488	-0.4615519482897828	0.7812020018882624	-1.5543957967264024	3.0457574905606752	0.12714475529518973	0.8738685927380155	0.21903497039168304	2.1487416512809245	0.9685915357483759	0.674279141980588	0.4027437170748582	-0.26217149410421536	0.45210228243690287	1.288192770958809	1.0958256317158366	0.17561379768122606	-0.5124374397436218	0.4299242946783959	0.2131776205008126	-0.687188173787912	0.27400674107527756	-0.6015391503917767	0.9108016331948511	0.9821322810364943	0.9259153109717562	-1.0888423912600234	0.2014184052714523	-1.0695604052332999	-1.2915790998652872	0.44490555142168087	1.1636758842932484	1.6038006529042637	0.8431480989299889	-0.478469658721289	-0.4652126413705083	0.926648297613099	0.7907531512466263	1.709965388637482	0.26970233790285036	0.549750891680639	2.283996656365201	0.29370904274123666	0.4140882896805658
YNL099C			-1.3819519032879073	-0.5946536398242911	-1.1034737825104448	-0.774432286560529	-0.4891869894875039			0.5054280157698013	-0.42365864979420714	-2.0555173278498313	-0.646276062411051			0.4059390987295818				-1.2479515521805615					0.9321854888381599	-0.5853608532629909	1.4788619162959638	0.876475019057268	0.9355420107730815	-1.1040252676409354	1.6595558851598817	-1.1056839373155616	-0.3228494787265673	-0.5762627500176709		-1.9355420107730816				0.6369524054789065				0.4633153273790699	0.8699880503280958	-0.6599526823386068			0.3445734122540814	-1.7931741239681502	-2.318758762624413		-1.1255181823005336	-1.7304870557820837					0.9974020192800914	0.6031035508574761			0.5329841815615645					1.2806687130162733	-0.8253588073395516	-0.7039933306863277	-0.5741398549221596	-0.5749551254486112	-0.85294232897164			0.743763466794077					0.3236722661186798	2.8239087409443187			1.0150228735845066	-0.5014137911824823		-0.4959371173213082	-0.5803746391122568	4.0	1.453457336521869					0.9058784041594385	0.431211787684653	2.468521082957745			-0.382056565171027	-1.38933983691012		-1.3565473235138126	1.6736641390712486				0.3643152374527775		-0.7592012288826688		1.705533773838407		-0.6261688549261697
YOR061W	-0.5273898024039554	0.29089971844883333	-0.4889191544608815	0.8877302315827293	-0.3643152374527775	0.4683933680672778	0.47573373123302126	-2.744727494896694	-0.6863436533819687	0.46445272082333217	0.5743027866374089	-0.5760990814715833	-0.4898573005974269	0.37499639898513654	-0.44490555142168087	0.21048979590974567	-0.42782568638694046	0.3417023496918102	0.7619538968712046	0.8594919569618205	-0.6701954778359306	-0.7088532382681144	-0.3598168080786599	-1.079876673709276	-0.7101881608823786	-0.37120251443328983	0.3380927072339792	-0.5797141150580821	0.5197055399969934	-0.6931462513069913	-0.42181939037222205	-0.7639668528823641	-0.33105526554226616	-0.8181564120552275	-0.4913356369470573	-0.433444669116945	-1.344861565188618	-0.7099653886374819	-0.680477550934546	0.9488474775526187	-0.3072411818452758	-0.672232510097271	0.21788585252092893	0.7662426370344895	1.4461169733561257	-0.8699880503280958	0.5462231403095579	0.40011692792631215	-0.22709180502872825	-0.3514448443373293	-0.8728952016351923	-0.3500812812645808	-0.7677664788852664	-0.8218867476853682	-0.3347005005001029	-1.3334820194451191	-0.7340036295049208	-0.54500278269054	-0.5106040782728706	-0.7344746647809262	-0.5275361033930105	0.3181258778713531	-0.5030703519267851	-0.5516028965422324	0.40351286626345584	-0.5250556645346122	-0.5491353076202339	-1.4056074496245732	-0.4377071355435253	-0.3698773571406879	-0.7162466166674735	-1.0123337350737254	0.8303255659411931	0.5350635708782673	0.9867413347164835	-0.9871627752948278	0.20328693671910356	-1.2628073572952627	0.5694412304772425	-0.47638358094562927	-0.3977229156998074	-1.30715308072277	-0.8719239873312846	-0.6307841425898572	-0.7416021959044914	0.6757175447023074	-0.626720106722504	-0.6852903070448263	1.0545314148681804	-0.48280410205002566	-0.6183435174142131	0.3239468753481285	-0.3298469548078198	-0.4030731856570294	-0.975104039892515	0.626904012921273	-0.5972229303896526	1.106793246940152	-0.7235381958267558	1.2358238676096693	-0.9783972839717577	-0.4581712332186876	-0.46699097750451457	-0.48704892002750944	-0.40384291908382763	-0.4508740732418889	0.8276890314780458	-0.8532519863693602	-0.4736607226101559	0.3500812812645808	-0.4428538576816369	-0.3782007759973323	-0.7710865940053119	1.2716462179787715	-0.6085355881608968
YPL031C	1.7825160557860937	-4.0	-0.7530093007584502	-0.3895527785578788	0.3827899054425662	-1.2225731776106885	-0.41816407594235205	0.6293019074244232	1.332547047110046	-0.8830603534492443	-0.3351700588569095	1.7077439286435239	0.49335969443349753	-0.3733517315259897	0.8951715963463446	-1.1062382379420566	0.7710865940053119	-0.29191918953176843	-1.0726296369609765	-1.749579997691106	-0.38426031138084504	1.0056828473303634	-0.24542234395526963	0.9629721202442251	-0.42227847549097913	-0.30838812578558356	-0.3534982499683881	0.6916490514132743	1.4056074496245732	-0.6428277422769665	2.3767507096020997	0.45419824284072385	-0.44177157819667434	0.5465287662770641	-0.6232406045951201	-0.6987529113637886	0.7316560860489353	-1.4190750243243806	0.9347938719456881	0.5445460312213719	4.0	-0.8910968723326866	0.6165437034752469	-0.6283780728239787	-0.8768019249680014	-0.5287082889410615	-1.238072161579471	-0.7221616669979526	-0.46457928194382664	1.744727494896694	0.7207894873986048	2.2441251443275085	1.1191864077192086	-0.5723516288130673	0.4546928835341759	-0.5904049806031844	-1.0268721464003014	0.5281218006927094	0.3289197672611507	0.8371370066780739	1.158640529545145	-1.2628073572952627	-1.5800442515102422	-0.47353148753052254	-1.0222763947111522	0.5973947580800852	-1.45717457304082	-0.549750891680639	1.214670164989233	-1.448550002027125	0.3278097488117474	0.47573373123302126	-1.4801720062242814	-1.2510371387438386	-1.0788339493622612	-0.4492825765307173	0.30777016422724435	-0.44225225835853177	0.4024144982477954	1.3010299956639813	-0.9108016331948511	-0.4108326094539524	0.5370033879719439	-1.1290111862394248	-0.7196493069539943	0.4094925379914167	0.874518734299406	0.8696662315049939	-1.3990271043132518	-0.37181549192658736	-0.6348865683724227	-0.8877302315827293	0.8071538848111582	-1.140861702705469	1.3169529617611504	0.4301581005962384	-0.5050110263168319	-0.5707323335668315	0.35300846252287754	0.6127881996862694	0.4592952166892377	-0.9244530386074693	-0.8338660296948909	-0.5230235342404729	-1.1475200063631437	-0.4158950296005473	0.507938395487401	-0.38436553112258404	0.5509846836522136	0.8121973612815807	0.37664731846200805	-0.5139948136377578	0.5003129173815962	2.167491087293764	0.32633412375429816
YNL298W	0.9219058495935893	0.36632959394855624	1.4001169279263121	-1.7351821769904636	0.30443077296381443	-0.44611697335612566	-1.1278437272517072	2.721246399047171	0.8548035938858182	0.6734593314834382	-0.5307672574933879	0.7384992268017199	0.31524437789137605		-0.41793663708829126	-1.058488567365597	-0.6430185990068688	-3.3979400086720375	-0.5646334933873387	0.38647529714634754	1.324221658325915	1.5128616245228135	-0.3795516152882911	-0.6983190507064237	1.265200170411153	-0.54500278269054	0.7106340484799682	-1.1771783546968955	-0.8107905104176939	-0.3829996588791011	0.5166980476418329	0.5225893120927484	-1.585026652029182	0.85294232897164	1.0624821079826534	-0.7907531512466263	0.9434762759208997	1.2111248842245832	1.5421181032660076	-0.9609826780025881	-0.45456917053464874	0.7201050199883618	1.1402614338028532	-0.4737899961583357	-0.5512936800949201	-0.4295738216410274	-0.42759313244194425	-1.0305840876460186	-0.7672579372792632	-0.38069792412439185	1.122628654130226	0.3390397082239164	0.7171513971653553	0.4108326094539524	0.672232510097271	0.7812020018882624	1.134896025358872	-0.6333902896075704	-0.5295895090240693	2.318758762624413	-0.8446639625349383	1.0338582672609673	-0.4414114168918007	-3.6989700043360187	1.0447934624580582	0.9186526921958675	-1.496209316942819	1.1630432629404497	-0.9742846160986594		1.0319842860063582		1.4353339357479107	-1.9318141382538383	-0.5416643740080526	0.324863495532006	-1.0893755951107988	1.6595558851598817	1.9318141382538383	-0.5984271543235541	0.8341623753098718	1.1360826230421395	-1.6289321377282637	2.0087739243075053	0.4837291172706599	-2.4559319556497243	0.7937139555875675	-0.6641410886801821	1.4672456210075022	-2.408935392973501	-1.632644078973981		1.2225731776106885	0.9251835593548252	-0.5998075114074239			0.9086848403027772	-0.5238932831598085	-0.48017200622428124	0.4886514845097869	-1.7931741239681502	0.9503943874050268	-1.3316140833099999		0.7537476877006779	-1.1924649719311469	1.087246696328677	1.348721986001856	-0.575118363368933	-0.9730583720409707	1.0629838925351858		-0.4979827851728526	
YJL164C	0.364717362001788	1.2313618987523856	0.4791236183116581	0.5175552080817347	0.4285240963180562	-0.6196078399429726	0.37294153599901037	0.4279420100736954	0.7187393129449872	0.37685412536206037	-0.2718086014100532	1.321481620959886	0.6767478998283128	-0.4456319990099124	-0.7207894873986048	-1.1095789811990857		-0.5943122133272224	0.4380642366862187	-0.46890445312997203	-0.44806230463516283		-0.5273898024039554	1.4921441283041692	0.5851937204989873	-0.7205612117129796	-0.6069515335832217	0.3585258894959005	-0.7770235501066086	-0.7505570385574177	-1.1605219526258017	0.5823622603477704	-0.743282254022513	0.5492891218530807		-0.578231598793076	0.3776823391661557	-1.1844222516757328	0.7084091743419988	-0.5070999888912966	0.631713115097869	0.48425858333063476	0.38007228970853196	-0.4614262661931443	-0.4435768786287147	0.707743928643524	0.5001755041604203	1.5346171485515816	-0.9939620450026828		0.5616158929652859	1.1045774539605921	0.7375489102695706	0.6228759576535439	0.4910664739499672	-0.4097155962818381	-0.35822852934604077	2.677780705266081	2.3767507096020997	-0.7392133313450238	-0.36663255488299307		0.7637147225519715		1.6179829574251317	-0.5944828930236237	-0.7347103741391698	0.5176982327765572		-0.8271053022478239	0.3704884657995468	0.36111157529492444	-0.7958800173440752	-0.35931984672233486	-0.34246611244201375	-0.39351114955735195	0.8144578451456248		1.2620126736665693	0.6771607273136789	-0.42354346759437983		-1.595166283380062	0.46686371172136115	0.5570501304221384	-0.31560352158097954	2.721246399047171	0.4478186611606642	-0.4975728800155673	0.5050110263168319	-0.37314658533327427	1.5816987086802545		-0.31372132193279884	-0.6201508212371701	-0.47716468633946996		0.5841922723644567	1.1524273408578878	-1.4306260903849541		-0.4746959900417611	0.7194216296319237	-0.6712127996454653	-0.33059013271221727	-0.809948582240794	0.4406919890929875		0.582528306796707	-0.7798919119599449	0.3006826989786177		0.6416843599178041	0.4242350194632806	0.7311880962602195
YJR059W	0.6103024517936143			-1.114073660198569	-1.016824927962187	-1.3316140833099999	1.360513510731414			-1.1713401034646802	0.48122293107322517	0.4585455712524111				-0.5137112390394337		-0.5767541260631921	-0.3980485958664784			-0.34669098706152107	0.3738650213646113		0.7119744646116372	0.4186193112900132	-0.4406919890929875	0.6773672883077766	0.5998075114074239	0.4822764051662644	0.519418213170831		1.1662156253435212	0.45717457304082015		0.36906388093580855	1.4749551929631548	-0.8276890314780458		-0.575281662668433	-1.3115801779972893			0.5686362358410126	0.876475019057268	0.39415646094191076	-0.4456319990099124		-1.5016894462103996	-0.41816407594235205	0.3858412904908249	1.2426039712069759	-1.9030899869919435	0.41668784801692227	0.7046528516663821				-2.136677139879544	-0.4441803169388089	0.4523483416400308		-0.4936302829044959	-0.7182850299727042		0.3602147870131798	-0.6031035508574761	1.1555228242543185	0.3450537734156558	0.451979305094469		0.46167766676856004	-1.9318141382538383	-0.6763354643918998	0.5601937886066698	0.7242280998350686		-1.490797477668897	-1.1617807780923741		-0.30120374820956874	0.519418213170831	1.2335871528876006	1.7721132953863266	1.3316140833099999	0.9726503922252435		-0.368150537840182	-0.3679478332941902	0.9366666410482505	1.562249437179612					-0.32605800136591223	0.817585347565446	-0.5037624548332648	-1.5512936800949202	0.606073993414163	1.485452247339714	-0.870310107800699		-0.8127613801685213	0.8541822855081724	0.5765902722669066			0.45333397492981575	-0.732593581247096	0.5015515968260004	1.3716110699496884	0.6918626213619614	-0.4907974776688971	
YKL198C	0.4918744639168008	0.412401270278755	0.5062631977231602	-1.1778319206319825	-0.6001532872870776	-0.7316560860489353	1.0352690789463705	-1.1232050237992994	-0.8810742471742233	-4.0	1.7695510786217261	1.079876673709276	0.7221616669979526	-0.4905286478974515	-0.3578323655950549	0.4834646261042004	-1.2247537402597635	1.6363880201078558	-0.4920092751803086	-0.5008630054626173	0.6548223834572959	0.6048484084954574	-0.5902358957336538	-1.0486624812040823	0.447696890661646	-1.6536470255493614	0.7659891824128207	0.3604139133265736	0.6613443344212997	2.1426675035687315	1.087246696328677	1.0301183562535001	1.3353580244438745	0.8671002300555171	0.5644741485013453	-1.0752040042020878	-2.0087739243075053	-0.7604502791595269	-0.562249437179612	1.5482135644757098	0.3233063903751334	0.5726762136427527	0.9621752494116581	0.3724293358194569	-1.899629454882437	0.28441444810680383	-0.4484280263257463	-0.8161609629435788	0.5683146553139882	1.265200170411153	0.5556428743439724	0.4822764051662644	0.3215726775661329	0.9389246763702083	0.5749551254486112	0.7486051499598957	-0.82623117686335	-0.3678465164893673	-1.2716462179787715	0.8049310035314099	1.9546770212133426	0.5059846252428563	-4.0	1.0078885122130503	0.5989442742281562	-0.5030703519267851	-0.7739158840241761	1.889410289700751	1.080921907623926	0.3398937782767559	0.4491603949342149	0.9935339577507682	1.4400933749638876	0.9003193588907499	-1.0574958938319192	1.1029229967905798	1.048176964684088	-1.0305840876460186	1.1791420105603	0.6639407221336507	0.49498575991589294	-0.5241835869686818	1.5800442515102422	0.36381310480127577	0.6989700043360187	-0.4027437170748582	0.3521282346937675	0.5660702343915359	0.43651891460558934	-0.44879405625209373	0.610656688747922	-0.4432152176929746	-0.9193735130781943	-0.4446636720047332	2.0409586076789066	0.4924139602369893	1.4156687756324693	-2.677780705266081	0.5220110237491107	-0.8218867476853682	-0.5967078548417458	-1.0096611452123985	-0.5181275896893365	2.2676062401770314	-0.5124374397436218	0.2867615384543382	2.065501548756432	0.33254704711004607	0.667965722972482	-0.35497093527885754	0.6405439798790133	0.2877713303804647	1.7423214251308154	-0.8082696066371436	2.6020599913279625
YLR113W	-1.111820506081675	-1.1062382379420566	0.4371126187061207	-0.6395959452700611	-0.5043169323830847	0.5635193049905051	-0.5915904215315703	0.6859220082207871	-1.1524273408578878	1.0385789059335517	-4.0	-0.9473060580750321		-0.2978280491422888	-1.2189630613788682	-0.46571999479491855	1.202040356262804			0.6127881996862694	0.6377060620357689	0.42204887227024485	0.4792545284805177		0.5516028965422324	-0.5608252601565316	1.7033348097384688	0.8440569820281633	-2.6989700043360187	1.0830199526796178	0.7880789156914907	0.5089185865768128	0.4008814349446372		0.39415646094191076	0.37304404856455264	-0.6869768896767618		-0.839831707041488	2.3010299956639813	-0.9411945133240932	4.0	-0.5066813917678985	-0.5907433479610903	0.5111673656175996	-0.4282911681913124	1.6363880201078558	1.0501222959631251	-0.37355697466870535	0.9722427953094466	0.3274403722367243	-0.8005190851376441		-0.5175552080817347	0.47534428764222286	-0.4319156686846059	1.6439741428068773	-1.6478174818886375	-0.3347005005001029		2.154901959985743	-0.5663901566762818	1.5214335044061567	1.4400933749638876	-0.8680607047895754	0.8227521637443765	-0.7604502791595269	0.5509846836522136	-0.8914349762671656		1.080921907623926		1.391473966422806		-0.3860525232196502	0.5503673495299254	-1.193820026016113	1.8827287043442358	0.5980827494824253	2.154901959985743	-0.5050110263168319	0.8107905104176939	1.7258421507363202	-1.5287082889410615	-0.8096683018297085	-0.48704892002750944	-1.7144426909922261	0.9321854888381599	0.6728454875905685	1.186419011431808	0.9488474775526187	-0.9292235371565654	-0.4411714751829884	1.790484985457369	1.3098039199714864		1.9829666607012197	0.3146165901985126	1.5272435506827877	-0.5646334933873387	0.530177984021837		0.5132862240175146	0.3670368318327389	1.5482135644757098	0.975104039892515	-0.8632794328435932	-1.1243600629958317	0.8016178699917057	-1.3439017979871681	0.6643415477106984	0.4813544756696885	0.5495969138446337	0.6142150411566643	0.3525192268263241
YOR039W	-0.4209026734473562	0.32403845035783063	-0.3987006898056625	0.5500590112266623	-0.33818731446273875	-0.3383765907707699	0.3435184842095014	-1.0277971616209356	-0.40296333502234655	0.36131111330987653	-0.3388501427552134	-0.40516564441668207	-0.49743633089263667	0.2897133522971091	-0.30847647783184556	0.3082114755973016	-0.5939710550363849	0.3347005005001029	0.848017604542526	0.5999803649348415	-0.45210228243690287	-0.9182927299026508	-0.3782007759973323	-1.0861861476162833	-0.646083769079637	0.784626847216578	0.32799455497704816	-0.319483190618745	0.47612352436186867	-0.82564940252062	-0.8312079796858183	-0.7316560860489353	-0.32403845035783063	-0.8170150329964183	-0.8639139026159026	-0.6794383198047633			-1.899629454882437	1.3904055907747799	-0.4808285361783409	-0.5662301660751342	0.28274568723745036	0.5282683485199489	1.5331323796458904	-0.7210178831345568	0.5559552040819237	0.2952490957093289	-0.4713403547650101	0.3024219663488868	-1.2041199826559248	0.38965928854784326	-0.7607005208731075	-1.158640529545145	-0.4099387691962575	-0.3534002482796267	-1.2628073572952627	-0.4653394241715556	-0.4447845948739269	-0.5086383061657274	-0.4016472901307161	0.3167727939585651	-0.3709983807130083	-0.6655462488490691	0.37788963963878053	-0.42446578168013566	-0.5361070110140927	-1.2104192878355746	-0.7544873321858502	-0.36421476446634826	-0.5702477199975919	-1.010105436281227	0.7848914189469068	-0.2820799741630064	0.5992893632267687	-0.9484616094846725	0.2579035976967556	-1.1890957193312996	0.5823622603477704	-0.3520305416370282	0.3121144751512945	-0.7321245806811024	-0.880084589742009	-0.8383325875622641	-0.5924391505136375	-0.46686371172136115	-0.5089185865768128	-0.39653084026616126	0.8422411139531362	-0.2954205503037008	-0.6067758836387027	-0.47198365881079857	0.31095766097182814	0.30530707366851595	-0.9681877286696297	0.9850596502070634	-0.5262211653532752	1.0324520237811379	-0.5723516288130673	0.9488474775526187	-0.8820661649603585	-0.4017568083463774		0.2277516600281464	-0.6405439798790133	0.3279021420642826	0.5401553576117922	-0.7162466166674735	-0.3526170298853802	0.38489201255680594	-0.34476549296570574	0.3067128429943445	-0.756218083906205	0.5036239459875992	-0.5898979233571394
