source	target
YLR158C	C00033
YLR449W	C00106
YNL015W	C00117
YOR375C	C00438
YNL117W	C01530
YBR247C	C00299
YBR116C	C00279
YHR020W	C00047
YEL021W	C04677
YKL009W	C00106
YPL211W	C00078
YDR272W	C00184
YER052C	C00049
YMR120C	C00122
YPL061W	C00163
YGR036C	C00096
YEL002C	C00093
YPL126W	C00135
YMR196W	C00089
YLR160C	C00049
YHR034C	C00077
YLR286C	C00033
YPR074C	C00279
YBR053C	C00116
YDR069C	C00019
YGR173W	C00064
YPL230W	C00117
YOR100C	C00725
YJR070C	C00064
YBR213W	C00073
YDR423C	C00127
YPL096C-A	C00064
YER005W	C00106
YKL026C	C00295
YFL022C	C00123
YGL018C	C00022
YER091C	C00042
YBR213W	C00002
YAL028W	C04666
YLL022C	C00064
YKL055C	C01530
YKL085W	C00074
YER026C	C00022
YPL051W	C00141
YDR385W	C00197
YBR154C	C00022
YDR070C	C00117
YGR245C	C00299
YOL003C	C00043
YCL001W	C00096
YJL130C	C00624
YHL030W	C00637
YMR217W	C01103
YMR099C	C00117
YLR044C	C00041
YDR441C	C00081
YDR368W	C00163
YPL160W	C00183
YOL052C-A	C01454
YGL037C	C00632
YLR197W	C00106
YGR124W	C00025
YDR158W	C00078
YER154W	C00418
YHR139C	C01454
YER131W	C00148
YNL113W	C00135
YER043C	C00109
YML082W	C00073
YDL131W	C01530
YGL062W	C02631
YDL112W	C00064
YLR340W	C00111
YHR106W	C00002
YDR400W	C00262
YLR178C	C00684
YNL194C	C01454
YBR218C	C00049
YDL014W	C01353
YLR074C	C00262
YKL008C	C00249
YPL153C	C00074
YER156C	C00078
YLR321C	C01243
YOR014W	C00111
YIL101C	C00279
YPR112C	C00019
YLR129W	C00294
YPR167C	C00008
YHR018C	C00019
YKL150W	C00037
YLL041C	C00149
YJR125C	C00043
YHR005C-A	C00417
YDR496C	C00262
YOR375C	C02631
YNL316C	C00078
YDL082W	C00106
YJR137C	C00019
YJR009C	C00127
YLR369W	C00417
YGR183C	C00022
YIL103W	C00074
YGR065C	C00019
YPL144W	C00184
YLL039C	C00096
YER043C	C00019
YEL021W	C00062
YGL256W	C01454
YFL039C	C01103
YAL027W	C00022
YLR129W	C00135
YML028W	C00127
YDL080C	C00022
YBR261C	C00440
YNL073W	C00074
YGR192C	C05382
YNL274C	C00022
YDR069C	C00064
YMR303C	C00041
YOR236W	C00705
YBR196C	C00637
YPR002W	C00033
YHR216W	C00064
YDR087C	C00294
YPR190C	C00081
YDR256C	C00042
YLR060W	C00073
YGL171W	C00019
YMR041C	C00684
YLR370C	C05382
YDR091C	C00008
YCL005W-A	C00059
YOR051C	C00078
YLL055W	C00033
YOR377W	C00669
YOR374W	C00093
YMR083W	C00637
YHR072W	C15808
YPR137W	C00294
YKL078W	C00294
YGL252C	C00049
YBL046W	C01243
YPL186C	C00127
YOR374W	C01353
YNL073W	C00064
YER099C	C00117
YPL160W	C00079
YJL052W	C00042
YNR057C	C00019
YLL019C	C00637
YPL203W	C00022
YDL153C	C00294
YPR033C	C00064
YCR034W	C00354
YGR187C	C00262
YHR106W	C00008
YNL182C	C00262
YDL082W	C00064
YDR421W	C00637
YPR043W	C00064
YCL030C	C03406
YHR037W	C03406
YMR105C	C00116
YHR008C	C00689
YNL312W	C00705
YML022W	C00049
YHR208W	C00183
YDL102W	C00022
YIL155C	C00037
YJL208C	C01530
YFL014W	C00031
YLR155C	C00025
YLL011W	C00064
YPL268W	C00085
YDR143C	C00111
YPR026W	C00689
YHR138C	C00127
YML017W	C00135
YGL059W	C04546
YDR171W	C00022
YNL308C	C00294
YLR342W	C00089
YKL144C	C00262
YPR191W	C00122
YOR095C	C00262
YHR139C	C00111
YMR300C	C00064
YDR083W	C00262
YKL141W	C00122
YLR251W	C00322
YGL026C	C00064
YOL051W	C00637
YOR201C	C00135
YBR249C	C00019
YIL053W	C00546
YLR209C	C00262
YER043C	C00279
YOR360C	C00064
YMR083W	C00141
YPR191W	C00417
YOL001W	C12144
YGL148W	C00022
YJL130C	C00337
YIL045W	C00116
YHL033C	C00074
YEL034W	C00111
YGR187C	C00019
YCR072C	C00135
YJL140W	C00705
YPL154C	C00121
YBL099W	C00417
YEL055C	C00064
YLL039C	C00049
YBR014C	C00127
YPR160W	C00111
YDR253C	C00002
YOR128C	C00122
YLR342W	C00043
YPL160W	C00123
YGR087C	C00279
YCL061C	C00705
YDL110C	C00184
YOR361C	C00078
YNL168C	C00294
YHR128W	C00148
YKR099W	C04666
YEL047C	C00295
YKR049C	C00111
YJL190C	C00295
YOR335C	C00123
YNL241C	C00149
YCR087C-A	C00105
YER067W	C12144
YBR218C	C00246
YBL047C	C01530
YGL202W	C00019
YOL140W	C00062
YDR070C	C00127
YKL106W	C00669
YOL140W	C00624
YNL071W	C00074
YDR091C	C00246
YMR131C	C00117
YML036W	C00051
YOL097C	C00106
YOR374W	C00122
YBR069C	C00022
YMR099C	C01530
YLR348C	C00337
YOR045W	C00184
YOR161C	C00041
YNR016C	C01530
YGR256W	C00041
YHR164C	C01530
YFR029W	C02123
YDR091C	C00705
YKL085W	C00122
YGR043C	C00295
YGR128C	C00064
YJR135W-A	C00158
YPL195W	C00106
YGR110W	C00037
YNR002C	C00022
YER122C	C00051
YNL248C	C04895
YGR187C	C00299
YBL015W	C00042
YKL085W	C00433
YER049W	C00106
YER089C	C00637
YNL132W	C00148
YDL204W	C05382
YLR149C	C00689
YHR091C	C00073
YHR193C	C00079
YBR218C	C00149
YDR234W	C00449
YML126C	C00433
YER082C	C00262
YDR178W	C00022
YDL047W	C01353
YEL048C	C00022
YPR201W	C00051
YBR160W	C00043
YGR192C	C00008
YOL086C	C02123
YKL110C	C00074
YGL171W	C00299
YOL059W	C00141
YER086W	C00418
YDL082W	C00148
YGR198W	C00008
YGR192C	C00093
YGR088W	C00163
YIL136W	C00041
YNR003C	C00074
YPL043W	C00262
YDR341C	C00037
YJL068C	C00637
YOR347C	C01353
YOR374W	C00022
YNL247W	C00148
YGR048W	C01530
YGL105W	C00183
YOL059W	C00163
YAL043C	C00123
YHR197W	C00019
YLR154W-A	C00019
YLR160C	C00637
YMR194W	C00064
YBR248C	C00022
YKR092C	C00294
YPL222W	C01454
YGL148W	C00074
YDR081C	C05382
YPR069C	C00019
YDL131W	C00141
YEL031W	C00197
YAL007C	C00944
YPR088C	C00689
YOR335C	C00148
YJL164C	C00116
YNL069C	C00279
YPR010C	C00019
YDR054C	C00037
YJL101C	C00064
YLR058C	C00440
YNL274C	C00689
YNL129W	C00106
YNL238W	C00043
YDR513W	C00051
YIR036C	C00051
YHR128W	C00295
YIL155C	C00022
YHR087W	C00689
YBR041W	C00111
YGR185C	C00074
YDR021W	C00299
YGL008C	C00637
YBL015W	C00149
YGR163W	C01353
YHR154W	C00354
YDR341C	C00064
YDL174C	C00417
YPR145W	C00047
YOR289W	C00689
YNL061W	C00051
YKL195W	C00417
YAL012W	C00073
YMR091C	C03090
YMR012W	C00073
YDL051W	C00262
YOR120W	C00127
YJL050W	C00064
YOR151C	C00073
YKL181W	C00111
YOL086C	C00074
YIL127C	C00064
YNR034W-A	C00117
YIL107C	C00031
YDL215C	C01353
YML004C	C00078
YBR031W	C00064
YEL009C	C00135
YPL090C	C00148
YGL184C	C00022
YDR158W	C00049
YDR516C	C00022
YEL026W	C00073
YKL009W	C00105
YDL014W	C00105
YPR145W	C00438
YLL015W	C00051
YKL060C	C00246
YOR271C	C00074
YOR272W	C00262
YNR056C	C01353
YMR062C	C00624
YLR193C	C00249
YOR128C	C00049
YBR053C	C00117
YKR089C	C00712
YNL062C	C00294
YDR477W	C00637
YHR119W	C00022
YLR074C	C00294
YOL124C	C00135
YBR230C	C00127
YNL220W	C03406
YAL026C	C00019
YDL085W	C00149
YLR197W	C00148
YPR080W	C00022
YNL175C	C00294
YLR058C	C00042
YGR088W	C00184
YJL101C	C00051
YAL038W	C00705
YDR258C	C00689
YDL072C	C00689
YDR260C	C00033
YEL021W	C00049
YNL132W	C00106
YHL021C	C00089
YLR372W	C00064
YLR043C	C00705
YHL001W	C00064
YGR252W	C00135
YJL121C	C05382
YGR130C	C00111
YNL071W	C00033
YER003C	C05382
YCL009C	C02123
YLL008W	C00135
YDR074W	C00022
YDR037W	C00418
YML128C	C00116
YIR029W	C00149
YOR297C	C00022
YLR291C	C00299
YGL180W	C00637
YML065W	C00637
YHR186C	C00042
YGL037C	C00294
YBR001C	C00123
YEL026W	C00106
YOR375C	C00022
YFR053C	C00689
YPL223C	C00041
YHR018C	C00062
YOR323C	C00025
YGR204W	C00049
YBR041W	C00712
YBL008W	C01243
YDL215C	C00025
YNL175C	C00078
YBL011W	C00116
YDR032C	C00684
YOR377W	C00033
YPR062W	C00106
YKR024C	C00262
YGR082W	C00184
YDR081C	C00246
YOL126C	C00064
YHR013C	C00197
YJL005W	C00705
YIR017C	C00002
YDL102W	C00074
YGL253W	C00111
YLR008C	C00417
YKR080W	C00037
YBR248C	C01103
YMR108W	C01801
YAL038W	C00111
YKR065C	C00158
YER068W	C00073
YNR053C	C00064
YPR069C	C00117
YDR299W	C00135
YPR112C	C00262
YJL164C	C00163
YOR145C	C00019
YOL059W	C00022
YDL222C	C01454
YNL162W	C00078
YBR009C	C01353
YLR433C	C00354
YJR109C	C00337
YGR094W	C00037
YBR154C	C00081
YGR240C	C00944
YDL047W	C01530
YKL217W	C00042
YBR084W	C04677
YFL030W	C00725
YER055C	C00022
YLR027C	C00022
YAL027W	C00049
YOR272W	C00105
YCL054W	C00294
YPR002W	C00725
YLR073C	C00294
YKL152C	C00246
YPL217C	C00262
YFL039C	C00111
YER027C	C01353
YGL123W	C00111
YNL030W	C00019
YDR400W	C00299
YBR280C	C00689
YOR374W	C00141
YKR097W	C00197
YKL085W	C00417
YPR190C	C04895
YDL164C	C00705
YKL091C	C00689
YGL070C	C04895
YDL058W	C00064
YDL166C	C00073
YLR449W	C00262
YJR130C	C00109
YKL026C	C00116
YFR030W	C00008
YBR048W	C00064
YOL083W	C00111
YOL123W	C00019
YPL215W	C00022
YNL236W	C01243
YGR163W	C00077
YGL026C	C00944
YGR124W	C00438
YGL062W	C00149
YHR023W	C00043
YIL079C	C00105
YIL136W	C00111
YCL018W	C00183
YLL045C	C00148
YOR326W	C00043
YJR010W	C00008
YKL181W	C00294
YLR043C	C00051
YHR179W	C00042
YLR027C	C00074
YAL025C	C00064
YBR247C	C00019
YJL050W	C00135
YCR105W	C00116
YBR160W	C00149
YKR076W	C00037
YOR374W	C00684
YMR105C	C00111
YOR095C	C00111
YHR137W	C00637
YHR129C	C00712
YNL104C	C00489
YPR047W	C00079
YDR388W	C01530
YGR055W	C00019
YDR144C	C00078
YGR194C	C01353
YER005W	C00705
YGR245C	C00294
YOR089C	C00042
YJR123W	C00064
YHR208W	C00019
YKR024C	C00135
YPL091W	C00127
YBR142W	C00019
YER061C	C00712
YKL099C	C00262
YJL130C	C00042
YDR037W	C00073
YDL065C	C00489
YNL037C	C00064
YLR180W	C00019
YLR258W	C00712
YLR243W	C00105
YJL200C	C00417
YDL120W	C00158
YDL222C	C00041
YOL144W	C00049
YOL067C	C00149
YOR173W	C00684
YHR183W	C00279
YIL094C	C00449
YKL126W	C00022
YLL034C	C00294
YJR139C	C00109
YEL039C	C12144
YCR012W	C00074
YMR117C	C00049
YCR083W	C00705
YKL165C	C00249
YLR028C	C00064
YLL039C	C00141
YGR088W	C05382
YLR002C	C00299
YLL039C	C00033
YLR259C	C00158
YMR118C	C00062
YDL236W	C04677
YPR110C	C00064
YLR245C	C00262
YGL043W	C00299
YLR196W	C00073
YLR197W	C00079
YCR072C	C00106
YOR341W	C00049
YPL143W	C00079
YIL091C	C00064
YBL039C	C00135
YKR054C	C00019
YLR129W	C00262
YER067W	C00116
YER126C	C00019
YGL084C	C00019
YGR267C	C00022
YLR044C	C00051
YDL080C	C05382
YOL045W	C04734
YPL273W	C00074
YER054C	C00689
YDR062W	C12144
YDR400W	C00632
YNL175C	C00064
YJR008W	C00689
YLR149C	C00041
YGL220W	C00051
YER070W	C00002
YER056C	C00106
YOR108W	C00141
YBR084W	C03090
YJR096W	C00163
YER049W	C00105
YBR276C	C04677
YIL094C	C00956
YOL013C	C00074
YPR035W	C00122
YDR074W	C00546
YDR143C	C00148
YER167W	C00111
YKL185W	C00116
YLR249W	C00148
YEL047C	C00337
YNL195C	C00111
YJR139C	C00022
YBL015W	C01353
YJR002W	C00294
YLR260W	C12144
YLL039C	C15808
YOL033W	C00064
YFR055W	C00073
YLR359W	C01005
YIL053W	C00093
YDR502C	C00319
YLR308W	C00043
YDR341C	C00047
YMR031C	C00689
YDL201W	C00064
YHR179W	C00122
YDR341C	C00148
YPR175W	C00074
YPR006C	C00725
YIL070C	C12144
YNL280C	C15808
YGL105W	C00049
YLR221C	C03406
YOL032W	C00689
YIR027C	C00438
YML056C	C04677
YJL129C	C00197
YNL104C	C00184
YIL091C	C00106
YOR108W	C00049
YGR155W	C00440
YMR022W	C00105
YLR180W	C00064
YHR170W	C00106
YDR158W	C00279
YHL012W	C00029
YHL001W	C00078
YMR105C	C00022
YPL143W	C00064
YLR002C	C00135
YJL088W	C01353
YDL022W	C00031
YOL040C	C00246
YOL086C	C00705
YOR335C	C00064
YJL050W	C00299
YDR044W	C00183
YMR296C	C12144
YLR359W	C04677
YMR250W	C00064
YKR097W	C00062
YDR023W	C00049
YDL063C	C00019
YBL011W	C00093
YKL127W	C00029
YLR401C	C04666
YOR347C	C00705
YFL039C	C00246
YHR020W	C00073
YKR043C	C00074
YGL117W	C00062
YLR350W	C12144
YDL171C	C02631
YGL008C	C00074
YKL217W	C00122
YOL045W	C00117
YGR185C	C00279
YOR184W	C00188
YEL047C	C00116
YJR016C	C02123
YOL086C	C00279
YOL083W	C00127
YOR120W	C01454
YJL101C	C00033
YGL234W	C00438
YMR303C	C00117
YNL131W	C00417
YMR186W	C00944
YCR010C	C00074
YGL205W	C00033
YCL054W	C00064
YGL026C	C00051
YDR148C	C00158
YLR155C	C00033
YAL062W	C00025
YPL201C	C00116
YKL091C	C00041
YBR141C	C00064
YML026C	C00064
YDR062W	C00073
YIL145C	C00637
YKL217W	C00116
YDR232W	C15808
YHR129C	C04895
YGL063W	C00294
YEL023C	C00337
YHR002W	C00141
YJR009C	C00111
YOL052C-A	C00127
YOR243C	C00079
YOL147C	C00149
YLR340W	C00279
YDR120C	C00262
YCR057C	C00064
YNL110C	C00294
YML053C	C00111
YDR053W	C00489
YGR248W	C00111
YGR256W	C00111
YPL082C	C00122
YLR109W	C00002
YOL056W	C05382
YOL086C	C00042
YLR160C	C00025
YIL035C	C00051
YLL039C	C00689
YBR256C	C00122
YAL054C	C00725
YOR155C	C00117
YMR049C	C00262
YBR176W	C00183
YLR176C	C00705
YDR283C	C00135
YMR080C	C00064
YER073W	C00064
YDR297W	C00249
YOR108W	C03406
YCL030C	C04734
YLR180W	C00279
YMR250W	C03406
YJL200C	C00158
YDR071C	C00637
YPL211W	C00170
YPL145C	C12144
YMR083W	C00022
YIL116W	C00049
YDR428C	C00022
YGL253W	C00546
YJR078W	C00632
YML128C	C00117
YCL054W	C00106
YDL174C	C00489
YBR053C	C00051
YHR037W	C00624
YER049W	C00019
YER178W	C00246
YHL016C	C01353
YFR044C	C00037
YBL068W	C00262
YHR096C	C00037
YPR010C	C00705
YKL142W	C00116
YOL049W	C00037
YMR297W	C04895
YPR160W	C00106
YPR060C	C00064
YER003C	C00031
YMR043W	C01243
YJL124C	C00047
YLR221C	C00105
YKR097W	C00074
YHL032C	C00546
YKL130C	C00079
YLL039C	C00089
YGR185C	C00064
YGR245C	C00073
YJR043C	C00081
YKR056W	C00105
YPL143W	C00295
YDR019C	C04677
YMR289W	C00064
YMR302C	C00418
YGR200C	C00294
YMR120C	C04734
YIL095W	C00183
YGL248W	C00064
YDR037W	C00123
YEL009C	C03090
YOR374W	C00089
YIL074C	C00019
YJR066W	C00042
YPL160W	C00141
YEL060C	C00089
YAL054C	C00022
YML070W	C00546
YOR151C	C00019
YFR055W	C00042
YBL054W	C00294
YBR196C	C00064
YNL002C	C00294
YGR240C	C00019
YPL061W	C00051
YGR061C	C00122
YBR216C	C00051
YGR145W	C00294
YOL154W	C00637
YGR087C	C00079
YPL226W	C00064
YCR034W	C00096
YLL019C	C04677
YDR388W	C00064
YML100W	C00116
YLR027C	C00025
YNR054C	C00262
YBR145W	C00033
YPL061W	C01353
YGR163W	C00064
YEL023C	C00295
YLL039C	C00246
YLR252W	C00689
YNL030W	C00956
YKL128C	C04734
YJL148W	C00022
YGR043C	C00546
YLR377C	C00031
YOL097C	C00047
YHR143W-A	C04895
YNL241C	C00944
YPL093W	C00135
YJL069C	C00262
YLR249W	C00279
YNL071W	C01353
YBR126C	C00684
YDL204W	C00163
YGR008C	C00089
YJL033W	C00294
YER056C	C00049
YGL184C	C00059
YLR155C	C00637
YHR106W	C00051
YAL044C	C04677
YPR137W	C00064
YGR043C	C00111
YLR009W	C00106
YJL052W	C05382
YCL042W	C00089
YJL156C	C00059
YFR033C	C00022
YOL042W	C00042
YHR019C	C00183
YER086W	C01005
YIL079C	C00106
YDR070C	C00295
YDL198C	C00122
YNL030W	C00705
YDR516C	C00689
YBR058C	C00123
YHR019C	C00148
YOL093W	C00106
YDL051W	C00106
YMR196W	C01454
YER070W	C00008
YLR157C	C00109
YGR208W	C00037
YPR184W	C00022
YCL064C	C01102
YGR185C	C00183
YHR084W	C00019
YAL038W	C00184
YPL061W	C00093
YER127W	C00064
YHR025W	C00147
YJL080C	C00944
YHR091C	C00123
YBL105C	C00111
YLL011W	C00294
YHR052W	C00106
YLR038C	C00184
YDL103C	C00064
YDL185W	C01530
YDR074W	C00093
YOR173W	C00127
YER150W	C01454
YOR303W	C00049
YDR216W	C00116
YKL093W	C00022
YLL039C	C04895
YMR189W	C00440
YOR040W	C00184
YMR049C	C00299
YHR052W	C00064
YPR179C	C00019
YGL123W	C01801
YIL160C	C00279
YDR158W	C00489
YDL167C	C00106
YBR018C	C00163
YBL056W	C00637
YOR216C	C00096
YGR252W	C00183
YJR109C	C00049
YJR041C	C00064
YGR128C	C00294
YGR019W	C00689
YBR202W	C00705
YNL047C	C00712
YML086C	C00684
YLR348C	C00122
YNL262W	C00081
YLR209C	C00294
YPL195W	C04895
YML056C	C00262
YDR428C	C01353
YKL180W	C00079
YJL008C	C00074
YCL035C	C00002
YMR272C	C01530
YBR117C	C00111
YLL041C	C00122
YBR241C	C05382
YDL078C	C00042
YER178W	C05382
YBR249C	C00074
YBR142W	C00262
YBL028C	C00294
YOR374W	C03406
YFR047C	C00632
YHR216W	C04677
YCR072C	C00105
YDR240C	C00019
YPL171C	C00042
YDL208W	C00262
YPL094C	C12144
YGR283C	C00106
YGL254W	C00019
YDR074W	C00064
YOR272W	C00019
YER086W	C00022
YJR104C	C00279
YNL194C	C00041
YLR450W	C00019
YGL055W	C00019
YER067W	C00117
YBR159W	C00712
YMR296C	C00022
YNR003C	C00064
YKL142W	C00127
YGL195W	C00064
YFL014W	C00111
YDR171W	C00123
YPR110C	C00022
YML118W	C00122
YAL059W	C00105
YDR536W	C00122
YDR404C	C00022
YOR297C	C00158
YIL094C	C00111
YEL055C	C00294
YOR340C	C04895
YBL076C	C00062
YNL071W	C00712
YKL106W	C00064
YAL038W	C02631
YER099C	C00295
YBR020W	C00116
YGR208W	C01005
YDR511W	C00051
YER026C	C00109
YLR014C	C00438
YDL085W	C01454
YMR285C	C04895
YOL016C	C00089
YOL143C	C00042
YKL181W	C00295
YOR142W	C00433
YPL167C	C04895
YHR128W	C00064
YKL035W	C00684
YPR165W	C00033
YHR052W	C00135
YDR035W	C00624
YLR178C	C01103
YGR234W	C02123
YCR010C	C00725
YKL060C	C00117
YPR184W	C00689
YMR120C	C04677
YLR327C	C00089
YGL129C	C00064
YJR140C	C00279
YMR300C	C04677
YLR259C	C00022
YAL036C	C00294
YML063W	C00074
YDR516C	C00074
YER062C	C00546
YJL208C	C00712
YOR347C	C00141
YOR106W	C00008
YNL189W	C00031
YNR001C	C00117
YDL174C	C00074
YBR218C	C00141
YGR240C	C01353
YGR043C	C00637
YPL222W	C00279
YMR261C	C00689
YHR143W-A	C00022
YOR004W	C00294
YBR149W	C00684
YLR129W	C00299
YPR160W	C00031
YBR218C	C01353
YNL131W	C00184
YNR017W	C00022
YER110C	C01353
YLR186W	C00019
YAL036C	C00262
YEL063C	C00122
YEL039C	C00689
YGR123C	C00078
YGR181W	C00417
YOR340C	C00022
YOL140W	C00049
YDL124W	C00689
YNL037C	C00158
YNL030W	C00081
YAL054C	C01530
YKL078W	C00262
YER053C	C00184
YOL097C	C00037
YKL205W	C00111
YFL018C	C00322
YKL195W	C00184
YJR072C	C00295
YER067W	C00184
YOR133W	C00637
YJR096W	C00279
YJL104W	C00417
YKL211C	C01353
YCR016W	C00105
YOL022C	C00262
YJR148W	C00489
YHR096C	C00022
YNL142W	C00064
YNL274C	C00089
YNL178W	C00022
YJR063W	C00064
YHR020W	C01801
YBR053C	C00121
YGR088W	C00632
YBR166C	C01102
YKL161C	C12144
YLR449W	C00105
YLR355C	C01801
YKL106W	C00025
YPR056W	C00047
YGR214W	C00148
YAR015W	C04666
YGL184C	C00033
YCR072C	C00064
YOR310C	C00105
YNL070W	C00022
YOL061W	C01103
YDR037W	C00062
YOR145C	C00105
YMR049C	C01353
YKL181W	C00117
YAL054C	C00033
YDR087C	C00135
YDL042C	C00262
YFL018C	C00433
YER095W	C01353
YKL040C	C00417
YJL069C	C00135
YDR216W	C00093
YHR085W	C00105
YJR132W	C15808
YLR372W	C00096
YBR230C	C00121
YMR090W	C00163
YER069W	C00122
YOR207C	C00022
YBR126C	C00074
YGL154C	C00956
YBR230C	C00433
YMR039C	C00712
YPL224C	C15808
YML056C	C00106
YDL140C	C00184
YNL117W	C00037
YIR017C	C00022
YLR372W	C12144
YNL195C	C01454
YML093W	C00262
YBR009C	C00956
YNL305C	C00019
YBL023C	C00085
YIL145C	C00033
YHR197W	C00294
YDL223C	C00111
YPL061W	C00438
YPR080W	C00246
YMR062C	C00022
YDR019C	C00049
YMR280C	C00042
YDR035W	C00279
YGR008C	C00163
YHL012W	C00689
YNR034W	C04734
YNL141W	C03090
YNL289W	C00074
YPR010C	C00062
YGR250C	C00077
YJL026W	C00002
YLR197W	C00019
YLR197W	C00105
YBR196C	C00122
YDR399W	C00262
YIL038C	C00073
YJL071W	C00438
YBL076C	C00037
YDR111C	C00147
YGR245C	C00105
YGR110W	C00022
YDR165W	C00294
YBL013W	C00073
YML112W	C01243
YAL010C	C00022
YGL055W	C01353
YPL231W	C00712
YPL211W	C00262
YKL067W	C00022
YKL142W	C00117
YLR142W	C00148
YJR137C	C00073
YPL017C	C00322
YLR245C	C00106
YLR258W	C00121
YMR271C	C01353
YGR008C	C00127
YNL031C	C00449
YFR004W	C00712
YML032C	C00037
YGR181W	C00022
YGL035C	C00031
YIL133C	C00074
YIL127C	C00105
YOR065W	C00184
YNL102W	C00111
YER126C	C00135
YDR007W	C00111
YKL014C	C03406
YMR139W	C00093
YAL062W	C00624
YLR420W	C01353
YER178W	C00712
YOR361C	C00148
YMR131C	C00106
YHL030W	C00096
YOR341W	C00078
YLR158C	C00049
YDR060W	C00262
YMR105C	C00031
YJR009C	C00122
YER052C	C03406
YPR001W	C00122
YLR153C	C01353
YOL054W	C01353
YDR173C	C01530
YBR026C	C00689
YDR375C	C00074
YGL112C	C00183
YNL129W	C00117
YGL026C	C01005
YMR056C	C00417
YGR087C	C00078
YER103W	C00041
YBR091C	C00022
YBR121C	C00064
YML100W	C00117
YBL076C	C00047
YJL080C	C00135
YDR037W	C00019
YAL061W	C00089
YMR105C	C00689
YNL076W	C00689
YLR420W	C00064
YBL024W	C00294
YLR276C	C00294
YPR160W	C00689
YDR087C	C00019
YFR017C	C00127
YML069W	C00077
YPR165W	C00418
YGL190C	C00319
YER056C	C00037
YPL061W	C00042
YDR361C	C00262
YBR056W	C00546
YLR174W	C00049
YPL226W	C00033
YAL029C	C00417
YJR009C	C00042
YOR155C	C00294
YKL163W	C00279
YAL025C	C00294
YGL122C	C00135
YPR110C	C00074
YNL209W	C00064
YPR010C	C00105
YMR217W	C00049
YGR208W	C00109
YER099C	C00279
YML100W	C00121
YOR145C	C00064
YBR061C	C00019
YHL036W	C00022
YGL120C	C00135
YNL113W	C00022
YKR081C	C00064
YDR364C	C00111
YCL059C	C00078
YNL298W	C00043
YHR152W	C00106
YBR082C	C00074
YPL030W	C00105
YPL226W	C00262
YER026C	C00089
YDL051W	C00105
YPL148C	C00712
YIL136W	C00031
YBR208C	C00712
YKL108W	C00033
YDR300C	C00049
YPR144C	C00019
YER073W	C00489
YMR202W	C15808
YHR018C	C00279
YHR030C	C00064
YOR374W	C00637
YLR155C	C00022
YCL054W	C00105
YPL154C	C00116
YGL148W	C00148
YER179W	C00637
YIR028W	C00149
YOR133W	C00279
YEL036C	C00043
YHR137W	C00073
YCR012W	C00246
YML095C	C00049
YLR222C	C00105
YOL077C	C00078
YDR122W	C00637
YNL256W	C01103
YKL029C	C00184
YJR137C	C00033
YBR147W	C00019
YPR074C	C00019
YDR297W	C15808
YDR075W	C00111
YOR173W	C00163
YLR216C	C01353
YDL131W	C00033
YGR280C	C00064
YER053C	C00031
YDR392W	C00956
YHR187W	C00106
YOR023C	C00033
YDR256C	C00149
YDL102W	C00712
YDL021W	C00117
YDR192C	C01243
YAL038W	C05382
YNL292W	C00078
YMR196W	C00279
YNL274C	C00051
YJR095W	C00022
YDR487C	C00051
YGL117W	C00279
YNL052W	C00037
YMR139W	C00156
YER090W	C04677
YER062C	C00116
YJL141C	C00089
YNL195C	C00279
YER062C	C00093
YPL015C	C00111
YIL021W	C00064
YCL040W	C00031
YLR014C	C00295
YOR123C	C00074
YJL143W	C01801
YDR101C	C00019
YBR109C	C00148
YOR335C	C01353
YER036C	C01530
YNL009W	C01530
YKL216W	C00438
YBR061C	C00170
YOR108W	C02123
YBR114W	C00246
YMR312W	C00106
YLR083C	C00064
YLR249W	C00418
YMR271C	C00051
YMR261C	C00064
YGL202W	C00246
YDR392W	C00135
YKL040C	C00158
YBR249C	C00148
YOL135C	C00279
YOL052C-A	C00111
YDR158W	C00111
YPL226W	C00073
YKL081W	C00106
YEL046C	C01102
YCL018W	C00141
YPL167C	C01530
YGR267C	C00705
YPL195W	C00105
YDR341C	C00123
YNL071W	C00141
YDR173C	C01243
YHR024C	C00019
YGR155W	C00064
YPL281C	C00197
YBR009C	C00019
YGR177C	C00033
YBL023C	C00689
YHR137W	C00246
YOR393W	C00279
YLR044C	C00078
YLR153C	C01454
YDR091C	C00073
YMR020W	C00637
YJR073C	C00085
YGR234W	C02631
YGL232W	C00105
YDL236W	C00141
YHL021C	C00031
YML118W	C00111
YDR398W	C00019
YGL171W	C00064
YNR053C	C00262
YGL062W	C03406
YOL086C	C00093
YGR279C	C00043
YGL111W	C00294
YOR173W	C05382
YJR130C	C00033
YGL105W	C00047
YMR159C	C03090
YDL168W	C00022
YKR009C	C00712
YLL018C-A	C00022
YKL021C	C00294
YER056C	C03090
YDR402C	C00078
YJL165C	C00689
YGR240C	C00074
YDR270W	C15808
YDR375C	C00184
YJL045W	C03406
YNL169C	C00689
YFR053C	C00111
YPL093W	C00262
YEL021W	C04666
YJR139C	C00440
YLR430W	C01353
YML128C	C00184
YOR193W	C00158
YEL047C	C00122
YMR301C	C02631
YIR035C	C04677
YGR248W	C00031
YER156C	C00064
YMR107W	C00149
YDR354W	C00064
YLR002C	C00064
YLR142W	C01877
YBR126C	C00089
YOR079C	C00111
YDR060W	C00064
YLR209C	C00117
YFL030W	C00033
YLR160C	C01353
YMR120C	C00049
YBR170C	C00637
YHL001W	C00106
