kinase	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YBR160W	0.19674778856954295	2.1023729087095586	0.7685304095693187	-0.49661793652626735	-0.576918041702769	1.6179829574251317	0.40000782241590205	0.7929044595807819	-1.0915149811213503	-0.3095381067538217	-3.5228787452803374	1.1598939055432422	0.7311880962602195	-0.8535618647142253	0.6825635034649009	1.072116589669293	0.19497515557019476	2.2596373105057563	-2.167491087293764	-3.6989700043360187	0.2975694635544747	1.3036436112666678	0.22907438536100086	2.161150909262745	0.8877302315827293	1.7212463990471711	0.6516951369518393	0.5843590201038457	0.9255492810454088	0.770574152079305	0.20880075350112473	0.5617741923954706	-0.9694002780340489	1.632644078973981	0.12245589228405598	0.959397659885927	-1.9871627752948278	0.2056513961039173	0.23672178898102136	0.5756084455897225	1.0065637695023884	-0.2594794139463353	1.2321023839819094	-0.5166980476418329	-0.38174265515959854	0.2511145599904833	-0.6330170240221491	1.9208187539523751	1.1542819820333414	1.2350770153501116	-0.3802807343882729	0.8291517963566907	0.7817271464285525	0.478469658721289	2.42021640338319	0.4438181533470888	-0.13709378643700185	0.2715650490257452	0.45518808824222384	-1.4975728800155672	-0.5882119954561311	0.28937498493920316	2.958607314841775	0.31113543194520815	-0.6409237739407371	-1.5670307091255944	-1.0777937225609837	0.5525318690502442	0.9706162223147904	2.5086383061657274	-0.47521455067877766	-0.8150248093017389	-0.4664821379830325	0.7888794587419506	1.0004345117740177	0.20134935455473107	-0.3844707763628672	-0.5805399272139298	0.9484616094846725	0.4994890894736629	0.3841551171252979	0.3708963498228635	0.24749059921115701	-1.3027706572402824	0.5376020021010439	-0.4152166210034922	0.8738685927380155	0.37675070960209955	1.3925449767853315	0.4221636587072559	-0.6867657083052761	-0.6720283763769894	-0.4346244972859264	-0.4748255721647285	0.9288547095489171	0.3724293358194569	0.3865810549654269	-0.5612994670992637	0.6437828657802648	-0.607830850510264	0.42021640338318983	0.6196078399429726	0.4490382477018239	-0.4575480526240234	1.6345120151091004	0.28642546222793025	-0.46699097750451457	1.3872161432802645	-0.4650858955701331	0.5584619612978392	-1.442492798094342	-1.9065783148377649	-0.4654662439948844	0.17973284283903543	0.4643261965742499	0.5260753065838426	1.1163385648463824	-0.9503943874050268	1.7619538968712045	0.5072396109731625	1.324221658325915	0.4383024673460066	-0.2670436304243754	0.5721894273240099
YBR274W								-1.8013429130455774						4.0			4.0								-1.0154726866562074			4.0				4.0		-0.7629592086208092		-0.7194216296319237				-0.42010213039689626	4.0		4.0		-0.9492336887669577							4.0					4.0	4.0		4.0		-0.3319870283581679		-0.368556230986828						4.0			4.0		4.0		4.0								4.0	4.0											4.0	-0.4097155962818381					4.0				-0.7290883605895189	4.0					4.0	-0.4615519482897828		4.0			-1.1469104701481345					
YBR276C	-1.7166987712964503	-0.6689778289581714	4.0	4.0	4.0	4.0	4.0	4.0	-0.3463052046849182	-0.3056580896358188	-0.8548035938858182	-2.065501548756432	4.0	-2.0969100130080562	4.0	-0.8671002300555171	4.0	4.0	4.0	-1.9430951486635273	4.0	-1.5072396109731625	4.0	-1.1012748184105066	4.0	4.0	4.0	-2.214670164989233	4.0	4.0	4.0	-1.1255181823005336	-1.214670164989233	4.0	-1.438898616350944	-1.9208187539523751	-0.4368750396619556	-0.45358073316480835	4.0	4.0	4.0	4.0	-0.6472388082761692			4.0	-0.7028963498507435	4.0	4.0	-1.5934598195660448	-1.8153085691824011	-2.3665315444204134	-0.8144578451456248	4.0	4.0	-0.6744843366368518	-2.318758762624413	4.0	-1.3269790928711038	-1.1924649719311469	4.0	-1.8096683018297086	-0.38457604711405613	-1.0867160982395816	4.0	-1.1360826230421395	4.0	-0.9931062920520995	-1.7166987712964503	4.0	-0.64762450499948	-0.6528652170899801	-1.7746907182741372	4.0	-1.9208187539523751	4.0	-2.2596373105057563	4.0	4.0	4.0	4.0	4.0	-1.4259687322722812	4.0	-1.7520267336381934	-1.6777807052660807	-1.2182446253475312	4.0	4.0	4.0	4.0	-1.138465589140962	-1.7569619513137056	-1.1890957193312996	4.0		-0.5694412304772425	-2.0757207139381184	-1.8477116556169435	-0.6066003047068982	4.0	-1.0830199526796178	-0.8201610719768133	-0.36663255488299307	-1.9100948885606022	-1.1402614338028532	4.0	-0.6243363860391147	4.0	-1.9136401693252518	4.0	4.0	-1.243363891754152	4.0	4.0	4.0	-2.0222763947111524	-2.154901959985743	-0.3283644033978703	4.0	4.0	4.0	-2.065501548756432	-0.5910819791532201
YCR008W				4.0	4.0					4.0				-2.853871964321762	4.0																						-1.4621809049267258										-1.1555228242543185							4.0													4.0														4.0								4.0								-0.9385475209128068			-0.5027938192960455											4.0													
YCR079W		4.0	4.0	4.0	-0.3760274879830036	-0.9150664250632838	4.0			-0.7801536139756393		-1.9665762445130504	4.0	4.0	4.0	-1.0530567293021746	4.0	4.0	-0.5606673061697374			4.0		-0.4592952166892377	4.0	4.0		-2.6989700043360187	4.0	-0.5924391505136375	4.0	-1.826813731587726	4.0	1.869666231504994	-1.7189666327522726	-2.0604807473813813	-0.8768019249680014		-0.33338843158097003	-0.9759250126925737	-0.3323602939435892		4.0	-2.468521082957745	-1.8096683018297086				4.0			-1.0846001647877301		4.0	4.0	4.0		4.0		-0.5991167844516373	4.0	-1.2873502983727887	4.0	4.0	4.0	4.0	4.0	-0.43062609038495414	4.0	4.0		4.0		4.0	-1.7077439286435239			-0.4252744164059267	4.0		4.0	4.0				4.0			4.0				-2.2291479883578558					-2.0087739243075053			4.0	-1.623423042943488	4.0			4.0		-0.3719177390093205	4.0	-1.7931741239681502	4.0	4.0	4.0	4.0	4.0				-0.8921119748172014	4.0	-0.9219058495935893	4.0	-2.283996656365201	
YDL006W		-0.8817352739105206			-0.7902169851514851	-1.207608310501746				-0.31515463835558755	-0.6520848134983087					-0.316412682427233	4.0		4.0				-1.3036436112666678	-0.8282735463467689	-1.3001622741327543						4.0		4.0						-1.6073030467403342	-0.34246611244201375					-1.413412695328245						4.0		4.0			-1.0428718023231869				4.0						-0.33021838479146337	4.0	-1.4921441283041692				4.0	-0.8661418747966653		4.0	4.0			4.0		4.0				-0.9017024635053024				-0.41296288225654426			-1.424812155072339							4.0			4.0			4.0				-0.4869156395348558		-0.6499459064209697	4.0	4.0						4.0					-0.8244881866365523
YDL025C	-0.3983745204460553	-0.4336803784751887	4.0	4.0		4.0	4.0				4.0		4.0	-0.3119363030536557	-0.6345120151091003			-2.6989700043360187						-1.0888423912600234	-1.0545314148681804	-0.6635402661514705	4.0	4.0	-0.30163843394489026	-2.657577319177794			-0.35556141053216145		4.0	4.0		4.0		4.0		-0.9446216686249999	-0.4796474959166821	-0.438898616350944	-0.3282719117604419	-0.44165149123838027	4.0	-0.31434781588447563	-0.8138916201867947	4.0	4.0		-0.5062631977231602	4.0			4.0	4.0	-0.8259401922749746	4.0	4.0	4.0		4.0				-0.3349821745875274	-0.41139219525731346		-0.8853890157678268	-1.2628073572952627	4.0	-0.8147412347034149	4.0	-0.29998893767788765	4.0			-0.5282683485199489	-0.7654827164873134	-0.32221060893113895	4.0	-0.37996810487370264	4.0	-1.0680338852718274			4.0	-0.7718563924022582	-0.514988785421427	-0.3567447749752284	4.0		-1.2915790998652872		-0.3833144791044878	4.0	4.0	-0.47951646725920805	4.0	-0.405828520885088	4.0	4.0	4.0	4.0	-1.1255181823005336	4.0					4.0	4.0	4.0	4.0		4.0				4.0		4.0
YDL028C	-0.530325227448202	4.0	0.7549811292622469	-0.33320131633382594	4.0	-0.5051499783199059	0.3725317275402904	0.6053732357277909	-1.1713401034646802	0.8520146793161948	-1.1958605676646494	-1.0695604052332999	-0.48784946307796945	4.0	0.6094181214495648	0.2720522904552032	-0.44684545183037455	0.6703987516434812	-0.6944336864846961	4.0	-1.1396619934290064	-0.7039933306863277	-2.070581074285707	-0.7875460389597242	-0.6090648928966209	-0.8683813356508745	1.0985416786038877	4.0	-0.8065970969375825	-0.7178312216953584	0.6976690713156006	-0.4839937696139523	4.0	-0.4277093938485824	0.38668683854454045	-0.6763354643918998	4.0	-0.4101620568525402	-0.4101620568525402	-0.6432095396482841	4.0	0.770830297460899	-0.5608252601565316	0.7126462272852535	0.3292904047762029	0.7700623140920662	-0.876475019057268	-0.3477536589966768	4.0	4.0	-0.40549695617991083	-0.34717369743899534	0.730253626869233	0.4696722102219137	4.0	-0.6358243672293806	0.8018930011265986	-0.5320960534771997	0.8738685927380155	-0.4221636587072559	0.47716468633946996	4.0	1.0172766123314547	-0.6759234202605136	-0.31015859086249525	4.0	-0.4996262856466261	0.7980569365983498	1.2027324591692836	0.9208187539523752	4.0	-0.46597389394386496	-0.4464810598510304	-0.8285660990569917	0.3550692920864126	-0.33264045381691293	0.6757175447023074	-0.3450537734156558	0.8147412347034149	-0.5902358957336538	-0.6136794261059538	4.0	4.0	-0.3885953622884065	0.5089185865768128	-0.3215726775661329	-0.3604139133265736	-2.0409586076789066	0.3272558016934009	-0.54500278269054	-0.6577747706392096	-0.6250684460218119	-0.5141366704026654	0.5644741485013453	-0.5181275896893365	0.3795516152882911	4.0	1.0634862575211066	-0.95233580539844	4.0	-0.5905741313285566	-0.405828520885088	-0.3529105712834451	4.0	-0.4758636234074315	-0.5141366704026654	-0.7675121336470138	-0.7377862945235831	-0.4850539946919957	-0.3347943715653994	-0.380176499542722	-0.6569855028492324	4.0	0.3106911408763798	-0.5985994592184559	0.28025450747042335	4.0	-0.3296613588725579	1.0419141514789148	-0.7066374452885544	-0.644356949779131	0.6846595233727117	0.6978856230437989	-0.49825627037200554
YDL047W	-0.8141746403870378	-1.583359492661719	-1.2006594505464183	-1.1784864715952268	-0.870310107800699	0.3298469548078198	-0.3059215379192406	-0.38732208168349824	0.54500278269054	-0.5597207867644117	1.4596705252091262	-1.0762380391712998	4.0	-0.42296801437396864	-0.7923656326110384	1.2716462179787715	-0.5867002359187482	-0.7878123955960422	1.285670240254767	4.0	0.35912122129838175	0.8250684064715574	-0.6701954778359306	-0.8224635000701378	-1.2798406965940432	-1.0096611452123985	4.0	-0.41953121604899835	-0.575281662668433	4.0	4.0	0.3500812812645808	0.4438181533470888	-0.48932096896779004	-0.6991872058818831	-0.6569855028492324	0.35467599843770664	-0.6643415477106984	-1.0305840876460186	0.8124792791635369	-0.7279262124999901	-0.2895441356645755	0.2920893342868941	-0.630042392653947	-0.3573376685579645	-1.3819519032879073	0.36001575195841146	-0.40804544495326456	0.48004081924793157	-0.44177157819667434	1.3381873144627388	-1.3027706572402824	0.2814983111327257	-1.4045037781744258	-0.3668346463160968	0.8335698861567173	1.0109953843014632	-0.6259852597080884	0.893129455521346	0.8975662943186637	0.297224922098956	0.9408153823686288	0.5639964643301035	-1.1112590393171073	-0.31704307369879153	-2.6020599913279625	1.8096683018297086	-1.9507819773298183	-0.9284861949049108	-1.0619809025237896	-0.9863203027088074	1.274905478918531	-0.5509846836522136	0.49552913750558103	0.5499049241283976	0.7986028756795485	0.9318141382538383	-0.7104110474574032	-0.43521561549601323	-0.4999008080842771	-1.8356471442155629	-1.0777937225609837	-0.4037328736044847	-0.3032942190660828	-0.3499840475281614	0.4806971507645713	-1.1390633792999063	-2.00436480540245	0.3133637307377066	-1.38933983691012	-1.6420651529995463	-0.2712405248321256	-1.3334820194451191	-1.7619538968712045	4.0	-1.154901959985743	1.5361070110140926	-1.3062730510763532	-1.0936649581949094	4.0	-0.4576726172260256	-0.34978964533964085	-0.4205594028602028	0.49907776080969946	-0.3036436112666679	0.44794046581211566	0.4907974776688971	-0.6428277422769665	4.0	0.5374522711973359	-1.585026652029182	1.7721132953863266	-0.5122961368362736	4.0	-0.9175736991392281	1.1791420105603	0.6712127996454653	-0.9718355805755301	0.7108571640676669	-0.3339502615194841	-0.3481407307530511	-1.2636034977233577	0.5241835869686818	0.8285660990569917
YDL101C		4.0		4.0	4.0	4.0		4.0		-0.6748950170285926						4.0		4.0													4.0	4.0	4.0		-1.2090115249111841					4.0	-0.8193007987039652	-0.4737899961583357	4.0		-0.7817271464285525					-0.348721986001856						4.0						4.0		-0.4397346021372853	-0.7577070950170691	4.0	-0.4988037579729113			4.0					4.0		-0.550521600812635			-0.34074953122733914									4.0		4.0						4.0	-0.3047810810948491		-0.6767478998283128	4.0		4.0			4.0	-0.6748950170285926	4.0	4.0		4.0	4.0	4.0	4.0			-0.49552913750558103		4.0		-0.3585258894959005			4.0
YDL108W	-1.5575202309355514	-0.5415132362017931			4.0	4.0	4.0	-0.5979106494279033		4.0	4.0	4.0	-0.48598381959935066		-0.30874164186688874	-0.4262004177842593	4.0		-0.5223000716678692	-0.8158766457603289				4.0	-2.537602002101044	4.0	-0.42101715729720945		-0.6320852612062473	-0.4666092919824486		-0.9129287940934646	-0.83209218999852	-0.6869768896767618	-0.7746907182741372	4.0			-1.0757207139381184	4.0	4.0		-0.9374180157718369				4.0	-0.7602001815529014	-0.5249101966109935	4.0	4.0			4.0	-1.2806687130162733	-0.4528408786725825	-0.2978280491422888			4.0	-0.40494491024069607	4.0	4.0										-0.9281179926938746	-1.4045037781744258			-0.6050232804454357		4.0	4.0		4.0	4.0	-0.9048306485682449			4.0	4.0		4.0		4.0	4.0		-0.7022394889008661	-0.8207355356609746	-0.3276250212539205	4.0		-0.3500812812645808			4.0	-0.3957739469155299	4.0	-0.36411431471872724							4.0	4.0	-0.5668704824195144		-0.5533075336284727		-0.7408841558149337	-2.0	-0.3390397082239164		-0.8431480989299889	-0.2986047309860798
