kinase	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YDL134C	4.0	0.5103227083363014	-1.1272611725273312	0.7527634504932359	1.0438315695246367	0.5509846836522136	2.468521082957745	1.6516951369518393	1.1844222516757328	-0.3743789185750923	4.0	0.5297365530349215	-0.4130752918551797	2.3665315444204134	0.6852903070448263	-1.8794260687941502	1.2471835688117285	0.46762786643212256	0.3420840631700448	0.6983190507064237	-0.3531063758322548	-0.3491099221436876	2.721246399047171	4.0	0.8965383779052952	4.0	-1.413412695328245	-1.4400933749638876	1.1272611725273312		-1.6989700043360187	1.1255181823005336	0.4509967379742122	4.0	-0.6480105445643678	2.408935392973501	-0.5454600150351813	0.8706324042770144	0.7537476877006779	-0.646276062411051	0.5460704079422714	-0.8510890068906436	1.3269790928711038	-0.8591778198906894	0.43901794441376457	0.5730010412434628	-0.3067128429943445	0.7394516273630205	-0.3200273057225814	4.0	0.7527634504932359	-0.7532552902761587	4.0	-0.5409092103994136	-0.4186193112900132	-0.5516028965422324	-2.1307682802690238	0.6817279197883731	-0.6983190507064237	1.9746941347352298	1.0741724253752576	-1.3260580013659122	1.035740369803151	0.47417804784333734	-0.715118285344547	-0.4754740633736243	4.0	4.0	1.1084625423274355	-0.31542391261154473	0.4273607029571867	-0.42273804641418516	-2.886056647693163	0.8777841217271733	-0.755228238504705	1.0958256317158366	-2.2291479883578558	0.9734667354767033	-0.5805399272139298	0.4690323184280849	1.393618634889395	-0.5050110263168319	0.7713430418910647	-1.0752040042020878	0.4131877305566241	-1.1062382379420566	1.8794260687941502	0.433444669116945	1.1617807780923741	-0.3491099221436876	-0.8996294548824371	0.5760990814715833	1.8728952016351923	-0.8161609629435788	-0.54500278269054	-0.34313550845108287	4.0	-1.0736575533743449	4.0	-1.212539525481585	-0.755228238504705	0.6978856230437989	-0.2918341421444599	0.6918626213619614	-0.3209356818786873	4.0	4.0	1.4111682744057927	0.46344155742846993	-0.5608252601565316	-1.7825160557860937	0.8572977542623844	1.7328282715969863	0.7767637268970025	4.0	-0.6256183019491178	-0.43285595480434286	0.4835968515525968	-0.6505282007856144	4.0	0.6163641316381203	-0.8190144192132695	-1.595166283380062	-0.9621752494116581
YDL188C	-0.9423338960901708	-1.8664610916297826	0.7980569365983498	0.9566377219788705	0.35222594973117	-1.3545777306509081	0.5385014732169814	1.8477116556169435	0.31515463835558755	4.0	-0.47573373123302126	-2.3665315444204134	4.0		4.0	0.3538904780211521	-0.40252421012962253	0.4886514845097869	4.0	-0.626720106722504	0.7185121120599187	-1.2533658010624211	4.0	-1.7258421507363202	4.0	0.4845235586176242	-0.32011805788713765	-2.886056647693163	0.5332806283184014	4.0	0.4999008080842771	-0.9175736991392281	-0.6792307716613135	4.0	-1.6736641390712486	-0.45692576496646786			-1.856985199745905	0.9629721202442251	-0.46281077375635543	4.0	-0.6667543010380372		4.0	1.1951793212788377	0.30944953848964135			-0.3565473235138126	4.0	-0.5536181877775579	-0.39243775681641174	0.6888821573374944	4.0	-0.6205131862827262	0.401100112936117	3.154901959985743		-0.4377071355435253	0.3024219663488868	-1.1592667653881932	-0.6274561992409297	-1.3655227298392685	1.0296531237699067	-0.3876400520322256	4.0	-0.7408841558149337	-0.5281218006927094	-0.3894462946829054	-0.8133261325002549	0.5233132570543553	4.0	1.4365189146055892	-1.0333890133180657	4.0	-1.1791420105603	-0.36031433875731855	2.677780705266081	1.6946486305533763	2.42021640338319	4.0	-0.8477116556169435	1.0305840876460186		-0.9083330424043154		1.9829666607012197	2.958607314841775		1.4111682744057927	-0.41386297476920686	-4.0	-3.0969100130080562		-0.36111157529492444	-1.0204516252959048	-2.5850266520291822	-2.0315170514460648	0.8674201523402629	-0.42678017288557807	4.0	-1.6675615400843946	-0.3709983807130083	-1.7825160557860937	-0.5533075336284727	4.0	-0.5655907924124999	1.0447934624580582	4.0	0.31390022800408407	4.0	-2.0177287669604316	0.4680104485874498	-0.31282789540520034	1.0209070993616736	-0.4495270428934366	-1.8297382846050425	0.7476324855401012	4.0	4.0	0.6948636810563608	4.0	-1.035740369803151
YDL230W	4.0		1.1511952989481962	-1.4353339357479107	-1.562249437179612	-0.5021032570867797			4.0	-0.4175957019809719					0.8544928285903374	-0.6968039425795111	-1.1249387366083		4.0		-0.4601714416221018	4.0				4.0	4.0	-0.31903028153410284			-1.7695510786217261	4.0	4.0		4.0				4.0	-1.329754146925876	0.5212892444872407		4.0		4.0	4.0	-0.5413621509743507		4.0	4.0	4.0	4.0				-0.6178027896225463	4.0	4.0		4.0	-0.6456994376546403	-0.33780900914099277	0.8955128886876049		-0.49471432585586766	-0.33856594960607994		4.0	4.0	-0.4385408287580841	4.0	4.0		4.0	4.0			4.0	1.359518563029578				4.0		4.0	4.0		4.0	4.0					4.0		4.0	-0.5807052782465395	0.46813805090419064	-0.4918744639168008	-2.3279021420642825		4.0	-1.2358238676096693		4.0	4.0			0.7718563924022582	4.0	-2.207608310501746	-0.9393021596463883	-0.5021032570867797	4.0	4.0	0.8853890157678268	1.9913998282380825					4.0	4.0	-1.6695862266508092
YDR028C											4.0										-1.3777859770337046							4.0																																																		4.0																4.0																							4.0							4.0
YDR247W								-0.6581699430794897									4.0																																									4.0					4.0																4.0																														-0.669789215428472		4.0								4.0					
YDR466W													-0.4835968515525968													-0.6478174818886375	4.0		-0.9846402445907858			-2.886056647693163				-0.880084589742009								-0.5012760292520954			4.0		-0.8616973018337185						-0.3565473235138126																-0.5790545940780277																-1.1278437272517072	-0.4009907601766564								-0.3926522232315866									-1.0333890133180657			-1.2410881076020266							4.0					-0.9446216686249999				
YDR477W	-0.5543957967264024	-1.4145392704914994	4.0	-0.6226937489318012	-0.5865325870141752	0.2614572590712148	-1.9030899869919435	-1.1260984021355387	1.0227337875727074	0.8738685927380155	1.8927900303521317	-0.3148855309534606	0.4277093938485824	-0.7223907856959089	-1.5016894462103996	-0.5851937204989873	1.024568191490737	-0.4103854593687336	-0.5754450233932868	-0.8273970687901402	-0.958607314841775	0.5418155644297372	-0.7530093007584502	-0.7226200253327454	-0.7046528516663821	0.6968039425795111	-1.1101382787418115	4.0	0.3187587626244128	1.332547047110046	1.1624115617644888	-1.0078885122130503	-4.0	-0.8068754016455384	-1.1958605676646494	0.828858848971618	0.9419537696047182	-1.0268721464003014	0.7994230732451518	-0.5617741923954706	-0.7667499904588997	-1.9665762445130504	-0.8392314381388719	-0.775985188627136	1.7189666327522726	0.28912138231482704	0.49227902331438644	0.45605605751709355	-1.1260984021355387	-0.40571797118819386	1.0958256317158366	0.35912122129838175	-0.7020207558406376	-1.3526170298853801	-1.0920514783877278	0.5915904215315703	0.47159756204638253	-0.42067379624474494	-1.5718652059712113	1.2596373105057561	-0.5391021572434522	-1.142064735280571	3.0	0.3921162556430101	1.8210230527068305	-1.8041003475907662	-1.7958800173440752	4.0	-1.0520763801682735	0.3278097488117474	-2.070581074285707	1.24184537803261	-0.42666415993393236	-0.635449004646028	0.30259627679951234	-0.9629721202442251	-0.7752080435073185	0.8532519863693602	0.630969778190847	0.3889142665851274	-1.4056074496245732	-1.1681302257194983	-0.5905741313285566	-1.1040252676409354	-1.0963674839157622	-0.3498868355564286	0.6734593314834382	-0.9351677802614262	-2.3872161432802645	-0.3905123101467148	-2.408935392973501	3.0969100130080562	1.24184537803261	-0.3863695650747594	-0.7242280998350686	0.5266590358140646	-0.361810359809163	2.721246399047171	0.4701848033553697	-0.4606729364606249	0.9143527117031435	-1.8601209135987635	-3.2218487496163566	-0.684449465578095	-0.36001575195841146	-1.3053948010664314	-1.2494916051486538	-0.5760990814715833	0.9677842967020184	-0.3805935891132226	0.7939841232366555	-0.7221616669979526	-1.3840499483435988	1.2306226739238615	0.46117501106209624	0.578231598793076	0.6497519816658371	-0.43332686239388346	0.9507819773298184	-0.7624562618571255	-0.6335770427740273	-0.8105096863006325	0.5295895090240693	-0.40616033891872866
YER089C																										-0.4496493276983845										4.0							4.0																										4.0																	-0.7622050067260775	4.0						4.0																															
YER133W											4.0										-1.3467874862246563							4.0																																																		4.0																4.0																							4.0							4.0
YFL029C												-0.450261268735101		-0.45247142354021785						-0.3244049436132537					-0.3702846673528678									-0.5721894273240099		4.0		-0.44309473094455215							-0.6455073994105635									4.0								4.0		4.0							-0.33133458454550796						4.0				-0.6214204238842252				-0.6528652170899801			-0.4631891340084585		-0.43168091490488825			4.0				4.0			4.0						-0.31903028153410284				-0.6769542645182985											4.0		4.0	
YFL033C	-1.2298847052128983	-0.8043770564130633	-0.8341623753098718	4.0	4.0	4.0	-0.6974526275125145	4.0	4.0	4.0	4.0	4.0	4.0	4.0		4.0	4.0	-1.2479515521805615		4.0	-0.5182708030399841	-1.1890957193312996	4.0	-0.4600461583436033	-1.856985199745905	-0.3597173703033192	-0.6194269969331128	-0.7880789156914907	-1.080921907623926	4.0	4.0	-0.38541913300251396		4.0	-1.122628654130226	-1.7189666327522726				4.0		4.0	4.0	4.0	4.0	-0.4511194373624851	-0.5371529641683263			4.0	4.0	-0.783042792638903	4.0	4.0		4.0	-1.067019178076802	-0.31077996273616443	4.0	-0.7801536139756393		-0.8860566476931632	-4.0	-2.0132282657337552	-0.6478174818886375	4.0	4.0	-3.2218487496163566	4.0	-0.39404884243512706		4.0		-0.7754669373939143	4.0	4.0	-0.7160207157615202	4.0	-0.34074953122733914	4.0	-1.2915790998652872	4.0	-0.9939620450026828	-0.5437858446420112	-0.38489201255680594	4.0	-1.3788237182249647	-1.0114410431213845	4.0	-0.5775743236287955	4.0		4.0	-0.7736579128363693	4.0	-0.9546770212133425	-0.32339783041798165	-0.9570309266068199	4.0	4.0	4.0	-0.3687592197644908	-1.3027706572402824	-1.1999706407558657	-0.6689778289581714	-1.045275209020937	4.0	-0.5590909179347823	4.0	-0.5662301660751342	4.0	-0.324863495532006	-0.5134278494816437	-0.6124322205828113	-0.48638292621212514	4.0	-0.5388017113775068	-0.7843624365649383	-1.3767507096020994		4.0	4.0	-0.5108856306210806	-0.37871983244958524
YFL034C-B														-0.9055288713583552																								-0.620694482249418																																																																																						
YFR014C																																									4.0																																																																																			
YFR028C			-0.4824082692880922		4.0	4.0						4.0		4.0		4.0	4.0	-0.33620487778059244			-0.4139756176130242			4.0				4.0						4.0				4.0		0.38795825535473044						1.4975728800155672	4.0					4.0					4.0		4.0	4.0			4.0						4.0				4.0						4.0					-0.9892761346082269			4.0							4.0					4.0												-0.8204482088348123		4.0	4.0		4.0	4.0				-0.42934032997846594	4.0		
YGL019W	-0.5802094138936372	-0.6230582428532413	-0.4885177113739986	4.0	1.407823242604133	0.22242819530858998	-0.850165303284215	0.5590909179347823	0.9129287940934646	-0.5284149458148103	4.0	-0.328086987558413	-0.3855246339096047	-1.0056828473303634	-0.7366006686659977	0.3460160926259311	4.0	-0.7599502278873523	-0.4191890273390538	0.8389316145288254	0.5134278494816437	-0.47353148753052254	4.0	-0.3571399474155085	-1.191114132640188	-0.9090369234042683	-0.41005039867429227	-0.46916022138347946	-0.9641701747471718	-0.28726614093004815	-0.4537041648785575	-0.732593581247096	-0.6550185860727421	-0.33105526554226616	0.259006068415114	-0.5253467466379372	0.3929741215652141	-0.6261688549261697	0.5902358957336538	0.5675117442294936	-0.7354182707619225	4.0	0.29396533928564944	-0.3693687559795	1.5985994592184558	-1.8728952016351923	0.2975694635544747	4.0		-0.7194216296319237	-0.8054856581175327	-0.30998121921130467	-0.7825160557860937	0.3018994543766101	-1.2612194415156308	-0.4156687756324692	0.48425858333063476	4.0	-1.0644927341752872	-0.8167301563171954	4.0	-0.33847125986801746	-0.9434762759208997	-0.3158730743869246	0.783570169123749	4.0	1.0204516252959048	-1.2104192878355746	0.959397659885927	-0.6863436533819687	4.0	4.0	-0.3510548178343275	-0.35398859040876085	0.2973110318408666	-0.5744657795017365	-0.3388501427552134	-1.153044674980176	-0.5124374397436218	-0.44818417764898444	-0.5605094096103165	0.2787666299827225	-0.3983745204460553	-0.8642314854321778	-0.7956086680807003	-0.4977094720852271	-0.6511112769285621	-0.42354346759437983	-0.3987006898056625	-0.29748330256184946	-0.4625587165920524		-0.6609462642908608	0.5479067509822686	-0.7272304134482405		-0.8748441704194698	4.0	0.3460160926259311	-0.37120251443328983	-0.5936301645307325	-1.0241088635982072	-0.5987718325018869	-0.5968794788241821	4.0	-1.2182446253475312	0.6017126946425989	-0.4009907601766564	0.7785857621576613	0.3088300658683961	0.31930197030236496	4.0	-0.3943717779923814	-0.39544996742873867		-0.4015377995258495	-0.5106040782728706	0.4068247365218974	-0.33441900898204685	-0.5893914574316321	-0.48945498979338786	0.30962669308394086	-0.8389316145288254	1.0213630516155257
YGL059W	4.0	4.0	-0.876475019057268	0.5944828930236237	-0.3780970391087695	4.0	-0.8507808873446201	4.0	4.0	-0.33790355458207655	4.0	-0.5442417968958632	-2.00436480540245	4.0	-2.3767507096020997	-2.468521082957745	-0.5512936800949201	-0.8507808873446201	4.0	4.0	-0.48878529886361194	-0.6426369693848571	4.0			4.0	-2.0809219076239263	-1.6595558851598817		-0.4385408287580841	-0.4362816600343223	4.0	4.0	4.0	4.0	-1.1157712303673961		-2.494850021680094	-0.5652714582202423	4.0	-0.3035562368610008	0.6377060620357689	4.0	-2.0315170514460648	-2.0915149811213505	-1.9956786262173574	0.6185239097249701	4.0	4.0		-2.8239087409443187	-1.570247719997592	0.4522252946121775	-0.7736579128363693	-1.0486624812040823	-1.7825160557860937	4.0	-1.8477116556169435	-0.713768145971447	-0.4456319990099124	-0.9396799713117148	-1.91721462968355	4.0	-0.674279141980588	1.1045774539605921	1.330683119433888	-0.5851937204989873	-0.3604139133265736	-0.30697693207630594	-0.6806856959094879	4.0			4.0	4.0	-0.4355706730020165	1.0644927341752872	4.0	4.0		-0.5442417968958632	1.0555173278498313	4.0	-0.5870357280033373	4.0	4.0	-0.6320852612062473	-1.1040252676409354	4.0	-2.050609993355087	-1.3151546383555874	-0.48280410205002566	4.0	-0.37079434289769625	4.0	-2.0315170514460648	4.0	-1.576754126063192	-2.0457574905606752	1.1870866433571443	4.0	-1.4788619162959638	-0.6004993386853894	4.0	1.9355420107730816	-2.4559319556497243	0.3853136577179874	4.0	1.3925449767853315	-2.3565473235138126	-1.812479279163537	-0.7028963498507435	4.0	-0.3748934245965324		-1.832682665251824	-1.2306226739238615	-0.43391621583200407	-0.9175736991392281		-0.42701229180179495	-1.3777859770337046	-0.9722427953094466	4.0
YGL134W	-0.9858996784803794	-0.539252458155803		-0.5130031115681774	4.0	4.0	-1.1752235375244544	4.0	-1.442492798094342	-0.8422411139531362	4.0	4.0	-0.8215986584662448	-1.3106911408763797	-0.3286419965565084	-0.6296719922204895	4.0	-0.6493643917410457	-0.39859193946531624	4.0	4.0	-0.3897658246656112	4.0	4.0	-0.5043169323830847		-0.8150248093017389	-1.1040252676409354	4.0	4.0	-1.058488567365597	-1.0814454694497264	-0.8807441107220634	4.0	4.0	4.0		-1.0520763801682735	-1.0021769192542744	4.0	-1.1414628024303608	-0.7875460389597242	-1.51427857351842		-1.1493537648169334		4.0	4.0		-0.7975116829399065	-0.8107905104176939	4.0	-0.37059040089728107	-0.6456994376546403	4.0	-0.42805836492553767	4.0	4.0	-0.30163843394489026	4.0	-0.4221636587072559	-0.9055288713583552	4.0	-0.515557792357593	-0.85294232897164	-1.3089185078770316	-1.048176964684088	-0.4295738216410274	4.0	-1.1643094285075744	-1.2350770153501116	-0.4713403547650101	-1.744727494896694	4.0	-1.8013429130455774	4.0	-0.32910504647978983	-1.5086383061657274	4.0	4.0	-0.6332036167132701	4.0	-1.1284270644541214	-0.431211787684653	-1.712198270069774	-0.9351677802614262	4.0	-0.36131111330987653	-0.3596179552904315	-0.7244583115986905	4.0	4.0	-0.39104630072413715	-0.7713430418910647	-0.3445734122540814		4.0	-0.9995659225206814	-0.4223933226374644	4.0	4.0	-0.6693833327055616	-0.36361241418684337		4.0	-0.7734000947926425	-0.8787685448503785	-1.30189945437661	4.0	-0.31893975636818817	-1.2276782932770802	4.0	-0.4810914263085858	4.0	-2.0315170514460648	-0.6734593314834382	4.0	4.0	4.0	4.0	4.0	-1.407823242604133	-0.9389246763702083	4.0
YGR092W														-0.8968807464542862																								-0.6250684460218119																																																																																						
YGR203W		4.0	-0.5001755041604203	4.0	4.0		-0.6190655366692981		4.0	-0.5466816599529624		-0.7205612117129796				4.0			4.0		-0.6922900765951933	4.0	4.0	4.0	-2.9208187539523753			0.503485481302255	-0.6560009309428387		0.907981529247203	4.0		-0.7239980100379498	4.0				-0.5125787886405256	4.0	0.9767475403662885	4.0	4.0	4.0	-0.9434762759208997	0.5948244537820107	4.0					1.0545314148681804	4.0			4.0	-0.29550630299070135	-0.40011692792631215	-0.4615519482897828			4.0	4.0	4.0	-0.46686371172136115	4.0	4.0	-0.7945249632591092		4.0	4.0		4.0	-0.6734593314834382	4.0	4.0	-0.873219422987991	4.0	4.0	4.0		4.0	-1.5406075122407692	-1.9829666607012197	4.0		-1.39577394691553	4.0			4.0	0.45210228243690287	-0.43203309317684574	4.0			4.0	-0.5687971154434834	4.0	-0.6663512434852988	4.0	4.0	-0.6414940885097647		4.0		-0.774432286560529	4.0	-0.8201610719768133	4.0	4.0	-1.329754146925876	4.0	-0.5442417968958632		4.0	4.0		-1.2814983111327258		-0.5651118791326841	-0.605198222837289	4.0	-1.5528419686577808
YGR262C	4.0	4.0	-0.3905123101467148	-0.6985359268567002			4.0	4.0			4.0	-1.072116589669293	-0.5807052782465395	4.0	4.0		-1.5044556624535514			-0.549750891680639			4.0		4.0	4.0	-0.8164454663811384	-0.5353614409049672		4.0	-0.6489771474158762	4.0	-0.5316526695878427	-1.0629838925351858	0.27547837288143734	4.0	-0.6497519816658371	-0.5337256782107079	4.0		-0.761201437286083		4.0		-4.0	-0.31184724440843364	4.0				-0.34901290561655496	4.0		-0.6432095396482841	4.0	-0.9965394678904935	4.0	4.0		-0.3220282471892601	0.3060972589339394	-1.640164517660112	4.0		4.0	4.0	4.0	4.0	-0.7079655640052637	0.36835333704158046	-0.6857113390525023	-1.2132485778544388		4.0	-2.5686362358410126	4.0	-1.779891911959945			4.0	4.0	-0.4117282931576709	4.0	-1.0665127121512945			-0.755228238504705	-0.6395959452700611	4.0			-0.46470587995722945	-0.33451281921718934	4.0	-0.31713320433767545	-0.30050915472779555	-0.6784015695346561	4.0		-0.9111554372729957	4.0		-1.3625102704874892		-0.8671002300555171	-0.32221060893113895		-1.0287241512618948	4.0	-0.6528652170899801	-1.3645162531850878	-0.6944336864846961	4.0	4.0	-0.45518808824222384	-0.47951646725920805	-0.5080782874138492	-0.3185778442789915		4.0	-1.5361070110140926	-0.5557990111358405	-0.3207538545861409	
YHL007C													4.0							4.0													4.0				4.0																								4.0								-0.8827287043442357								-1.2494916051486538											-1.2153827073671246	4.0								-0.9273825234547635																											
YHR004C			4.0	4.0	-0.5705707356182124	-0.5919297141128145	4.0	4.0	-0.6873995607387406	-0.5643148620583701			-0.6976690713156006	-0.392223396258307		-0.3943717779923814		4.0	4.0	4.0	-0.8297382846050426	-0.7354182707619225		-0.43985416015095247	-0.39136701050996303	-0.6099485035410127	4.0	4.0	-0.790484985457369		4.0	4.0	4.0		-0.33226694746673263	4.0		4.0	-0.6217838502501221	-0.4737899961583357		4.0	-0.39739747957974353	-0.42585293584927725	-0.41770931728100597	4.0			-0.7237680420781664		-0.8239087409443188	-0.3755116374865511	4.0	4.0		-0.5005878743277246	-0.5779028368682897	4.0	-0.5875394525700387	4.0	4.0				4.0	-0.7910214827237465		-0.6886700476962069	-0.4522252946121775	4.0	4.0	-0.5929491851957497	-0.6794383198047633	-0.32910504647978983	-0.31560352158097954	-0.8029952719769542	-0.9613798380502973	-0.43332686239388346	4.0	4.0		4.0		4.0	-0.3417023496918102	-0.4845235586176242	4.0	-0.3876400520322256	4.0	4.0	4.0		-0.8498578381514413	-0.6882461389442457	-0.5900668766687055		-0.4381833356810425		-0.7210178831345568	-0.42365864979420714		-0.4932244633933567		4.0	4.0	4.0	4.0	4.0	4.0		-0.5223000716678692	4.0	-0.5573634742177682	4.0	4.0	-0.6081830763867512	4.0		4.0	4.0		-0.39447947656253113		
YHR030C	-1.1354889189416082	0.661145253747677	-0.835647144215563	4.0	4.0	4.0	-0.33677036546713224	4.0	4.0	2.065501548756432	4.0	-0.4383024673460066	4.0	4.0	4.0	4.0	0.9273825234547635	4.0	4.0	0.37008096449645816	4.0	4.0	4.0	0.82623117686335	-0.4727568836119114	0.38795825535473044	0.4748255721647285	-0.5892227666227902	-0.6935749724493127	-0.32221060893113895	-0.6205131862827262	-0.38426031138084504	4.0	-2.036212172654445	0.7947956360518553	4.0	4.0	-1.2426039712069759	0.9689957186364632	1.7594507517174003	0.8449677712090298	-0.4590451910738673	0.9734667354767033	-0.6456994376546403		-1.586700235918748	-0.7160207157615202		-0.6245192853814275	0.5576770442544255	1.2525881921135766	-0.6515004297161623	4.0	1.055024091587952	-0.9229956732066497	0.7196493069539943	-1.1592667653881932	-0.8347556738746891	-1.5590909179347823	-0.6695862266508091	4.0	4.0	4.0	4.0	4.0	-0.539252458155803	4.0	0.6203319659663462	1.1360826230421395	4.0	1.570247719997592		0.5749551254486112	0.509620079996821	-0.4879830305038733	4.0	-1.2620126736665693	4.0	-0.8071538848111582	0.7258421507363202	0.47185492174689364	-0.661145253747677	0.7796303675486055	-1.2564902352715703	4.0	4.0	0.5398541825082498	0.6740740442285338	-0.6092414712612828	0.8632794328435932	-0.775985188627136	4.0	0.657182685364267	0.5979106494279033	4.0	4.0	-0.8410347396165898	1.5228787452803376		-1.0034883278458213	-0.7859513205880585	0.579384229374235	4.0	0.48333244090095706	-0.43877932106605627	4.0	4.0	-1.0974532206860086	4.0	-0.3567447749752284	4.0	-0.9746941347352298	-1.1965428843515862	-0.9062282185012701	-0.7425614331401862	-0.4813544756696885	-1.1220530483708118	4.0	-0.3608124400642461	4.0	-1.9913998282380825	-0.535212480354063	-1.1662156253435212	4.0
YHR076W			-0.37273658343177896	4.0	4.0	-0.41850545770910075		-0.36572430537405604	-0.8535618647142253	4.0						-0.5506759069012731	-0.819874124835946	4.0			4.0	-0.582030357785263						4.0		-0.4993519366280881	4.0			4.0		4.0				4.0		4.0				-0.32084475871664614		-0.6790233226571765				4.0	4.0	4.0		-0.5076587467450255	-0.3738650213646113	-0.3455346664798542	-0.4839937696139523	-0.46686371172136115	4.0		-0.3521282346937675		4.0	4.0	4.0		-0.3445734122540814		4.0					-0.47108329972234525		-0.8579235389267151	-0.3995716742678688		-0.3392293564723027			4.0	-0.41049720373623627		4.0	4.0		-0.5949953349496306	4.0			-1.5917600346881504	4.0				-0.47031304622708353						4.0	-0.44081181099522454		4.0	4.0		4.0	4.0	4.0	4.0		4.0	4.0		-0.43866005854109874		4.0	4.0		4.0
YHR082C	4.0	4.0	-0.6836102489268046	-0.9657727392294494	-1.0604807473813815	-1.1191864077192086	4.0	4.0	4.0	-1.0204516252959048	-0.5397036732425246	-1.8446639625349381	-0.46686371172136115	4.0	-0.35095736591382365	4.0	-0.31354248953088826	4.0	-1.009217308196862	4.0	-1.0777937225609837		4.0	4.0	-0.39739747957974353	4.0	4.0	4.0	0.43521561549601323	-1.8827287043442358	-1.0457574905606752	1.2716462179787715	4.0	-2.283996656365201	4.0	4.0	-0.4345063701311376	4.0	4.0	-1.393618634889395	4.0	-1.8927900303521317	4.0		4.0	4.0		-4.0	4.0	4.0	4.0	4.0	-0.5936301645307325	-1.6073030467403342		-0.6794383198047633	4.0	4.0	-0.5059846252428563	4.0	-0.49811950624494133	4.0	4.0	4.0	-1.3767507096020994	4.0	4.0	4.0		0.4687766254669732	0.4806971507645713	4.0	4.0	4.0	0.785421046429501	1.869666231504994	-0.8082696066371436	4.0	4.0	4.0	4.0	-0.3625102704874893	4.0		-0.30129065055741316		-0.6031035508574761	1.1965428843515862	1.6777807052660807	-0.8604357338241503		4.0	4.0	4.0	-1.4145392704914994	4.0	-2.2924298239020637	4.0	4.0	-2.4814860601221125	4.0	4.0	-0.4117282931576709	4.0	-0.9605858808238629	4.0	-2.1079053973095196	1.679853713888946	4.0	4.0	-0.4726279171723881	-0.30530707366851595	4.0	4.0	4.0	-0.6910089709998359	4.0	-0.3529105712834451	-0.3895527785578788		-2.4559319556497243	4.0	4.0	-0.486516043295743
YHR135C					4.0	4.0				4.0																						-0.3862638587381287								4.0																4.0	-1.2518119729937995			-0.4881166390211256																			-0.7013652168755644																		-1.024568191490737																-1.0624821079826534	-1.337242168318426										
