	N_downshift_15min	N_downshift_25min	N_downshift_44min	N_downshift_5min	N_downshift_79min	N_downshift_9min	N_upshift_15min	N_upshift_25min	N_upshift_44min	N_upshift_5min	N_upshift_79min	N_upshift_9min	Rapamycin_15min	Rapamycin_25min	Rapamycin_44min	Rapamycin_5min	Rapamycin_79min	Rapamycin_9min
YBL088C	-0.454198242841	-0.56272520259	0.271240524832	-0.524619406857	-0.531504975493	-1.20971483597	-0.418961051228	-0.989276134608	-0.901356274183	0.243668232679	-0.907630300371	-0.492683959924	0.554707230574	0.665546248849	0.360314338757	0.555955204082	-0.710857164068	0.91221858219
YBR136W	-0.445874418487	-0.554240163511	0.277612905823	-0.517126416391	-0.540004743953	-1.24184537803	-0.417595701981	-0.993533957751	-0.902742690307	0.246800085801	-0.879426068794	-0.484126156288	0.530177984022	0.664943480561	0.356547323514	0.559248299521	-0.725149679983	0.93892467637
YBR160W	0.820735535661	0.583359492662	0.419645338893	0.472756883612	0.287687091319	0.282912275073	-0.729554091982	0.566070234392	0.385630160452	-0.75547548843	0.527243550683	0.500312917382	0.372839047625	0.218172847068	-0.780677491581	0.1588283055	-1.23433144524	0.758453519403
YBR274W	0.510182091699	1.24412514433		0.926281649654	-0.520712683524	0.408712734942												
YDL006W	1.06854212931	0.525492360883		0.684869682816	-1.29843201494	1.97881070093							-0.317854923626			-0.353792387793	-0.660349842386	-0.436875039662
YDL028C	-0.404063093731	0.365522729839	0.257353410061	0.311491192343	-0.312471038785	-0.529442514783	0.400662867008	0.266963317066	-0.517698232777	0.965772739229	-0.786482243004	0.521145032471	-1.13489602536	-1.91364016933	-1.29499204067	-1.31695296176	-0.655018586073	-1.023650021
YDL101C	0.388595362288	0.3671379599	0.431094585017	0.318758762624		0.745451922891	-0.468010448587	-0.465973893944	-0.434152181326	-0.58169870868	-0.419189027339	-0.400444409014						
YDL108W							-1.15242734086	-1.10734896612	-0.909036923404	-1.07623803917	-0.95155819645	-0.968591535748						
YFL029C	0.302857873725	0.663940722134	0.458545571252	0.545460015035	0.312471038785	0.453087356819	0.494985759916	0.296966695266	0.360214787013	0.42747690215	0.311135431945	0.369775589248	-0.484126156288	-0.999132278469	-1.11294562195	-1.07987667371	-0.838033383636	-0.379968104874
YFL033C	0.350081281265	0.867740310469		0.338850142755	0.541966807503	0.327717375211	-1.33068311943	-0.753009300758	-0.578889870207	-1.53165266959	-0.542572307054	-1.24565166429	0.884389488326	1.04624030827	0.933301449577	0.782252926737	0.996970529446	0.3293831136
YFR028C	0.569763646588	0.617262734239	0.389765824666	-0.546834607474	-0.331241458249													
YGL019W	0.424004379797	0.778325002929	0.476904161747	-0.382161252283	0.458046525542	-0.336487529585	0.506541949005	-0.934793871946	-0.741362717276	-0.782779344355	-0.473402290897	-0.727230413448	0.276462238468	0.711750774428	0.435570673002	0.442252258359	0.627640417476	0.290899718449
YGL134W	0.971022294791	1.59859945922	1.83863199777	0.771086594005	1.44733178389	0.623240604595							0.534914712443	0.688246138944	0.925915310972	-0.554863031287	1.14813039927	0.470826396738
YIL035C	0.435215615496	0.756218083906	0.470698002212	-0.386158178124	0.469288162018	-0.32734807716	0.502932063601	-0.94233389609	-0.736837535038	-0.781202001888	-0.472756883612	-0.734710374139	0.277037191058	0.712870379281	0.428990327691	0.430158100596	0.640733835393	0.28382965214
YIL095W	-0.425621435587	-1.36754270782	-0.685290307045	-0.416347891458	-0.464452720823	-0.573326111979	0.336487529585	-0.444784594874	0.441291429467	-0.380906669373	0.373351731526	-0.445753191834	-0.611011214875	-0.7004927013	0.19524739785	-0.870632404277	0.324680016661	-0.314616590199
YJL128C	1.09205147839	0.535808629359		0.697669071316	-1.2628073573	2.07058107429							-0.314975214894			-0.352519226826	-0.682563503465	-0.431915668685
YJL141C	0.335828294638	0.299815670378	0.311402224919	-0.722620025333	0.590574131329	-0.312025379965	-0.390192230671	-0.420102130397	-0.384681343389	0.314258261398	-0.459545386329	-0.33329486388	0.424119684319	0.466227941615	0.536704390038	-0.627640417476	0.553307533628	-0.347947151752
YJL164C	-1.70996538864	-1.93930215965	-1.76447155309	-1.10902040301	-0.984221243611	-1.70333480974	0.783042792639	0.545155139991	0.349984047528	1.06499684855	0.427360702957	0.920818753952	-1.59345981957	-1.16115090926	-0.673869043289	-0.415668775632	0.437231456983	-1.62160209905
YJL187C	0.333669255698	-0.298259367563	0.466863711721	0.498119506245	0.366228653917	-0.332080314683							0.413525221429	0.493630282904	0.958607314842	-0.498119506245	0.880744110722	0.409827168404
YJR066W	-0.424350385245		1.13076828027	1.05354773499	0.785686102576	1.2076083105	0.913284336055	0.404173222927	-0.307946634966	1.18442225168	-0.306888884538	1.23433144524	0.972242795309	0.98970004336	0.809948582241	1.16367588429	0.384681343389	
YLR113W							-0.639217310127	-0.559248299521	-0.358823453387	-0.819014419213	0.306888884538	-0.592269271974	-0.348528147801	-0.408712734942	0.498256270372	-0.756218083906	0.457921853664	
YLR226W							0.667763584509	0.34055921813	-0.317674381332	0.455683858253	0.572351628813	-0.331427730815	0.739928612015	-0.326794718221	0.313631896527	-0.316952961761	-0.482672117706	0.43937612545
