	N_downshift_15min	N_downshift_25min	N_downshift_44min	N_downshift_5min	N_downshift_79min	N_downshift_9min	N_upshift_15min	N_upshift_25min	N_upshift_44min	N_upshift_5min	N_upshift_79min	N_upshift_9min	Rapamycin_15min	Rapamycin_25min	Rapamycin_44min	Rapamycin_5min	Rapamycin_79min	Rapamycin_9min
YBL088C	-0.174903549802	-0.351532627241	0.40826374148	-0.273252444821	-0.379646267544	-0.963641424244	-0.251661400839	-0.747105908016	-0.644726813932	0.384764486458	-0.592157661049	-0.275565111023	0.796533570234	0.949850905308	0.603087097192	0.840635344017	-0.493465357448	1.16452342127
YBR136W	-0.182706438787	-0.358184199807	0.4125750412	-0.265736672368	-0.381481335278	-0.94676732645	-0.23928304094	-0.744624996232	-0.609566356049	0.390246913836	-0.614541751082	-0.286023221803	0.790112876924	0.937705781884	0.608735622028	0.829229567078	-0.515341066065	1.17565060191
YBR160W	0.481255290469	0.595855196961	0.631168580823	0.239333521362	0.444216140414	-0.120778705318	-0.656901860095	0.339609913223	0.0224582255979	-0.526717688818	0.171421664294	0.434478000228	0.098194177161	-0.139878209662	-0.977593720949	-0.195742953687	-1.33281784394	0.492440271934
YBR274W	0.327188146042	1.15223874129	-0.031714894084	0.756879415429	-0.579265584781	0.196982296537	-0.076334043992	-0.164039997809	-0.202765501278	-0.0283718073726	-0.203717932253	-0.11426362239	-0.172148877169	-0.200806204217	-0.1624647513	-0.200437154956	-0.121554921621	-0.175403306073
YDL006W	0.809718117351	0.642055142802	0.389113065999	0.574986862516	-0.939162526504	1.62626465962	0.204539253177	-0.158269593169	-0.31846345261	0.402942246119	-0.322403326337	0.0476378572949	-0.518700085892	-0.310358526143	-0.151753349473	-0.666862300765	-0.662793202376	-0.648490841612
YDL028C	0.392470662312	0.370001410484	-0.303929345535	0.854831282148	-0.728442732793	0.457621652604	0.221134837435	0.830412523878	0.3781744567	0.381269177611	0.129058787314	0.671716092858	-0.527600365486	-1.12525712264	-0.715637700128	-0.491891490569	-0.447635998027	-0.346296128168
YDL101C	0.376348963711	0.443922485578	0.570013067561	0.329187710138	0.121348743252	0.718392117233	-0.380994931777	-0.460729894882	-0.465892118401	-0.458310118918	-0.451364845956	-0.340107243179	-0.000315121342115	-0.0285120129929	0.00921341031117	-0.0281488932226	0.049465944436	-0.00351726154994
YDL108W	0.270476796908	0.406328584409	0.501953305363	0.314917170806	0.477750169646	0.237521857719	-0.756890439139	-0.765626710957	-0.644690463563	-0.573624655966	-0.682381120613	-0.582460513226	0.299435577872	0.258109279051	0.313400909629	0.258641479419	0.372396357573	0.294742415068
YFL029C	0.486408859877	0.479205800533	0.0358341255376	0.613821144066	-0.0448397979106	0.701947477107	0.249773226868	0.369083710131	0.571656065637	-0.00389128587079	0.53271431635	0.269282677252	-0.377320850198	-0.756043036158	-1.044082031	-0.88803568959	-0.926559626932	-0.2689550857
YFL033C	0.0392556928713	1.04352249203	0.457550566519	0.182221272767	0.920416091391	-0.0977202976581	-1.09495791154	-0.933528026448	-0.943613626282	-1.13722535081	-0.90014431529	-1.20017888338	0.64786506675	0.691587002317	0.767308105357	0.430162157548	1.03258170308	0.0948982607671
