kinase	metabolite	correlation	pvalue	metabolite_name	kinase_name	metabolite_count	kinase_count	pvalue_log	correlation_abs	class_phosphogrid	class_string	euclidean	linear_kernel	linear_kernel_abs
YPR120C	214.0479381	-0.6195918489372302	0.07514023107223389	C01233	CLB5	115	9	1.1241274737224374	0.6195918489372302	0	0	2.4606702551821837	-0.8784544170224304	0.8784544170224304
YOL045W	155.0442536	-0.1665954382317405	0.07516146429459397	C03680	PSK2	115	124	1.1240047675700835	0.1665954382317405	0	0	14.237103747858397	-18.541231386491624	18.541231386491624
YPR120C	145.0610973	-0.6194873819200089	0.07520365627190718	C00064	CLB5	115	9	1.1237610442472865	0.6194873819200089	0	0	2.15976243869734	-0.05557330050133652	0.05557330050133652
YDL047W	205.0360138	-0.16653142949473704	0.07527512183379176	C00725	SIT4	115	124	1.1233485329032051	0.16653142949473704	0	0	15.45521739875589	-9.937527747634775	9.937527747634775
YER089C	339.3280228	0.7075536422227463	0.07531886181351441	C08281	PTC2	115	7	1.123096251478593	0.7075536422227463	0	0	2.1939243548641314	0.7982841685288118	0.7982841685288118
YDL025C	335.0730441	0.20387307473210686	0.07533042392434466	C10434	RTK1	115	83	1.123029588554597	0.20387307473210686	0	0	7.6160698817493895	5.728984527595586	5.728984527595586
YGL059W	193.0524802	-0.17426735652629075	0.07540969865967248	C01494	PKP2	115	114	1.1225727946673285	0.17426735652629075	0	0	13.436056308121596	-11.34195546913707	11.34195546913707
YIL035C	441.3371877	0.16644356503367885	0.07543136435363204	C15808	CKA1	115	124	1.1224480369758885	0.16644356503367885	0	0	9.860751274220613	11.664808186189164	11.664808186189164
YLR019W	667.5508834	0.26180074188402774	0.07546401501802359	C05812	PSR2	115	56	1.122260092140784	0.26180074188402774	0	0	8.826607264225961	4.222062256833567	4.222062256833567
YHL007C	316.2869482	0.5851284670476015	0.07557622864485322	C12144	STE20	115	10	1.121614783755271	0.5851284670476015	0	0	2.5527360965985335	1.6275460515703484	1.6275460515703484
YBL056W	311.2968676	0.7070182318231507	0.0756399766961716	C06425	PTC3	115	7	1.1212486136282358	0.7070182318231507	0	0	2.0896646505656196	0.7958362625422143	0.7958362625422143
YNL307C	283.2661649	0.16629571777034802	0.07569485901898439	C01530	MCK1	115	124	1.1209336155528238	0.16629571777034802	1	0	15.633700545853065	12.50480101189831	12.50480101189831
YPL203W	498.2233404	0.2839826264126853	0.07575356464036642	C07031	TPK2	115	41	1.1205969262947406	0.2839826264126853	0	0	8.6468707141295	13.034439972573589	13.034439972573589
YKL139W	503.1649265	0.16621529811610167	0.0758384945065376	C00492	CTK1	115	124	1.1201102968987993	0.16621529811610167	0	0	12.253038707531255	-1.4103134618203061	1.4103134618203061
YNL289W	158.0587985	0.16765996303525607	0.07589447529818584	C00637	PCL1	115	120	1.1197898372117607	0.16765996303525607	0	0	10.285448604938844	6.422905124052123	6.422905124052123
YPL141C	154.0624059	-0.19015947028370866	0.0759675292493644	C00135	FRK1	115	88	1.1193719982609325	0.19015947028370866	0	0	9.416086500998428	-10.553416948238722	10.553416948238722
YDL006W	298.2728617	-0.30835002512151116	0.07602344342490479	C00319	PTC1	115	41	1.1190524632442724	0.30835002512151116	0	0	7.240150973190667	-2.6983469425803177	2.6983469425803177
YCR008W	354.1546992	0.4889243731323935	0.0760357751151529	C01137	SAT4	115	14	1.118982022463497	0.4889243731323935	0	0	4.934984597362181	10.025657295472808	10.025657295472808
YHR082C	322.0457397	-0.17303893043799246	0.07609164039256387	C00055	KSP1	115	115	1.1186630532268313	0.17303893043799246	0	0	13.961550329728931	-10.469139688440585	10.469139688440585
YOR233W	157.0258367	0.6177594468707285	0.07625757592528316	C00337	KIN4	115	9	1.117717004189619	0.6177594468707285	0	0	4.6120822242725765	2.330036265915428	2.330036265915428
YJL128C	503.1649265	-0.2213363946454004	0.07641202028167357	C00492	PBS2	115	74	1.1168383177151817	0.2213363946454004	0	0	10.242794527831588	-1.1146493992621465	1.1146493992621465
YBR097W	367.0206593	0.2831405875164733	0.07666353737953815	C01103	VPS15	115	43	1.1154111455699212	0.2831405875164733	0	0	7.212555726795869	9.937783897670803	9.937783897670803
YPL153C	402.9970473	0.1966101544247315	0.07666523184163207	C00015	RAD53	115	86	1.1154015466467582	0.1966101544247315	0	0	7.887910084248244	2.680984631374077	2.680984631374077
YLR240W	322.0457397	-0.165739271171634	0.07669321329709879	C00055	VPS34	115	124	1.1152430657515109	0.165739271171634	0	0	10.075531074730186	0.025289619173614275	0.025289619173614275
YLR362W	300.1181887	-0.18348042476357693	0.0766992291432027	C06517	STE11	115	101	1.1152090008559177	0.18348042476357693	0	0	7.793150087105008	-1.779035647022379	1.779035647022379
YOR039W	823.3965895	-0.16783518089518928	0.07691988509166778	C07204	CKB2	115	120	1.1139613732127034	0.16783518089518928	0	0	9.048630556440365	-0.19112527191650497	0.19112527191650497
YDL108W	362.051578	0.21596587321137806	0.07692369211689502	C00144	KIN28	115	74	1.113939879042079	0.21596587321137806	0	0	7.477711591027773	4.9680335118883345	4.9680335118883345
YKL166C	367.0206593	0.2191603698785108	0.07705901397820847	C01103	TPK3	115	72	1.1131765523767785	0.2191603698785108	0	0	9.36467673850588	11.277599926067733	11.277599926067733
YNL099C	74.02464043	-0.2300064294635397	0.07707244196886219	C00037	OCA1	115	64	1.1131008805780158	0.2300064294635397	0	0	10.24147939845048	-4.554488123734346	4.554488123734346
YDL047W	187.1075227	0.16538597686037956	0.07733255817903005	C02727	SIT4	115	124	1.1116376230217422	0.16538597686037956	0	0	10.369155816939683	4.902854211326174	4.902854211326174
YOR119C	158.0587985	-0.20118021292299312	0.07736306449910087	C00637	RIO1	115	85	1.111466335348409	0.20118021292299312	0	0	8.779308861686369	-4.344760469659343	4.344760469659343
YBR097W	118.0504409	0.28248885948509844	0.07737369932374148	C00188	VPS15	115	43	1.1114066385375079	0.28248885948509844	0	0	6.650554014778765	4.95088206084605	4.95088206084605
YDR247W	155.0442536	0.655730823678785	0.0774828951971601	C03680	VHS1	115	8	1.1107941599630045	0.655730823678785	0	0	3.011756607670293	2.5276310961367017	2.5276310961367017
YOR119C	298.2728617	0.2009869382708388	0.0776540374938792	C00319	RIO1	115	85	1.1098359589215463	0.2009869382708388	0	0	7.720964025275069	4.2709892921237	4.2709892921237
YBL056W	339.3280228	0.7036617736384095	0.07766966021061587	C08281	PTC3	115	7	1.1097485947936736	0.7036617736384095	0	0	2.206657959227448	0.7785643343553006	0.7785643343553006
YKL166C	111.0195798	0.21870321437715579	0.07769305510415603	C00106	TPK3	115	72	1.1096178005651431	0.21870321437715579	0	0	9.958296654170885	6.6132780794341235	6.6132780794341235
YPL141C	188.0355074	-0.18905682968739743	0.0777154533489235	C01717	FRK1	115	88	1.1094926152162712	0.18905682968739743	0	0	9.299278033301132	-0.1654107396814566	0.1654107396814566
YDL134C	380.0703222	0.16572087221323528	0.07804895476378859	C06628	PPH21	115	123	1.1076329086599683	0.16572087221323528	0	0	12.65625879523488	18.732080388002156	18.732080388002156
YIL042C	306.0768399	0.164973879312409	0.07808372327300206	C00051	PKP1	115	124	1.1074394863458843	0.164973879312409	0	0	24.516795484490256	18.830241213188415	18.830241213188415
YLR226W	187.024216	-0.21190288261167786	0.07823118153404617	C04002	BUR2	115	73	1.1066201105076316	0.21190288261167786	0	0	8.295466668013946	-1.2654712288635186	1.2654712288635186
YOR061W	339.3280228	0.164826484086669	0.07835381180703654	C08281	CKA2	115	124	1.1059398708419288	0.164826484086669	0	0	8.196611318568529	9.431684720424164	9.431684720424164
YMR139W	158.0587985	0.6141826526785285	0.0784682232447061	C00637	RIM11	115	9	1.1053061810056015	0.6141826526785285	0	0	2.428830872355284	0.9511645503433723	0.9511645503433723
YBR160W	155.0627463	0.16468918529628923	0.0786060739536449	C02938	CDC28	115	124	1.104543894385109	0.16468918529628923	0	0	10.866593745679781	16.68240393486221	16.68240393486221
YGL134W	667.5508834	0.1699723350348692	0.07863340254189295	C05812	PCL10	115	116	1.104392931593088	0.1699723350348692	0	0	8.687747845251085	5.522611165220145	5.522611165220145
YBR276C	402.0148183	0.1667983389286321	0.0787882761908572	C00112	PPS1	115	121	1.103538401348217	0.1667983389286321	0	0	14.63763888990563	9.134773515537587	9.134773515537587
YJL164C	74.02464043	0.17571134593536838	0.07881583577601982	C00037	TPK1	115	108	1.1033865147542405	0.17571134593536838	0	0	8.550456436063879	4.080985679151859	4.080985679151859
YIL035C	306.0768399	0.1645709423964112	0.07882384649895256	C00051	CKA1	115	124	1.1033423759597627	0.1645709423964112	1	1	10.161632038722795	7.541734410822152	7.541734410822152
YDR247W	664.1163382	-0.6534651543901835	0.0788703946561041	C00004	VHS1	115	8	1.1030859860214526	0.6534651543901835	0	0	4.039164653833061	-1.7428884016629156	1.7428884016629156
YPR161C	187.024216	-0.21142241313709478	0.0789251831576495	C04002	SGV1	115	73	1.1027844015895087	0.21142241313709478	0	0	8.29806212403222	-1.238111274727643	1.238111274727643
YPL204W	115.0389749	-0.4128866535855451	0.07893201773727646	C00141	HRR25	115	21	1.1027467951933083	0.4128866535855451	0	0	6.502024318349339	-2.8318750997852726	2.8318750997852726
YLR362W	249.0551721	0.18210890778704025	0.07896745479728079	C00669	STE11	115	101	1.102551859521566	0.18210890778704025	0	0	9.88918219601027	-1.6217318553341589	1.6217318553341589
YNL307C	311.2968676	0.16447924159774677	0.07899306862792206	C06425	MCK1	115	124	1.1024110148957798	0.16447924159774677	0	0	15.609430391901116	11.79276182570083	11.79276182570083
YOR061W	166.9747224	-0.16446606404651795	0.07901741005971781	C00074	CKA2	115	124	1.102277209218056	0.16446606404651795	0	0	8.756007860107216	-2.395648184307498	2.395648184307498
YLR113W	340.1229789	0.17468979022945863	0.07907714289458376	C15658	HOG1	115	104	1.1019490303994894	0.17468979022945863	0	0	12.132059260443098	5.52541340498478	5.52541340498478
YLR240W	481.9808158	-0.16441656258871887	0.07910890240695213	C00063	VPS34	115	124	1.1017746410451243	0.16441656258871887	0	0	9.87717927808146	0.2232920761149525	0.2232920761149525
YKL048C	503.1649265	-0.3099106054632964	0.07923212767511756	C00492	ELM1	115	34	1.1010986815067618	0.3099106054632964	0	0	6.798499473989594	-5.360771467121421	5.360771467121421
YMR216C	117.0188389	0.701048107773229	0.07927003643977167	C00042	SKY1	115	8	1.1008909421650197	0.701048107773229	0	0	3.8229846752671843	-0.0446014419554181	0.0446014419554181
YNL298W	187.1075227	-0.1712072601062855	0.07929910372207612	C02727	CLA4	115	115	1.1007317212669652	0.1712072601062855	0	0	12.716986549024675	-5.116297068611819	5.116297068611819
YNL161W	273.0037787	0.1913568924548001	0.07937011243769038	C01218	CBK1	115	90	1.1003430044614817	0.1913568924548001	0	0	7.868567122612493	9.928298021952275	9.928298021952275
YGL059W	145.098264	0.17197791443222266	0.07938777152897925	C00047	PKP2	115	114	1.100246388838469	0.17197791443222266	0	0	12.727116641569618	4.376757085943767	4.376757085943767
YJR066W	146.0458908	-0.28810875846389317	0.079413094052192	C00025	TOR1	115	39	1.1001078828907571	0.28810875846389317	0	0	5.971705375348803	-3.412846045827766	3.412846045827766
YPL042C	340.1229789	0.1771250267942391	0.07945016602784763	C15658	SSN3	115	103	1.0999051909059065	0.1771250267942391	0	0	8.82675425876605	10.338317298695292	10.338317298695292
YOR119C	155.0442536	-0.19978754217603148	0.07947929924089057	C03680	RIO1	115	85	1.0997459706658461	0.19978754217603148	0	0	10.703520743193009	-9.363021766011947	9.363021766011947
YLR113W	147.0291756	0.17444459171638718	0.0795054866480271	C00684	HOG1	115	104	1.099602899787032	0.17444459171638718	0	0	11.786740292534722	5.399008505834574	5.399008505834574
YAL009W	281.2493311	-0.1857132067801897	0.07969095139041132	C00712	SPO7	115	93	1.0985909883191909	0.1857132067801897	0	0	7.644937084261167	-3.782041348996964	3.782041348996964
YJL164C	184.0014257	0.17515427681274884	0.07978439983124105	C01005	TPK1	115	108	1.0980820175405848	0.17515427681274884	0	0	9.00865966312687	4.675510342230071	4.675510342230071
YDL108W	158.0587985	0.2139113270057539	0.07984412861724786	C00637	KIN28	115	74	1.0977570144394944	0.2139113270057539	0	0	7.453518874697831	3.216127260709468	3.216127260709468
YHR082C	498.2233404	0.17076929837636715	0.08008185507767078	C07031	KSP1	115	115	1.0964658750808793	0.17076929837636715	0	0	13.463438717808343	9.214674598928474	9.214674598928474
YPL153C	316.2869482	-0.19441227940328276	0.08008516426426991	C12144	RAD53	115	86	1.0964479292954648	0.19441227940328276	0	0	8.21607712138163	-1.794923838518802	1.794923838518802
YDL047W	191.0198702	0.16388364810489342	0.08009926875105741	C00158	SIT4	115	124	1.0963714486951666	0.16388364810489342	0	0	11.22658571459369	8.36845044742457	8.36845044742457
YLR248W	192.0683083	-0.309057518312128	0.08010527037098746	C05598	RCK2	115	41	1.0963389094121525	0.309057518312128	0	0	6.337950298120991	-3.1982343192605	3.1982343192605
YPR161C	273.0037787	0.21041352177572456	0.08039838344494801	C01218	SGV1	115	73	1.094752683440564	0.21041352177572456	0	0	8.230294894711507	0.38635640690611844	0.38635640690611844
YLR362W	228.0294055	-0.1812533412436071	0.08040936806833288	C03090	STE11	115	101	1.0946933509608252	0.1812533412436071	0	0	8.348203115519686	-2.8221471515723766	2.8221471515723766
YFR028C	166.9747224	-0.29953040334898284	0.0804507040688728	C00074	CDC14	115	35	1.0944701507956747	0.29953040334898284	0	0	4.938696757123837	-1.3527037842289258	1.3527037842289258
YDL108W	173.1048314	0.21347841102441184	0.08047058540781334	C00062	KIN28	115	74	1.0943628392539049	0.21347841102441184	0	0	7.955553878883749	6.112463848374794	6.112463848374794
YJR066W	187.1075227	0.28711995468855234	0.08049628142858356	C02727	TOR1	115	39	1.0942241816488771	0.28711995468855234	0	0	4.669715985222703	1.102182877078006	1.102182877078006
YPL153C	173.0082314	-0.19408173605559292	0.08060985587674012	C00417	RAD53	115	86	1.0936118553264202	0.19408173605559292	0	0	9.053296324809928	-4.652633911597972	4.652633911597972
YLR113W	67.01891401	-0.17377576286207483	0.08068333224750975	C06145	HOG1	115	104	1.0932161735874206	0.17377576286207483	0	0	12.816925189986947	-6.996186947817305	6.996186947817305
YMR139W	255.2354592	0.6105797876442576	0.08073475052926547	C00249	RIM11	115	9	1.092939492358074	0.6105797876442576	0	0	2.6246229973233794	0.5943969618804744	0.5943969618804744
YJL128C	481.9808158	0.2181149342656114	0.08090467535364645	C00063	PBS2	115	74	1.0920263804690709	0.2181149342656114	0	0	9.946744344714867	1.2552156090192914	1.2552156090192914
YDR477W	67.01891401	0.16343791909210656	0.08093522186937774	C06145	SNF1	115	124	1.0918624384052331	0.16343791909210656	0	0	12.251903448915744	7.957630393623903	7.957630393623903
YKL198C	604.0660547	0.16328708579883602	0.08121968320892822	C00096	PTK1	115	124	1.0903387087746041	0.16328708579883602	0	0	12.685558465333774	7.576376351070191	7.576376351070191
YPL203W	606.0735076	0.2790100543375057	0.08125181046829846	C00043	TPK2	115	41	1.0901669532090064	0.2790100543375057	0	0	9.723040391930875	5.011438699048336	5.011438699048336
YDR477W	170.0454597	-0.16321448961586718	0.08135687980002221	C03972	SNF1	115	124	1.0896057158328238	0.16321448961586718	0	0	14.911267624730806	-8.208036252191462	8.208036252191462
YHR082C	596.3336033	-0.16998215755728477	0.0815042235212047	C12002	KSP1	115	115	1.0888198856842268	0.16998215755728477	0	0	13.779963169711866	-8.529068729602782	8.529068729602782
YLR362W	298.2728617	0.18060347884297628	0.08151859692119093	C00319	STE11	115	101	1.0887433039112033	0.18060347884297628	0	0	7.074155270083419	3.9488040020416864	3.9488040020416864
YLR226W	273.0037787	0.20963455627880007	0.08155071500465712	C01218	BUR2	115	73	1.0885722268834743	0.20963455627880007	0	0	8.224576771348165	0.3845080587436306	0.3845080587436306
YJL128C	354.1546992	0.21739077915891244	0.0819428385996725	C01137	PBS2	115	74	1.0864889956328008	0.21739077915891244	0	0	9.455620922552596	12.588669804248367	12.588669804248367
YPL141C	155.0101434	0.18644252858483276	0.08198838643589948	C00295	FRK1	115	88	1.0862476605919535	0.18644252858483276	0	0	9.46364831750861	3.9039453207606645	3.9039453207606645
YPR119W	305.2472817	-0.16286170814977313	0.0820262313039098	C03242	CLB2	115	124	1.0860472416553562	0.16286170814977313	0	0	14.341364609065359	-11.920966034891496	11.920966034891496
YDR247W	402.9970473	0.6483709113362792	0.08204279741647648	C00015	VHS1	115	8	1.085959539895251	0.6483709113362792	0	0	3.3266547615464557	0.7616352391968042	0.7616352391968042
YDL047W	173.0082314	0.1628429862133978	0.08206187622253132	C00417	SIT4	115	124	1.0858585577593434	0.1628429862133978	0	0	10.952602906259274	5.387967878502459	5.387967878502459
YNL032W	309.2819283	-0.18633559104715602	0.08216707690488265	C16526	SIW14	115	96	1.0853021627849284	0.18633559104715602	0	0	11.607228770058418	-5.664680536742784	5.664680536742784
YLR362W	340.1229789	-0.18020481909567715	0.08220507756664645	C15658	STE11	115	101	1.0851013565345051	0.18020481909567715	0	0	8.346930514617577	0.33958332472613845	0.33958332472613845
YKL048C	309.2819283	0.30703393976909554	0.08220613569258041	C16526	ELM1	115	34	1.0850957664260792	0.30703393976909554	0	0	5.490482325267323	2.234319154053279	2.234319154053279
YGR203W	498.2233404	0.19551283748014248	0.08220845748360893	C07031	YCH1	115	86	1.0850835005923425	0.19551283748014248	0	0	10.805185845805056	6.538709135291638	6.538709135291638
YPL203W	316.2869482	0.2781363050843589	0.08224924532744621	C12144	TPK2	115	41	1.0848680782002298	0.2781363050843589	0	0	8.888713895108474	3.0173336511687396	3.0173336511687396
YFR028C	143.107579	-0.297843922669602	0.08225307937768636	C06423	CDC14	115	35	1.0848478340259797	0.297843922669602	0	0	5.642010849811044	-4.031051423967402	4.031051423967402
YDL028C	402.9970473	-0.16271109418350224	0.08231333838459662	C00015	MPS1	115	124	1.0845297842596717	0.16271109418350224	0	0	8.287528935266344	-3.576108760187533	3.576108760187533
YDR477W	133.0135891	-0.16267966747301046	0.08237334663900998	C00149	SNF1	115	124	1.0842132892751495	0.16267966747301046	0	0	14.016412606549384	-6.051294778732981	6.051294778732981
YDR247W	111.0195798	0.6478226370110087	0.08238858636780726	C00106	VHS1	115	8	1.0841329487496356	0.6478226370110087	0	0	3.0090189104974305	2.631512319082913	2.631512319082913
YNL099C	228.0294055	-0.22606176730625788	0.08242379810866059	C03090	OCA1	115	64	1.083947376954991	0.22606176730625788	0	0	10.41457686092864	-5.3584359758027755	5.3584359758027755
YMR001C	823.3965895	-0.16704094939038758	0.08255100884958845	C07204	CDC5	115	114	1.0832776148889878	0.16704094939038758	0	0	10.15585522147432	-9.005067447205438	9.005067447205438
YJL164C	402.0148183	0.1735655062007498	0.08259916938466809	C00112	TPK1	115	108	1.0830243199128984	0.1735655062007498	0	0	8.871791909252135	2.9849261191849403	2.9849261191849403
YLL019C	133.0135891	-0.16254655830612308	0.08262790226299216	C00149	KNS1	115	124	1.0828732728658657	0.16254655830612308	0	0	12.751252083283863	-12.263054042132266	12.263054042132266
YDL108W	481.9808158	0.21198721691034522	0.08265834386558099	C00063	KIN28	115	74	1.0827133004485137	0.21198721691034522	0	0	7.370546183195448	3.3612856897894177	3.3612856897894177
YOR119C	255.2354592	0.1977484042452751	0.08266080903248602	C00249	RIO1	115	85	1.0827003484297653	0.1977484042452751	0	0	7.851665827119438	5.282316038085716	5.282316038085716
YAL017W	116.0375867	-0.1717668620115894	0.08276079773784711	C00441	PSK1	115	109	1.0821753317874139	0.1717668620115894	0	0	10.360254711169532	-2.707100481885385	2.707100481885385
YMR001C	340.1229789	-0.16690603987946234	0.08280274757741515	C15658	CDC5	115	114	1.0819552521292222	0.16690603987946234	0	0	9.146597632479706	-6.159662220386361	6.159662220386361
YKL139W	527.0500269	0.16239380261799743	0.08292080437095181	C11930	CTK1	115	124	1.0813364936962253	0.16239380261799743	0	0	12.299036807496575	4.7255319677764245	4.7255319677764245
YJL164C	341.1088246	-0.1733540176699582	0.08297976151603123	C00089	TPK1	115	108	1.0810278176682955	0.1733540176699582	1	1	13.657169919528881	-5.459352410582759	5.459352410582759
YIR026C	147.0291756	-0.16234194884468395	0.08302042014286853	C00684	YVH1	115	124	1.0808150731103816	0.16234194884468395	0	0	11.059699180090591	-5.187964396469539	5.187964396469539
YBL088C	316.2869482	-0.16600271696723518	0.08305847213578794	C12144	TEL1	115	117	1.0806160620185714	0.16600271696723518	0	0	11.587613570395254	-0.3318441395574467	0.3318441395574467
YPL042C	604.0660547	0.1750172373147581	0.08315191213200418	C00096	SSN3	115	103	1.080127759447109	0.1750172373147581	0	0	9.093971152857383	9.099252837584526	9.099252837584526
YKL139W	606.0735076	0.16227177397114276	0.08315538471867912	C00043	CTK1	115	124	1.0801096228378366	0.16227177397114276	0	0	15.221768730715656	-14.77373585861913	14.77373585861913
YGL059W	176.0390646	-0.1698766265367682	0.08318525080025652	C03145	PKP2	115	114	1.0799536696695196	0.1698766265367682	0	0	14.124578887958686	-13.291480924059044	13.291480924059044
YHR135C	157.0590901	-0.5195228344858518	0.08343382041953212	C16432	YCK1	115	12	1.0786578696951683	0.5195228344858518	0	0	5.677163346831138	-2.848643153084886	2.848643153084886
YPL256C	228.0294055	-0.1627492299698615	0.08361411297275663	C03090	CLN2	115	118	1.0777204131243932	0.1627492299698615	0	0	10.493208543631805	-4.997006159720202	4.997006159720202
YPL179W	198.0169659	0.7535376042756184	0.08363004830456675	C01102	PPQ1	115	7	1.0776376523674194	0.7535376042756184	0	0	4.773893359476084	2.225807815382973	2.225807815382973
YHR004C	281.2493311	-0.18330703471604545	0.08374098573733717	C00712	NEM1	115	93	1.077061931219251	0.18330703471604545	0	0	7.657581677749579	-3.7445147244188846	3.7445147244188846
YLL010C	316.2869482	0.19453773137857922	0.08377775250466822	C12144	PSR1	115	85	1.0768712945824992	0.19453773137857922	0	0	9.50601491535583	9.649733523057336	9.649733523057336
YPR119W	189.0601868	-0.1619195734755944	0.0838354091712823	C17220	CLB2	115	124	1.0765725116839167	0.1619195734755944	0	0	16.421320109349686	-25.008405246843612	25.008405246843612
YKL048C	905.4913001	0.3053827887970676	0.08395159930090826	C05307	ELM1	115	34	1.0759710260185653	0.3053827887970676	0	0	5.988819419982279	-0.09451058743079072	0.09451058743079072
YDL006W	155.0442536	-0.30063254223791014	0.08405539446411442	C03680	PTC1	115	41	1.075434409400964	0.30063254223791014	0	0	8.455264228968074	-6.259495378004449	6.259495378004449
YDL188C	340.1229789	-0.17018189427090566	0.0841373814063353	C15658	PPH22	115	113	1.0750110085832942	0.17018189427090566	0	0	16.69969452537433	-13.738047415888827	13.738047415888827
YPR119W	214.0479381	0.16172355850029022	0.0842157922738888	C01233	CLB2	115	124	1.0746064612995374	0.16172355850029022	0	0	13.831304001005359	-1.593339268028252	1.593339268028252
YLL019C	214.0479381	-0.1616515523729979	0.0843558716919815	C01233	KNS1	115	124	1.0738846824325854	0.1616515523729979	0	0	12.647734335883122	-12.39949296595235	12.39949296595235
YPL256C	118.0504409	-0.16231478536376828	0.08445364513985447	C00188	CLN2	115	118	1.0733816009187818	0.16231478536376828	0	0	10.225205192365907	-4.279901783492394	4.279901783492394
YPR161C	146.0458908	-0.20763080769847142	0.084575130007112	C00025	SGV1	115	73	1.0727573259511203	0.20763080769847142	0	0	6.069164921814953	-1.7615058993431316	1.7615058993431316
YCR079W	111.0195798	-0.1978221205033292	0.08460375593205988	C00106	PTC6	115	80	1.0726103562947844	0.1978221205033292	0	0	14.263411747578482	-5.0374537045791055	5.0374537045791055
YLR362W	155.0442536	-0.1788014220570844	0.08465844195304707	C03680	STE11	115	101	1.0723297285081304	0.1788014220570844	0	0	11.386042600838035	-14.213376506394447	14.213376506394447
YOR119C	115.0389749	-0.19647752688581435	0.08469429262209742	C00141	RIO1	115	85	1.0721458549142053	0.19647752688581435	0	0	8.871208296095679	-4.476911209980597	4.476911209980597
YDR477W	189.0733615	-0.1614606294731809	0.084728190321629	C04546	SNF1	115	124	1.0719720694307626	0.1614606294731809	0	0	13.909462590085575	-8.906679492186516	8.906679492186516
YLR362W	155.0101434	-0.1787408258201399	0.08476567188331204	C00295	STE11	115	101	1.0717799912579529	0.1787408258201399	0	0	11.930983345469977	-15.737438196909958	15.737438196909958
YGL059W	481.9808158	-0.16901708538775226	0.0847798213820977	C00063	PKP2	115	114	1.0717075027577843	0.16901708538775226	0	0	12.48106232749062	0.5769880121702686	0.5769880121702686
YDL188C	611.1476184	0.16980017933689695	0.08484562268896459	C00127	PPH22	115	113	1.0713705586623476	0.16980017933689695	0	0	15.563561759799947	15.970876530661842	15.970876530661842
YLL010C	187.024216	0.19387981296014276	0.0848499499166493	C04002	PSR1	115	85	1.0713484096919654	0.19387981296014276	0	0	11.906738667732132	9.076536562772779	9.076536562772779
YHR076W	214.0479381	0.22245607266644532	0.08485994138521925	C01233	PTC7	115	63	1.071297272546832	0.22245607266644532	0	0	5.887647583960011	3.384605155178172	3.384605155178172
YBR274W	157.0590901	0.30450984207915993	0.08488585786930757	C16432	CHK1	115	33	1.0711646579411478	0.30450984207915993	0	0	5.679413756348601	5.177915855103645	5.177915855103645
YOL001W	117.0188389	0.20153646476341375	0.08509071000813156	C00042	PHO80	115	78	1.0701178525175359	0.20153646476341375	0	0	5.306771294840025	1.494876062611553	1.494876062611553
YKL139W	155.0627463	0.1612461414815923	0.08514802633503107	C02938	CTK1	115	124	1.069825414192738	0.1612461414815923	0	0	12.956457998205634	-2.2920523631533616	2.2920523631533616
YKL166C	296.0823193	0.21335094545134448	0.08542894760594984	C00170	TPK3	115	72	1.068394943651599	0.21335094545134448	0	0	9.959268518668164	15.3443369643775	15.3443369643775
YNL161W	281.2493311	0.187460462484605	0.08580100575231779	C00712	CBK1	115	90	1.0665076213573348	0.187460462484605	0	0	6.3590990554415425	3.3984137998240658	3.3984137998240658
YGL059W	160.0617878	-0.1684526052881324	0.08584019902169046	C00956	PKP2	115	114	1.066309284123166	0.1684526052881324	0	0	13.91558967337272	-6.01032362184578	6.01032362184578
YBR097W	133.0135891	0.2749691593772209	0.08594478104807055	C00149	VPS15	115	43	1.0657804904817663	0.2749691593772209	0	0	6.672720422699406	14.263890871941676	14.263890871941676
YOR090C	176.0390646	0.2294230519748899	0.08603167765177251	C03145	PTC5	115	63	1.0653416081023883	0.2294230519748899	0	0	5.466113061911611	3.4147045523738635	3.4147045523738635
YBR276C	611.1476184	0.1629294276060455	0.08608367805047304	C00127	PPS1	115	121	1.0650791854172375	0.1629294276060455	0	0	15.235617350145779	16.640830416769845	16.640830416769845
YIL035C	143.107579	-0.160726857009701	0.08617134158935512	C06423	CKA1	115	124	1.064637145532803	0.160726857009701	0	0	11.073787217978001	-3.006813944749441	3.006813944749441
YLR433C	111.0195798	0.3081047794092169	0.08623931901157066	C00106	CNA1	115	34	1.064294681548394	0.3081047794092169	0	0	9.291913518566778	7.01425069593791	7.01425069593791
YKL139W	192.0683083	0.16068159530549508	0.08626099788457792	C05598	CTK1	115	124	1.0641855221550676	0.16068159530549508	0	0	12.187288142782041	1.4255633063679118	1.4255633063679118
YLR362W	402.0148183	-0.1778703537836694	0.08631799904510294	C00112	STE11	115	101	1.0638986356761946	0.1778703537836694	0	0	7.8849560514939805	0.3353229708915324	0.3353229708915324
YCR008W	145.098264	0.47467913516004406	0.0863315968589453	C00047	SAT4	115	14	1.0638302259530328	0.47467913516004406	0	0	5.221875153369587	5.4688766704830085	5.4688766704830085
YGR262C	144.066115	-0.18697212760526793	0.08663533091543259	C02946	BUD32	115	91	1.0623049614185591	0.18697212760526793	0	0	9.617885997940208	-3.5096420190840782	3.5096420190840782
YLR433C	393.0579378	0.30772576504347593	0.08664658891879967	C12369	CNA1	115	34	1.0622485298098703	0.30772576504347593	0	0	8.879467781279438	8.779196318745242	8.779196318745242
