kinase	YBL016W	YBL088C	YBR028C	YBR097W	YBR125C	YBR274W	YCR008W	YCR091W	YDL006W	YDL047W	YDL101C	YDR075W	YDR477W	YFR014C	YGR123C	YHR030C	YHR082C	YIL035C	YIR026C	YJL095W	YJL128C	YJR059W	YKL048C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YLL010C	YLR113W	YLR362W	YML016C	YMR139W	YMR216C	YNL032W	YNL099C	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOR061W	YPL031C	YPL140C
YDL025C	0.5654310959658012	0.7594507517174003	0.30016227413275426				-0.32239304727950685					1.2676062401770316	-0.37365963262495766	0.32239304727950685	-0.8927900303521317	-0.4522252946121775	-0.3187587626244128	0.341035157335565	1.0177287669604316		1.3979400086720375	0.638272163982407				-0.33068311943388784	-0.3990271043132517		0.348721986001856	0.5361070110140927	-0.5331323796458906	-0.34198860334288755	0.31515463835558755	-1.0457574905606752	0.6090648928966209	-0.7495799976911061	0.4907974776688971		-1.3979400086720375		-0.384049948343599	-0.3893398369101201		0.549750891680639
YDL028C	-0.3467874862246563	-0.5016894462103995	0.3595185630295782	-1.154901959985743	0.889410289700751	-1.0409586076789064	0.3316140833099998	0.2628073572952627	-0.4400933749638875	0.41116827440579273	-0.721246399047171	0.3467874862246563	0.32882715728491674	-0.6925039620867871	0.7931741239681502	0.7351821769904635	-0.3585258894959005	0.6126101736612706	0.4522252946121775	0.40340290437353976	0.790484985457369	0.5016894462103995	0.9665762445130504	0.36754270781527576	-0.5157001606532142	0.8446639625349383	1.2006594505464183	0.9100948885606021	-0.43062609038495414	0.6635402661514705	-0.6003262785189618	0.4621809049267259	0.5100415205751654	-0.3233063903751334	0.3448615651886179	-0.5361070110140927	-0.4962093169428189	0.5575202309355514	-0.5171264163912462	0.40450377817442584	0.6270879970298935	-0.41116827440579273	-0.3819519032879073	0.5686362358410126
YDL047W	-1.1804560644581312	0.34294414714289606	-0.3124710387853657	0.5654310959658012	-0.5606673061697374	-1.080921907623926	-0.43415218132648237	1.1870866433571443	-0.575118363368933	3.0	0.8210230527068306	-0.40120949323688493	0.4067139329795427	-0.6635402661514705	-0.2924298239020636	-1.2518119729937995	-0.40450377817442584	-0.46344155742846993	-1.3665315444204136	-0.37468754903832613	0.978810700930062	0.2924298239020636	0.5702477199975919	-3.0	1.8239087409443189	-2.154901959985743	-0.9244530386074693	-0.978810700930062	-0.5686362358410126	0.9355420107730815	-0.4621809049267259	-1.0	-0.35753547975787864	0.5016894462103995	0.30016227413275426	-1.2596373105057561	-1.3098039199714864	-1.8860566476931633	0.2967086218813386	-1.1023729087095586	1.5686362358410126	-0.3391345219961308	-1.585026652029182	-0.5559552040819237
YDL101C	0.32882715728491674	1.6020599913279623			-0.6635402661514705			1.6777807052660807					0.8728952016351923		-0.4881166390211256			-0.341035157335565						0.7619538968712046	-0.5376020021010439			0.4190750243243807		-0.5272435506827877	-0.34008379993014975				0.3448615651886179						0.40120949323688493		1.585026652029182	1.408935392973501
YDL108W		0.7033348097384688	0.3625102704874893		0.5482135644757098	1.1135092748275182		-0.4294570601181025	0.7851561519523022	-0.8297382846050426			-0.8416375079047503	1.0969100130080565			-0.7825160557860937	1.9208187539523751	0.3645162531850879	-1.3279021420642825	-0.3124710387853657	-0.431798275933005	0.3516399890190684						-0.9244530386074693	-0.5867002359187482	0.33068311943388784	0.8696662315049939				0.712198270069774	1.3872161432802645		-0.7033348097384688	-0.8041003475907662	-0.3526170298853802			0.6716203965612623
YDL134C	0.7235381958267558	0.5421181032660077	2.3979400086720375	1.1870866433571443	-0.38615817812393083	0.4989407377822485	3.0	-2.0	1.2441251443275085	0.7328282715969862	-0.33629907461035186	-1.5086383061657274	0.46597389394386496	2.5228787452803374	-0.8507808873446201	0.5346171485515817	0.7772835288524167	0.645891560852599	-0.5331323796458906	-0.4056074496245733	-1.958607314841775	1.0177287669604316	1.0915149811213503	-0.4775557664936801	0.4122890349810886	0.41793663708829126	1.136677139879544	-0.2924298239020636	-3.0	-2.221848749616356	0.46597389394386496	-0.4962093169428189	0.4067139329795427	-1.1611509092627446	1.1023729087095586	-0.37059040089728107	1.7212463990471711	-0.8041003475907662	-0.530177984021837	-0.32605800136591223	1.1870866433571443	0.6777807052660807	-1.6989700043360187	1.585026652029182
YDL188C	0.9913998282380825	-1.337242168318426	0.5451551399914898	0.3124710387853657	0.38615817812393083	-2.3010299956639813		0.3585258894959005	-0.4282911681913124	-0.632644078973981	-1.3565473235138126	-3.0	-0.6925039620867871	-0.46470587995722945	3.0	1.2218487496163564		-0.34390179798716813	0.7235381958267558	0.5670307091255943	0.39685562737981767	0.2967086218813386	-0.6020599913279624	-0.3979400086720376	1.585026652029182	-0.7721132953863264	-0.5451551399914898	-0.393618634889395	0.42365864979420714	-1.1870866433571443	1.744727494896694	1.5086383061657274		-0.9355420107730815	3.0		-3.0	-2.6989700043360187		-0.384049948343599	-1.0177287669604316	0.7619538968712046	0.3115801779972894	-2.0
YDL230W	-1.4814860601221125	-0.5391021572434522		0.7851561519523022	-0.42136079003192767			-0.6497519816658371	-1.0861861476162833		0.5128616245228135	-0.3269790928711038	0.46470587995722945			1.9208187539523751		0.7351821769904635			0.9469215565165803	-0.6161846340195687	0.8507808873446201	-0.33535802444387447		1.337242168318426	1.0177287669604316	-0.42596873227228116					2.6989700043360187	2.6989700043360187	0.623423042943488			0.8996294548824371		1.5686362358410126	-0.549750891680639	1.193820026016113	-2.3979400086720375	-0.5016894462103995
YDR028C												3.0																										0.44977164694490596						
YDR247W									0.3187587626244128														0.9318141382538383																				0.7619538968712046	
YDR466W														-0.8827287043442357						-0.3625102704874893																				-0.37675070960209955				
YDR477W	-0.6716203965612623	0.27572413039921095	-1.853871964321762	1.0362121726544447	0.8761483590329142	-0.3098039199714863	-0.7328282715969862	-0.5783960731301689	1.031517051446065	-0.8728952016351923	0.5421181032660077	1.0555173278498313	-3.0	0.8068754016455384	-1.853871964321762	0.266000713461613	0.4596705252091263	-0.38721614328026455	-1.3467874862246563	-1.0604807473813815	0.4559319556497244	-0.5767541260631921	3.0	-1.8860566476931633	-1.744727494896694	0.3018994543766101	-1.0655015487564323	0.32605800136591223	-0.41793663708829126	-0.7281583934635011	0.37365963262495766	-1.2291479883578558	-1.1079053973095196	-0.3526170298853802	-2.6989700043360187	-0.40120949323688493	1.2518119729937995	-0.39040559077478	-0.7328282715969862	0.5391021572434522	-0.37468754903832613	-1.9208187539523751	0.8124792791635369	-1.3979400086720375
YER089C														0.7569619513137056													1.2006594505464183							-0.7423214251308154			1.031517051446065							
YER133W												2.5228787452803374																										0.44369749923271273						
YFL029C						-0.4473317838878068	-0.46344155742846993			-0.3316140833099998				0.3990271043132517					0.6946486305533762											1.5528419686577808			-0.6516951369518393			-0.44490555142168087	0.38721614328026455				1.2924298239020637			
YFL033C	0.8927900303521317	0.9318141382538383	-0.721246399047171	1.3010299956639813	1.3279021420642825	0.3957739469155299	0.35556141053216145	0.7399286120149252	0.7986028756795485	0.9430951486635274	-1.2218487496163564	-0.7878123955960422		-1.744727494896694	0.3925449767853314	-0.438898616350944		0.906578314837765	1.5528419686577808		-1.0861861476162833		0.2907300390241692	1.154901959985743	1.1307682802690238	-3.0	0.8210230527068306	-0.40340290437353976		-0.7399286120149252	0.35753547975787864	0.4907974776688971	-0.3788237182249648	0.9393021596463883	0.43415218132648237	-0.585026652029182	0.9393021596463883	-0.7375489102695706	0.6126101736612706	-0.9507819773298184	-0.3316140833099998	-0.38827669199265824	1.214670164989233	-0.5287082889410615
YFL034C-B							-0.9665762445130504																																					
YFR028C		0.518557371497695				0.6757175447023074	0.9507819773298184	0.583359492661719	1.1135092748275182			0.8239087409443188				1.5228787452803376					0.4775557664936801		1.5686362358410126				0.4788619162959637		0.6675615400843947									0.5816987086802545					-0.8068754016455384	0.5816987086802545
YGL019W	0.5331323796458906	0.2564902352715702		1.0705810742857071	-0.5316526695878427	-0.6108339156354675	-0.978810700930062	0.8728952016351923	0.32975414692587596	1.5686362358410126	0.4329736338409396		-0.5016894462103995	0.7495799976911061	0.5985994592184559		0.3788237182249648	-0.5157001606532142	0.645891560852599		0.623423042943488	-0.438898616350944	-0.562249437179612	0.46852108295774486	1.0969100130080565	-0.906578314837765	0.9318141382538383	-0.40450377817442584	0.543633966870957	-0.34294414714289606	-0.39685562737981767	0.30627305107635305	-0.9665762445130504	-0.4329736338409396	-0.40120949323688493	0.7258421507363202		0.9430951486635274	-0.45717457304082015		-0.8096683018297085	-0.8326826652518239	0.6615435063953952	0.44490555142168087
YGL059W	0.619788758288394	0.5391021572434522	-0.8124792791635369	0.44611697335612566	-0.3545777306509081	-0.5214335044061567	0.7328282715969862	-2.5228787452803374	-0.5228787452803376	0.348721986001856	-0.640164517660112	-1.7212463990471711	0.4412914294668343	-1.1023729087095586	0.6216020990518624	-2.0	0.30803489723263966		-0.7798919119599449	-1.0757207139381184	0.4282911681913124	-0.8860566476931632	0.2907300390241692	1.3467874862246563	-0.5917600346881504	-0.3893398369101201	-0.29328221766324125	-0.7144426909922262		1.1023729087095586		1.0506099933550872	0.835647144215563	0.5816987086802545	0.42021640338318983	-1.8860566476931633	0.33629907461035186	-0.3467874862246563	0.42136079003192767	-1.9208187539523751	2.0457574905606752	-1.4559319556497243	-2.0	0.36051351073141397
YGL134W	-0.5003129173815962	0.6289321377282637	-1.2218487496163564	-1.494850021680094	-0.8153085691824012	0.34582345812203946	-1.3665315444204136	-0.6090648928966209	0.4156687756324692	0.3615107430453627	-0.39147396642280585	-1.0915149811213503	-0.8386319977650252	0.5767541260631921	-0.790484985457369		0.384049948343599	-0.7958800173440752	-0.6252516539898961	0.8860566476931632	0.46597389394386496	-0.4282911681913124	0.31785492362616824	-1.2839966563652008	-1.0506099933550872	-0.4412914294668343	0.3809066693732573	-1.1804560644581312	-1.9208187539523751	-0.30803489723263966	0.4509967379742122	0.5421181032660077	-1.6575773191777938	-0.9244530386074693	-0.3516399890190684	-0.721246399047171	-0.40340290437353976	-0.7772835288524167	-0.33441900898204685		0.6675615400843947	-0.6757175447023074	-1.2441251443275085	-0.4775557664936801
YGR092W							-0.9507819773298184																																					
YGR203W	0.563837352959244		-0.645891560852599	0.5590909179347823	-0.5606673061697374	-0.707743928643524		0.8326826652518239			1.4436974992327127	0.5575202309355514			0.35753547975787864	0.575118363368933					-0.28735029837278864		1.6777807052660807	1.4685210829577449	0.3214816209598861	-0.7798919119599449		1.4559319556497243	1.193820026016113	-0.8601209135987634	0.7328282715969862	0.8794260687941501	0.8794260687941501				-0.40230481407448765	2.3010299956639813			0.42136079003192767	0.6536470255493614	0.7399286120149252	0.9100948885606021
YGR262C	-0.7011469235902933		1.2218487496163564			-1.0655015487564323	0.32605800136591223		-1.3665315444204136	-0.5702477199975919		-0.5670307091255943	-0.5451551399914898	0.4412914294668343		-0.324221658325915			-0.6903698325741012	0.7189666327522725	0.7721132953863264	0.30451832350980257	0.3316140833099998	0.6516951369518393	0.5171264163912462	0.8632794328435932	-0.712198270069774	0.3819519032879073		-1.853871964321762	0.6903698325741012	-0.4122890349810886			1.2218487496163564		-0.3269790928711038	0.4672456210075022	-0.3124710387853657	-0.28819277095880896	-0.6925039620867871		-1.337242168318426	0.707743928643524
YHL007C										0.645891560852599			0.549750891680639									0.9430951486635274					-0.9030899869919435			-1.2676062401770316					1.0506099933550872						-0.9172146296835499			
YHR004C	0.37675070960209955	-0.5543957967264024	1.7695510786217261	-0.6757175447023074	-0.562249437179612		-0.37365963262495766	-0.41680122603137726		0.6270879970298935	-0.7520267336381934	1.1611509092627446	0.7235381958267558	0.6126101736612706	0.6020599913279624	0.35753547975787864			0.34969247686806354		-0.5883802940367698	1.2006594505464183		-0.7851561519523022		-0.6861327796308466	-0.44977164694490596	0.34008379993014975	-0.6675615400843947	-1.0362121726544447	0.4522252946121775	0.3625102704874893	-0.3391345219961308	-0.4921441283041691	0.36754270781527576	0.6055483191737837	-0.8538719643217619	-0.6675615400843947	-0.6126101736612706		-0.4400933749638875	-0.48280410205002566	-0.5100415205751654	-0.5406075122407692
YHR030C	0.7619538968712046	0.9665762445130504	-0.33818731446273875	1.0555173278498313	2.154901959985743	-0.4584207560534191	1.0087739243075051	0.51427857351842	0.8961962790440431	0.39469495385889053	0.3205721033878811	-0.595166283380062	0.4921441283041691	0.43415218132648237	-0.4377071355435253	-1.6020599913279623		0.583359492661719	1.1191864077192086	-0.9172146296835499	-1.193820026016113	0.3777859770337047	0.8477116556169435	-0.5243288116755703	0.42136079003192767	0.6968039425795111	1.1739251972991736	0.5361070110140927	0.5934598195660448	-1.3098039199714864	0.7189666327522725	-0.6143937264016879	0.39147396642280585	0.8696662315049939	-0.6073030467403343	0.9244530386074693	0.6126101736612706	0.5968794788241821	0.5072396109731625	0.6595558851598816	-0.826813731587726	0.5686362358410126	1.0409586076789064	-1.2676062401770316
YHR076W	0.619788758288394	-0.41793663708829126		-0.8927900303521317	0.4353339357479107			-0.5816987086802545	-0.7825160557860937		-0.5670307091255943	0.48280410205002566		0.42712839779951983	0.530177984021837	-0.3106911408763798	-0.6925039620867871		0.3979400086720376		-0.35066514128785814	0.36653154442041347	-0.3391345219961308	0.769551078621726	0.40340290437353976		-0.32605800136591223						-0.41005039867429227			-0.6090648928966209		-1.7212463990471711	0.40340290437353976				0.6270879970298935	0.33818731446273875
YHR082C	-0.9625735020593764	-1.1307682802690238	1.6382721639824072	0.3545777306509081	-1.0969100130080565	-1.7695510786217261	1.2518119729937995	0.34969247686806354	-0.3018994543766101	0.3655227298392684		0.5376020021010439	0.9136401693252518	1.0087739243075051	-2.0969100130080562	1.431798275933005	-3.0	0.6946486305533762	-1.537602002101044		0.5421181032660077	-0.5100415205751654	1.6989700043360187	0.8601209135987634	0.4962093169428189	1.0132282657337552		0.4775557664936801	1.2839966563652008	-0.8153085691824012	1.4685210829577449	-0.36051351073141397	-0.32239304727950685		1.7958800173440752	-0.8601209135987634	1.958607314841775	0.40340290437353976	-1.4202164033831899	0.8569851997459049	-2.3010299956639813	0.5376020021010439	-0.46344155742846993	0.8569851997459049
YHR135C		1.7695510786217261			2.0																-1.3187587626244128																				-1.0177287669604316			-1.0087739243075051
YIL035C	1.431798275933005	-0.8569851997459049	0.4156687756324692	1.0268721464003014	0.3187587626244128	-0.5543957967264024	-2.3010299956639813	1.00436480540245	0.35066514128785814	1.7212463990471711	0.41680122603137726	0.721246399047171	0.4962093169428189	0.3645162531850879	0.3851027839668654	0.36653154442041347	0.3545777306509081	-3.0	0.4814860601221125	0.6556077263148893	-0.7328282715969862	-0.384049948343599	-1.3565473235138126	0.623423042943488	1.4559319556497243	-0.5406075122407692	0.6020599913279624	0.3625102704874893	-0.6968039425795111	-0.4698003017969178	-0.9281179926938746	1.1023729087095586	-1.1191864077192086	-0.6675615400843947	-1.958607314841775	0.3851027839668654	-1.337242168318426	0.40782324260413316	0.2612194415156308	0.2967086218813386	-0.6143937264016879	-1.6777807052660807	0.6946486305533762	-2.5228787452803374
YIL042C	1.431798275933005	-0.5257837359237448	1.4436974992327127	-0.46852108295774486	-0.38827669199265824	-3.0	-1.1307682802690238	-2.5228787452803374	-1.0	-0.8181564120552275	-2.5228787452803374	-2.6989700043360187	0.40340290437353976	-3.0	3.0	0.8601209135987634	3.0	-3.0	1.8239087409443189	2.3979400086720375	-3.0	-0.42136079003192767	-1.214670164989233	-0.619788758288394	1.080921907623926	-1.3872161432802645	-0.44611697335612566	1.3098039199714864	-2.6989700043360187	-3.0	1.585026652029182	3.0	-1.2596373105057561	-0.826813731587726	2.5228787452803374	-3.0	-3.0	-3.0	2.154901959985743	-2.0457574905606752	-1.1426675035687315	-3.0	-0.48280410205002566	-3.0
YIL095W	-0.348721986001856	0.37468754903832613	-0.5228787452803376	0.623423042943488	0.8632794328435932	0.8860566476931632	0.5783960731301689	1.2365720064370627	0.6925039620867871	0.44855000202712486	0.9746941347352298	0.7351821769904635	0.3279021420642826	0.3655227298392684		0.4881166390211256	-0.3595185630295782	0.37365963262495766	0.26760624017703144		-0.494850021680094	-0.48678239993206096	0.3516399890190684	0.906578314837765	-0.30277065724028246	0.8181564120552275	0.7328282715969862	0.33254704711004607	0.36351210364663455	0.3925449767853314	-0.6695862266508091	0.4881166390211256	0.4962093169428189	0.431798275933005	-0.4089353929735008	0.3788237182249648	-0.46092390120722343	-0.33629907461035186	0.32882715728491674	-0.3448615651886179	1.1739251972991736	0.4934949675951279	-0.6615435063953952	-0.6635402661514705
YIR026C	1.0969100130080565	0.23657200643706275	0.46852108295774486	0.9546770212133425	0.8632794328435932	-0.5543957967264024	-0.32239304727950685	-0.393618634889395	0.9172146296835499	-0.5800442515102421	0.42136079003192767	-0.42136079003192767	-0.43062609038495414	-0.47108329972234525	0.8794260687941501	0.42365864979420714	0.6020599913279624	-1.2006594505464183	3.0	0.712198270069774	-1.154901959985743	0.348721986001856	-1.6020599913279623	-0.31695296176115045	0.9706162223147904	-2.6989700043360187	0.5346171485515817	0.8068754016455384	0.7644715530924511	-0.7772835288524167	-0.7304870557820837	1.3979400086720375	-0.7644715530924511	0.39469495385889053	-0.5243288116755703	-1.1611509092627446	-1.5086383061657274	-0.8386319977650252	0.34582345812203946	-0.9393021596463883	-0.3565473235138126	-0.8068754016455384	0.6420651529995461	-0.530177984021837
YJL128C		-1.154901959985743		0.4377071355435253	-0.3010299956639812			-1.0177287669604316	-0.9469215565165803		0.3990271043132517		0.40340290437353976	0.7772835288524167	1.8860566476931633				0.8013429130455774		-3.0		-0.6946486305533762	-0.30803489723263966		-1.5086383061657274	1.2441251443275085	0.6925039620867871	-0.8297382846050426	-1.7212463990471711	0.8416375079047503		-0.906578314837765	-0.7328282715969862	-0.41005039867429227		0.9208187539523752				1.2596373105057561	0.46092390120722343	-0.6556077263148893	1.214670164989233
YJL164C	-0.48945498979338786	0.35556141053216145		-1.4436974992327127	-0.7304870557820837	-1.5086383061657274	0.3477536589966768	0.33441900898204685	-0.6055483191737837	0.8664610916297825	-0.3133637307377066	3.0	0.6757175447023074		1.4814860601221125	0.6946486305533762	1.5086383061657274	0.5734887386354247	-0.958607314841775		-0.8153085691824012	-0.7166987712964504	0.3196644865854368	-0.3279021420642826	0.5783960731301689	0.5606673061697374	-0.4736607226101559	-0.5044556624535516	-0.40011692792631215	-0.46852108295774486	0.6882461389442457	0.5421181032660077	0.5559552040819237	0.7166987712964504	1.1249387366083			0.4698003017969178			-0.9136401693252518	0.42365864979420714	1.2518119729937995	0.3979400086720376
YJL187C		-0.6736641390712486		0.33535802444387447	0.835647144215563	-0.3205721033878811		-0.33818731446273875	0.7644715530924511		-0.5900668766687055		-0.5228787452803376			1.1870866433571443					0.3196644865854368		2.6989700043360187	1.1870866433571443					0.33818731446273875	0.7644715530924511	0.8827287043442357				0.632644078973981			-0.4089353929735008	0.8041003475907662			1.3279021420642825	0.5171264163912462	0.42712839779951983
YJR059W	-0.3516399890190684	-0.8297382846050426		0.585026652029182	-0.6108339156354675	1.1307682802690238	0.47237009912866135	1.408935392973501	-0.4584207560534191	-0.4294570601181025	1.0		0.6882461389442457	0.8181564120552275					-0.5316526695878427		0.5702477199975919		0.7772835288524167	0.562249437179612	-0.47237009912866135	0.3851027839668654	-0.3279021420642826	0.38615817812393083		0.45717457304082015			0.4736607226101559		0.4546928835341759	0.8696662315049939	-0.7258421507363202			1.5528419686577808	1.2518119729937995			0.42365864979420714
