p1	p2	cor	a_pvalue	e_pvalue	n_meas	adj_a_pvalue	adj_e_pvalue
YAL009W	YAL017W	0.1901748329941148	0.08314626421917243	0.0419	84		0.139125
YAL009W	YBL016W	0.14588493672493122	0.20250405521103043	0.1014	78		0.23880279305966992
YAL009W	YBL056W	0.291056524344175	0.5265475147109927	0.2571	7		0.38795051518438173
YAL009W	YBL088C	0.19140011772311336	0.07574979613623405	0.0392	87		0.13342385321100916
YAL009W	YBR028C	-0.6312312652875451	0.12843182119877358	0.0611	7		0.17626827371695178
YAL009W	YBR059C	0.05219604266193095	0.780350207293421	0.3825	31		0.4630438329345225
YAL009W	YBR097W	-0.05632319275462891	0.7716645752655966	0.3866	29		0.46487229904926536
YAL009W	YBR125C	-0.04133125971068487	0.7601670573973921	0.3763	57		0.46135922009253144
YAL009W	YBR136W	0.19276494028217045	0.073646514575125	0.0405	87		0.13610054347826087
YAL009W	YBR160W	-0.020126530912025715	0.8481436288395092	0.4173	93		0.47274218139171226
YAL009W	YBR274W	-0.29781818154295703	0.13949741805235297	0.068	26		0.1886440677966102
YAL009W	YBR276C	0.2612527994681009	0.01237226480641613	0.0057	91		0.03200857719475277
YAL009W	YCR008W	0.4734759189448301	0.19795584608125164	0.1005	9		0.2376891202719932
YAL009W	YCR079W	0.12674542811917872	0.334538549797296	0.1612	60		0.3052810801630435
YAL009W	YDL006W	0.4409736010032126	0.010208542166722016	0.0051	33		0.029533298647242457
YAL009W	YDL025C	0.15917277001028854	0.20533980810679905	0.1018	65		0.23923859797297298
YAL009W	YDL028C	0.12285572751738467	0.24071383893210035	0.1197	93		0.2622561023622047
YAL009W	YDL047W	0.03597347712282819	0.7320991383804322	0.3601	93		0.45297389240506325
YAL009W	YDL101C	-0.13638269367080022	0.4277001122728036	0.2112	36		0.35149118613683894
YAL009W	YDL108W	-0.0015388699292717331	0.9914490114656286	0.4886	51		0.4949254777070064
YAL009W	YDL134C	0.14252533875861054	0.17293168493810027	0.093	93		0.22590353557398515
YAL009W	YDL188C	0.23848641600718984	0.02891528704145089	0.0141	84		0.06484834710743802
YAL009W	YDL230W	0.03189734890299918	0.8072041460410889	0.4132	61		0.47274218139171226
YAL009W	YDR028C	0.8942109320197159	0.04064252591008162	0.0232	5		0.09295032397408207
YAL009W	YDR247W	-0.0926929511442005	0.8613587814228144	0.4303	6		0.47274218139171226
YAL009W	YDR466W	0.21263498788068125	0.4467454514444955	0.2268	15		0.36289304197814837
YAL009W	YDR477W	-0.13447379441433951	0.19874857622842587	0.101	93		0.23816313559322036
YAL009W	YER089C	0.28848065287878205	0.5303814095279344	0.2646	7		0.3926054104477612
YAL009W	YER133W	0.890081747478024	0.043017516032531886	0.0204	5		0.08465771812080537
YAL009W	YFL029C	-0.3778771306659881	0.14900547617672263	0.0731	16		0.19661744804253262
YAL009W	YFL033C	-0.2682632790941814	0.013616019019940926	0.0055	84		0.03132804503582395
YAL009W	YFL034C-B	1.0	0.0	0.4316	2		0.47274218139171226
YAL009W	YFR014C			0.0001	0		0.0007816011235955057
YAL009W	YFR028C	0.020841764593633003	0.914542431104885	0.4614	29		0.48292100808726723
YAL009W	YGL019W	-0.06286605149374709	0.5538507808331053	0.2791	91		0.4019646739130435
YAL009W	YGL059W	-0.040360349215489526	0.7138099697474517	0.3506	85		0.4487325206991721
YAL009W	YGL134W	0.037731568570651526	0.7286139127056517	0.3621	87		0.4538483108108108
YAL009W	YGR092W	1.0	0.0	0.4292	2		0.47274218139171226
YAL009W	YGR203W	-0.12919918738090974	0.29740512097806887	0.1532	67		0.2978888888888889
YAL009W	YGR262C	0.0478008816664235	0.7075975097722447	0.3479	64		0.44712782909930715
YAL009W	YHL007C	0.6694954856801494	0.04855273223049218	0.0244	9		0.09664483985765125
YAL009W	YHR004C	0.9998044145062279	7.448328736044779e-157	0.0001	93		0.0007816011235955057
YAL009W	YHR030C	-0.19489449465608355	0.06565374089506275	0.0332	90		0.12028515624999998
YAL009W	YHR076W	0.2860812978512557	0.03598305260286047	0.0184	54		0.07900925925925927
YAL009W	YHR082C	-0.016105537552926458	0.8829894781128379	0.4396	86		0.4750240776699029
YAL009W	YHR135C	-0.5009781459651541	0.09709496038141163	0.0448	12		0.14478048780487807
YAL009W	YIL035C	0.04114222978494291	0.6953825557019737	0.3502	93		0.4487325206991721
YAL009W	YIL042C	0.23024257075053448	0.026400486532155244	0.0137	93		0.06363981636060101
YAL009W	YIL095W	-0.18606368751495536	0.09015474695999025	0.0456	84		0.14600920598388953
YAL009W	YIR026C	0.16037324274209852	0.12463054534896943	0.0684	93		0.18946446322067595
YAL009W	YJL128C	0.2643697751941863	0.03628139740709122	0.0173	63		0.07556868131868132
YAL009W	YJL164C	0.17169902970809686	0.12778709913249206	0.0657	80		0.1849378787878788
YAL009W	YJL187C	0.11759968442093224	0.4698676397522269	0.2326	40		0.36836055776892435
YAL009W	YJR059W	0.021326209363789244	0.8639903181989449	0.4382	67		0.474617166212534
YAL009W	YJR066W	0.06259011625583935	0.7209489821965982	0.3594	35		0.4528332956088728
YAL009W	YKL048C	-0.4129147088020125	0.04022365404177081	0.0209	25		0.08583653136531365
YAL009W	YKL126W	-0.06277838425179115	0.556650972219702	0.2803	90		0.4032754653567735
YAL009W	YKL139W	-0.19559434000471332	0.06025483404613366	0.0333	93		0.1204905721716515
YAL009W	YKL166C	-0.15104520840421645	0.27099149051166005	0.1384	55		0.28088840262582054
YAL009W	YKL168C	-0.22943915966336045	0.5236988651336371	0.2725	10		0.3979172133298347
YAL009W	YKL171W			0.0001	1		0.0007816011235955057
YAL009W	YKL198C	-0.1290226125742195	0.21773243150724597	0.1092	93		0.24956796714579055
YAL009W	YLL010C	-0.3163626528729341	0.009657071191396902	0.0059	66		0.032899298597194385
YAL009W	YLL019C	0.03440095113212103	0.7433949824966695	0.3785	93		0.46192181340341654
YAL009W	YLR019W	-0.05296208227540871	0.7390519078908084	0.3569	42		0.4518795180722892
YAL009W	YLR113W	0.04087839268797924	0.7205727758322178	0.365	79		0.4557381646847656
YAL009W	YLR226W	0.1821123929087494	0.14979394352517333	0.0749	64		0.1995301579703207
YAL009W	YLR240W	0.06007173544083188	0.5673268774441619	0.2872	93		0.40824214559386973
YAL009W	YLR248W	-0.26470292320456623	0.16523922497236643	0.0829	29		0.21201217830882355
YAL009W	YLR362W	-0.027086653739659027	0.817563678398759	0.4208	75		0.47274218139171226
YAL009W	YLR433C	-0.2923469685642148	0.16567023269067754	0.0756	24		0.20053098188751192
YAL009W	YML057W	-0.10772229400997209	0.30945759026918473	0.1542	91		0.298567280945758
YAL009W	YMR001C	-0.07568405325543952	0.4834066117986846	0.2385	88		0.3734531513787282
YAL009W	YMR104C	-0.10379851048434086	0.6293314006494946	0.3192	24		0.4308387096774194
YAL009W	YMR139W	0.7559244472239726	0.24407555277602747	0.1185	4		0.26106591448931116
YAL009W	YMR216C	-1.0	0.0	0.4265	2		0.47274218139171226
YAL009W	YNL032W	-0.03815570424799105	0.7573830381952287	0.3825	68		0.4630438329345225
YAL009W	YNL099C	0.314274282362683	0.035510558189404275	0.019	45		0.08096094946401225
YAL009W	YNL154C			0.0001	1		0.0007816011235955057
YAL009W	YNL161W	-0.13208350080197923	0.2904251924418474	0.1421	66		0.2851736386584926
YAL009W	YNL289W	0.1246505580889775	0.23909547185736763	0.1179	91		0.2603625
YAL009W	YNL298W	0.22619893790007312	0.03624100643724654	0.017	86		0.07460962145110411
YAL009W	YNL307C	0.17033902539670667	0.10258956189214075	0.0503	93		0.15538836565096953
YAL009W	YNR031C	0.03891701892545844	0.7737934031056926	0.3931	57		0.4682366224315069
YAL009W	YOL001W	-0.039947882689187725	0.7659091862698775	0.3794	58		0.4619242125984252
YAL009W	YOL045W	0.0860984236859703	0.4118748134299589	0.2084	93		0.3490057177249473
YAL009W	YOL100W	-0.03162687090388149	0.8238653587805523	0.4166	52		0.47274218139171226
YAL009W	YOR039W	-0.058219449492456436	0.5835779438284856	0.2838	91		0.4056889288466478
YAL009W	YOR061W	-0.09661756679023761	0.3568926473150573	0.1838	93		0.32678817891373796
YAL009W	YOR090C	0.2826954572843593	0.06297991850909669	0.032	44		0.11677377049180328
YAL009W	YOR119C	0.018850943231859672	0.887308055675176	0.4417	59		0.4756309017027864
YAL009W	YOR231W	-0.06424047766548267	0.5497769675070465	0.2851	89		0.4063333333333334
YAL009W	YOR233W	-0.37900389826214764	0.3544871358016237	0.1786	8		0.3231173602080624
YAL009W	YPL031C	-0.03354753704872226	0.7495482583982028	0.3715	93		0.4596259448643842
YAL009W	YPL042C	0.06661111625229607	0.5622926375847581	0.2873	78		0.4082800051072523
YAL009W	YPL140C	0.4704880643977351	0.42385562864539966	0.2142	5		0.353566409724281
YAL009W	YPL141C	0.04781584787161074	0.6942620409849752	0.35	70		0.44868693849343466
YAL009W	YPL153C	-0.1604484282001495	0.18133910307983414	0.0915	71		0.22396924428822496
YAL009W	YPL179W	-0.8658051105867456	0.05780918212065063	0.0285	5		0.10818724420190998
YAL009W	YPL203W	-0.23819577814156004	0.15569876588067239	0.0819	37		0.21061621996303143
YAL009W	YPL204W	0.30238409629528495	0.29335589028427417	0.1483	14		0.2923448459086079
YAL009W	YPL256C	0.047067461502880055	0.6577412920273935	0.3318	91		0.43713707386363637
YAL009W	YPR119W	-0.09147693741239632	0.38316970438494613	0.1879	93		0.3305262077676034
YAL009W	YPR120C	-0.5890665737185303	0.09510916102543508	0.0445	9		0.14414580908032595
YAL009W	YPR161C	0.18016492101768872	0.15427311511254813	0.0805	64		0.20875232991612303
YAL017W	YBL016W	-0.18579908241111473	0.07785044726293634	0.0398	91		0.13423454545454547
YAL017W	YBL056W	0.350618488788554	0.4406733663831514	0.2145	7		0.3537173913043479
YAL017W	YBL088C	0.059195103820482625	0.5525428668885562	0.2747	103		0.3990356303837118
YAL017W	YBR028C	-0.501976000024954	0.3102799322617218	0.1518	6		0.29609779179810725
YAL017W	YBR059C	-0.4833295743079713	0.004380638862447173	0.0019	33		0.012572532699167659
YAL017W	YBR097W	-0.041364382539731646	0.7999405618639077	0.3993	40		0.471284093319194
YAL017W	YBR125C	-0.27024561616844955	0.0336441061020411	0.0194	62		0.08209961977186311
YAL017W	YBR136W	0.05623695734809419	0.5726016158338019	0.2757	103		0.3992377049180328
YAL017W	YBR160W	-0.03545181177148441	0.7143831964926253	0.3578	109		0.45222734499205086
YAL017W	YBR274W	0.08754681832949442	0.6515680789046328	0.3175	29		0.42979506202870343
YAL017W	YBR276C	0.20047337285436978	0.03749744321411247	0.0201	108		0.08410263157894737
YAL017W	YCR008W	0.17717092680457797	0.544559662831744	0.2723	14		0.39783394591756366
YAL017W	YCR079W	0.16661939479580343	0.16490299536287512	0.0832	71		0.21248646167966956
YAL017W	YDL006W	0.3722833314541172	0.02535669123519646	0.0128	36		0.06051996601529312
YAL017W	YDL025C	0.09400916291649507	0.42562750352889966	0.2159	74		0.35410654288240495
YAL017W	YDL028C	-0.03997078737117617	0.6798548703130174	0.3315	109		0.43705223880597016
YAL017W	YDL047W	0.07344829763015721	0.4478476927797934	0.2263	109		0.36230135212888376
YAL017W	YDL101C	-0.1821292207960975	0.24833701511471148	0.1258	42		0.2674090909090909
YAL017W	YDL108W	0.1983890197784203	0.10753644492998725	0.0527	67		0.16017231021299835
YAL017W	YDL134C	-0.07695720874076972	0.4285755441503112	0.2092	108		0.34981911057692305
YAL017W	YDL188C	0.17946746830859325	0.07109377288983046	0.0385	102		0.1320101663585952
YAL017W	YDL230W	-0.37016099889333326	0.0018899642367907804	0.0007	68		0.005085509138381201
YAL017W	YDR028C	-0.85545395012803	0.06452015764930887	0.0304	5		0.1133887399463807
YAL017W	YDR247W	-0.1402264710138648	0.7405017073541391	0.3659	8		0.4562477033385615
YAL017W	YDR466W	0.2939945522662603	0.25205223988074665	0.1231	17		0.26562679333074835
YAL017W	YDR477W	-0.011087567221038819	0.9088996647548271	0.4608	109		0.4824745061147695
YAL017W	YER089C	0.3547345712444122	0.4349479776021077	0.2151	7		0.35373271276595747
YAL017W	YER133W	-0.8547710529604288	0.06497093895423488	0.0341	5		0.12203633440514469
YAL017W	YFL029C	0.3825079086942167	0.07893205878751833	0.0375	22		0.1300233644859813
YAL017W	YFL033C	0.005047642915803414	0.9608640263070706	0.4778	97		0.48949871134020617
YAL017W	YFL034C-B	0.9999999999999999		0.4768	2		0.4890143752303723
YAL017W	YFR014C			0.0001	0		0.0007816011235955057
YAL017W	YFR028C	-0.12683037626772023	0.48184370739962423	0.2478	33		0.38052069536423844
YAL017W	YGL019W	0.1739792747397029	0.07590126378038926	0.0346	105		0.12311317135549871
YAL017W	YGL059W	0.22177784440699605	0.027370851550484514	0.0139	99		0.0644075770191507
YAL017W	YGL134W	0.18713090936590465	0.05965840620335472	0.0284	102		0.10810259917920657
YAL017W	YGR092W	1.0	0.0	0.4387	2		0.47488144329896903
YAL017W	YGR203W	0.05596784220856205	0.6334127342781165	0.3242	75		0.4339040404040404
YAL017W	YGR262C	-0.17516903959333593	0.12015008097698239	0.0568	80		0.16858240000000002
YAL017W	YHL007C	-0.54871208293993	0.12604554376393912	0.0621	9		0.178505423553719
YAL017W	YHR004C	0.18895723451101248	0.085175249426434	0.0427	84		0.14052365464222355
YAL017W	YHR030C	-0.17600764748558131	0.06976436399496844	0.0354	107		0.12476314122862571
YAL017W	YHR076W	0.1842861557334616	0.16997267432246996	0.0852	57		0.21493109700815954
YAL017W	YHR082C	-0.2399031340615825	0.015156394312375976	0.0086	102		0.04502257761053622
YAL017W	YHR135C	-0.5089169871243524	0.09107545411058911	0.0422	12		0.1393727002967359
YAL017W	YIL035C	0.07978083166740677	0.40957081757744107	0.2043	109		0.3457814781021898
YAL017W	YIL042C	0.1554093780764156	0.10660642115962715	0.0529	109		0.1605171755725191
YAL017W	YIL095W	-0.1217174997813386	0.23998474928645575	0.1194	95		0.26170185112248917
YAL017W	YIR026C	0.20395214462570113	0.033404556967423144	0.0156	109		0.07001129032258065
YAL017W	YJL128C	-0.04503637244315806	0.7195436104071019	0.3643	66		0.4550683501683502
YAL017W	YJL164C	-0.2037935236449773	0.0488220337499443	0.025	94		0.09867021276595746
YAL017W	YJL187C	0.1525900903471981	0.3169832282231941	0.1615	45		0.3052810801630435
YAL017W	YJR059W	-0.11966278621428181	0.29670491957996276	0.1427	78		0.2855329867335963
YAL017W	YJR066W	0.036953092015673726	0.8281023615959351	0.4107	37		0.47274218139171226
YAL017W	YKL048C	-0.2646929586294315	0.15015121543469953	0.077	31		0.20346866096866098
YAL017W	YKL126W	0.07643593171195752	0.4361178992476883	0.2164	106		0.3541958823529412
YAL017W	YKL139W	-0.08977129734776719	0.35324646492314205	0.1753	109		0.31953635768096955
YAL017W	YKL166C	0.07880008499678103	0.5326597726419044	0.2618	65		0.39069911504424776
YAL017W	YKL168C	0.24920120812661706	0.4116191056099721	0.2112	13		0.35149118613683894
YAL017W	YKL171W			0.0001	1		0.0007816011235955057
YAL017W	YKL198C	-0.017900746183901382	0.8534255581589534	0.4253	109		0.47274218139171226
YAL017W	YLL010C	-0.04217079737260931	0.7175728381637658	0.3609	76		0.4534909706546275
YAL017W	YLL019C	-0.011173346338692951	0.9081979284234708	0.4476	109		0.47771580459770113
YAL017W	YLR019W	-0.13978104755767637	0.354180871310246	0.1711	46		0.3159162242866623
YAL017W	YLR113W	-0.021675820068954684	0.8366103764520627	0.4212	93		0.47274218139171226
YAL017W	YLR226W	0.14049187290057563	0.2568074910096734	0.1289	67		0.27018022598870056
YAL017W	YLR240W	0.289474513076755	0.002265619056954925	0.0014	109		0.009654275092936803
YAL017W	YLR248W	-0.5244946541548637	0.0010244043399370304	0.0006	36		0.004393421052631579
YAL017W	YLR362W	0.09153270993299248	0.40192970923290605	0.1963	86		0.33872414860681116
YAL017W	YLR433C	-0.13199504385839655	0.4640282807209857	0.2322	33		0.36793650341685646
YAL017W	YML057W	-0.16399442726985014	0.0914314525444744	0.0432	107		0.14133333333333334
YAL017W	YMR001C	0.14547226609472846	0.14870312409904035	0.0722	100		0.19542461089494165
YAL017W	YMR104C	-0.5427693487113517	0.0028423966188025947	0.002	28		0.013125
YAL017W	YMR139W	0.15471248812172672	0.7145098337382136	0.3484	8		0.4474604200323101
YAL017W	YMR216C	0.34128126280691773	0.4080489803975808	0.2032	8		0.34478251599147125
YAL017W	YNL032W	-0.09474150759469575	0.40017132979503567	0.1999	81		0.3422903076923077
YAL017W	YNL099C	0.28616428225655	0.030929442698066474	0.0132	57		0.062094674556213016
YAL017W	YNL154C			0.0001	1		0.0007816011235955057
YAL017W	YNL161W	-0.005193931408281755	0.9642417075840488	0.4887	77		0.4949254777070064
YAL017W	YNL289W	-0.07920543944053625	0.42188126539889903	0.2102	105		0.3507535232383808
YAL017W	YNL298W	0.0605277012749179	0.5476562270798602	0.2772	101		0.40036802491565016
YAL017W	YNL307C	0.2881327366890494	0.0023797973443651843	0.001	109		0.007080152671755725
YAL017W	YNR031C	-0.20759004785828988	0.08463756030163506	0.0424	70		0.13970159857904085
YAL017W	YOL001W	-0.1475656272212542	0.24077053461699008	0.1216	65		0.26444079718640096
YAL017W	YOL045W	0.14482821717932645	0.13295444512633664	0.0689	109		0.19000421209117938
YAL017W	YOL100W	0.20125996066963553	0.1107767740713561	0.0543	64		0.16316387688984882
YAL017W	YOR039W	0.1729095804488223	0.0777491076179274	0.0382	105		0.13122407407407405
YAL017W	YOR061W	0.22253841143258837	0.020027672309373457	0.0099	109		0.050085000000000005
YAL017W	YOR090C	0.023192184045128024	0.8677937192187186	0.4289	54		0.47274218139171226
YAL017W	YOR119C	0.08046440461224984	0.5047380309751717	0.2611	71		0.39050536480686693
YAL017W	YOR231W	-0.014123245631693612	0.8874014645834665	0.4397	103		0.47503989516598716
YAL017W	YOR233W	-0.46271158083119923	0.24829617889685987	0.1231	8		0.26562679333074835
YAL017W	YPL031C	-0.04653158812547764	0.6308977327729219	0.318	109		0.4298445470002429
YAL017W	YPL042C	0.1316030772225431	0.21629874133887272	0.1101	90		0.2508457294646506
YAL017W	YPL140C	-0.7423688092436869	0.1507620783373224	0.0799	5		0.20797170252572497
YAL017W	YPL141C	0.055660248041725535	0.6216317469715411	0.3121	81		0.4286368460019743
YAL017W	YPL153C	-0.024572997854816685	0.8342408598493484	0.4208	75		0.47274218139171226
YAL017W	YPL179W	0.30586410254403007	0.5555110753182855	0.2746	6		0.3990356303837118
YAL017W	YPL203W	0.15729917426560955	0.35248533052058184	0.1695	37		0.31463225483655777
YAL017W	YPL204W	-0.34661222955439186	0.1460026353506821	0.0805	19		0.20875232991612303
YAL017W	YPL256C	0.3081217167999408	0.0013853388719828603	0.0004	105		0.0030081081081081086
YAL017W	YPR119W	-0.05125874033194728	0.596572805861078	0.2955	109		0.41600240323804705
