ion,feature,coef,coef_abs,biogrid,string,targets,Kinases/Phosphatases,Metabolites
127.0500,YFL033C,-1.29195324685,1.29195324685,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL164C,1.12778056591,1.12778056591,1,0,1,TPK1,L-Glutamine
237.0300,YIL035C,-1.01320696569,1.01320696569,0,0,0,CKA1,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
127.0500,YFL033C,-1.003064465,1.003064465,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
127.0500,YFL033C,-0.972948864977,0.972948864977,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
127.0500,YNL161W,-0.913796605397,0.913796605397,0,0,0,CBK1,gamma-Amino-gamma-cyanobutanoate
145.0600,YFL033C,-0.882884708443,0.882884708443,0,0,0,RIM15,L-Glutamine
127.0500,YMR001C,0.866278765165,0.866278765165,0,0,0,CDC5,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL164C,0.863009190184,0.863009190184,1,0,1,TPK1,L-Glutamine
127.0500,YFL033C,-0.849404159867,0.849404159867,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
145.0600,YNL161W,-0.849005121117,0.849005121117,0,0,0,CBK1,L-Glutamine
145.0600,YMR001C,0.811462410019,0.811462410019,0,0,0,CDC5,L-Glutamine
127.0500,YPL256C,-0.807936583963,0.807936583963,0,0,0,CLN2,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL141C,-0.797761576456,0.797761576456,1,0,0,YAK1,L-Glutamine
387.0000,YJL164C,0.797127251613,0.797127251613,0,0,0,TPK1,dUDP
145.0600,YFL033C,-0.796435822817,0.796435822817,0,0,0,RIM15,L-Glutamine
127.0500,YFL033C,-0.795898529337,0.795898529337,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
145.0600,YMR001C,0.794194096466,0.794194096466,0,0,0,CDC5,L-Glutamine
127.0500,YJL164C,0.783382111858,0.783382111858,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
145.0600,YFL033C,-0.764466351942,0.764466351942,0,0,0,RIM15,L-Glutamine
127.0500,YFL033C,-0.76019393467,0.76019393467,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
127.0500,YIL035C,-0.749393385422,0.749393385422,0,0,0,CKA1,gamma-Amino-gamma-cyanobutanoate
127.0500,YJL141C,-0.748398120873,0.748398120873,0,0,0,YAK1,gamma-Amino-gamma-cyanobutanoate
127.0500,YBR136W,0.738421694529,0.738421694529,0,0,0,MEC1,gamma-Amino-gamma-cyanobutanoate
237.0300,YBR136W,0.736833492577,0.736833492577,0,0,0,MEC1,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
145.0600,YFL033C,-0.723367430745,0.723367430745,0,0,0,RIM15,L-Glutamine
127.0500,YOR061W,-0.720967655612,0.720967655612,0,0,0,CKA2,gamma-Amino-gamma-cyanobutanoate
237.0300,YGL019W,0.718128362562,0.718128362562,0,0,0,CKB1,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
127.0500,YMR001C,0.714972384549,0.714972384549,0,0,0,CDC5,gamma-Amino-gamma-cyanobutanoate
387.0000,YFL033C,-0.709889362463,0.709889362463,0,0,0,RIM15,dUDP
127.0500,YFL033C,-0.709601672233,0.709601672233,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
127.0500,YJL164C,0.698193169776,0.698193169776,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
127.0500,YJL164C,0.695769306186,0.695769306186,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
188.0600,YFL033C,-0.689586439113,0.689586439113,0,0,0,RIM15,N-Acetyl-L-glutamate
127.0500,YFL033C,-0.683084733402,0.683084733402,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
387.0000,YFL033C,-0.682128786972,0.682128786972,0,0,0,RIM15,dUDP
127.0500,YMR001C,0.682035064517,0.682035064517,0,0,0,CDC5,gamma-Amino-gamma-cyanobutanoate
145.0600,YFL033C,-0.679333028428,0.679333028428,0,0,0,RIM15,L-Glutamine
127.0500,YFL033C,-0.679098324449,0.679098324449,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
387.0000,YFL033C,-0.67485379052,0.67485379052,0,0,0,RIM15,dUDP
145.0600,YFL033C,-0.674278257294,0.674278257294,0,0,0,RIM15,L-Glutamine
145.0600,YDL028C,-0.670161888835,0.670161888835,0,0,0,MPS1,L-Glutamine
127.0500,YPR119W,0.669904828405,0.669904828405,0,0,0,CLB2,gamma-Amino-gamma-cyanobutanoate
145.0600,YMR001C,0.660978926835,0.660978926835,0,0,0,CDC5,L-Glutamine
145.0600,YJL141C,-0.659903345425,0.659903345425,1,0,0,YAK1,L-Glutamine
145.0600,YFL033C,-0.65122707685,0.65122707685,0,0,0,RIM15,L-Glutamine
387.0000,YJL164C,0.642954753006,0.642954753006,0,0,0,TPK1,dUDP
387.0000,YFL033C,-0.635524740505,0.635524740505,0,0,0,RIM15,dUDP
306.0500,YBL088C,0.627167040682,0.627167040682,0,0,0,TEL1,dCMP
145.0600,YJL164C,0.62661509992,0.62661509992,1,0,1,TPK1,L-Glutamine
145.0600,YFL033C,-0.625774743619,0.625774743619,0,0,0,RIM15,L-Glutamine
114.0600,YNL161W,0.622611760252,0.622611760252,0,0,0,CBK1,L-Proline
387.0000,YFL033C,-0.622113349631,0.622113349631,0,0,0,RIM15,dUDP
237.0300,YPR119W,0.618605161757,0.618605161757,0,0,0,CLB2,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
145.0600,YFL033C,-0.613500826326,0.613500826326,0,0,0,RIM15,L-Glutamine
127.0500,YFL033C,-0.612558313171,0.612558313171,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
145.0600,YMR001C,0.604757815819,0.604757815819,0,0,0,CDC5,L-Glutamine
145.0600,YFL033C,-0.599738068925,0.599738068925,0,0,0,RIM15,L-Glutamine
145.0600,YJL141C,-0.599075954122,0.599075954122,1,0,0,YAK1,L-Glutamine
127.0500,YMR001C,0.596757396229,0.596757396229,0,0,0,CDC5,gamma-Amino-gamma-cyanobutanoate
306.0500,YFL029C,-0.589256262002,0.589256262002,0,0,0,CAK1,dCMP
387.0000,YFL033C,-0.585747121534,0.585747121534,0,0,0,RIM15,dUDP
387.0000,YFL033C,-0.585462763086,0.585462763086,0,0,0,RIM15,dUDP
387.0000,YFL033C,-0.584506885422,0.584506885422,0,0,0,RIM15,dUDP
145.0600,YFL033C,-0.584274887182,0.584274887182,0,0,0,RIM15,L-Glutamine
423.0300,YIL035C,0.577912664808,0.577912664808,0,0,0,CKA1,Thiamine diphosphate
114.0600,YMR001C,-0.577800390375,0.577800390375,0,0,0,CDC5,L-Proline
114.0600,YMR001C,-0.572168850308,0.572168850308,0,0,0,CDC5,L-Proline
237.0300,YOR061W,-0.568654540075,0.568654540075,0,0,0,CKA2,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
145.0600,YJL141C,-0.567099005445,0.567099005445,1,0,0,YAK1,L-Glutamine
127.0500,YMR001C,0.566401426812,0.566401426812,0,0,0,CDC5,gamma-Amino-gamma-cyanobutanoate
114.0600,YFL033C,0.562970060446,0.562970060446,0,0,0,RIM15,L-Proline
114.0600,YFL033C,0.561432917599,0.561432917599,0,0,0,RIM15,L-Proline
145.0600,YMR001C,0.558854515672,0.558854515672,0,0,0,CDC5,L-Glutamine
145.0600,YMR001C,0.555669088853,0.555669088853,0,0,0,CDC5,L-Glutamine
127.0500,YJR066W,-0.554122465521,0.554122465521,0,0,0,TOR1,gamma-Amino-gamma-cyanobutanoate
145.0600,YJR066W,-0.553277125655,0.553277125655,1,1,0,TOR1,L-Glutamine
127.0500,YJR066W,-0.55168690747,0.55168690747,0,0,0,TOR1,gamma-Amino-gamma-cyanobutanoate
145.0600,YOR061W,-0.551285897971,0.551285897971,0,0,0,CKA2,L-Glutamine
306.0500,YNL161W,-0.54871445009,0.54871445009,0,0,0,CBK1,dCMP
114.0600,YPL256C,0.544541553099,0.544541553099,0,0,0,CLN2,L-Proline
387.0000,YFL033C,-0.54420340062,0.54420340062,0,0,0,RIM15,dUDP
145.0600,YPL256C,-0.540613841609,0.540613841609,0,0,0,CLN2,L-Glutamine
387.0000,YJR066W,-0.537764713804,0.537764713804,0,0,0,TOR1,dUDP
387.0000,YJL164C,0.53720226126,0.53720226126,0,0,0,TPK1,dUDP
127.0500,YMR001C,0.535935893662,0.535935893662,0,0,0,CDC5,gamma-Amino-gamma-cyanobutanoate
127.0500,YMR001C,0.532352798074,0.532352798074,0,0,0,CDC5,gamma-Amino-gamma-cyanobutanoate
145.0600,YFL033C,-0.531556288641,0.531556288641,0,0,0,RIM15,L-Glutamine
127.0500,YJL141C,-0.530642591132,0.530642591132,0,0,0,YAK1,gamma-Amino-gamma-cyanobutanoate
387.0000,YFL033C,-0.530219311193,0.530219311193,0,0,0,RIM15,dUDP
387.0000,YFL033C,-0.524545242195,0.524545242195,0,0,0,RIM15,dUDP
145.0600,YMR001C,0.522976820657,0.522976820657,0,0,0,CDC5,L-Glutamine
387.0000,YJL164C,0.521073822855,0.521073822855,0,0,0,TPK1,dUDP
387.0000,YFL033C,-0.520588391923,0.520588391923,0,0,0,RIM15,dUDP
188.0600,YFL033C,-0.517269055777,0.517269055777,0,0,0,RIM15,N-Acetyl-L-glutamate
