Metabolites,ion,Transcription-factors,feature,coef,coef (abs),cor,pval,fdr
GMP,362.0500,SUM1,YDR310C,0.00860734752646,0.00860734752646,0.338725722195,0.169139034826,0.266029938882
3-Hydroxyanthranilate,152.0300,MAC1,YMR021C,-0.00860221353596,0.00860221353596,-0.316200678237,0.201136645635,0.304607805471
L-Lactaldehyde,73.0300,YAP1,YML007W,-0.00851000759415,0.00851000759415,0.0827596095294,0.744066814895,0.819551854087
Xanthosine,283.0700,YHP1,YDR451C,0.00849821148254,0.00849821148254,-0.537600125266,0.0213909071237,0.0461324898241
L-Asparagine,131.0500,CRZ1,YNL027W,0.0084731033757,0.0084731033757,0.509470651927,0.0307997490871,0.0632630719414
L-Citrulline,174.0900,STP1,YDR463W,-0.00841392894968,0.00841392894968,0.362065365402,0.139817305089,0.227286582679
Dethiobiotin,213.1200,MET32,YDR253C,0.00833855595041,0.00833855595041,0.344924181538,0.160977538795,0.254881103092
Dethiobiotin,213.1200,TEC1,YBR083W,-0.00822120893804,0.00822120893804,-0.568504440039,0.0138255612655,0.031610789897
L-Histidinol,140.0800,OPI1,YHL020C,-0.00821868644974,0.00821868644974,-0.372535467349,0.127887648491,0.212564435158
Glycine,74.0200,SKO1,YNL167C,0.00821204730886,0.00821204730886,-0.546538776311,0.0189309367194,0.0416305321375
L-Histidinol,140.0800,UGA3,YDL170W,0.00807276209531,0.00807276209531,-0.0669794777976,0.791729798966,0.8556806701
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,ASH1,YKL185W,0.00805698979686,0.00805698979686,0.767223776071,0.000202494113144,0.00106575849023
L-Proline,114.0600,SWI5,YDR146C,-0.00800326231939,0.00800326231939,0.141352190596,0.575837784235,0.678716991344
gamma-L-Glutamyl-L-cysteine,249.0600,SMP1,YBR182C,-0.00795810196066,0.00795810196066,0.0181923690868,0.942882058705,0.960576896268
Xanthosine,283.0700,SMP1,YBR182C,0.0079368227464,0.0079368227464,0.0497107507843,0.844700990399,0.894610859397
3-(4-Hydroxyphenyl)pyruvate,179.0300,RIM101,YHL027W,-0.00792625358033,0.00792625358033,-0.158797183643,0.529109482615,0.637885797569
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,YAP5,YIR018W,-0.00791530514609,0.00791530514609,-0.6972892165,0.00129766883526,0.00454902359223
Dethiobiotin,213.1200,NRG1,YDR043C,0.00789906589214,0.00789906589214,0.651946561895,0.00336989013071,0.00997704875504
Pyruvate,87.0100,SMP1,YBR182C,0.00788857886023,0.00788857886023,0.121281118311,0.63166255239,0.726488407713
(S)-2-Acetolactate,131.0300,SUM1,YDR310C,0.00788280375907,0.00788280375907,-0.106578792064,0.673816620548,0.762054511334
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,RDS1,YCR106W,-0.00783124382122,0.00783124382122,-0.789159233752,9.8879773864e-05,0.00062896604752
dUDP,387.0000,MAC1,YMR021C,0.00782162797891,0.00782162797891,0.208299531093,0.406848991851,0.52127837498
L-Citrulline,174.0900,SMP1,YBR182C,-0.0077975568783,0.0077975568783,-0.23188349443,0.354509423789,0.470040408374
"6-phospho-D-glucono-1,5-lactone",257.0100,YAP3,YHL009C,0.00778938396917,0.00778938396917,-0.336914441239,0.17157584079,0.269194135013
L-Lactaldehyde,73.0300,SWI5,YDR146C,-0.0077153963167,0.0077153963167,-0.403624389466,0.0967049860946,0.167645505091
Deoxycytidine,226.0800,RLM1,YPL089C,0.00766630103678,0.00766630103678,0.582698937579,0.0111571267023,0.0264576443324
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,SPT2,YER161C,0.00766018785474,0.00766018785474,0.88567104584,1.01948922651e-06,3.77087974389e-05
Xanthine,151.0300,SKO1,YNL167C,-0.00764911165783,0.00764911165783,-0.353769720212,0.149801968961,0.241411145908
L-Histidinol,140.0800,MAC1,YMR021C,0.00747990300688,0.00747990300688,0.491404178359,0.0383520330119,0.0768096375504
Pyruvate,87.0100,PHO2,YDL106C,-0.00747937429826,0.00747937429826,0.493093132672,0.0375912073447,0.0756602690201
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,FKH2,YNL068C,0.00747341733728,0.00747341733728,0.897400285051,4.4553800901e-07,2.85273577275e-05
3-(4-Hydroxyphenyl)pyruvate,179.0300,GZF3,YJL110C,0.0074663064111,0.0074663064111,0.168640434586,0.503538762991,0.615619409255
L-Glutamine,145.0600,YAP3,YHL009C,0.00735094965803,0.00735094965803,0.786559865255,0.000108102700665,0.00067122591916
(S)-2-Acetolactate,131.0300,RDS1,YCR106W,-0.00733565276954,0.00733565276954,-0.143917507036,0.568857528856,0.673771134102
GMP,362.0500,RGT1,YKL038W,0.00730356210608,0.00730356210608,0.614380928301,0.00667128725796,0.01736362437
Ornithine,131.0800,RIM101,YHL027W,0.00728923667312,0.00728923667312,-0.442962990965,0.0656197564111,0.120492836035
dUDP,387.0000,RAP1,YNL216W,0.0072451536632,0.0072451536632,0.911671438179,1.40796032468e-07,1.59194461513e-05
dUDP,387.0000,AZF1,YOR113W,0.00719279026554,0.00719279026554,-0.781895054555,0.000126486594006,0.000741742372258
3-Hydroxyanthranilate,152.0300,SWI4,YER111C,-0.00715819590591,0.00715819590591,-0.217050930232,0.386961671332,0.501519219326
L-Citrulline,174.0900,SNT2,YGL131C,-0.00713241949453,0.00713241949453,-0.569611761473,0.0136007082514,0.0312093546831
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,MOT3,YMR070W,0.0071291665448,0.0071291665448,0.883101947032,1.20766864053e-06,3.9561558914e-05
gamma-L-Glutamyl-L-cysteine,249.0600,UME6,YDR207C,-0.00709911259627,0.00709911259627,-0.748060128802,0.000356917978053,0.0016540101422
"6-phospho-D-glucono-1,5-lactone",257.0100,UGA3,YDL170W,0.00708972635583,0.00708972635583,-0.140912522443,0.577037779137,0.679288587584
"6-phospho-D-glucono-1,5-lactone",257.0100,RAP1,YNL216W,0.0069954257922,0.0069954257922,-0.338531610173,0.169399056445,0.266049166965
Dethiobiotin,213.1200,SMP1,YBR182C,0.00699252435343,0.00699252435343,-0.0806176731451,0.750488805551,0.823760098525
L-Asparagine,131.0500,YAP1,YML007W,0.00694171163826,0.00694171163826,0.581892379227,0.0112967481246,0.0267295410171
gamma-L-Glutamyl-L-cysteine,249.0600,HAP3,YBL021C,-0.00692004466163,0.00692004466163,-0.825218605857,2.49055484894e-05,0.000237791668994
Deoxycytidine,226.0800,CRZ1,YNL027W,0.00687890824076,0.00687890824076,0.345075012359,0.16078235006,0.254784374573
Pyruvate,87.0100,YHP1,YDR451C,0.0068769432967,0.0068769432967,0.486486819468,0.0406344497158,0.0805062090303
L-Asparagine,131.0500,RIM101,YHL027W,0.00687361971127,0.00687361971127,-0.361140195495,0.140907314412,0.228646468706
L-Asparagine,131.0500,ASH1,YKL185W,0.00676028180629,0.00676028180629,0.443242905783,0.0654293199232,0.120460957223
L-Citrulline,174.0900,HAP5,YOR358W,-0.00665511599794,0.00665511599794,-0.798861778703,7.01024901232e-05,0.000480897534554
2-Oxoadipate,159.0300,CRZ1,YNL027W,-0.0065627594167,0.0065627594167,-0.518219360356,0.0275842917063,0.0573415254289
L-Asparagine,131.0500,SUM1,YDR310C,-0.00650577498228,0.00650577498228,-0.669949685534,0.00235098945993,0.00739549664547
"6-phospho-D-glucono-1,5-lactone",257.0100,NRG1,YDR043C,-0.00640642761658,0.00640642761658,-0.454575561389,0.0580590543883,0.108564623475
gamma-L-Glutamyl-L-cysteine,249.0600,RIM101,YHL027W,-0.00632344292501,0.00632344292501,-0.471805342419,0.0480690887993,0.0927221002219
GMP,362.0500,YAP5,YIR018W,-0.00631350675831,0.00631350675831,-0.233143411399,0.351826567127,0.467135204431
2-Oxoadipate,159.0300,YAP3,YHL009C,-0.00631302747955,0.00631302747955,-0.386926876344,0.112681977867,0.191616249095
L-Proline,114.0600,HSF1,YGL073W,-0.00626872375819,0.00626872375819,-0.893661253068,5.86098453781e-07,2.93049226891e-05
Xanthine,151.0300,ECM22,YLR228C,0.00620263843917,0.00620263843917,-0.369688519734,0.131058120714,0.216154886594
L-Asparagine,131.0500,MAC1,YMR021C,0.00618828898238,0.00618828898238,-0.0298850227056,0.906293943804,0.937529485375
(S)-2-Acetolactate,131.0300,HAP3,YBL021C,-0.00616464011798,0.00616464011798,-0.0524708078923,0.836185904294,0.889718129707
Nicotinate,122.0200,RLM1,YPL089C,0.00615805334841,0.00615805334841,-0.323753155882,0.189995138999,0.291472894487
(S)-2-Acetolactate,131.0300,YAP5,YIR018W,0.0061124137554,0.0061124137554,-0.312773999038,0.206330578227,0.310886676155
Fumarate,115.0000,PHD1,YKL043W,-0.0061117935693,0.0061117935693,-0.359537306375,0.142809717102,0.231123051528
L-Citrulline,174.0900,CHA4,YLR098C,0.00610793256423,0.00610793256423,-0.569888468123,0.0135449771868,0.0311190527871
Xanthosine,283.0700,SUM1,YDR310C,-0.00600041096107,0.00600041096107,-0.66352230597,0.0026806000694,0.0082280131371
(S)-2-Acetolactate,131.0300,SNT2,YGL131C,-0.00599527222305,0.00599527222305,-0.283018801812,0.255118402516,0.366320748515
Fumarate,115.0000,ACE2,YLR131C,-0.00595854045017,0.00595854045017,-0.362709698278,0.139061636765,0.226601294899
Deoxycytidine,226.0800,XBP1,YIL101C,0.00593883185445,0.00593883185445,-0.593541365291,0.00941063815411,0.0228939980702
3-(4-Hydroxyphenyl)pyruvate,179.0300,XBP1,YIL101C,0.00587839365667,0.00587839365667,0.150441487547,0.551272372838,0.657512560196
Nicotinate,122.0200,CHA4,YLR098C,-0.00586940824917,0.00586940824917,-0.0866463829092,0.732454616118,0.810520542006
3-Hydroxyanthranilate,152.0300,MET32,YDR253C,0.00586612420644,0.00586612420644,0.458951431833,0.0553864031763,0.104398974241
Deoxycytidine,226.0800,REB1,YBR049C,0.00586534355805,0.00586534355805,0.719959767473,0.00075407613913,0.00296634506076
3-(4-Hydroxyphenyl)pyruvate,179.0300,AFT2,YPL202C,-0.00585731471595,0.00585731471595,-0.440639380895,0.0672165365081,0.122563742193
L-Asparagine,131.0500,PDR3,YBL005W,-0.00584605181079,0.00584605181079,-0.563347683708,0.0149119520664,0.0339313879356
L-Glutamine,145.0600,MET32,YDR253C,-0.0057981609331,0.0057981609331,0.597678763041,0.00880519519894,0.0216708171995
Deoxycytidine,226.0800,GAT1,YFL021W,0.00577840539147,0.00577840539147,0.0228900783099,0.928165164573,0.95068130064
GMP,362.0500,RAP1,YNL216W,0.00577329506768,0.00577329506768,-0.448283085175,0.0620701743451,0.115169268804
3-Hydroxyanthranilate,152.0300,GAT1,YFL021W,0.00577170544345,0.00577170544345,0.369750698012,0.13098829497,0.216154886594
L-Proline,114.0600,ASH1,YKL185W,-0.00577044438765,0.00577044438765,-0.645473992757,0.00381462916986,0.0110316520894
Pyruvate,87.0100,RDS1,YCR106W,-0.00569462541753,0.00569462541753,0.4907289418,0.0386594876865,0.0771565405509
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,PDR1,YGL013C,0.00566626927805,0.00566626927805,0.654935391533,0.00317938245574,0.00955827004098
Deoxycytidine,226.0800,YAP5,YIR018W,0.00566546991744,0.00566546991744,-0.454492596139,0.0581106431967,0.108564623475
L-Citrulline,174.0900,SUT1,YGL162W,-0.00562113834778,0.00562113834778,-0.678707229274,0.00195629136261,0.00637556361742
L-Proline,114.0600,YOX1,YML027W,-0.00562107931995,0.00562107931995,0.734384791399,0.000519493003381,0.002222384441
2-Oxoadipate,159.0300,ASH1,YKL185W,0.00557792000803,0.00557792000803,0.0282463015835,0.911412572282,0.939461706646
L-Histidinol,140.0800,PDR1,YGL013C,0.00557002968935,0.00557002968935,0.640685303983,0.00417364915618,0.0118180825585
Xanthosine,283.0700,ACE2,YLR131C,-0.00556078241437,0.00556078241437,0.704974827958,0.0010854759426,0.0039358860514
gamma-L-Glutamyl-L-cysteine,249.0600,CHA4,YLR098C,0.00554609734993,0.00554609734993,-0.441731279859,0.066462634007,0.12142211982
Fumarate,115.0000,MBP1,YDL056W,0.00550147913915,0.00550147913915,0.626421791157,0.00540976352037,0.0147046504845
2-Oxoadipate,159.0300,GAT1,YFL021W,0.00549343116117,0.00549343116117,0.386543612686,0.113069420321,0.191814195188
2-Oxoadipate,159.0300,RDS1,YCR106W,-0.00546590183899,0.00546590183899,0.129391964799,0.608852046233,0.70796749562
Ornithine,131.0800,ASH1,YKL185W,0.00538523842538,0.00538523842538,0.677295241722,0.00201593765414,0.00654180472603
L-Histidinol,140.0800,ACE2,YLR131C,0.00536887655627,0.00536887655627,0.779222145567,0.00013816567489,0.000788332679554
gamma-L-Glutamyl-L-cysteine,249.0600,MET32,YDR253C,0.00533597865707,0.00533597865707,0.269338353305,0.279785533625,0.394942432308
Fumarate,115.0000,AFT2,YPL202C,-0.00533175602088,0.00533175602088,-0.633796224726,0.00473812166548,0.0131230774991
Xanthosine,283.0700,NRG1,YDR043C,0.00532972888946,0.00532972888946,0.764603110291,0.000219481199848,0.00114250487592
2-Oxoadipate,159.0300,UGA3,YDL170W,0.00529646126171,0.00529646126171,-0.0946060743613,0.708848268973,0.791311228583
L-Glutamine,145.0600,PHO4,YFR034C,-0.00527341785862,0.00527341785862,-0.82706131758,2.30224198158e-05,0.000223176518622
Xanthosine,283.0700,SKO1,YNL167C,-0.00526585572111,0.00526585572111,-0.741426892236,0.000429403567043,0.00193333359569
Pyruvate,87.0100,YAP1,YML007W,-0.00524860954111,0.00524860954111,-0.652615764952,0.00332644278396,0.00990633430959
gamma-L-Glutamyl-L-cysteine,249.0600,HAP1,YLR256W,0.00521994636637,0.00521994636637,0.697440226794,0.00129319079147,0.00454170518261
L-Asparagine,131.0500,HSF1,YGL073W,0.00521748298815,0.00521748298815,0.647135454966,0.00369613565257,0.0107709474538
L-Proline,114.0600,YAP5,YIR018W,0.0051679459721,0.0051679459721,0.488777721087,0.0395585511197,0.0785383982522
dUDP,387.0000,ASH1,YKL185W,0.00511672973612,0.00511672973612,0.645483557757,0.00381393822204,0.0110316520894
3-(4-Hydroxyphenyl)pyruvate,179.0300,GAT1,YFL021W,0.0050439377668,0.0050439377668,0.277324425774,0.26521430329,0.377188333934
Deoxycytidine,226.0800,PUT3,YKL015W,-0.00504289728831,0.00504289728831,-0.368785942435,0.13207464199,0.217642514987
3-Hydroxyanthranilate,152.0300,RDS1,YCR106W,-0.00496336920598,0.00496336920598,-0.267296428308,0.283588417527,0.399118598485
(S)-2-Acetolactate,131.0300,SMP1,YBR182C,0.00495840155753,0.00495840155753,0.0370166404879,0.884061340119,0.922782182074
GMP,362.0500,RIM101,YHL027W,-0.00495181056984,0.00495181056984,-0.087958801759,0.728545925085,0.808549800036
Deoxycytidine,226.0800,STB5,YHR178W,-0.00493950619712,0.00493950619712,-0.554150613044,0.0170168892714,0.0379930547776
dUDP,387.0000,MBP1,YDL056W,-0.00492382787829,0.00492382787829,-0.911901468247,1.37991693693e-07,1.59194461513e-05
3-Hydroxyanthranilate,152.0300,YAP1,YML007W,-0.00488740972435,0.00488740972435,0.142207048404,0.573507654448,0.677230915756
Deoxycytidine,226.0800,YOX1,YML027W,-0.00487272820928,0.00487272820928,-0.699113899429,0.00124441305575,0.00438661374013
L-Glutamine,145.0600,TEC1,YBR083W,-0.00485922984757,0.00485922984757,-0.767470526724,0.000200953515648,0.00106058799926
L-Asparagine,131.0500,LEU3,YLR451W,0.00484021457622,0.00484021457622,0.681232674171,0.00185324553774,0.00614514227174
gamma-L-Glutamyl-L-cysteine,249.0600,YAP1,YML007W,-0.00481632492502,0.00481632492502,0.585864686812,0.0106223955753,0.0253868573498
L-Proline,114.0600,PHD1,YKL043W,-0.0047920619367,0.0047920619367,-0.649679437125,0.00352055198627,0.0103385607016
L-Glutamine,145.0600,ASH1,YKL185W,0.00477878446512,0.00477878446512,0.610885052819,0.00707905468148,0.0181000086662
(S)-2-Acetolactate,131.0300,RLM1,YPL089C,0.00477451564261,0.00477451564261,-0.0281311731084,0.911772308977,0.939461706646
3-Hydroxyanthranilate,152.0300,OPI1,YHL020C,0.00474420051947,0.00474420051947,0.469748479024,0.0491878218925,0.0944674186444
(S)-2-Acetolactate,131.0300,RAP1,YNL216W,0.00474341568793,0.00474341568793,0.0366046129409,0.885343737626,0.92293427536
Nicotinate,122.0200,SKO1,YNL167C,0.00470643876975,0.00470643876975,0.425773160746,0.0781228362646,0.139875671682
Fumarate,115.0000,STB5,YHR178W,0.00469605532792,0.00469605532792,0.602987821122,0.00807462948212,0.0202933809736
L-Citrulline,174.0900,SOK2,YMR016C,-0.00464738349981,0.00464738349981,-0.845892034759,9.74702944002e-06,0.000123024837181
gamma-L-Glutamyl-L-cysteine,249.0600,GZF3,YJL110C,0.00463014948834,0.00463014948834,0.181178165901,0.471846425717,0.585953077688
dUDP,387.0000,CRZ1,YNL027W,0.00460599762932,0.00460599762932,0.383459643194,0.116221531308,0.195922543978
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,AFT2,YPL202C,0.00459314219547,0.00459314219547,0.68317336815,0.00177714464921,0.00592959349013
L-Glutamine,145.0600,RIM101,YHL027W,-0.00459126523255,0.00459126523255,-0.615351090021,0.00656156277352,0.0171721339803
dUDP,387.0000,SFP1,YLR403W,0.00457568079158,0.00457568079158,0.916734992659,8.92425143833e-08,1.41300647774e-05
Deoxycytidine,226.0800,HSF1,YGL073W,0.00455386492909,0.00455386492909,0.791523590507,9.10789087747e-05,0.000590614084204
L-Glutamine,145.0600,SFP1,YLR403W,0.00454603552506,0.00454603552506,0.87463493974,2.05525820952e-06,5.1124816799e-05
2-Oxoadipate,159.0300,RGT1,YKL038W,0.00453453497631,0.00453453497631,0.390242927147,0.109369113311,0.186703787323
Pyruvate,87.0100,SUM1,YDR310C,0.00447542967265,0.00447542967265,0.63739557695,0.00443591983021,0.0124586027333
Xanthine,151.0300,PDR1,YGL013C,0.00446852851465,0.00446852851465,0.39944895113,0.10053695188,0.173025551242
dUDP,387.0000,YAP7,YOL028C,0.00442995034616,0.00442995034616,0.819249981915,3.19351014344e-05,0.00027275608516
2-Oxoadipate,159.0300,TEC1,YBR083W,0.0043877668762,0.0043877668762,0.2955624965,0.233741327355,0.343471401373
GMP,362.0500,SMP1,YBR182C,0.00433816415881,0.00433816415881,-0.166639098515,0.508689618239,0.619843669992
gamma-L-Glutamyl-L-cysteine,249.0600,UGA3,YDL170W,0.00431641668298,0.00431641668298,0.198072151024,0.43077101596,0.544916731242
"6-phospho-D-glucono-1,5-lactone",257.0100,GZF3,YJL110C,0.00429505683186,0.00429505683186,-0.477229844875,0.0452111073273,0.0880134261494
L-Citrulline,174.0900,STB5,YHR178W,0.00429463186812,0.00429463186812,-0.489580552734,0.0391867140649,0.0781267121965
L-Lactaldehyde,73.0300,PDR1,YGL013C,0.0042778292176,0.0042778292176,0.103090943378,0.683959873114,0.771230717458
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,MET31,YPL038W,0.00427527460209,0.00427527460209,0.897691325491,4.35938889452e-07,2.85273577275e-05
3-(4-Hydroxyphenyl)pyruvate,179.0300,CHA4,YLR098C,-0.004255521219,0.004255521219,-0.042384611947,0.867380178793,0.911990864204
2-Oxoadipate,159.0300,PHO2,YDL106C,-0.00423151385007,0.00423151385007,0.0775441963179,0.759730991457,0.828638854057
gamma-L-Glutamyl-L-cysteine,249.0600,PHD1,YKL043W,-0.00420693083162,0.00420693083162,0.511174288018,0.0301519241599,0.0621352016311
Fumarate,115.0000,PDR3,YBL005W,-0.0041601766795,0.0041601766795,0.603716615157,0.00797827710838,0.0201044118116
L-Proline,114.0600,TEC1,YBR083W,-0.00415645466945,0.00415645466945,0.709550079537,0.000973480224224,0.00360548231194
L-Asparagine,131.0500,YAP5,YIR018W,-0.00412725166072,0.00412725166072,-0.239321651054,0.33883954317,0.454336719847
Xanthosine,283.0700,MSN4,YKL062W,-0.00406533276066,0.00406533276066,-0.842901681328,1.12546000378e-05,0.000131998395505
gamma-L-Glutamyl-L-cysteine,249.0600,SUT1,YGL162W,-0.00406325817382,0.00406325817382,-0.62023021638,0.00603166935239,0.0160282122651
dUDP,387.0000,OPI1,YHL020C,-0.00404052580452,0.00404052580452,-0.115751742686,0.647398188637,0.73894012739
GMP,362.0500,STP1,YDR463W,0.00403317573648,0.00403317573648,-0.247323481366,0.322438710258,0.437283047459
gamma-L-Glutamyl-L-cysteine,249.0600,STB4,YMR019W,-0.00402787038788,0.00402787038788,-0.738685002492,0.00046277902536,0.00204572908668
Xanthosine,283.0700,RAP1,YNL216W,0.00400213703807,0.00400213703807,0.811780884709,4.30567460128e-05,0.000332552103351
3-(4-Hydroxyphenyl)pyruvate,179.0300,ADR1,YDR216W,-0.00397599197682,0.00397599197682,-0.21926279028,0.382021572491,0.498175008739
Fumarate,115.0000,TEC1,YBR083W,-0.0039711754261,0.0039711754261,0.456086107221,0.0571257663228,0.107040390546
"6-phospho-D-glucono-1,5-lactone",257.0100,ACE2,YLR131C,0.00396263739126,0.00396263739126,-0.089351448416,0.724405254977,0.805365701847
L-Asparagine,131.0500,AFT2,YPL202C,-0.00394389916714,0.00394389916714,0.635510767558,0.00459214265112,0.0128372867963
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,YOX1,YML027W,-0.00393106942596,0.00393106942596,-0.866426702233,3.32278634621e-06,6.49608439317e-05
Fumarate,115.0000,YAP3,YHL009C,-0.00389512975734,0.00389512975734,-0.575802050152,0.0123967391741,0.0288296259862
L-Asparagine,131.0500,SWI5,YDR146C,0.00387999316824,0.00387999316824,-0.00166906912589,0.99475566894,0.997110216895
L-Citrulline,174.0900,YAP1,YML007W,0.00382770710831,0.00382770710831,0.734493077235,0.000517996580798,0.002222384441
(S)-2-Acetolactate,131.0300,NRG1,YDR043C,0.00381000224543,0.00381000224543,-0.184069411397,0.464681981312,0.580089201375
L-Lactaldehyde,73.0300,GZF3,YJL110C,0.00379727320398,0.00379727320398,-0.177909618581,0.480011458009,0.593377859608
L-Glutamine,145.0600,RLM1,YPL089C,0.00374471829073,0.00374471829073,0.783006358182,0.000121883050513,0.000722444126085
(S)-2-Acetolactate,131.0300,GAT1,YFL021W,-0.00373918207673,0.00373918207673,0.166269470329,0.509643651859,0.619925056679
gamma-L-Glutamyl-L-cysteine,249.0600,YAP3,YHL009C,0.00373733793326,0.00373733793326,0.804120844212,5.7731295759e-05,0.000412366398278
(S)-2-Acetolactate,131.0300,XBP1,YIL101C,-0.00367930953303,0.00367930953303,-0.083878298674,0.74071908906,0.816811531755
Pyruvate,87.0100,SKO1,YNL167C,0.00366412236345,0.00366412236345,0.588169968173,0.0102460836894,0.0246334449156
L-Histidinol,140.0800,SNT2,YGL131C,-0.00366322215959,0.00366322215959,-0.5252537,0.0251934614355,0.053009498037
(S)-2-Acetolactate,131.0300,CHA4,YLR098C,-0.00354682052414,0.00354682052414,-0.248557441109,0.31995190297,0.434841642091
Phenylpyruvate,163.0400,SMP1,YBR182C,0.00353200117296,0.00353200117296,-0.0850955541577,0.737081429159,0.813869782156
L-Asparagine,131.0500,UGA3,YDL170W,0.0034989815143,0.0034989815143,-0.00397898208024,0.987498142665,0.992723000563
Fumarate,115.0000,MOT3,YMR070W,0.00343810652058,0.00343810652058,-0.545575005311,0.0191849065435,0.0420915963425
Dethiobiotin,213.1200,SUM1,YDR310C,0.00340812631577,0.00340812631577,-0.326829778725,0.185576513281,0.286678833208
Dethiobiotin,213.1200,THI2,YBR240C,-0.00339432014838,0.00339432014838,-0.723789851157,0.000684539497402,0.00273240555686
Dethiobiotin,213.1200,REB1,YBR049C,0.00338223376938,0.00338223376938,0.410228964638,0.090860574979,0.159257465369
Phenylpyruvate,163.0400,GZF3,YJL110C,0.00336857690306,0.00336857690306,0.0200377683965,0.937098474073,0.957251129429
3-(4-Hydroxyphenyl)pyruvate,179.0300,MAC1,YMR021C,-0.00336496699195,0.00336496699195,-0.393783352303,0.105909391832,0.181123172349
Pyruvate,87.0100,SUT1,YGL162W,0.00334346723751,0.00334346723751,0.635155957169,0.00462204681154,0.0128955784757
L-Citrulline,174.0900,TEC1,YBR083W,-0.00331314142161,0.00331314142161,-0.696605938756,0.00131809193004,0.00460779110883
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,XBP1,YIL101C,-0.00330496991388,0.00330496991388,-0.73745228438,0.000478478119328,0.00208759502693
3-(4-Hydroxyphenyl)pyruvate,179.0300,PUT3,YKL015W,0.00323833486064,0.00323833486064,0.0716663694678,0.77749165091,0.843651705727
Nicotinate,122.0200,YAP1,YML007W,-0.00321713583936,0.00321713583936,-0.211133682498,0.400349099229,0.514657164097
Nicotinate,122.0200,PDR3,YBL005W,0.0032162266536,0.0032162266536,0.18430146067,0.464109347496,0.579755266432
2-Oxoadipate,159.0300,RAP1,YNL216W,0.00320658539525,0.00320658539525,-0.301917647834,0.22336233205,0.331812690302
Xanthosine,283.0700,RFX1,YLR176C,-0.00320195536608,0.00320195536608,-0.883610819537,1.16818707055e-06,3.9561558914e-05
3-Hydroxyanthranilate,152.0300,AFT2,YPL202C,-0.00319217309899,0.00319217309899,-0.305537686148,0.217585433887,0.324754378935
3-Hydroxyanthranilate,152.0300,SWI5,YDR146C,-0.00318925387169,0.00318925387169,-0.343042025258,0.163426809231,0.257899449784
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,313.0400,YAP7,YOL028C,-0.00317109429745,0.00317109429745,0.817511207594,3.4276337443e-05,0.000284355624709
GMP,362.0500,SWI5,YDR146C,-0.00315892692427,0.00315892692427,-0.362448187749,0.139367991326,0.226905898474
3-(4-Hydroxyphenyl)pyruvate,179.0300,RGT1,YKL038W,0.00312336700832,0.00312336700832,0.338507545033,0.169431311594,0.266049166965
(S)-2-Acetolactate,131.0300,ASH1,YKL185W,0.00311879624424,0.00311879624424,0.25282822803,0.311432692029,0.427544880676
L-Citrulline,174.0900,SKN7,YHR206W,0.00310912860794,0.00310912860794,0.768797750245,0.000192835600292,0.00102342916356
dUDP,387.0000,YOX1,YML027W,-0.00308877582101,0.00308877582101,-0.83367531344,1.72292603317e-05,0.000177910840382
Ornithine,131.0800,RFX1,YLR176C,-0.00306940864963,0.00306940864963,-0.90642170032,2.19692459606e-07,2.16020715536e-05
"6-phospho-D-glucono-1,5-lactone",257.0100,STB5,YHR178W,0.00303403676538,0.00303403676538,0.294732028023,0.235120010857,0.344565815137
Fumarate,115.0000,RDS1,YCR106W,-0.00301561745215,0.00301561745215,0.53276723089,0.0228216103255,0.0486110533839
L-Citrulline,174.0900,GLN3,YER040W,-0.00299567417052,0.00299567417052,-0.822804981963,2.75698215321e-05,0.000253181758422
gamma-L-Glutamyl-L-cysteine,249.0600,SWI5,YDR146C,-0.00299396391543,0.00299396391543,-0.0607665396633,0.81070027365,0.868281014619
L-Histidinol,140.0800,YOX1,YML027W,-0.00298137399843,0.00298137399843,-0.786285082181,0.0001091189203,0.000675328822702
3-(4-Hydroxyphenyl)pyruvate,179.0300,YAP1,YML007W,-0.00297778895402,0.00297778895402,-0.237598384334,0.34243367315,0.457831861564
Dethiobiotin,213.1200,SKN7,YHR206W,0.00297682299542,0.00297682299542,0.625850702056,0.00546484624716,0.0147566066389
Nicotinate,122.0200,OPI1,YHL020C,0.00297649049249,0.00297649049249,0.429016198606,0.0756398617116,0.135965692765
gamma-L-Glutamyl-L-cysteine,249.0600,HAP5,YOR358W,-0.0029531568464,0.0029531568464,-0.751496348216,0.00032360951998,0.00152949773125
(S)-2-Acetolactate,131.0300,CRZ1,YNL027W,-0.00295145770751,0.00295145770751,-0.347337073944,0.157874372694,0.251856681879
