	metabolite	kinase	coef	score	kinase_count	metabolite_name	kinase_name	TP	euclidean	manhattan
0	104.04	YBL016W	0.20540478171397905	1.5359208411146805	18	104.04	FUS3	0	4.294446574917478	15.735985710105291
1	114.06	YBL016W	0.0011666709293621288	1.7401589518992975	18	L-Proline	FUS3	0	5.140661232020349	17.264219498895827
2	115.0	YBL016W	0.016505379457671738	1.7248202433709878	18	Fumarate	FUS3	0	2.73202831586612	9.302798367700548
3	127.05	YBL016W	-0.0521554237785663	1.6891701990500931	18	5,6-Dihydrothymine	FUS3	0	10.754802697567376	35.287198005889095
4	128.04	YBL016W	0.16034858700860438	1.5809770358200552	18	4-Oxoproline	FUS3	0	5.013003481764171	17.862127109517562
5	129.1	YBL016W	0.09572417338645187	1.6456014494422078	18	129.1	FUS3	0	2.566140584792281	9.92398578883013
6	131.05	YBL016W	0.0726570555006583	1.6686685673280013	18	131.05	FUS3	0	3.386889664266422	11.217523057345343
7	131.08	YBL016W	0.03594737971472205	1.7053782431139375	18	L-Ornithine	FUS3	0	3.2839043819851375	10.64438658542129
8	132.03	YBL016W	0.10457077491325725	1.6367548479154024	18	L-Aspartate	FUS3	0	3.1620788859051094	11.376982527094238
9	133.01	YBL016W	0.0150570985270418	1.7262685243016178	18	(S)-Malate	FUS3	0	3.5722954008540646	11.989962754833323
10	135.03	YBL016W	0.2190677386328571	1.5222578841958025	18	Hypoxanthine	FUS3	0	3.0225249861072387	9.755094576452265
11	145.05	YBL016W	0.23265475941870778	1.5086708634099517	18	145.05	FUS3	0	2.3013865052288662	8.454984963622088
12	145.06	YBL016W	-0.12521369004155733	1.6161119327871023	18	L-Glutamine	FUS3	0	10.888902216440346	35.85270619778255
13	151.03	YBL016W	0.23976845671246327	1.5015571661161964	18	151.03	FUS3	0	2.9704849178071986	9.834941845245721
14	154.06	YBL016W	0.13183066198932042	1.6094949608393392	18	L-Histidine	FUS3	0	2.683303112730217	9.416511756614362
15	171.01	YBL016W	0.021320517792994466	1.720005105035665	18	sn-Glycerol 3-phosphate	FUS3	0	3.511850527586344	12.282788131038064
16	173.09	YBL016W	0.06609862367964317	1.6752269991490163	18	173.09	FUS3	0	3.6315328751275353	13.748928458043011
17	173.1	YBL016W	0.03300823808184834	1.7083173847468112	18	L-Arginine	FUS3	0	2.3307080532201905	7.541358945897551
18	174.09	YBL016W	-0.002425375180256534	1.738900247648403	18	174.09	FUS3	0	3.8787433768476123	12.855184109199728
19	179.06	YBL016W	-0.1280006429558055	1.613324979872854	18	D-Glucose	FUS3	0	3.768540906214956	12.628628414085734
20	182.97	YBL016W	-0.11940495048799743	1.621920672340662	18	182.97	FUS3	0	3.071241033475374	10.04483460058194
21	187.02	YBL016W	-0.014539401437990096	1.7267862213906695	18	(Z)-But-1-ene-1,2,4-tricarboxylate	FUS3	0	3.392594235333629	11.10596953962665
22	188.06	YBL016W	0.11995096799710692	1.6213746548315526	18	N-Acetyl-L-glutamate	FUS3	0	6.854518475459971	24.075626644133067
23	191.02	YBL016W	-0.023997795398310075	1.7173278274303494	18	Citrate	FUS3	0	4.097152457639452	13.067291295312632
24	205.04	YBL016W	-0.011826448376415902	1.7294991744522437	18	Lipoate	FUS3	0	4.811881969952894	16.25374877147141
25	213.12	YBL016W	0.10091959470593576	1.6404060281227237	18	213.12	FUS3	0	1.9651889125465214	6.946826383939904
26	214.01	YBL016W	0.14256843083078657	1.598757191997873	18	214.01	FUS3	0	3.540971854387631	11.979065997538394
27	217.08	YBL016W	-0.057941299278280026	1.6833843235503796	18	217.08	FUS3	0	10.894233953740285	37.484482505168444
28	218.03	YBL016W	0.05697211455813729	1.6843535082705223	18	218.03	FUS3	0	3.530894970338476	12.804697619701722
29	225.19	YBL016W	0.05487547941161072	1.686450143417049	18	225.19	FUS3	0	2.188778192632141	7.696515457779625
30	226.01	YBL016W	0.17248958281622062	1.5688360400124388	18	226.01	FUS3	0	4.873209713469406	18.371168770636892
31	237.03	YBL016W	0.01575058510845896	1.7255750377202006	18	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	FUS3	0	3.9763324943103076	15.04025187506367
32	241.08	YBL016W	0.06723695582566552	1.674088667002994	18	241.08	FUS3	0	4.16311418233696	15.444245097770906
33	243.06	YBL016W	-0.022817883790739325	1.7185077390379202	18	Uridine	FUS3	0	2.035845358477753	6.440980518021367
34	245.0	YBL016W	0.0404318379815961	1.7008937848470636	18	245.0	FUS3	0	2.570780946836428	10.035479431919303
35	249.06	YBL016W	0.2163553496892966	1.5249702731393628	18	gamma-L-Glutamyl-L-cysteine	FUS3	0	2.928423488247832	10.201699971972749
36	263.1	YBL016W	-0.071163459254732	1.6701621635739277	18	alpha-N-Phenylacetyl-L-glutamine	FUS3	0	3.1531570391436383	10.73532660178892
37	266.09	YBL016W	0.10730341475687438	1.6340222080717852	18	266.09	FUS3	0	3.866762015740745	14.15612263686011
38	267.07	YBL016W	0.4064710078199326	1.334854615008727	18	Inosine	FUS3	0	7.307701822157422	20.610013512843903
39	268.02	YBL016W	0.06941797093390922	1.6719076518947502	18	268.02	FUS3	0	2.3948268441416354	9.149641201255514
40	275.02	YBL016W	-0.003848413060817738	1.7374772097678417	18	275.02	FUS3	0	2.6360922535403537	8.753978592669032
41	275.12	YBL016W	0.024408209327566058	1.7169174135010934	18	275.12	FUS3	0	4.2576625409126265	14.902879312152551
42	279.23	YBL016W	0.0832148829818823	1.6581107398467771	18	Linoleate	FUS3	0	2.415645051514093	9.065258043781936
43	282.08	YBL016W	-0.14691373487273357	1.594411887955926	18	282.08	FUS3	0	2.651050973750566	9.066844941041849
44	283.07	YBL016W	0.38506394156762547	1.3562616812610342	18	283.07	FUS3	0	6.682837435149588	18.352853216157502
45	285.05	YBL016W	0.0484335724806544	1.6928920503480052	18	285.05	FUS3	0	3.991866532731903	14.229337445381349
46	289.12	YBL016W	0.08166128031433333	1.6596643425143263	18	N-(L-Arginino)succinate	FUS3	0	2.849391036472073	9.245216664989195
47	312.06	YBL016W	0.2871306020606017	1.4541950207680578	18	312.06	FUS3	0	8.995918880961247	27.67032365565712
48	313.04	YBL016W	0.17579029955820197	1.5655353232704576	18	313.04	FUS3	0	3.5017604040437	13.558151548346828
49	337.06	YBL016W	-0.0016616770888006546	1.7396639457398588	18	337.06	FUS3	0	3.0120532643362163	11.181356552553764
50	338.99	YBL016W	-0.03347622076336812	1.7078494020652915	18	D-Fructose 1,6-bisphosphate	FUS3	0	3.2676353447797233	10.031154502749605
51	341.11	YBL016W	0.09074175888323825	1.6505838639454213	18	Sucrose	FUS3	0	5.934854902697987	16.817955982969018
52	347.04	YBL016W	0.04577629970572408	1.6955493231229355	18	347.04	FUS3	0	4.624328875173462	18.520597092605968
53	365.05	YBL016W	0.19586619246055556	1.545459430368104	18	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	FUS3	0	2.200782272393572	7.807902315454427
54	387.0	YBL016W	-0.02066092884011759	1.720664693988542	18	387.0	FUS3	0	9.785711203581991	31.486872155702798
55	426.02	YBL016W	0.04658304437031119	1.6947425784583483	18	ADP	FUS3	0	2.4835324364692455	9.517164063199495
56	441.34	YBL016W	-0.019511834081242574	1.721813788747417	18	4alpha-Methylzymosterol-4-carboxylate	FUS3	0	2.6655820561682124	9.106962680537677
57	453.07	YBL016W	0.1126107448105875	1.628714878018072	18	453.07	FUS3	0	4.646424172647186	18.360953947080127
58	503.0	YBL016W	0.11785772406798514	1.6234678987606743	18	503.0	FUS3	0	2.4745625454571143	8.840521057342599
59	505.99	YBL016W	0.057825468680208866	1.6835001541484507	18	ATP	FUS3	0	2.2427057883022887	8.142540696646595
60	565.05	YBL016W	0.006273265478932311	1.7350523573497272	18	UDP-glucose	FUS3	0	2.195534945068246	7.70519616167184
61	606.07	YBL016W	0.1293637715892466	1.611961851239413	18	UDP-N-acetyl-D-glucosamine	FUS3	0	1.8110232388410663	6.099362881897391
62	611.15	YBL016W	0.2435806383999147	1.497744984428745	18	Glutathione disulfide	FUS3	0	3.0894421491323643	10.566773645155694
63	662.1	YBL016W	0.004739606630302522	1.736586016198357	18	662.1	FUS3	0	2.670188455342255	10.117444595389848
64	664.12	YBL016W	0.10789801901637909	1.6334276038122804	18	NADH	FUS3	0	2.1960325357580635	7.2175545081703865
