ION,NaCl+alpha_0,NaCl+alpha_1200,NaCl+alpha_1500,NaCl+alpha_2100,NaCl+alpha_240,NaCl+alpha_25,NaCl+alpha_2700,NaCl+alpha_300,NaCl+alpha_540,NaCl+alpha_60,NaCl+alpha_600,NaCl+alpha_900,NaCl_0,NaCl_1200,NaCl_1500,NaCl_2100,NaCl_240,NaCl_25,NaCl_2700,NaCl_300,NaCl_540,NaCl_60,NaCl_600,NaCl_900,alpha_0,alpha_1200,alpha_1500,alpha_2100,alpha_240,alpha_25,alpha_2700,alpha_300,alpha_540,alpha_60,alpha_600,alpha_900,control_0,control_1200,control_1500,control_2100,control_240,control_25,control_2700,control_300,control_540,control_60,control_600,control_900
58.0057,0.0898674212383,0.220584260727,0.457801539107,0.132592593593,0.158825669521,0.461996035695,0.0282709448309,0.169393300436,0.178756008545,0.10267436123,0.222755224031,0.102895318419,0.10467963026,0.145483079181,0.182552364517,0.179153857278,0.255156651869,0.0836296507438,0.0663630487288,0.190844725557,0.118520813543,0.132466944641,0.528486059859,0.517999326306,0.188450283829,0.135725328257,0.155776335044,0.457842087808,0.223686064069,0.199024502907,0.221481897005,0.499414207305,0.20772811477,0.122948813715,0.132629737106,0.228248712805,0.15657599488,0.166538822336,0.129398948297,0.148233202935,0.19182324016,0.16213300682,0.0845341390502,0.215796399453,0.498779746035,0.0768264826738,0.212810196348,0.1795095735
59.0135,0.0567646384088,0.116766979374,0.462023519373,0.0234067488502,0.0311940166821,0.484211876252,0.0323200010413,0.0556031489842,0.103202127587,0.0755445827877,0.0751989710517,0.0543488206672,0.105415794145,0.0444319174546,0.0419768850015,0.101442002216,0.0347501219771,0.0364326794257,0.0526453527006,0.14660603273,0.0799948031015,0.0442272497873,0.640640053368,0.567860085331,0.037112166434,0.093265020068,0.105256763308,0.543684965029,0.110847890252,0.123734840517,0.141776920277,0.468901988345,0.277763735296,0.0571035047381,0.0847421659103,0.0945889714203,0.0658768966995,0.148418709153,0.231747583565,0.0273121632495,0.0928418598602,0.102007033817,0.191085106336,0.105835433481,0.641510026101,0.0590468366979,0.133583679732,0.0510604791682
71.0135,0.0597161038875,0.048206111019,0.467022867527,0.0430787124667,0.0631349841221,0.481317699597,0.032298048625,0.0422130645173,0.0667783994726,0.0831968157162,0.0539773377319,0.0550146601549,0.0722834504771,0.0489647267481,0.0679953567244,0.0995840037716,0.0351037265153,0.0391960929546,0.0588223031158,0.101766179424,0.0469333327002,0.0321407795906,0.657869228407,0.586900463022,0.0431182601538,0.121423214196,0.111246141828,0.5383217436,0.0795974050052,0.166176764257,0.132957461474,0.47462169472,0.259260534755,0.0635009211993,0.0467136397889,0.128890743896,0.0946213983197,0.130160223048,0.230248781293,0.0486181794235,0.0771877623587,0.0578295807734,0.149346929082,0.126582960384,0.623179600656,0.0583666832495,0.114630373712,0.0870228856855
73.0292,0.098300980231,0.0845216627679,0.304308681861,0.0660419898462,0.0958312636552,0.234775577272,0.0776165802356,0.139296442737,0.128218093993,0.160832573314,0.0752009055666,0.0905594415619,0.124863263241,0.113523640359,0.172792954764,0.107809165853,0.117996689004,0.103307479114,0.143663344839,0.114442381237,0.131490572184,0.0924526815885,0.231777543782,0.274017155567,0.121187640297,0.11729519983,0.0794819274067,0.324654008758,0.107794901658,0.166262691924,0.232803636977,0.285507606106,0.174858725524,0.0866616870356,0.0896592920776,0.0581327706826,0.119322861065,0.10183889251,0.190823162978,0.0720443530331,0.0454170984848,0.104248849209,0.133718226613,0.140520277145,0.288057404853,0.0892669890986,0.117360967552,0.0964074809239
74.0244,0.137341664775,0.144173208447,0.590643459473,0.103477714301,0.0900255152958,0.494200030428,0.120821068053,0.0587475333074,0.138299864901,0.182303671773,0.138524980069,0.181680388903,0.242024058869,0.286427761734,0.288756937345,0.150114018356,0.138638835981,0.306585201505,0.298395960095,0.20716571201,0.217263771084,0.275483739772,0.73559850738,0.71611745075,0.0856962088144,0.193590767818,0.112169519632,0.557966776801,0.179868021723,0.254413267114,0.22391439143,0.513776945911,0.303964641723,0.141125605761,0.172248516974,0.230228432431,0.132179684241,0.288503472947,0.241356952494,0.0468062306123,0.18547779149,0.127584357925,0.158312870926,0.188227650253,0.668828489587,0.128791055266,0.196282433783,0.157443409994
87.0087,0.0977328705846,0.0874982397349,0.460262565642,0.0550970324753,0.161500748002,0.441626808237,0.126236796232,0.158386285037,0.133639957281,0.0622597105508,0.107633121058,0.0751388270547,0.1239678576,0.0687147150728,0.0678662444807,0.103487269134,0.129309483451,0.111414910611,0.0628508427275,0.128902807012,0.18723630041,0.0704527794729,0.534683394893,0.439424351785,0.058812928291,0.0760326572639,0.0763729281784,0.548379788969,0.0656743646532,0.100000212848,0.100710243479,0.47291763102,0.235015417594,0.083932340621,0.13063754152,0.0584993831049,0.0874369339172,0.270308484452,0.192367105761,0.0746198404607,0.147756417833,0.103236065236,0.148251776931,0.137636492546,0.657319192116,0.0375582233165,0.14057795629,0.123353779897
88.0401,0.103735021205,0.0367300645595,0.21224884277,0.196342789314,0.0668367864872,0.199274602081,0.0714074545703,0.0536512209742,0.0808249232102,0.120760943976,0.0691931429856,0.311814684211,0.0540529086485,0.0919077717051,0.126167602092,0.0824614291322,0.0565171156067,0.0626391931834,0.0876191519396,0.131076616259,0.0769117353097,0.194166598072,0.260638489129,0.163792717852,0.0738174911785,0.0884502123667,0.258890688716,0.0913152514834,0.0879384416135,0.0911974788787,0.050958311822,0.0935654073116,0.0908842299759,0.0671183819126,0.129932140149,0.0644901666044,0.0655579902845,0.0549848916732,0.0541599775315,0.0589638448865,0.26781850599,0.092377253341,0.108789126954,0.0586721656293,0.104367230788,0.0784194433185,0.245775579601,0.212517079133
89.0241,0.0574877926526,0.0462048587237,0.487138522431,0.0573699983307,0.0277703084527,0.560297703803,0.0567928230887,0.0886514213454,0.0284720301607,0.0284363462242,0.068111636633,0.0854942771023,0.0597337322219,0.0508274708886,0.0571685994681,0.0579662634205,0.0429369333193,0.0896700633934,0.0476364552404,0.100948755877,0.0553743683205,0.0646515732292,0.726424758957,0.679842893048,0.0391447835449,0.150753779055,0.101196162312,0.583358372071,0.0851149447582,0.153498845829,0.234318345404,0.503795996385,0.344208690273,0.054463877444,0.0581638075434,0.0902104882202,0.162128872635,0.0803638433463,0.273313083459,0.0859084672424,0.0638964659494,0.0474315566249,0.135474821886,0.097413504878,0.709817208866,0.0369498048965,0.0976277966446,0.0813800371759
96.9599,0.0673273251133,0.0761413278393,0.425318746907,0.0330729136462,0.228209769816,0.596462011428,0.0396493892833,0.304336728999,0.249695067432,0.376692537927,0.129751470261,0.135005594462,0.0542626204059,0.0415580411353,0.0617053961121,0.0269103471375,0.0582830884601,0.0781549308253,0.0648164558665,0.0985624733303,0.0386874875894,0.0744594969086,0.555500266919,0.479111338991,0.0582957093923,0.169109409511,0.0772615093884,0.638940384928,0.133007505454,0.127904685389,0.184933668069,0.543942284193,0.372198385611,0.0428461373621,0.0378643412982,0.0901517771687,0.185289660223,0.0946030191631,0.335359035833,0.0754629825752,0.0295588548071,0.0558677037454,0.128309788875,0.0965299522574,0.745579411348,0.0267527263532,0.102813498755,0.0770675564864
101.0241,0.0743473873888,0.0327246404798,0.447692945761,0.0729369913435,0.0639024710663,0.489130161927,0.0432925666627,0.0435227084215,0.0356735601408,0.0485075450469,0.0502505145346,0.0458921074323,0.0818360136914,0.0208240173351,0.0964314772122,0.102758461876,0.0464053171482,0.104319618934,0.0562302156294,0.0696685870301,0.0515854781667,0.0566851648088,0.646073164344,0.595519523489,0.0663222786421,0.125112169111,0.0679288496731,0.5540221937,0.0641415005654,0.150263969582,0.151595104857,0.477469025536,0.301200094008,0.0455907173572,0.048305033323,0.102837596071,0.126299058893,0.0394972177599,0.22708566323,0.035514569137,0.0957388885383,0.0624229878551,0.0870034622104,0.0945723590204,0.635335496908,0.0239412630934,0.0625408077157,0.086768505307
