ION,NaCl+alpha_1200,NaCl+alpha_1500,NaCl+alpha_2100,NaCl+alpha_240,NaCl+alpha_25,NaCl+alpha_2700,NaCl+alpha_300,NaCl+alpha_540,NaCl+alpha_60,NaCl+alpha_600,NaCl+alpha_900,NaCl_1200,NaCl_1500,NaCl_2100,NaCl_240,NaCl_25,NaCl_2700,NaCl_300,NaCl_540,NaCl_60,NaCl_600,NaCl_900,alpha_1200,alpha_1500,alpha_2100,alpha_240,alpha_25,alpha_2700,alpha_300,alpha_540,alpha_60,alpha_600,alpha_900,control_1200,control_1500,control_2100,control_240,control_25,control_2700,control_300,control_540,control_60,control_600,control_900
58.0057,0.00795526861546,-0.191967338696,0.0519523044637,0.0210150450295,0.0,-0.0597938258617,-0.0117388404647,-0.0417419113226,0.131785745342,0.137374264924,0.0919816331855,0.0399215721731,-0.278689600433,-0.3831046131,-0.11878282278,0.0,-0.293885022727,-0.153359343961,-0.248840276477,0.0641429399187,-0.313901743829,-0.248135983474,-0.103725725442,-0.0590636733392,0.0826937126378,0.0692356883768,0.0,0.0259788177877,-0.127725370911,-0.139331173345,0.204785478414,-0.133215697868,-0.179243268582,-0.152785469582,-0.358330891545,-0.381955558553,-0.126373704457,0.0,-0.282566544744,-0.290783304162,-0.351193873022,-0.13484979498,-0.0914581029083,-0.179875081871
59.0135,-0.176947280694,-0.188191130597,-0.116831599753,0.033667311568,0.0,-0.126796965976,-0.0909286714576,-0.110696155206,0.0115190900115,0.0747107262049,0.058800833102,-0.031118337339,-0.0274596427552,-0.16935465523,-0.0711571894746,0.0,-0.162203339575,-0.0919689714324,-0.135831044422,-0.0465490423103,-0.307106342982,-0.0774436316215,-0.0357267735441,0.145287863949,-0.0459201844171,0.00722099407309,0.0,-0.148130640801,-0.135226626572,-0.14821293938,0.097072133343,0.03510218936,-0.0239610389676,-0.112677750048,-0.104673773478,-0.0219170087928,0.0181718257446,0.0,-0.363697990668,-0.19274772566,-0.109518061657,-0.021091142801,-0.120020892603,0.0638193434225
71.0135,-0.213850522075,-0.239980516491,0.0220817586369,-0.0710366932719,0.0,-0.109746867294,-0.0234282312662,-0.174625896905,-0.00689790373482,-0.119904543155,0.0461986446443,-0.0867923351296,-0.0327788589329,-0.0135859607452,-0.0597037588442,0.0,-0.0453841135255,-0.08121499271,-0.112015804726,-0.0221097050966,-0.172592139527,-0.0634374338526,-0.0606916152578,0.0354207366716,-0.193642425191,-0.0848318028106,0.0,-0.0734276339768,-0.106339248726,-0.237696068436,-0.0481673219411,-0.150993903048,-0.0746024181207,-0.154717870762,-0.138901030121,-0.0677389039774,-0.0249687252085,0.0,-0.304195458367,-0.281377624555,-0.155529362003,-0.0914705952191,-0.0621083033573,-0.0795386151682
73.0292,0.00866085031266,-0.107294691396,0.287184584734,0.120334565234,0.0,0.280733626478,0.0514718881888,-0.0794447934645,0.207962876419,0.0629090115175,-0.00664331805577,-0.0690384970658,-0.0262212828747,0.00654205718166,0.058624144674,0.0,0.0654024498603,0.122862533476,-0.0846456270023,0.00105859779859,-0.078052334089,-0.0874417922695,0.067029858887,0.294305666703,0.0527390534405,0.138428095235,0.0,-0.0269330903791,0.0666946619508,-0.15017194703,0.171940610268,0.116118177376,0.0505253902116,-0.165875565771,-0.0294707340485,-0.0214848910159,0.0131128314929,0.0,-0.125571830051,-0.253894760555,-0.131458143802,-0.079671334403,-0.0604146078926,-0.184671786756
74.0244,-0.317947633644,0.0861257714525,-0.16848131738,0.183752111007,0.0,-0.146511099813,0.251024847824,0.203825773147,-0.0544988137249,0.105410248034,-0.029516767354,-0.0183680898236,0.058623167692,0.328569481958,0.193798299618,0.0,-0.0890896628341,0.117042772872,-0.085248807077,-0.0570195882887,-0.0222608093138,-0.0896398774844,0.761723819525,0.830567541359,0.57217144156,0.414383973124,0.0,0.652608897045,0.479502646047,0.269374316254,0.110306961892,0.682993693863,0.757110255139,0.280185483645,0.697494454369,0.595361770039,0.270598337274,0.0,0.256012810317,0.335393198293,0.174678533818,0.0938136320519,0.455830033956,0.482632858376
87.0087,-0.139260572003,0.0959368470006,0.00245430618475,0.11418781175,0.0,0.161244933425,0.104235335153,0.0369616460911,0.0377277408978,0.136444649524,0.0316222158718,-0.190701825327,-0.0470901246063,0.0189019080383,-0.22120095191,0.0,-0.133961891937,-0.277456701764,-0.374328786789,-0.100844069772,-0.352296489229,-0.238953195499,-0.0487022956442,-0.106433210961,-0.0712363495283,-0.0766236949984,0.0,-0.164416938919,-0.126971586396,-0.231392274595,0.042479955779,-0.167471522296,-0.0930264787454,-0.0366722783965,-0.0428754573102,-0.0193580148946,0.0386545029268,0.0,-0.1394025713,-0.0808315078871,-0.0907458207608,0.0249430881469,0.000798579433355,0.0202153529624
88.0401,0.0824857956421,-0.0283815748105,-0.11734971717,0.00906206511114,0.0,0.0485640810115,0.0151020544652,-0.162709990517,-0.149822828408,0.165248595331,-0.0744877633108,0.0602744119565,0.102867971095,0.104677081583,0.000471463498674,0.0,-0.0865987379753,-0.0160264027879,-0.180830233116,-0.12981166026,-0.0581763370189,0.310266302935,0.107967567243,0.22545647325,0.167607464735,0.0952966010488,0.0,0.0964122292626,0.143004312481,0.0117900931456,0.118917045591,0.160602697905,-0.0195243447678,-0.0563176285235,0.111604195318,0.0466450041198,-0.0235559729575,0.0,-0.122512573049,0.0148079251457,-0.00811121487435,-0.0827203575724,-0.137025693156,-0.0519080391034
89.0241,-0.00848227714054,-0.0269718941793,-0.00773437091878,0.109803213817,0.0,0.0350442425253,0.101564679745,-0.0305578507138,0.137728061442,-0.0174920649574,0.0632434968084,-0.0773835202543,0.0296393459712,-0.176995655665,-0.00287449757012,0.0,-0.0903655159043,-0.0513357482968,-0.149984740026,-0.0254772937843,-0.160331734756,-0.131381651837,-0.179086787454,0.044804218372,-0.202976900019,-0.0955820713244,0.0,-0.336800529287,-0.262362877292,-0.285009766099,-0.0112757788523,-0.0897100412807,-0.139554715335,-0.182132662334,-0.279037866025,-0.0889344963892,0.00609451211935,0.0,-0.279186581224,-0.312845342477,-0.0811530389739,-0.0512162051852,-0.115243922653,0.0308315248336
96.9599,1.06398963614,0.466499891301,0.990083830537,0.858473419898,0.0,1.06747296274,0.774300071437,0.817075256903,0.149381814671,0.720832097251,0.896098812248,0.067554956021,-0.0297078690335,-0.0738176365164,-0.0409628203582,0.0,-0.0174180155774,0.0230829739147,-0.124786461247,-0.0669836292248,-0.158356952149,-0.0892584270598,-0.0698187398153,0.00507366398187,-0.0578882165435,-0.0487378576753,0.0,-0.176462640806,-0.111110410147,-0.245370060596,-0.0431020194289,-0.0228859141207,-0.053684502642,-0.12898245563,-0.216313838547,0.0574434103312,0.0309697557705,0.0,-0.256885467847,-0.234438731908,-0.00931832325843,-0.0274416726909,-0.0851239762652,-0.00756339579864
101.0241,-0.0375607865134,-0.155157935366,-0.0219185887799,-0.00873290446308,0.0,-0.0401369900024,0.0572850746282,-0.0534962263587,0.0714181229725,-0.0170545101822,0.0185932553768,-0.076962435519,-0.0315279405057,-0.150368314753,-0.0445185460088,0.0,-0.0123575044573,-0.0920151888336,-0.150212243188,-0.0146389458426,-0.264932046028,-0.210407881045,-0.128983577931,-0.0314683562952,-0.155269110755,-0.0872021038093,0.0,-0.18238982605,-0.189353449272,-0.190197899191,-0.0389660290345,-0.0291284052741,-0.077021037215,-0.185964989422,-0.18712789247,-0.109913132467,0.0257134223478,0.0,-0.211799031074,-0.275008089179,-0.108755713863,-0.0814903905492,-0.0870202717893,-0.020106577893
