	YBL016W	YBL088C	YBR028C	YBR097W	YBR125C	YBR274W	YCR008W	YCR091W	YDL006W	YDL047W	YDL101C	YDR075W	YDR477W	YFL033C	YFR014C	YGR123C	YHR030C	YHR082C	YIL035C	YIR026C	YJL095W	YJL128C	YJR059W	YKL048C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YLL010C	YLR113W	YLR362W	YML016C	YMR139W	YMR216C	YNL032W	YNL099C	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOR061W	YPL031C	YPL140C
YBL005W	-3.39794000867	-3.04575749056	-2.82390874094	-2.30980391997	-3.09691001301	-0.951946826884	-4.0	-4.0	1.47108329972	-2.72124639905	2.82390874094	-3.69897000434	-2.43179827593	-1.53165266959	-0.317945222926	-0.328086987558	-2.55284196866	0.797784224199	-2.35654732351	-2.85387196432	0.943095148664	-1.74957999769	-3.22184874962	-0.489053051327	-0.549750891681	-1.90308998699	-3.0	-0.494443061336	1.9829666607	0.717151397165	-2.19382002602	0.71063404848	1.09963287134	-4.0	-2.65757731918	-2.34678748622	-1.87942606879	-4.0	-4.0	-2.95860731484	-2.42021640338	-0.552997101534	0.536704390038	-1.22621355502	-4.0
YBL021C	-3.39794000867	3.04575749056	-2.36653154442	2.2924298239	-2.39794000867	-4.0	-3.52287874528	-1.37161106995	1.53017798402	4.0	2.40893539297	-4.0	-1.90657831484	0.52157781226	0.33161408331	0.910094888561	-4.0	1.53461714855	0.695078838099	1.0092173082	-4.0	1.16367588429	1.92445303861	4.0	2.95860731484	1.0109953843	-0.808548985535	1.06905096883	-4.0	-4.0	1.92811799269	-1.86646109163	-0.691862621362	-4.0	4.0	0.935542010773	-2.28399665637	-1.56703070913	-1.29499204067	-0.615467384506	4.0	0.343135508451	1.96257350206	-1.32513885926	-4.0
YBL103C	-4.0	-1.24412514433	0.601886308269	1.348721986	0.491604966867	-1.57839607313	3.15490195999	0.557990840859	1.26520017041	-2.52287874528	0.98589967848	-0.954677021213	1.13786862069	1.63451201511	1.48545224734	-0.673459331483	0.560036064079	2.69897000434	-3.04575749056	0.885055584287	1.15801519541	-1.25649023527	-0.723078867934	-1.48811663902	0.380697924124	-1.32239304728	0.970616222315	-1.77989191196	1.64589156085	1.0371573188	-3.15490195999	2.76955107862	0.99653946789	-1.19178902708	1.82390874094	-1.25336580106	-1.38195190329	-1.0241088636	1.56066730617	0.497299824689	-4.0	1.73048705578	-4.0	0.419189027339	0.834755673875
YBR049C	1.30980391997	1.39902710431	1.58670023592	1.41005039867	-1.2700257143	-1.04672366333	1.74957999769	4.0	0.674895017029	-2.52287874528	-1.8696662315	-0.544698228343	-0.937042165915	1.38090666937	0.837734385702	-1.0985416786	-0.958212681028	0.430860274528	-1.13608262304	1.15614457738	-0.675717544702	-1.02965312377	0.75795576063	0.543785844642	1.07314329105	-1.25963731051	1.347753659	-1.8416375079	-0.625068446022	-0.318577844279	-1.22767829328	1.43770713554	-1.13135556161	0.419417123186	0.80382381496	0.854182285508	0.555018887912	1.20411998266	1.56224943718	-1.04914854111	-1.71896663275	1.13430394008	-2.40893539297	0.929962133392	0.849550590539
YBR083W	2.31875876262	-1.89619627904	-2.2076083105	3.52287874528	2.30980391997	-2.67778070527	2.21467016499	-4.0	4.0	0.84527179256	4.0	2.12493873661	0.499489089474	-2.16749108729	1.04817696468	-0.824198367152	-1.11463877997	2.33724216832	-1.06098022355	-2.02227639471	-1.76700388961	2.38721614328	3.22184874962	3.39794000867	2.65757731918	4.0	-2.06048074738	1.29584948316	-1.08301995268	-1.23507701535	1.86646109163	-4.0	-1.64397414281	-1.24412514433	4.0	0.888065723667	1.11690664142	0.865504144165	0.972650392225	2.45593195565	-2.10790539731	0.680685695909	1.89962945488	3.52287874528	-2.28399665637
YBR182C	-2.52287874528	-0.687188173788	-2.26760624018	-0.492683959924	0.56050940961	0.362110183419	-3.0	-1.3767507096	1.15119529895	0.563837352959	1.12726117253	-0.769295686387	-3.22184874962	-0.824198367152	0.32266684858	-1.08144546945	-2.22914798836	1.71896663275	0.495801081461	0.502655618982	-0.73754891027	-0.649751981666	-2.48148606012	-0.980468315469	-2.01772876696	-0.406824736522	-1.70333480974	0.965371543375	1.19382002602	0.615288257062	1.12493873661	1.02548830726	2.61978875829	-1.37161106995	0.58369241294	-0.935542010773	-2.92081875395	-2.31875876262	-1.87942606879	1.36552272984	-0.844663962535	1.07262963696	-3.39794000867	-0.300075597258	-1.34678748622
YBR240C	0.930701987884	0.952725132616	-0.778846678045	0.589729035748	-0.679023322657	0.445874418487	0.857923538927	2.72124639905	0.414990720098	1.29157909987	-0.849550590539	-3.09691001301	0.454445492766	4.0	0.962573502059	-0.769806621131	-0.380697924124	-1.44733178389	1.25884840115	0.663340176546	-1.68824613894	-0.746419710438	0.300682698979	-1.31966448659	-0.842845560094	-0.886725307536	0.420102130397	-0.805208242278	-0.328827157285	-0.375924268854	-0.690369832574	0.480434499119	1.03952922247	1.0092173082	-0.492683959924	-3.52287874528	-2.21467016499	-0.686976889677	-1.53910215724	0.708409174342	0.717604495257	0.453087356819	-0.91973437266	-1.65364702555	-2.03151705145
YCR106W	-1.82102305271	1.15864052955	-1.12609840214	1.83268266525	0.433680378475	-1.25963731051	-0.649364391741	-2.2924298239	0.400553624275	-1.72353819583	2.65757731918	-1.76447155309	1.20134935455	-3.39794000867	-0.345246066747	0.999565922521	-0.519705539997	-0.457921853664	-1.69036983257	-1.51427857352	0.514278573518	-0.653451441452	1.50031291738	3.15490195999	1.35457773065	-1.12609840214	-0.702896349851	1.17134010346	-0.847100403606	0.569763646588	-0.543178651978	1.17069622717	-0.442974277614	-1.21538270737	1.16749108729	2.95860731484	0.792904459581	1.83564714422	1.79860287568	-1.13846558914	0.520568662802	-3.69897000434	2.56863623584	-1.16685288809	-0.427709393849
YDL020C	-0.668977828958	1.28819277096	-1.50307035193	1.51004152058	2.16749108729	-2.25963731051	0.866780543268	0.52287874528	0.780939667551	0.634137784597	1.39469495386	0.771599641297	2.30980391997	0.823908740944	1.75945075172	1.21112488422	2.20065945055	1.15739076039	-0.863913902616	-0.348431261134	0.580209413894	0.692717952967	0.969805214643	0.973466735477	0.763462738511	-1.22767829328	0.55036734953	-0.477034404508	1.023650021	-0.266883018558	-0.466609291982	2.92081875395	1.2410881076	-0.431798275933	1.90308998699	-1.63451201511	-0.657774770639	-1.73048705578	4.0	-0.539703673243	-0.505011026317	0.436518914606	-0.792634962531	0.572351628813	-4.0
YDL056W	1.01502287358	0.810229043653	-1.4788619163	0.753501419204	2.45593195565	-4.0	-1.72584215074	-1.69250396209	-0.752026733638	0.884056823061	2.40893539297	-0.666351243485	2.48148606012	-0.450383760481	0.251656895512	1.09582563172	-1.82390874094	-1.14387555576	-0.509479690637	0.317764643097	-3.09691001301	-0.832092189999	1.20342566679	2.10790539731	3.52287874528	1.30016227413	-0.460798400706	0.998266287191	-2.15490195999	-4.0	-1.04624030827	-2.03621217265	0.946537395075	-1.52724355068	0.77910775078	1.20342566679	0.58369241294	4.0	-1.28066871302	-0.853251986369	-1.68824613894	-2.85387196432	1.50168944621	0.482408269288	-1.03198428601
