	N_downshift_15min	N_downshift_25min	N_downshift_44min	N_downshift_5min	N_downshift_79min	N_downshift_9min	N_upshift_15min	N_upshift_25min	N_upshift_44min	N_upshift_5min	N_upshift_79min	N_upshift_9min	Rapamycin_15min	Rapamycin_25min	Rapamycin_44min	Rapamycin_5min	Rapamycin_79min	Rapamycin_9min
YBL088C	-0.0386645078296	-0.0479750947115	0.00667632095807	-0.0577141007551	-0.0383258578544	-0.159618277701	-0.0580763281981	-0.174583207662	-0.135463192849	-0.0401523336129	-0.181897560318	-0.100441491831	0.128564720424	0.117057524107	0.0708092179986	0.116363004916	-0.0652858550508	0.122018446131
YBR136W	-0.0386645078242	-0.0479750942381	0.00667632096179	-0.0577141007269	-0.0383258578478	-0.159618276311	-0.0580763279561	-0.174583207628	-0.135463192842	-0.0401523335421	-0.181897560312	-0.100441491803	0.12856472043	0.117057524097	0.0708092179937	0.116363004912	-0.0652858550555	0.122018446133
YBR160W	0.109313854883	0.0098912394893	0.0376629170493	0.0364379198711	0.00219710063644	0.0105564279197	-0.205589719766	0.143856248102	0.0511647342958	-0.176366711018	0.151859596582	0.0759110145416	0.122460071171	-0.0160188262966	-0.147080831254	-0.164962347235	-0.194551048012	0.17981957577
YBR274W	0.0294853359293	0.124153987814		0.102461473649	-0.0411450169088	0.0156737453624												
YDL006W	0.0913252948015	0.0318759034523		0.0589993863301	-0.120099701629	0.295939817839							7.83548098762e-06			-0.013966437351	-0.0654952125254	-0.0407866884901
YDL028C	-0.0675317429954	0.0458355727676	0.00107603704955	0.0180916450297	-0.0387955838724	-0.106671631582	0.0112092959556	0.00286638314476	-0.142314106616	0.187460531716	-0.171559617522	0.0522419723979	-0.174144609742	-0.273559148933	-0.198019330085	-0.323870592132	-0.126886536261	-0.120556266171
YDL101C	0.0133328736868	0.00984768940601	0.0240344928705	0.00245466472902		0.062695399444	-0.0498958783317	-0.0462348820002	-0.0342074315391	-0.0647775778071	-0.0283449045985	-0.0343984939583						
YDL108W							-0.152165476988	-0.149010016349	-0.122211697761	-0.114263040188	-0.148956093055	-0.112971580983						
YFL029C	0.00800393045624	0.0718149067926	0.0175993655155	0.110429449969	0.00686589476432	0.0262115681978	0.0312454190813	0.0218273648234	0.0685079235557	0.0234539194235	0.0720404295128	0.0320853555619	-0.0383231364587	-0.107121651242	-0.137812616777	-0.0998874646566	-0.0872895036441	-0.0548479670452
YFL033C	0.00794871960595	0.0831209576162		0.00662161510069	0.0375461919041	0.00460982675493	-0.210584419829	-0.0991364713764	-0.0710029663713	-0.268897689118	-0.0623900377439	-0.18133493054	0.0988018636754	0.120788467411	0.108605144886	0.0812166193541	0.118148085558	0.0113977450016
YFR028C	0.038458926064	0.0450188581469	0.0171777629954	-0.0392148389876	-0.00789521036815													
YGL019W	0.0319502478816	0.0744085699859	0.03660613914	0.00644893401497	0.0412656747448	-2.09423171692e-07	0.0458707564519	-0.113730871308	-0.0726323415253	-0.0776511097213	-0.0401932037413	-0.0800885377164	0.00786656212786	0.0980428228918	0.0903028801179	0.0782943933842	0.0853952339083	0.0216388759016
YGL134W	0.0730637209995	0.1743424487	0.214268692726	0.0692619109347	0.171928656858	0.0412492809373							0.0454585261654	0.067161092347	0.101704213719	-0.034023225224	0.133656379598	0.0585635392341
YIL035C	0.0319502475395	0.0744085700014	0.0366061385296	0.00644893509723	0.0412656742748	-2.1009810189e-07	0.0458707555985	-0.113730869588	-0.0726323402773	-0.0776511084957	-0.0401932024162	-0.0800885359918	0.00786656192943	0.0980428210753	0.0903028771769	0.0782943904319	0.0853952311242	0.0216388743341
