	N_downshift_15min	N_downshift_25min	N_downshift_44min	N_downshift_5min	N_downshift_79min	N_downshift_9min	N_upshift_15min	N_upshift_25min	N_upshift_44min	N_upshift_5min	N_upshift_79min	N_upshift_9min	Rapamycin_15min	Rapamycin_25min	Rapamycin_44min	Rapamycin_5min	Rapamycin_79min	Rapamycin_9min
YBL005W	0.669946207548	1.93062960586	1.81681102232	1.13996777292	2.01221967377	0.740434005211	-2.16786898633	-2.18414481365	-1.63189751187	-1.52508992512	-2.4519206403	-1.49983963852	0.612138912243	0.0302404623504	-0.0178948815994	1.4488700691	0.146299324404	0.931099341665
YBL021C	0.195094705799	0.309614916431	0.433225192907	0.925818655206	0.726664308398	0.759508984278	-1.45077840203	-1.7270909174	-1.71950218446	-1.92043697262	-1.68806067647	-1.47095824294	2.17511793094	1.1107899134	0.924356651054	0.284275272181	1.25550633509	0.876854530231
YBL103C	-0.658228841846	-0.847328827929	-0.890788237967	0.285865789546	0.213683732508	-0.438121150628	-0.571448882983	-0.869955217393	-0.957008069953	0.707299380418	-0.782686653036	0.482246039807	1.23145551927	1.32301863155	0.792821828439	0.119464441348	0.443655154082	0.416055364763
YBR049C	-0.31534724016	-0.180627563763	-1.2954538236	-0.198215296324	-0.804899197287	0.00316571369141	0.797617732719	0.364230114519	0.607820567897	0.810756975629	0.483602826834	1.55717647044	0.0796619706201	0.450054112071	0.0296542972684	-1.18968960417	-0.558710079925	-0.640797976467
YBR083W	1.2997242319	0.504411423495	1.48473043909	1.77203504579	1.31104766832	1.29537614497	-2.46993311709	-2.49568397948	-2.71700615396	-2.44293297282	-3.07792227393	-2.53810522608	1.47316621404	0.263313634683	1.78696786807	0.992252434074	1.78937764389	1.76918097504
YBR182C	-0.824834971757	-0.374807008241	0.118536811513	-1.45429279146	0.390460178651	-1.19129947994	0.77341206087	0.988199148738	0.793429501842	-1.31471791349	0.934248539403	-0.683916056243	0.546489209725	-0.530398225091	-0.214078799845	1.02627028652	0.183268285474	0.834031223338
YBR240C	1.12999967133	0.98510813859	1.00567128048	0.226262375874	0.374598251726	0.710356437385	-2.14906239127	-2.3024560292	-1.13349804796	-2.29934672796	-0.713007587268	-1.95025444614	1.65371170802	1.7005314367	1.50316584181	-0.118369653684	0.300973940668	1.07561580093
YCR106W	1.78382941899	1.97504632601	1.15048840024	1.63827484796	2.1264545522	1.65226477672	-2.78511702838	-2.0403250151	-1.90949970904	-3.25043764516	-1.56658202066	-2.41970516931	1.22654620433	0.227007521224	0.31926095612	0.111791776483	0.907755586042	0.852946221336
YDL020C	0.541288107035	0.993748285807	0.302933393086	0.955569241233	0.285100249052	0.782360940964	-2.9489521529	-3.16806676573	-2.37125106006	-0.76772722262	-0.812648087544	-0.818816497238	0.793431158304	0.556402812538	1.4819066966	0.708575237385	2.11491246301	1.37123320108
YDL056W	2.14280297963	2.60848648715	2.37507906668	2.01746850131	1.65968019881	2.3305449783	-3.42502421788	-3.47293108086	-3.53015452833	-3.50222628441	-3.5795067054	-3.45694951696	1.77274693168	1.17569965485	1.2925949984	0.585797825651	1.23887535825	1.76701535313
YDL106C	1.30941278259	1.00443678789	1.56855078176	1.75538029786	1.45046531895	1.07632957701	-2.47810274743	-1.95525845061	-1.62887413477	-2.74406179663	-1.74151394107	-2.42615700954	1.24642828309	0.788099167967	0.613391237367	0.16005264386	0.971060912307	1.03036028941
YDL170W	2.30714911509	1.25875930159	1.32643831634	1.68682096591	1.46416150895	1.74644359783	-3.04377510205	-3.28088444371	-2.78595386599	-3.4258775824	-2.03021661854	-3.20178558692	1.01127033896	1.74549195463	1.48214231492	1.47644952781	1.54665064185	0.716715615724
YDR043C	0.555029455376	0.921045034921	1.24641889584	1.47709508371	1.81960936066	0.650439306759	-2.41425400764	-1.82338793819	-2.01017063621	-0.864397999876	-2.08800489906	-2.55588330898	0.660209090807	0.588943550016	0.817459454994	0.934902474764	0.721694495899	1.3632525862
YDR123C	1.99898121007	2.0017086926	2.00282885938	1.99690504664	2.00386835149	1.99710459639	-3.99884641164	-3.99963998798	-4.00058789338	-4.00012526251	-4.00140541133	-3.99937525365	1.99783779473	2.00113145558	2.00334998186	1.99620095883	2.00439002967	1.99567324325
YDR146C	1.41558829315	0.974395337605	1.21786093523	0.920220538493	1.16444233775	1.21099584563	-2.29292782048	-1.8971125202	-0.584278711611	-4.63032930517	-0.280546912283	-3.49278035029	1.47434741519	1.30508904275	1.19108090294	0.279709390194	1.13763374875	0.886611832359
YDR207C	1.05183214985	1.28402647794	1.1834359146	-0.110682686751	1.09008990567	0.467023700382	-2.50776287368	-2.28951113299	-2.60665095951	-1.2828737934	-2.84526352904	-2.18566625645	1.63163168123	1.33586214981	1.13663930721	1.77861894176	1.04324339702	1.82600760636
YDR216W	0.174790807005	0.460231599832	0.775183672411	-0.0931916693844	0.68177363655	0.195803549346	-0.770737310243	-0.872055809375	0.297751143472	-0.413394409877	0.239865763825	-1.06007403742	0.291543415773	0.0815637319898	-0.184968356994	0.355497619639	-0.116616411188	-0.0429669353589
YDR253C	-0.66158966397	-0.976510875643	-0.592039461185	-0.825708884441	-0.630548133077	-0.600187161011	2.07838135633	1.55061657365	1.56066995141	1.82472723596	1.50306792569	2.4311873372	-1.39738233778	-0.955126748959	-1.05067748173	-1.06053825903	-1.41826545899	-0.780075914427
YDR259C	-0.754934966505	-0.725873293813	-0.251349920482	-0.838912880269	-0.043748064246	-0.856387876571	0.952829684555	0.876983574025	0.872919077852	0.594040358183	0.934692558557	0.857943871348	-0.553064029336	-0.775737695113	-0.623402014818	0.258497000147	-0.0797571866706	0.155261803156
YDR310C	1.52628201029	1.55186573787	1.56237287813	1.02968638715	1.57212329184	1.50867941426	-3.19806862288	-1.91178159502	-1.74294898034	-4.46533672174	-2.17631449449	-4.45830165476	1.51555679891	1.54645126701	1.56726099587	1.50020331335	1.57701662199	1.49525335255
YDR423C	0.339996253767	0.295009068197	0.440319421656	0.00648706483973	0.390731953478	0.096985426522	-1.15536046128	-0.760270169811	0.130954752464	-1.41309729109	0.125976235345	-1.77213695595	0.134904941353	0.0833793979927	0.715945108646	0.842053184374	0.878389982185	0.619732087323
YDR451C	1.45830747456	1.57175347403	1.61834531738	1.37195222467	1.66158160595	1.38025223054	-3.40994266158	-2.66479916118	-2.62614286683	-4.20349744823	-0.629655534444	-4.47333182542	1.41074863781	1.54774406974	1.64002071245	1.34266663102	1.68328011444	1.32071700509
YDR463W	1.55273682971	1.61305604549	1.63782891951	1.50682176019	1.6608176457	1.51123487169	-4.09819028035	-3.16149798513	-3.15898014379	-2.53540790099	-2.49202560841	-3.15564329433	1.52744980549	1.29926025425	1.64935372283	1.49125061576	1.67235473843	1.47958000394
YEL009C	1.05912247538	1.41229264792	1.05509312035	1.20734795365	1.40725741646	1.25096810559	-3.16498113405	-2.7363912694	-2.30510737018	-0.593747923752	-2.28660964585	-2.22367737475	1.41124003069	0.769482957568	0.875802119779	0.752409386694	1.17141398194	0.938084521957
YER040W	1.95112256522	1.95628294376	1.95840229173	1.94719447802	1.96036900379	1.9475720248	-4.04476730971	-4.0462687508	-4.04806218142	-3.20208884693	-4.04960891986	-4.04576787524	1.94895923111	1.95519081521	1.95938825196	1.94586234864	1.96135601539	1.94486391433
YER111C	0.702190416828	0.634393455965	0.872976902907	1.01162056659	1.19183563908	0.963084226494	-2.05446985109	-1.08775485823	-1.35633165468	-3.3934839604	-0.916090470556	-3.52789583306	0.784043395277	0.934136891389	1.38164459799	1.12818698868	1.49628376324	1.23562978357
YER161C	1.00314110006	0.497350693149	0.995289518708	1.22084505251	1.07858417295	1.25778730422	-2.44856275829	-2.03233405539	-2.22512277004	-0.980661045495	-2.19453175901	-2.14605160972	0.791462873986	0.459203754935	0.936861936367	1.09049866608	1.7034352026	0.992803722371
YER169W	1.99898121007	2.0017086926	2.00282885938	1.99690504664	2.00386835149	1.99710459639	-3.99884641164	-3.99963998798	-4.00058789338	-4.00012526251	-4.00140541133	-3.99937525365	1.99783779473	2.00113145558	2.00334998186	1.99620095883	2.00439002967	1.99567324325
YFL021W	-0.635157535916	-0.56752358614	0.711780921486	0.267516683696	1.04935191176	-0.665701443376	-0.757647686236	-0.945345180342	-1.15110789983	-0.789322689916	-0.833518807614	-0.665674570064	0.437336839424	0.419900775519	0.545929135981	2.16342145352	0.667648696611	0.74811298144
YFR034C	1.4541408232	1.37432112972	1.05906327026	1.70072113778	1.00790115352	1.75181289991	-2.6094426077	-1.96752805179	-2.21022520845	-3.53893344884	-2.3895753624	-3.34690477515	1.93953748841	1.82858812034	1.45322437541	-0.203826000125	1.31178895439	1.38533610151
YGL013C	-0.602378099649	-0.311057866229	0.390343865815	0.0248744560376	0.544531373679	0.0521188952303	-0.504442360755	0.634993946943	0.680223312839	0.630391185927	0.796515327301	0.610534292401	-0.892382953296	-0.79997406009	-0.558553444983	-0.0895227831498	-0.414266604688	-0.191948483332
YGL073W	-2.91754817943	-1.97103840301	-1.58231041411	-1.97527488352	-1.22157870014	-1.82842089631	3.83632549971	3.56093317038	2.38688646806	2.61437860902	2.47116254412	3.65280309953	-1.40053019603	-2.17135517043	-1.40146689882	-0.540381513154	-1.04054234352	-0.472041792334
YGL131C	0.372802447721	0.760957403644	0.502036209675	-0.204761467124	0.143194957158	-0.134880783491	-0.394473192024	-0.163380172934	0.0441948748886	0.0824491679447	-6.11457309948e-05	-0.166946297506	0.0484340177038	0.15149337588	-0.333427626805	-0.197818235286	-0.593278198513	0.0834646648005
YGL162W	0.883984407554	0.977173012601	1.07802195104	0.296669257436	0.968346318327	0.445477080817	-1.64092820515	-1.79078306134	-1.80757971271	-1.05037544065	-1.38245521692	-1.88601172188	0.677013845668	0.828433484599	0.464433561075	1.30484763622	0.713430773515	0.920302029812
YGL237C	-0.735181267591	-0.697891884819	-0.395317653206	-1.06958896082	-0.967279572651	-0.960410049896	2.02056279349	1.77616486029	2.66032942193	0.400544600617	2.23246692745	1.21754512509	-1.06408937681	-0.81016218635	-0.980793978989	-0.504699937746	-1.02846694329	-1.09373191669
YHL009C	-0.329749032005	-0.36361731066	-0.300661575877	0.594865723499	-0.141996484149	0.368008180768	0.68163788944	0.773266538223	0.575983978889	0.575528229945	0.324129696332	0.888175730739	-0.392938336247	-0.416011923035	-0.470970249447	-1.16699695725	-0.525707557889	-0.672946541279
YHL020C	1.72903776614	1.30923257995	1.56148205364	1.81944960354	1.51621471554	1.81075970013	-2.66659398864	-3.85388443026	-3.51157547371	-2.45861481777	-2.93190652313	-2.61825834747	1.77883070659	1.15827858075	1.53878844442	1.15114090046	1.49349690714	1.17412162268
YHL027W	0.751063343849	-0.0781601442361	0.416188571109	-0.138528406521	0.10136541557	0.136189391643	-0.842060468138	-0.278954181542	-0.308625454337	-3.08993835348	-0.426636023316	-2.34995557164	1.06466680908	1.5044052162	1.09914617899	0.40942573394	0.90916025093	1.1212476919
YHR084W	0.872534967763	0.786866378999	1.06208853483	1.30272825038	1.45313536882	1.0279266569	-1.90543005355	-1.45085816615	-1.14203855224	-2.02305160621	-1.11983551838	-1.96864999834	0.531985585763	0.305625034633	0.416877358788	0.630651282504	0.740931389164	0.47851308633
YHR178W	2.06143435695	1.91554602074	1.85563023228	2.17248475792	1.80002959203	2.16181118589	-3.75373241524	-4.01231538105	-3.66058356039	-3.68532888768	-3.91788593117	-3.54935430877	2.1225936715	1.94642143338	1.82775628928	1.30705521337	1.77212592583	1.63631180513
YHR206W	-0.596405018188	-0.90967775196	0.319060546206	0.0138262115652	0.714849048939	0.148528932814	-0.695837274132	0.712055951397	0.557730761365	-1.10333881581	0.418924837892	-1.02171780892	0.091977895275	-0.103783187852	0.118741657133	0.153541788357	0.611329903484	0.570192322436
YIL101C	0.746185034079	0.507006508834	0.636061537826	0.863006523874	1.0038950628	1.11492923264	-1.27926111637	-1.48776064549	-1.49632513598	-1.21273103491	-1.39319682539	-1.04493395317	0.764357061637	0.169280496901	0.503694160538	0.219378890113	0.733153877779	0.653260324269
YIL131C	0.467493223976	0.0927565978536	0.850054311618	1.25567156001	1.38458561442	1.41316074382	-2.02459423345	-2.18536402809	-1.40396978672	-2.29346295908	-1.44269402593	-2.18849012976	1.38432525616	0.437327737986	1.46658722578	0.335050020116	1.30206061798	1.14950225333
