Metabolites,ion,Transcription-factors,feature,coef,coef (abs),cor,pval,fdr
Xanthosine,283.0700,GCN4,YEL009C,-0.000356315298502,0.000356315298502,-0.548793902066,0.018347020288,0.0367951260873
Inosine,267.0700,CBF1,YJR060W,-0.000329021822449,0.000329021822449,-0.105635473682,0.676554758678,0.726805505633
L-Glutamine,145.0600,STP1,YDR463W,-0.000327954700078,0.000327954700078,-0.860476145883,4.61762583001e-06,5.54115099601e-05
Inosine,267.0700,ARR1,YPR199C,-0.00031722389904,0.00031722389904,-0.0219022273539,0.93125819746,0.943790210326
4-Aminobutanoate,102.0600,SIP4,YJL089W,-0.000317126251488,0.000317126251488,-0.3342306492,0.175229885875,0.248992889233
Nicotinate,122.0200,PHO4,YFR034C,-0.000313049397469,0.000313049397469,-0.0321741820385,0.89914955936,0.919785778755
Nicotinate,122.0200,GZF3,YJL110C,0.000309998775073,0.000309998775073,0.331794312362,0.17859206024,0.252829253765
O-Acetylcarnitine,202.1100,OPI1,YHL020C,-0.000309349069984,0.000309349069984,0.209412138884,0.404290573685,0.481182895329
NAD,662.1000,YHP1,YDR451C,-0.000305056960254,0.000305056960254,-0.786524952611,0.000108231370249,0.000637135613542
"But-1-ene-1,2,4-tricarboxylate",187.0200,UME6,YDR207C,-0.000299519870446,0.000299519870446,-0.736142181789,0.000495649827215,0.00200092277752
Xanthosine,283.0700,PUT3,YKL015W,-0.000299455452673,0.000299455452673,-0.382929403359,0.116769696447,0.177965817893
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,RLM1,YPL089C,-0.00029700422983,0.00029700422983,0.539133703056,0.0209519463734,0.0410763472886
Deoxycytidine,226.0800,DAL82,YNL314W,-0.000291553391853,0.000291553391853,-0.232081039901,0.354088003343,0.433237086444
Fumarate,115.0000,PHD1,YKL043W,-0.000278508407315,0.000278508407315,-0.264032177227,0.289733024367,0.372660144416
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,SPT2,YER161C,-0.000270706466854,0.000270706466854,-0.765386061199,0.000214284737146,0.00106121965063
Pyruvate,87.0100,GZF3,YJL110C,0.000250633263762,0.000250633263762,0.321063527482,0.193914787286,0.268044237616
Hypoxanthine,135.0300,ADR1,YDR216W,0.000236534662512,0.000236534662512,0.00739162925485,0.976777797345,0.981270795493
gamma-Amino-gamma-cyanobutanoate,127.0500,CAD1,YDR423C,0.000235975265632,0.000235975265632,-0.483628048888,0.0420082369975,0.0741082306967
NAD,662.1000,STE12,YHR084W,-0.000232656024582,0.000232656024582,-0.852574085423,6.99007092959e-06,7.67151503027e-05
Pyruvate,87.0100,PUT3,YKL015W,0.000217317927527,0.000217317927527,0.396794135748,0.103029431883,0.160268005151
Nicotinate,122.0200,NRG1,YDR043C,0.000215846680597,0.000215846680597,0.26282328095,0.292029003756,0.375238881773
Pyruvate,87.0100,STB4,YMR019W,-0.000215588449377,0.000215588449377,0.553447713384,0.01718694433,0.0348850245509
Xanthosine,283.0700,TYE7,YOR344C,0.000212954054976,0.000212954054976,0.555466355678,0.016702144329,0.0340911058079
Deoxycytidine,226.0800,SUT1,YGL162W,-0.000209671514806,0.000209671514806,-0.592827847069,0.00951835140236,0.022185783845
"But-1-ene-1,2,4-tricarboxylate",187.0200,AZF1,YOR113W,-0.000194357262729,0.000194357262729,-0.722124678108,0.000714081827172,0.002634382957
"But-1-ene-1,2,4-tricarboxylate",187.0200,GAT1,YFL021W,-0.000192968646254,0.000192968646254,-0.445780089874,0.0637218734749,0.106479396839
L-Glutamine,145.0600,GLN3,YER040W,-0.000178061710276,0.000178061710276,-0.87129854766,2.50823054881e-06,3.58037615596e-05
Pyruvate,87.0100,YAP5,YIR018W,-0.000173892784521,0.000173892784521,-0.532648622717,0.022857640632,0.0444533278186
Inosine,267.0700,TYE7,YOR344C,-0.000169667340387,0.000169667340387,0.120765999399,0.633122273403,0.687929873191
Fumarate,115.0000,SKO1,YNL167C,0.000147584636087,0.000147584636087,0.560441218777,0.0155534731369,0.0322384371453
Nicotinate,122.0200,GCN4,YEL009C,0.000146463301073,0.000146463301073,0.274455018931,0.270394373643,0.353829426025
L-Proline,114.0600,RPH1,YER169W,0.000144774700583,0.000144774700583,0.790639203772,9.39333293874e-05,0.000571449558168
4-Aminobutanoate,102.0600,SWI4,YER111C,0.000141806220018,0.000141806220018,0.240945120426,0.335473630443,0.417003078479
Pyruvate,87.0100,GAT1,YFL021W,0.000133110665428,0.000133110665428,0.548874378554,0.0183264483307,0.0367951260873
L-Citrulline,174.0900,YOX1,YML027W,0.000133107590626,0.000133107590626,-0.526574965485,0.0247630143921,0.0475240979194
Inosine,267.0700,RDS1,YCR106W,0.000105865152388,0.000105865152388,0.113309823348,0.65439350527,0.707522482926
Nicotinate,122.0200,YHP1,YDR451C,-0.000104312769428,0.000104312769428,0.0174610379939,0.945174859075,0.95656250798
NAD,662.1000,MBP1,YDL056W,-0.000100484476498,0.000100484476498,-0.865325769713,3.53547393408e-06,4.41227146973e-05
NAD,662.1000,DAL82,YNL314W,9.59304494866e-05,9.59304494866e-05,-0.631051569879,0.00497966223368,0.0134100891718
O-Acetylcarnitine,202.1100,XBP1,YIL101C,-8.6417187554e-05,8.6417187554e-05,0.196877307492,0.433612890888,0.508052872156
Fumarate,115.0000,SWI4,YER111C,8.50607098027e-05,8.50607098027e-05,0.49643954348,0.0361179866188,0.0653287334178
NAD,662.1000,TEC1,YBR083W,-8.47641810457e-05,8.47641810457e-05,-0.898418062892,4.12745634919e-07,1.25199509259e-05
Pyruvate,87.0100,YHP1,YDR451C,-8.02940505754e-05,8.02940505754e-05,0.382838345226,0.116864016838,0.177985364557
Pyruvate,87.0100,SMP1,YBR182C,-7.84367484022e-05,7.84367484022e-05,-0.336220766873,0.172515320821,0.24642265321
"But-1-ene-1,2,4-tricarboxylate",187.0200,RFX1,YLR176C,-7.81842273614e-05,7.81842273614e-05,-0.804055228367,5.78733513014e-05,0.000393755137827
N-Acetyl-L-glutamyl 5-phosphate,268.0200,HAP5,YOR358W,-7.74666337848e-05,7.74666337848e-05,-0.830023751027,2.02498870816e-05,0.00017252589255
O-Phospho-L-serine,184.0000,GCR1,YPL075W,-7.71188329942e-05,7.71188329942e-05,-0.51869835687,0.0274160993657,0.0514847472181
NAD,662.1000,PHD1,YKL043W,7.66786376457e-05,7.66786376457e-05,0.717188886285,0.00080797855552,0.00292452941154
Fumarate,115.0000,HAP3,YBL021C,-7.07865763718e-05,7.07865763718e-05,0.458838358957,0.0554542792163,0.0940311691059
L-Saccharopine,275.1200,SWI5,YDR146C,6.49365272582e-05,6.49365272582e-05,-0.496195395712,0.0362239451323,0.0653287334178
N-Acetyl-L-glutamyl 5-phosphate,268.0200,YOX1,YML027W,6.18568725628e-05,6.18568725628e-05,-0.621594727174,0.00588986354744,0.0152410687057
Deoxycytidine,226.0800,AZF1,YOR113W,-6.01112071901e-05,6.01112071901e-05,-0.629542378695,0.00511668968046,0.0137114727143
N-Acetyl-L-glutamyl 5-phosphate,268.0200,ACE2,YLR131C,-5.6621804021e-05,5.6621804021e-05,-0.760850964409,0.000245884933146,0.00116741889998
O-Acetylcarnitine,202.1100,RAP1,YNL216W,5.28693535182e-05,5.28693535182e-05,-0.155271908059,0.538409893685,0.60488025093
Ornithine,131.0800,MET31,YPL038W,-4.9843963513e-05,4.9843963513e-05,0.552669140442,0.0173768721956,0.0351073902638
Deoxycytidine,226.0800,PHO2,YDL106C,-4.29094490914e-05,4.29094490914e-05,-0.479365238655,0.0441221933538,0.0772256823613
Fumarate,115.0000,STB4,YMR019W,-3.99097992359e-05,3.99097992359e-05,0.475599324679,0.0460562266873,0.0798307929246
Ornithine,131.0800,CRZ1,YNL027W,3.88932758597e-05,3.88932758597e-05,-0.149180011299,0.554653731169,0.61899016294
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,GCN4,YEL009C,-3.7323862593e-05,3.7323862593e-05,-0.778113899689,0.000143268867608,0.000776424830906
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,RPH1,YER169W,-3.66115845186e-05,3.66115845186e-05,-0.880144140693,1.46071112735e-06,2.59534016185e-05
Hypoxanthine,135.0300,ECM22,YLR228C,-3.20343659711e-05,3.20343659711e-05,-0.191770756939,0.445868098336,0.518517532889
O-Acetylcarnitine,202.1100,SOK2,YMR016C,-3.16934758978e-05,3.16934758978e-05,0.215946039209,0.389442505887,0.467331007064
O-Acetylcarnitine,202.1100,SKO1,YNL167C,-2.79650034784e-05,2.79650034784e-05,0.223617826681,0.372397528402,0.450341197138
Xanthosine 5-phosphate,363.0300,MOT3,YMR070W,-2.26605216369e-05,2.26605216369e-05,0.31800382683,0.198438430104,0.273604502113
Nicotinate,122.0200,YOX1,YML027W,2.05701966434e-05,2.05701966434e-05,0.194404320538,0.439525713976,0.512848645424
NAD,662.1000,PHO2,YDL106C,-1.60276511761e-05,1.60276511761e-05,-0.797276081977,7.42476404094e-05,0.000476931901924
L-Citrulline,174.0900,RPN4,YDL020C,1.24532192577e-05,1.24532192577e-05,-0.652179168224,0.0033547359738,0.00970429585003
Deoxycytidine,226.0800,UGA3,YDL170W,1.14716751963e-05,1.14716751963e-05,-0.386275632335,0.113340884359,0.173709818554
4-Aminobutanoate,102.0600,MOT3,YMR070W,1.13295946353e-05,1.13295946353e-05,0.172289182071,0.494212397948,0.564518764183
Nicotinate,122.0200,STE12,YHR084W,-1.08188966353e-05,1.08188966353e-05,0.0245125128264,0.923087349566,0.938898968909
Nicotinate,122.0200,GAL4,YPL248C,-1.01680924149e-05,1.01680924149e-05,0.0137199819623,0.9569095122,0.964944701655
Fumarate,115.0000,YAP3,YHL009C,-7.82809623978e-06,7.82809623978e-06,-0.383002269312,0.116694258843,0.177965817893
O-Acetylcarnitine,202.1100,MSN2,YMR037C,-6.29032860504e-06,6.29032860504e-06,0.215946039209,0.389442505887,0.467331007064
O-Acetylcarnitine,202.1100,FKH2,YNL068C,4.49875520107e-06,4.49875520107e-06,-0.185155351887,0.462005235652,0.534155338625
Deoxycytidine,226.0800,TYE7,YOR344C,7.66110344832e-09,7.66110344832e-09,0.556067575805,0.016559865441,0.0338484074772
L-Saccharopine,275.1200,CAD1,YDR423C,0.0,0.0,-0.311300481802,0.208590803061,0.284904511499
Xanthosine,283.0700,YOX1,YML027W,0.0,0.0,-0.458083554993,0.0559089795123,0.0945818832338
L-Saccharopine,275.1200,YHP1,YDR451C,0.0,0.0,-0.614582792033,0.0066483351323,0.0167653170813
N-Acetyl-L-glutamyl 5-phosphate,268.0200,MET31,YPL038W,0.0,0.0,0.686190834324,0.0016639648944,0.00545660559966
Xanthosine,283.0700,SOK2,YMR016C,0.0,0.0,-0.653149907232,0.00329209460926,0.00953572231646
N-Acetyl-L-glutamyl 5-phosphate,268.0200,GCR1,YPL075W,0.0,0.0,0.852167352078,7.13623344172e-06,7.79276691836e-05
Fumarate,115.0000,GLN3,YER040W,0.0,0.0,0.571054327124,0.0133121563134,0.0285596752343
N-Acetyl-L-glutamyl 5-phosphate,268.0200,TYE7,YOR344C,0.0,0.0,0.695220148272,0.00136033305424,0.00457776177267
N-Acetyl-L-glutamyl 5-phosphate,268.0200,INO4,YOL108C,0.0,0.0,-0.842700770346,1.13626729396e-05,0.000108842446053
Fumarate,115.0000,RPH1,YER169W,0.0,0.0,0.564258187992,0.0147153648187,0.0308429527486
Fumarate,115.0000,OPI1,YHL020C,0.0,0.0,0.589201550691,0.0100811888645,0.0231761226106
N-Acetyl-L-glutamyl 5-phosphate,268.0200,YAP7,YOL028C,0.0,0.0,-0.494790669199,0.036838234842,0.0663270444311
Fumarate,115.0000,GCN4,YEL009C,0.0,0.0,0.467716524031,0.0503122392594,0.0862495530161
Xanthosine,283.0700,STB4,YMR019W,0.0,0.0,-0.761744936618,0.000239363051019,0.00114894264489
L-Saccharopine,275.1200,STP1,YDR463W,0.0,0.0,-0.762038298035,0.00023725491065,0.00114385148976
Fumarate,115.0000,MET31,YPL038W,0.0,0.0,-0.435488841746,0.0708585520761,0.116182490791
Fumarate,115.0000,STP1,YDR463W,0.0,0.0,0.553837718719,0.0170924238664,0.0347577781417
Xanthosine,283.0700,LEU3,YLR451W,0.0,0.0,0.302518570776,0.222396589476,0.301498542157
Nicotinate,122.0200,MBP1,YDL056W,0.0,0.0,0.11021169158,0.663308179416,0.714331885525
N-Acetyl-L-glutamyl 5-phosphate,268.0200,SKO1,YNL167C,0.0,0.0,-0.748091161168,0.000356604760464,0.00154835943708
Xanthosine,283.0700,SFP1,YLR403W,0.0,0.0,0.72460999767,0.000670368890732,0.00249843968832
Xanthosine,283.0700,HAP1,YLR256W,0.0,0.0,0.633806000656,0.00473727873812,0.012868428811
L-Saccharopine,275.1200,GLN3,YER040W,0.0,0.0,-0.787576798299,0.000104411279245,0.000621346686295
N-Acetyl-L-glutamyl 5-phosphate,268.0200,FKH2,YNL068C,0.0,0.0,0.846909562679,9.2751874359e-06,9.55519309434e-05
L-Saccharopine,275.1200,SUM1,YDR310C,0.0,0.0,-0.592591362647,0.00955426894608,0.0222338009988
Xanthosine,283.0700,MSN2,YMR037C,0.0,0.0,-0.653149907232,0.00329209460926,0.00953572231646
L-Saccharopine,275.1200,YAP6,YDR259C,0.0,0.0,0.708738774441,0.00099260514346,0.0034949667014
Xanthosine,283.0700,MAC1,YMR021C,0.0,0.0,-0.387990826574,0.111611376108,0.171179245379
Nicotinate,122.0200,PDR3,YBL005W,0.0,0.0,0.206571858174,0.410838959722,0.486370531586
L-Saccharopine,275.1200,SMP1,YBR182C,0.0,0.0,0.372754502224,0.12764597273,0.191468959095
L-Saccharopine,275.1200,THI2,YBR240C,0.0,0.0,-0.573198512363,0.0128922911518,0.0278228892051
Xanthosine,283.0700,INO4,YOL108C,0.0,0.0,-0.653149907232,0.00329209460926,0.00953572231646
Xanthosine,283.0700,CIN5,YOR028C,0.0,0.0,-0.677873401066,0.00199133561158,0.00626668152117
L-Saccharopine,275.1200,PDR3,YBL005W,0.0,0.0,-0.614074965214,0.00670619785238,0.0167653170813
Xanthosine,283.0700,AZF1,YOR113W,0.0,0.0,-0.63914126821,0.00429512203359,0.011934537559
Xanthosine,283.0700,RAP1,YNL216W,0.0,0.0,0.703198325439,0.00113175620335,0.00389161928782
Fumarate,115.0000,AFT2,YPL202C,0.0,0.0,0.489849173691,0.0390628996969,0.0693604658032
Xanthosine,283.0700,HAP5,YOR358W,0.0,0.0,-0.669635421834,0.00236628831372,0.00726996268191
Fumarate,115.0000,HSF1,YGL073W,0.0,0.0,-0.631173216974,0.0049687486835,0.0133972186725
N-Acetyl-L-glutamyl 5-phosphate,268.0200,AFT2,YPL202C,0.0,0.0,-0.729461316585,0.000591467166882,0.00227410782456
L-Saccharopine,275.1200,MBP1,YDL056W,0.0,0.0,-0.688170394095,0.00159300839494,0.00524755706567
L-Saccharopine,275.1200,PHO2,YDL106C,0.0,0.0,-0.584804566029,0.0107991243397,0.0242397611078
Xanthosine,283.0700,MET31,YPL038W,0.0,0.0,0.462967398945,0.0530159156713,0.0902468899659
L-Saccharopine,275.1200,UGA3,YDL170W,0.0,0.0,-0.605176733016,0.00778802747218,0.0189199688534
L-Saccharopine,275.1200,INO2,YDR123C,0.0,0.0,-0.763917060689,0.000224121528858,0.00109259245318
Xanthosine,283.0700,FKH2,YNL068C,0.0,0.0,0.653415505022,0.00327512383355,0.00953572231646
Fumarate,115.0000,SUT1,YGL162W,0.0,0.0,0.595348895452,0.00914214967292,0.0214693063287
Xanthosine,283.0700,GCR1,YPL075W,0.0,0.0,0.754571462571,0.000296057410783,0.00133869437919
Fumarate,115.0000,SPT2,YER161C,0.0,0.0,0.415133574769,0.0866893837151,0.137894839063
Nicotinate,122.0200,THI2,YBR240C,0.0,0.0,0.023993999669,0.924709867703,0.939333186541
Fumarate,115.0000,HAP2,YGL237C,0.0,0.0,-0.626813582275,0.00537223614046,0.0142045565748
Xanthosine,283.0700,AFT2,YPL202C,0.0,0.0,-0.489962837608,0.0390105993225,0.0693239616927
Fumarate,115.0000,GCR1,YPL075W,0.0,0.0,-0.737463123387,0.000478338159719,0.00194542000154
L-Saccharopine,275.1200,MET32,YDR253C,0.0,0.0,0.747520717109,0.000362399458097,0.00156419054641
L-Saccharopine,275.1200,REB1,YBR049C,0.0,0.0,0.58302243602,0.0111015160871,0.0246901335378
L-Saccharopine,275.1200,TEC1,YBR083W,0.0,0.0,-0.75613440552,0.000282828792461,0.00130591560832
Xanthosine,283.0700,YHP1,YDR451C,0.0,0.0,-0.408086139972,0.0927279257192,0.146222230881
L-Saccharopine,275.1200,SWI4,YER111C,0.0,0.0,-0.633990124338,0.00472142552693,0.012841336676
Fumarate,115.0000,YOX1,YML027W,0.0,0.0,0.304609845713,0.219056757877,0.297709993282
Fumarate,115.0000,RGT1,YKL038W,0.0,0.0,0.58654529335,0.0105101607626,0.0238857347612
L-Saccharopine,275.1200,AFT2,YPL202C,0.0,0.0,-0.667789845064,0.00245779847149,0.00751797179516
L-Saccharopine,275.1200,GCR1,YPL075W,0.0,0.0,0.686193627194,0.00166386297316,0.00545660559966
Fumarate,115.0000,SPT23,YKL020C,0.0,0.0,0.620891927856,0.00596255958214,0.0153927070064
L-Saccharopine,275.1200,MET31,YPL038W,0.0,0.0,0.657157551325,0.00304354559908,0.00895836063126
L-Saccharopine,275.1200,HAP5,YOR358W,0.0,0.0,-0.777567320721,0.000145843868121,0.000788423287071
L-Saccharopine,275.1200,TYE7,YOR344C,0.0,0.0,0.62343502822,0.00570290884273,0.0148985082686
Xanthosine,283.0700,OPI1,YHL020C,0.0,0.0,-0.725993456388,0.000647021179677,0.0024300370033
Fumarate,115.0000,SOK2,YMR016C,0.0,0.0,0.564258187992,0.0147153648187,0.0308429527486
L-Saccharopine,275.1200,CIN5,YOR028C,0.0,0.0,-0.763365785211,0.000227909980871,0.00110858663301
L-Saccharopine,275.1200,INO4,YOL108C,0.0,0.0,-0.763917060689,0.000224121528858,0.00109259245318
L-Saccharopine,275.1200,YAP7,YOL028C,0.0,0.0,-0.356529174096,0.14642779681,0.214629737069
Xanthosine,283.0700,RIM101,YHL027W,0.0,0.0,-0.38570491028,0.113920568475,0.17430016249
L-Saccharopine,275.1200,DAL82,YNL314W,0.0,0.0,-0.495340325216,0.0365969240499,0.0659469324464
Xanthosine,283.0700,STE12,YHR084W,0.0,0.0,-0.578342298587,0.0119279993788,0.0262079986351
L-Saccharopine,275.1200,RAP1,YNL216W,0.0,0.0,0.768714731626,0.000193335128726,0.000984251564424
L-Saccharopine,275.1200,SKO1,YNL167C,0.0,0.0,-0.643735879149,0.00394189666246,0.0110942040088
L-Saccharopine,275.1200,FKH2,YNL068C,0.0,0.0,0.743402426958,0.000406629418894,0.00172108265671
Xanthosine,283.0700,STB5,YHR178W,0.0,0.0,-0.680513980808,0.00188210253557,0.00601831908884
Xanthosine,283.0700,HSF1,YGL073W,0.0,0.0,0.688863300036,0.00156877161746,0.00517552449024
L-Saccharopine,275.1200,ARR1,YPR199C,0.0,0.0,-0.138450531098,0.58377689975,0.644574696185
L-Saccharopine,275.1200,MAC1,YMR021C,0.0,0.0,-0.494598757577,0.0369227752411,0.0664244984569
Xanthosine,283.0700,PDR3,YBL005W,0.0,0.0,-0.700169510758,0.00121444162216,0.00412786670814
Xanthosine,283.0700,STP1,YDR463W,0.0,0.0,-0.627094169348,0.00534549062994,0.0141509715585
Xanthosine,283.0700,SUM1,YDR310C,0.0,0.0,-0.433945447464,0.0719777877286,0.117704599922
Xanthosine,283.0700,YAP6,YDR259C,0.0,0.0,0.692457484684,0.00144789993322,0.00482780680023
Xanthosine,283.0700,MET32,YDR253C,0.0,0.0,0.540816532908,0.0204784376543,0.0404019040985
Fumarate,115.0000,ASH1,YKL185W,0.0,0.0,0.604212848597,0.00791320334147,0.0191389104073
Fumarate,115.0000,DAL80,YKR034W,0.0,0.0,0.198175697493,0.430525196157,0.505248268891
Xanthosine,283.0700,SWI5,YDR146C,0.0,0.0,-0.298137537867,0.229499361568,0.308873524564
Xanthosine,283.0700,NRG1,YDR043C,0.0,0.0,-0.584536053199,0.010844258678,0.024316079007
Xanthosine,283.0700,UGA3,YDL170W,0.0,0.0,-0.378037104112,0.121914019996,0.184135698252
Xanthosine,283.0700,GLN3,YER040W,0.0,0.0,-0.680147061515,0.00189697767217,0.00604684620939
Xanthosine,283.0700,PHO2,YDL106C,0.0,0.0,-0.447800355774,0.0623862083306,0.104567520333
Xanthosine,283.0700,SWI4,YER111C,0.0,0.0,-0.514803620781,0.0288070481418,0.0536343660825
Fumarate,115.0000,CHA4,YLR098C,0.0,0.0,0.503276970013,0.0332461360503,0.0609582312466
Xanthosine,283.0700,RDS1,YCR106W,0.0,0.0,-0.44428358808,0.0647249073929,0.107743290965
Fumarate,115.0000,ACE2,YLR131C,0.0,0.0,0.455893772416,0.0572439707228,0.0966157898443
Fumarate,115.0000,RFX1,YLR176C,0.0,0.0,0.637520258102,0.00442574049397,0.0122197436648
Fumarate,115.0000,SFP1,YLR403W,0.0,0.0,-0.639929760797,0.00423273399409,0.0118062465429
Xanthosine,283.0700,RPH1,YER169W,0.0,0.0,-0.653149907232,0.00329209460926,0.00953572231646
Xanthosine,283.0700,PHO4,YFR034C,0.0,0.0,-0.342962246332,0.163531183011,0.235588458902
L-Saccharopine,275.1200,MSN2,YMR037C,0.0,0.0,-0.763917060689,0.000224121528858,0.00109259245318
Fumarate,115.0000,MAC1,YMR021C,0.0,0.0,0.539798592888,0.0207638454934,0.0408174964515
Xanthosine,283.0700,RFX1,YLR176C,0.0,0.0,-0.740653061774,0.000438611439175,0.00182115472083
L-Saccharopine,275.1200,PUT3,YKL015W,0.0,0.0,-0.0562934658213,0.824421324885,0.858215526001
L-Saccharopine,275.1200,ZAP1,YJL056C,0.0,0.0,-0.817521438467,3.42621453081e-05,0.000262556229308
Fumarate,115.0000,RAP1,YNL216W,0.0,0.0,-0.629689980163,0.00510315429318,0.0136920011994
L-Saccharopine,275.1200,FKH1,YIL131C,0.0,0.0,-0.748796267595,0.000349549952931,0.0015268341944
L-Saccharopine,275.1200,XBP1,YIL101C,0.0,0.0,-0.70849785145,0.000998344303625,0.00350544044874
Xanthosine,283.0700,ABF1,YKL112W,0.0,0.0,0.558117881497,0.0160818576011,0.0330722947278
L-Saccharopine,275.1200,STB5,YHR178W,0.0,0.0,-0.773890551551,0.000164204248751,0.000864149588609
Fumarate,115.0000,STB5,YHR178W,0.0,0.0,0.581915324913,0.0112927568336,0.0250389654056
Fumarate,115.0000,STE12,YHR084W,0.0,0.0,0.663256225657,0.00269502403243,0.00811852756804
L-Saccharopine,275.1200,STE12,YHR084W,0.0,0.0,-0.611976203346,0.00694967457925,0.0172087180058
L-Saccharopine,275.1200,RIM101,YHL027W,0.0,0.0,-0.56564860409,0.014419136171,0.0304853759898
Fumarate,115.0000,INO4,YOL108C,0.0,0.0,0.564258187992,0.0147153648187,0.0308429527486
Fumarate,115.0000,CIN5,YOR028C,0.0,0.0,0.65203974333,0.00336381269673,0.00971768112388
Fumarate,115.0000,AZF1,YOR113W,0.0,0.0,0.546503718342,0.0189401284055,0.0377764752856
L-Saccharopine,275.1200,HSF1,YGL073W,0.0,0.0,0.734180921491,0.000522320151521,0.00206657103428
L-Saccharopine,275.1200,PHO4,YFR034C,0.0,0.0,-0.583078165068,0.0110919584863,0.0246901335378
Xanthosine,283.0700,CHA4,YLR098C,0.0,0.0,-0.426848258572,0.0772931701007,0.12495061695
Xanthosine,283.0700,ACE2,YLR131C,0.0,0.0,-0.532119340489,0.0230189669288,0.0446478008637
L-Saccharopine,275.1200,RPH1,YER169W,0.0,0.0,-0.763917060689,0.000224121528858,0.00109259245318
Fumarate,115.0000,HAP5,YOR358W,0.0,0.0,0.553169093146,0.0172547224782,0.0349576195662
L-Saccharopine,275.1200,SIP4,YJL089W,0.0,0.0,0.744415824043,0.00039534622625,0.00167983688352
L-Saccharopine,275.1200,SPT23,YKL020C,0.0,0.0,-0.644874805994,0.00385811724772,0.0108864703734
L-Saccharopine,275.1200,SOK2,YMR016C,0.0,0.0,-0.763917060689,0.000224121528858,0.00109259245318
L-Saccharopine,275.1200,RGT1,YKL038W,0.0,0.0,-0.785235972925,0.000113073603223,0.000656789227229
L-Saccharopine,275.1200,YOX1,YML027W,0.0,0.0,-0.702053935712,0.0011624290617,0.00397859688468
Fumarate,115.0000,MSN2,YMR037C,0.0,0.0,0.564258187992,0.0147153648187,0.0308429527486
Fumarate,115.0000,GZF3,YJL110C,0.0,0.0,-0.0207290015478,0.934932866893,0.947074852177
Xanthosine,283.0700,FKH1,YIL131C,0.0,0.0,-0.662481824445,0.00273736724468,0.00821210173404
L-Saccharopine,275.1200,SFP1,YLR403W,0.0,0.0,0.773326529127,0.000167186491802,0.000875624216057
Xanthosine,283.0700,ZAP1,YJL056C,0.0,0.0,-0.728857638333,0.000600839926183,0.00229813379822
L-Saccharopine,275.1200,RFX1,YLR176C,0.0,0.0,-0.778462881362,0.000141644976223,0.000773381570179
Xanthosine,283.0700,SIP4,YJL089W,0.0,0.0,0.585202801471,0.0107324620155,0.0241181635679
L-Saccharopine,275.1200,ACE2,YLR131C,0.0,0.0,-0.663491307305,0.00268227720296,0.00810248051351
L-Saccharopine,275.1200,CHA4,YLR098C,0.0,0.0,-0.602830679865,0.00809552724595,0.0194949239551
Xanthosine,283.0700,GZF3,YJL110C,0.0,0.0,-0.237111843948,0.343452392408,0.424504824573
Fumarate,115.0000,ZAP1,YJL056C,0.0,0.0,0.58890869142,0.0101277834551,0.0232357521202
Xanthosine,283.0700,SPT23,YKL020C,0.0,0.0,-0.58073182636,0.0115000971911,0.025421267475
Xanthosine,283.0700,RGT1,YKL038W,0.0,0.0,-0.68592981572,0.00167351318372,0.00547968934521
L-Saccharopine,275.1200,BAS1,YKR099W,0.0,0.0,0.630411288863,0.00503742712054,0.0135489419104
Xanthosine,283.0700,MSN4,YKL062W,0.0,0.0,-0.625803734606,0.00546939656428,0.0144091219498
Fumarate,115.0000,FKH1,YIL131C,0.0,0.0,0.542863987655,0.0199137178209,0.0393945287326
L-Saccharopine,275.1200,MSN4,YKL062W,0.0,0.0,-0.660020642009,0.00287558899198,0.00854460729045
Fumarate,115.0000,FKH2,YNL068C,0.0,0.0,-0.596388530387,0.0089905356802,0.0212357844021
Fumarate,115.0000,HAP1,YLR256W,0.0,0.0,-0.594786199722,0.00922506304009,0.0216135053043
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,312.0600,AFT2,YPL202C,0.0,0.0,-0.767509571385,0.000200710647858,0.00101002777632
Fumarate,115.0000,SUM1,YDR310C,0.0,0.0,0.479912519414,0.043846356013,0.076904847758
4-Aminobutanoate,102.0600,PDR1,YGL013C,0.0,0.0,-0.151222223984,0.549184221776,0.614771061178
NAD,662.1000,SIP4,YJL089W,0.0,0.0,0.853288803355,6.73944715568e-06,7.43381443838e-05
NAD,662.1000,FKH1,YIL131C,0.0,0.0,-0.885146150724,1.05573083639e-06,2.30571614667e-05
4-Aminobutanoate,102.0600,HSF1,YGL073W,0.0,0.0,-0.188393617136,0.454069561297,0.526653171467
NAD,662.1000,STB5,YHR178W,0.0,0.0,-0.915240818113,1.02394102371e-07,5.18416613685e-06
NAD,662.1000,RIM101,YHL027W,0.0,0.0,-0.684500964153,0.00172658909393,0.00561977731913
4-Aminobutanoate,102.0600,SUT1,YGL162W,0.0,0.0,0.190920690556,0.447925296943,0.520079132655
4-Aminobutanoate,102.0600,HAP2,YGL237C,0.0,0.0,-0.175595486296,0.48583402796,0.555820595634
4-Aminobutanoate,102.0600,YAP3,YHL009C,0.0,0.0,-0.187672262082,0.455831277119,0.528135548662
