	YBL016W	YBL088C	YBR028C	YBR097W	YBR125C	YBR274W	YCR008W	YCR091W	YDL006W	YDL047W	YDL101C	YDR075W	YDR477W	YFL033C	YFR014C	YGR123C	YHR030C	YHR082C	YIL035C	YIR026C	YJL095W	YJL128C	YJR059W	YKL048C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YLL010C	YLR113W	YLR362W	YML016C	YMR139W	YMR216C	YNL032W	YNL099C	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOR061W	YPL031C	YPL140C
YBL005W	-1.99658606853	-2.17902315149	-1.25305103381	-1.32230988239	-1.34679786701	-0.3050864401	-3.19995770832	-2.49862876788	0.386475686577	-0.924374500637	1.53316951196	-2.92460953053	-0.826493724184	-0.582241684295	-0.448164611416	-0.188816039747	-1.48609924681	0.715713259496	-1.44390653664	-1.85324795508	0.401532646168	-0.29537961961	-2.51769201729	-0.745109113411	-1.02218461543	-1.14804490702	-2.44157475322	-0.512903369816	1.87743257674	1.31613830796	-0.870728720378	0.575899811295	0.601113781669	-1.885149435	-1.67901277522	-1.23142795992	-1.37633453589	-2.53121003934	-1.0804790252	-1.72791908112	-2.03214706023	-0.124816302722	-0.21986567817	-1.52429321442	-1.20576330971
YBL021C	-0.184448333397	0.272400399159	-0.176543458967	0.413628623295	-0.226996090361	-0.0311177099869	-0.586313066519	-0.224611956467	0.288643881665	1.08954455032	0.27997386483	-0.846578183996	-0.0491515582934	-0.17080665717	0.0441232129134	0.0277368994392	-0.826186006389	0.463324178433	0.854244707967	0.566363842789	-0.609295452307	0.148371288745	0.0555629336294	0.575891177386	0.314638039563	0.534117204626	0.00545399054522	0.103089102967	-0.303567700799	-0.464322735921	0.223931865115	0.0994784348459	0.214463958295	-0.30295015221	0.518541292889	-0.303648385889	-0.315774645079	0.107437037836	0.417751813183	-0.145223421471	0.881920742064	0.0807559227245	0.281532048459	-0.162717501657	-0.366531171285
YBL103C	-0.691679245001	-0.667290227801	0.065449356972	0.0740241881616	-0.0849886439271	-0.251316011824	1.0293743102	0.290711342984	-0.0343086555338	-0.708376629775	-0.0575022553769	0.0260691500702	0.4251001353	0.484359597641	0.036542841718	-0.143251360476	0.45125991429	0.353299593011	-1.63665432268	-0.0670529921053	0.383487707944	-0.303655499868	-0.0626335770356	-0.503001734481	-0.133189316673	-0.386830364558	0.283144124882	-0.249102895822	0.435805661559	0.376981362324	-0.760711744342	0.496888574132	0.161655709559	-0.00182045999512	0.633266485444	-0.404759769566	-0.116653054399	-0.394135169291	0.395203384898	0.0912261188527	-0.851460320922	0.0965891807912	-0.792398138161	-0.0918066617615	0.531893247894
YBR049C	0.128085152203	0.0662708899696	0.154058666125	0.0734042675962	-0.102225259335	0.0686569649425	0.140788165414	0.207483888412	-0.0456144500547	-0.149308506209	-0.111308718793	0.0942179054375	-0.027966179308	0.0871795954006	0.00933198787482	-0.0749059798531	-0.0631648996907	-0.0482576502199	0.0220081035049	0.101762922602	0.0140399926282	0.0231147437862	0.0524408714943	0.0593946674043	0.0858201845608	-0.0373302814492	0.170270064166	-0.188585357796	-0.0679976845031	0.0677077243049	0.037713203756	0.121747907651	-0.173885158793	0.0818297684078	-0.0457213423002	0.0106406168711	0.0829580983239	0.146694919156	0.163961168641	0.0564061794585	-0.155694658143	0.139089193629	-0.124981517581	0.0379936756653	0.142235705536
YBR083W	0.733028958549	-0.277338080472	0.153787522996	0.236369854739	0.640714920711	-0.079615109697	0.614851161989	-0.147111990179	0.277266127543	-0.0342215043779	0.122442096222	0.198709406267	-0.00213418198731	-0.0718948519967	0.198588382125	-0.00955810953915	-0.0615671356352	0.338054515198	0.221709947638	-0.204027765274	-0.0322418941794	0.110886219422	0.375530657279	0.230204340443	0.429813573148	0.470958765804	0.0197458865529	0.0480246582377	0.055922627146	0.179825771199	-0.00405225257028	-0.558311403029	-0.234214132407	0.405817576212	0.389665781688	-0.203214184308	-0.098414678549	0.287653653925	0.315454950101	0.230183335764	-0.411383148854	0.194492776914	0.196995796073	0.308031988507	0.126366710298
YBR182C	-2.73022369895	0.356641592631	-3.57457199708	-0.0557809952427	-0.529318017964	-0.868879333433	-3.88515107581	-0.722468786755	1.38872825567	0.686334319481	0.35246079106	-1.6228599674	-2.16713367995	-1.93240257055	-0.265228069376	-1.13977438377	-3.06653604505	-1.86893620087	-0.491716079034	-0.0450737874682	-2.07470879091	-1.00536693453	-0.930036435632	1.22974506829	0.419924890199	-0.087167829608	-0.459214220291	2.36273710422	-1.2810435569	-1.67321441578	-0.667247364364	1.35853550431	2.06569464012	-0.824871475368	0.54696870026	0.445681146704	-1.83765383387	-0.506920851901	-2.26939607764	-0.774287406793	0.000228548696385	0.0820893824278	-1.9529657657	1.44659411874	-0.46904700088
YBR240C	0.593945679246	0.454045483115	-0.479805238102	0.581927741907	0.115930712712	-0.0215529601715	0.0701724987356	0.309511663887	0.347013776165	0.419153636319	-0.113010067418	-0.597866170136	0.539790726134	0.126690373324	0.349342091775	0.12917323601	-0.356975677106	-0.577602291102	0.446570360304	0.087208174958	-0.719680870256	-0.18407234996	-0.100252313388	0.169602506871	0.166487792742	0.0422852008938	0.353904212287	0.242129922931	-0.119445196115	-0.319440810879	-0.26431403615	0.443315819511	0.472033154674	0.284731756952	-0.532616584782	-0.499805692373	-0.180916324862	0.297936916062	-0.701152867188	-0.264906132745	0.293434086007	-0.0500596581365	0.482400569404	-0.797503740648	-0.879874956304
YCR106W	-0.750549824161	0.817386411676	-1.69299914072	1.09752952254	-0.981557966028	-0.463786513276	-0.405134804048	-2.48794990652	-0.826991699174	-2.8270495617	0.0570976866314	-2.69193805904	0.205253248945	-3.46708800243	-0.402093337419	0.273938002252	-0.632333706155	-0.889843079349	-1.73937529803	-1.83514291183	0.12929775006	0.249925141357	1.91995813857	0.77700198059	0.944563285316	-2.16314429186	-0.399393072452	1.77012969733	-0.875993122526	0.415761434782	0.548733142294	0.704986983092	-0.799297244845	-1.13308639396	0.845937461449	0.225798462019	0.620654185981	0.528116372556	1.59894664284	-0.464889140045	0.881867725309	-9.18860078849	1.93582562957	-4.31827007439	-0.590932845023
YDL020C	-0.0595593743745	0.216930190291	-0.453474842015	0.0221368231846	0.0828791762509	-0.40520298505	0.142260900903	0.0833473496176	0.138181362993	0.0461843100867	0.254469703872	0.0196518402103	0.437036986966	0.191944194867	0.251912535604	0.0379565359642	0.233121421818	0.29497297971	-0.192457274109	0.0756295530894	0.100594056496	0.259401462535	0.182541838836	0.130393363852	-0.11792556225	0.0246562911125	0.155826032757	-0.0544527380697	0.273825233961	0.0154111899056	0.171426236737	0.302393055087	0.162269024909	-0.101120307373	0.316822373605	-0.172192377079	0.10464692448	-0.424703347449	0.825346855839	0.00833802611868	0.0065134620774	0.181739156528	-0.00863632665933	-0.17551003397	-1.4107254413
YDL056W	0.247262160531	0.113170312877	-0.184817720966	-0.03958420147	0.0508889128353	-0.420970145446	-0.270175870403	-0.23566386797	-0.241000204819	0.0908984544245	0.45947272177	0.046604498573	0.399160170208	-0.064299932256	-0.0732576261154	-0.122085093834	-0.285185621314	-0.241006292928	0.102852359882	0.0201142287437	-0.545721912152	-0.157959486541	0.102621862896	0.18748961173	0.260153805247	0.345271868735	-0.0195546225932	0.202698388391	-0.310895644023	-0.521509808524	-0.137542572477	-0.452584674377	0.119531589932	-0.238679488396	0.124886093914	0.102349026943	0.117965377954	0.516080454817	-0.196494837756	-0.0718834252635	-0.311657343572	-0.468151841835	0.12567127768	-0.0111852345761	-0.203327297166
