coef,coef_binary,feature,ion,random,type,zscore,zscore_abs
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.003827801,0.003827801
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.039974642,0.039974642
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.078129892,0.078129892
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.094284136,0.094284136
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.028861216,0.028861216
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.091329825,0.091329825
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.039541139,0.039541139
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.069848291,0.069848291
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.023404571,0.023404571
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.054565438,0.054565438
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.143840639,0.143840639
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.305255643,0.305255643
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.570395977,0.570395977
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.071237544,0.071237544
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.051806494,0.051806494
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.243393955,0.243393955
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.052073354,0.052073354
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.028581512,0.028581512
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.132696182,0.132696182
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.191262988,0.191262988
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.056196029,0.056196029
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.398127264,0.398127264
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.128062432,0.128062432
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.334854789,0.334854789
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.150069355,0.150069355
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,1.263242487,1.263242487
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.113786264,0.113786264
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.012724336,0.012724336
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.027657367,0.027657367
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.397369969,0.397369969
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.10361798,0.10361798
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.343461749,0.343461749
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.021691373,0.021691373
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.186423101,0.186423101
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.041123083,0.041123083
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.04063078,0.04063078
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.023050106,0.023050106
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.124368663,0.124368663
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.16853379,0.16853379
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-1.631773947,1.631773947
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.148321335,0.148321335
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.032447456,0.032447456
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.05330209,0.05330209
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.008152132,0.008152132
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.099837432,0.099837432
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.501241515,0.501241515
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.013304347,0.013304347
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.034695996,0.034695996
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.004693958,0.004693958
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.511309924,0.511309924
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.025723365,0.025723365
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.000111504,0.000111504
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.329206713,0.329206713
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.574833685,0.574833685
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.032498438,0.032498438
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.100180563,0.100180563
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.190648794,0.190648794
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.110741686,0.110741686
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.131718198,0.131718198
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.11697247,0.11697247
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.11904647,0.11904647
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.218861584,0.218861584
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,2.141688693,2.141688693
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.408198882,0.408198882
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.088103808,0.088103808
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.038640448,0.038640448
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.17843933,0.17843933
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.238451358,0.238451358
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.279243073,0.279243073
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.10823848,0.10823848
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.107226397,0.107226397
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.21104054,0.21104054
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.096036862,0.096036862
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.029409343,0.029409343
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.081612915,0.081612915
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,0.134953557,0.134953557
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.185732351,0.185732351
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-1.015334244,1.015334244
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.044431218,0.044431218
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.081371634,0.081371634
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.091130434,0.091130434
-0.028658572,Negative,YIL095W,114.06,Yes,Kinase/Phosphatase,-0.008984213,0.008984213
-0.026463855,Negative,YIL035C,154.06,No,Kinase/Phosphatase,0.703015437,0.703015437
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.011509503,0.011509503
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.112444509,0.112444509
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.683424164,0.683424164
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.654663422,0.654663422
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.015515732,0.015515732
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.091622344,0.091622344
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.089940054,0.089940054
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.074267682,0.074267682
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.033749588,0.033749588
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.033219512,0.033219512
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.141813039,0.141813039
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.130278824,0.130278824
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.015217502,0.015217502
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.293237308,0.293237308
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.080308733,0.080308733
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-1.129397824,1.129397824
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.028481935,0.028481935
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.049147232,0.049147232
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.060426406,0.060426406
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.049831535,0.049831535
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.115442517,0.115442517
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.226410887,0.226410887
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.284970488,0.284970488
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.010967149,0.010967149
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.297057962,0.297057962
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.152796878,0.152796878
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.029378721,0.029378721
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.072378758,0.072378758
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.147004733,0.147004733
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.055857353,0.055857353
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.281129208,0.281129208
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.037424686,0.037424686
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.475561424,0.475561424
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.108099386,0.108099386
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.123712508,0.123712508
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.285413577,0.285413577
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.035920123,0.035920123
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.120533392,0.120533392
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.008082669,0.008082669
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,1.125879033,1.125879033
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.13327971,0.13327971
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.014191741,0.014191741
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.290046612,0.290046612
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.039965838,0.039965838
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.006171105,0.006171105
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.218754104,0.218754104
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.032849417,0.032849417
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.057087388,0.057087388
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.419678917,0.419678917
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.142353163,0.142353163
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.004238667,0.004238667
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.412169558,0.412169558
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.098488765,0.098488765
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.073624763,0.073624763
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.023887565,0.023887565
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.253517391,0.253517391
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.098469529,0.098469529
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.127506878,0.127506878
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.074234334,0.074234334
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.072522916,0.072522916
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.154474356,0.154474356
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.091303893,0.091303893
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.182952198,0.182952198
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.092926742,0.092926742
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.011222919,0.011222919
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.101521489,0.101521489
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.107743512,0.107743512
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.12832741,0.12832741
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.149622732,0.149622732
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.031180854,0.031180854
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.149809368,0.149809368
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.208971601,0.208971601
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.143413694,0.143413694
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.025900699,0.025900699
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.638705068,0.638705068
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.127734908,0.127734908
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.046957034,0.046957034
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.02856304,0.02856304
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.249845081,0.249845081
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.1691429,0.1691429
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.243999608,0.243999608
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.023564702,0.023564702
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.076854064,0.076854064
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.000627171,0.000627171
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.152145131,0.152145131
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.227810936,0.227810936
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.178396868,0.178396868
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.011749947,0.011749947
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.029476568,0.029476568
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.270101285,0.270101285
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.817863729,0.817863729
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.09549629,0.09549629
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.079174054,0.079174054
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.108056986,0.108056986
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.21389501,0.21389501
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.098887928,0.098887928
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.015823625,0.015823625
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.042732549,0.042732549
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,0.294042057,0.294042057
-0.026463855,Negative,YIL035C,154.06,Yes,Kinase/Phosphatase,-0.016785895,0.016785895
-0.023660879,Negative,YJL164C,147.03,No,Kinase/Phosphatase,-0.136860757,0.136860757
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.77719994,0.77719994
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.079583647,0.079583647
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.029464395,0.029464395
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.225609459,0.225609459
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.038679424,0.038679424
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.039170132,0.039170132
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.028997935,0.028997935
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.006988804,0.006988804
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.077863911,0.077863911
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.276297039,0.276297039
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.21869451,0.21869451
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.253404183,0.253404183
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.515513396,0.515513396
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.026205708,0.026205708
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.323303568,0.323303568
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.081257223,0.081257223
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.003937479,0.003937479
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.133239515,0.133239515
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.094652935,0.094652935
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.129160006,0.129160006
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.105984142,0.105984142
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.29009468,0.29009468
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.085877211,0.085877211
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.104402317,0.104402317
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.265746592,0.265746592
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.042373539,0.042373539
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.771749202,0.771749202
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.011635014,0.011635014
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.341981089,0.341981089
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.06537607,0.06537607
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.05385525,0.05385525
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.033849253,0.033849253
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.041133596,0.041133596
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.146578831,0.146578831
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.076854064,0.076854064
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.522277612,0.522277612
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.122815172,0.122815172
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.778563327,0.778563327
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.947160214,0.947160214
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.085590894,0.085590894
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.069331871,0.069331871
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.060599142,0.060599142
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.663660097,0.663660097
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.028628178,0.028628178
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.301097007,0.301097007
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-3.870481338,3.870481338
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.164261789,0.164261789
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.001788023,0.001788023
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.04570137,0.04570137
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.270051789,0.270051789
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.215904874,0.215904874
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.099758408,0.099758408
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.021773696,0.021773696
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.150146293,0.150146293
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.159005162,0.159005162
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.276285961,0.276285961
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.035072903,0.035072903
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.09547626,0.09547626
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.201352379,0.201352379
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.007334928,0.007334928
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.110799189,0.110799189
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.07373681,0.07373681
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.010608251,0.010608251
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.300426283,0.300426283
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.121306554,0.121306554
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.050426856,0.050426856
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.092249044,0.092249044
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.05584904,0.05584904
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.583606638,0.583606638
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.007422984,0.007422984
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.05084991,0.05084991
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.35775531,0.35775531
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.157395145,0.157395145
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.082529821,0.082529821
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.075942176,0.075942176
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.124128558,0.124128558
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.183375515,0.183375515
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.003160984,0.003160984
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.057193912,0.057193912
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.200268188,0.200268188
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.073997241,0.073997241
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.02766192,0.02766192
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.042383342,0.042383342
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.153450439,0.153450439
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.00667844,0.00667844
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.048617638,0.048617638
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.007714244,0.007714244
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.044032081,0.044032081
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.037400463,0.037400463
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.04102213,0.04102213
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.048494742,0.048494742
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.211425345,0.211425345
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.065961261,0.065961261
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.100846443,0.100846443
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.042166515,0.042166515
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,-0.31265586,0.31265586
-0.023660879,Negative,YJL164C,147.03,Yes,Kinase/Phosphatase,0.152643419,0.152643419
