,-0.5min,-1.5min,-10min,-1min,-2.5min,-2min,-3.5min,-3min,-4.5min,-4min,0.1min,0.5min,1.5min,10min,15min,1min,2.5min,20min,2min,30min,3min,45min,4min,5min,60min,7min,80min,-10min,0.1min,0.25min,0.5min,0.75min,10min,120min,15min,1min,20min,2min,30min,3min,45min,4min,5min,60min,7min,90min,-10min,0.1min,0.25min,0.5min,0.75min,10min,120min,15min,1min,20min,2min,30min,3min,45min,4min,5min,60min,7min,90min
102.0600,0.776051202627,0.376374940896,0.309575451645,0.47372521732,0.851805915758,0.409201420915,,0.294119602881,0.704072180867,0.493383326137,0.420122119525,0.283102735056,0.148060463132,0.512322642714,0.130480098726,0.244706752944,0.553469328418,0.00485173152291,0.491093498583,0.368251059775,0.389367809938,0.7516822941,0.39282720844,0.171410587275,0.393808850502,0.478555968059,,0.488704090244,0.348615301543,0.679787101611,0.565064782879,0.190013001125,0.240287175923,0.274713725894,0.127266035705,0.531922131739,0.201773278734,0.487997970707,0.346695740813,0.189877732963,0.328661644057,0.236697961252,0.368651047782,0.566608733343,0.284548833814,0.266495949007,0.347138185462,0.0276715275321,0.0169085685521,0.146154143814,0.150703725174,0.448344559161,0.402283285985,0.14509166679,0.223152392038,0.216457529529,0.0900512004103,0.0467277795684,0.237531985763,0.226897132927,0.0744759094524,0.032372623614,0.184826198483,0.0715561236906,0.0411221560709
104.0400,0.282614670755,0.374428564325,0.478640323385,0.30496755538,0.167122107411,0.153076557288,,0.174297423828,0.218986175024,0.0255990938145,0.0606592751201,0.0554494199566,0.422716335521,0.611429052008,0.0121118635693,0.0863378769496,0.373062958401,0.0698415731945,0.1414230223,0.652116434851,0.351531426119,0.618279440581,0.408986310407,0.20121996176,0.164550352536,0.376661570009,,0.505846373717,0.509774507407,0.875683722568,0.497443709827,0.512601867051,0.494139896347,0.107758571552,0.133798187955,0.672997909007,0.183776895857,0.310018256065,0.294990687325,0.450054159856,0.0540134160898,0.459772450611,0.415059107956,0.124017049499,0.342403923653,0.102966470299,0.271978569571,0.213682598091,0.133370076004,0.104045691467,0.137802420259,0.092754060119,0.682595641281,0.156626563519,0.113038445563,0.327485585852,0.341503369566,0.361741573329,0.63844773759,0.639413954823,0.262510932719,0.195420346812,0.135051540551,0.246055755508,0.152439080725
105.0200,0.510292065977,0.264558061544,0.378230742937,0.265176620212,0.416995415389,0.262084477031,,0.380168523409,0.0495166652587,0.9248125952,0.173102167264,0.229850138366,0.210763162676,0.321855473655,0.162308771213,0.497915491711,0.504481069161,0.22379484118,0.614265515011,0.598603333331,0.348687465337,0.645826597491,0.391524516002,0.318121652086,0.428094833638,0.209527399631,,0.404406296108,0.811465902587,0.134750565109,0.331075308761,0.56402948702,0.376856842491,0.160667971877,0.217728361476,0.177160866933,0.14870225524,0.41812226095,0.650818756959,0.798630520801,0.266173267428,0.450067077218,0.434949366971,0.402456186536,0.126361084358,0.284538425096,0.250155423967,0.249084785981,0.0702936959129,0.215604545113,0.418897868588,0.0571765184436,0.10397396386,0.184949166213,0.502022299794,0.342764519283,0.332824519661,0.107048229322,0.410110504194,0.0758828240939,0.131067302515,0.24789774968,0.249771175995,0.367822590476,0.0636696190637
112.0400,0.46908274342,0.188365656348,0.402961485179,0.486693593012,0.56882538289,0.548008797053,,0.15599589484,0.595468166014,0.618573540909,0.277848401814,0.377429210382,0.579791590614,0.296085268956,0.0207259739791,0.232038900536,0.881274446432,0.0242724359761,0.394849489448,0.181288342217,0.251922594653,0.628902727148,0.348511267437,0.27941116089,0.431376852274,0.253016408217,,0.337234012158,0.101546894563,0.24100713797,0.230932743327,0.317961708401,0.254654889988,0.37777099279,0.306385162873,0.26627908219,0.256329058844,0.321222723433,0.440652322971,0.0783680067038,0.350305624147,0.341881200648,0.205664632241,0.544997570865,0.297261150928,0.345600373055,0.279998484317,0.171339838205,0.181087932758,0.210875981314,0.246352638463,0.112379361653,0.330561434465,0.121375317277,0.444364681303,0.320543587725,0.372858195353,0.0955240388962,0.364756053572,0.233939044053,0.195109240931,0.148125536712,0.271063649742,0.115252977981,0.227256807415
114.0600,0.752937537058,1.34967206056,0.631068237609,0.756019025465,0.938727293835,0.765199773768,,0.778598493657,0.316283652,0.0677469568744,0.87982210265,0.68656292204,0.440528515622,0.681067368198,0.0397501045838,0.799277683531,0.911649748228,0.241438341045,0.662168689755,0.124521695066,0.750942985578,0.289906125123,0.715160267155,0.673142236799,0.215631871337,0.674200670811,,1.06958221796,0.973486549677,1.32135555487,1.17327118647,1.04317586046,0.74207811081,0.233844180099,0.600315496142,1.18930777042,0.628957443049,1.06169248794,0.306988363648,1.04102313744,0.234049379544,0.637226688043,0.920591033836,0.232387829697,1.01332758141,0.272258290996,0.190798360683,0.16341562578,0.0250849733745,0.0513435915006,0.103230642971,0.330138873888,0.258312326199,0.195995687634,0.0307625724975,0.113234438351,0.0858961924939,0.117275467234,0.131365938209,0.140567047667,0.135696504208,0.0143866893269,0.14425239677,0.0598305157723,0.0896359271326
115.0000,0.429497329128,0.00294444021496,0.262101541222,0.258827441595,0.516610372914,0.207177579954,,0.204483160315,0.355649023862,0.13362108866,0.203575181436,0.209012420562,0.334945220498,0.291830464009,0.0614533782533,0.244833384784,0.263309114637,0.196544036127,0.254220119032,0.294887688958,0.177512314023,0.675082323171,0.343676780733,0.135712034725,0.30661670549,0.283984337995,,0.165982250284,0.209309852037,0.238017454698,0.212486101216,0.0175693345371,0.0805811652703,0.0469929437439,0.0793902145241,0.190101589808,0.162426019253,0.0901867538664,0.168107261454,0.0261488768162,0.154518832297,0.0604703360228,0.124510334897,0.198778614393,0.121793677959,0.128407636095,0.143840502976,0.162140725778,0.099319513655,0.0779329403422,0.095340930191,0.293537923309,0.304771539064,0.120884019471,0.091792272376,0.0992576827319,0.289810652239,0.170739236263,0.152791727874,0.118515545731,0.177781778964,0.0616802976551,0.168190345227,0.158552215625,0.0511098887852
115.0400,0.594998301578,0.525687059219,0.258602615175,0.103541388277,0.275206599366,0.0359667108945,,0.120825122755,0.186521155131,0.641147871593,0.215864387045,0.177226751342,0.372796562929,0.177525907426,0.0422191171474,0.12293114132,0.00758972503125,0.171887332078,0.490731817905,0.279417197173,0.20118195177,0.0297519361805,0.351231034635,0.0286211237956,0.644212799232,0.318726823622,,0.276137678578,0.720411354851,0.173341020755,0.200192632297,0.235705110896,0.414814169313,0.208261206104,0.162386820129,0.25783978697,0.163697162427,0.348756191333,0.451583698828,0.375894802868,0.0439752165944,0.194256557345,0.2529410148,0.132855020639,0.159906037047,0.0176514356506,0.116465420627,0.110575326095,0.20904094705,0.0422053596277,0.147645135402,0.0927620670821,0.169155973424,0.156630320177,0.107336659291,0.140879892227,0.0987375380656,0.13757378405,0.206950024405,0.0753605853397,0.129810755077,0.0098636893755,0.0381751397341,0.047361536523,0.180666178636
116.0300,0.337622932465,0.199521384918,0.318507576,0.296708387738,0.22940392183,0.327178327713,,0.0530210332129,0.0151761828364,0.263983158181,0.0724977083193,0.0873669426932,0.286664431609,0.193405771889,0.180847101034,0.198987705843,0.325822713087,0.366694139927,0.26845194867,0.0914525820697,0.095801576933,0.37307635791,0.412645245888,0.313512661462,0.242228209357,0.144567550251,,0.313478588046,0.249558991303,0.264885049081,0.233687937917,0.194949600958,0.0247974739509,0.115554525391,0.155108955135,0.289150636639,0.110454758071,0.304545163135,0.100861908491,0.379604430945,0.0188129916587,0.197699497368,0.305236971952,0.0558604444928,0.205304637591,0.0796043017505,0.147604865117,0.285665462904,0.131381906371,0.121080544986,0.0833662935361,0.0814730358754,0.318152724139,0.137225764569,0.268567400505,0.177428762537,0.0445867680835,0.306968463799,0.48351678607,0.302074534861,0.0840913594961,0.116312269597,0.128968932673,0.113857074681,0.114906887137
116.0700,0.492191601108,0.107598272922,0.242707495543,0.35177673579,0.166828845925,0.179104126153,,0.239619997297,0.498330072682,0.138970860508,0.27147984518,0.113809458361,0.184324354568,0.427600106112,0.0145058613736,0.120786671023,0.523413820918,0.0641849843024,0.256510693815,0.185545866131,0.238390675327,0.602060746769,0.450825555221,0.175524185899,0.153892694663,0.349743141252,,0.568751805551,0.35103565336,0.804293565534,0.544678666853,0.463418434645,0.135747824199,0.0594935050831,0.101146861379,0.633817301668,0.0758355338426,0.507612990593,0.134718735678,0.592769813533,0.130038665449,0.383782906034,0.418151044948,0.310822812265,0.487002381167,0.126342332792,0.21291706624,0.230507672969,0.112863057863,0.0836450005367,0.0686693686568,0.439951462525,0.325530275045,0.227274093817,0.0990097545278,0.141305739059,0.0805400072011,0.172513948023,0.371588378318,0.164551787495,0.160617177386,0.0262712713658,0.171551930651,0.0522563442026,0.1551560343
117.0200,0.267524486164,0.098525254375,0.23569994276,0.076293160685,0.309073775044,0.144222711973,,0.12053867068,0.120706149797,0.338202119775,0.0561249353401,0.127612768582,0.320559977871,0.212636018094,0.030840560743,0.0977746585295,0.17962592048,0.113648540535,0.254006708497,0.0663469808867,0.0575544194475,0.369429849058,0.329190863555,0.112325806685,0.191824053529,0.0880445002503,,0.244656640382,0.355658104632,0.220763550236,0.178523118074,0.227177099248,0.146090537112,0.131423181233,0.0787460307897,0.254169026023,0.0922943545386,0.279631333843,0.196469698347,0.271552616469,0.0170152142926,0.192316308261,0.20893905247,0.0617497845031,0.149385773946,0.0444990973135,0.206088391231,0.193917889162,0.0519365478439,0.125449865313,0.11452426913,0.0931727524018,0.352235943261,0.0886790775722,0.494082617233,0.257093409797,0.209696821915,0.116462009104,0.529181997209,0.400785404567,0.291987569202,0.270864745617,0.0987693101502,0.0513828964398,0.147749937246
