kinase	N_downshift_15min	N_downshift_25min	N_downshift_44min	N_downshift_5min	N_downshift_79min	N_downshift_9min	N_upshift_15min	N_upshift_25min	N_upshift_44min	N_upshift_5min	N_upshift_79min	N_upshift_9min	Rapamycin_15min	Rapamycin_25min	Rapamycin_44min	Rapamycin_5min	Rapamycin_79min	Rapamycin_9min
YBL088C	-0.7232180338661561	-1.3656373523223908	0.053448883427465864	-0.3490681059674409	-0.20574164635245631	-1.263221445959246	-0.493790679443145	-0.841532573476942	-1.0908910515593668	-0.30513126032488885	-1.3639837900207876	-0.8841509650700359	1.7424021339916924	8.526490783526892	0.7444862210254429	2.1204093136343793	-1.1478004065317988	0.8112610268784962
YBR136W	-0.7232180338661561	-1.3656373523223908	0.053448883427465864	-0.3490681059674409	-0.20574164635245631	-1.263221445959246	-0.493790679443145	-0.841532573476942	-1.0908910515593668	-0.30513126032488885	-1.3639837900207876	-0.8841509650700359	1.7424021339916924	8.526490783526892	0.7444862210254429	2.1204093136343793	-1.1478004065317988	0.8112610268784962
YBR160W	2.837297665161297	1.6020577331329726	2.004249566656427	2.6736330608789673	0.27422565165731166	4.00102889680034	-4.640029372688886	-2.8050278552540795	-1.7366303439897453	-7.682182682938614	-1.1918386461997812	-5.700949236234831	1.8093130409596392	0.10745831918391838	0.32841562492580834	-0.04154689217156076	-0.4250752879549646	0.43142697677641195
YDL028C	-0.42439927614826417	0.26883868095069097	0.002927124245797099	0.07811843861314623	-0.1345359152984839	-0.6287380196003638	0.014135247000417489	0.007311096212147093	-0.2198197735124977	0.38156950531180417	-0.25980741264277823	0.07365843143135715	-2.2571479923890423	-7.426685975309131	-2.4802701247528844	-2.939250512500207	-0.7525401022018198	-1.0805782311795142
YDL047W	0.3037325965851047	0.5451263459623766	0.26793747495484876	0.3409121523568398	0.6483715234513738	0.3880769749574316	-0.47897190403555084	-0.523731116841649	-0.6351877891474661	-0.36036114831958804	-0.7274636447489128	3.075150129761356	-0.001025865460801647	-1.3593586318295685		-0.5892292004433913	0.05917189560923249	-0.7005601558296114
YDL134C	0.0005672027326921007	-0.07409839703431176	-1.3381840759361079		-1.007329415643923	0.13541290041410858												
YDR477W	-0.7636980432273245	-1.2566838380193914	-1.010220001681567	-0.4069871892486965	-1.1797937121804742	-1.5668948580219593	0.26911197779009377	0.396155208803686	0.26931279382968604	2.1094275651998244	0.12019453174573584	0.40903438568150624	0.693353207860466	0.15140647169322335	0.3524782681435503	0.9310570267917357	0.4126120670842741	0.4364959962054138
YFL029C	0.06338199607103097	33.42683171532377	0.12121814601077961	0.9764039530602425	0.04095539388988498	0.36990921124996257	0.32317767266841296	0.283062390062865	0.7610944200788584	0.4683980174919134	0.539593492897203	0.4463511658510088	-0.3291641725240751	-64.54811954292126	-64.29863980640083	-23.053799676669644	-7.569227423388624	-0.13441769778440668
YGL019W	0.3060826895121197	3.8380573255742214	0.21683582014608352	0.11046329002509667	0.3892299477697048	0.0013692692877058932	2.074386568419841	-0.32734603414702673	-0.2835924064070929	-0.37333158648043724	-0.1599742809414193	-0.23269782895567653	0.08896391630871935	1.5081524888101026	1.152451115891015	0.743149165450409	0.9288476065688726	0.15782839858627695
YHR030C	0.011480671608578609	0.07016290950533771	0.03608521222307733	-0.13427508133594007	0.47137853283772346													
YIL035C	0.7999429453000526	0.8640384468404699	0.8477783124229372	0.09703357960000827	0.9481359590769877	0.1716296024064391	-0.2046401110500314	-0.713317073510816	-1.0779375077285729	-0.5499928142173809	-0.9165173061385662	-0.47265659116727676	0.031137834631795404	1.7663381900015733	0.5314363953093105	-0.1664035312966178	0.7379329444461701	0.015601145671195032
YIL042C	0.507772013191948	-0.4178935256689645	1.0105792281578745	-0.4083066067927245	1.117096849868622	0.351775498807687							-0.3831176647683782	-0.25182003668905417	1.1550697682287983	0.1356223386229632	0.8754821682102033	0.8307617016126606
YIL095W	-0.26581374051744694	-0.6466005052774463	-0.5614735084328979	-0.24828821647049099	-0.3519024631116675	-0.3578915412379455	0.05807326764422387	-0.07927654613107792	0.06156274329528933	-0.3341628275646123	2.5707711282216628	-0.7578372168042232	0.1831238634351603	-0.564405034424059	-0.4089970527037344	-0.8566189124665288	-0.030447372995910257	
YIR026C	-3.7901457221942554	-0.5056809929700969	-1.1355143131492778	0.011559973985783067	0.05085921199282202	-2.0671855812908575	-1.0707799999619672	-0.1930585539654173	-0.07484353226523081	-5.58303754691217	0.23933279184409742	-6.107486064104142	-0.13263095974383265	-0.1568420879655179	-0.006939437124398105	0.2112759339633284		-0.04502574384713178
YJL164C							37.12399309649088	0.617138089605298	0.02746029010157608	51.4364602970231	0.04817510247744525	3.0891897548559752						
YKL126W	0.17942446763694314	0.06173578093567787	-5.75751387675344	-0.6099426434368999	-3.0396923807414633	0.14699157304668173	-0.27451765347702983	-0.18061871886533615	-0.2471313541097099	-5.889496197059435	-0.2959677865019971	-0.4157549817041345						
YKL139W	49.19353452250742	1.6665935229366189	2.498920400207733	1.3829168260441655	1.1327016919526263	1.5348509790265954	0.5563268611692497	-0.28629334189520095	-0.14419776888543998	-0.035122011732149655	-0.002421321782503017	0.1281622886529456	0.023289136461988647	0.7197530611425659	0.30368600330565443	-0.11766540076210628	0.4822614113552176	-0.4907297930743619
YKL198C	-5.419974612844699	-2.67467022949407	-0.8222462634152806	-2.383450293162816	-0.4566486537999969	-1.8557668243481673							0.3449792230203785	-0.037799387099717176	-0.975437455438651	0.3280901370057229	-1.4464021202235127	0.004311196243893463
YLL019C	0.23878189122182913	2.20581520581228	5.065178523857556	-0.8525986716234398	4.197999892542537	-0.03924687252179844	-0.09945274248349423	-0.5984216384225585	-8.182534278035513	-0.5991136445376622	-5.31887735025791	-4.575775848456416	0.14597450326856806	6.190794710833718	4.009383806851548	-0.2637900306238992	4.620646832078787	-0.6989754223988891
YLR240W	1.191327823062014	0.833520621452005	2.496327183360705	1.0199162207139685	15.928665300099405	0.4100096600224054		-1.1848692635321254	-5.502975764391534	-13.400687693553257	-1.8096037777113472	-1.1909963083535975	0.4954845597324451	-0.005300252259311791	0.4030433193599026	0.44147698926320905	0.9830025091085902	2.248394237688441
YML057W	0.22276592859697117		0.19668807880982944	1.0569286951312273	0.02113715677822047								-1.777582495395287		-5.902550524741833	-77.79726334913724	-1.1473612879648687	-3.5215872939121726
YMR001C	-0.6449240404044212	-1.2192770686975338	-14.768313103833236	-0.34875482352068	-1.1155995914076027	-0.5189551593678652							0.5097076681436175	0.22437037113352037	-0.1956338535842615	0.40738617291178	-0.0899390765597618	-0.21027029921514837
YNL032W	-0.6081012905825767	-0.4017314210469309	-0.34709836791984894	-0.2773164035642198	-0.5961384170091667	-1.121253217665652	0.3566233449318259	0.4475183154240433	0.3675760452166047		0.35909158209513187	0.4884931929900664	0.22470691958841438	-0.1137754528154892	3.731799829435658	-8.136157705934494		-0.020224452883966976
YNL154C	0.511486281904979	-0.161149998688994	-3.4414008347702953	4.071424924143975		0.5236693435419485												
YNL289W	-0.12899915429694517	0.46473632105283774	-0.020168448583491653	-0.5945463537541269	-2.222007425025949	-0.7251716988642326							-0.10522586959705012	-0.44195517729208583	-0.2125921457324088	-2.228730318369668	-0.26485890620221236	-1.9337452460822555
YNL307C	0.01826901874297233	-0.2438629392587993	-0.20309330858053948	0.1233215272043987	0.05780338565516822	-1.0391086127698625	0.07897416897028224	0.0779136103278416	0.01803387598380077	0.07424993910966615	-0.12186722041244048	0.08271554209597644	0.22840230660983862	0.3226019533601705	0.20524086848552428	-0.06573883561825519	0.3286832514115267	
YOL045W							-1.0173939283044815	-1.4501239726335953	-0.7252484364669315	-0.6823346161281337	-0.64473824228986	-0.8093010473996225		0.15375575358100876	-0.8503480499537772	0.6301411255974902	0.5871769715583247	
YOR039W	0.3060826895121197	3.8380573255742214	0.21683582014608352	0.11046329002509667	0.3892299477697048	0.0013692692877058932	2.074386568419841	-0.32734603414702673	-0.2835924064070929	-0.37333158648043724	-0.1599742809414193	-0.23269782895567653	0.08896391630871935	1.5081524888101026	1.152451115891015	0.743149165450409	0.9288476065688726	0.15782839858627695
YOR061W	0.13954275204659408	0.21339358798872954	0.21683582014608352	-0.23856151945831777	0.197780673658359	-0.08550545023139791	2.074386568419841	-0.32734603414702673	-0.2835924064070929	-0.37333158648043724	-0.1599742809414193	-0.23269782895567653	-0.09202875137671185	1.3894266906709116	0.9701447993967114	0.6708781129700263	1.1475265517551445	-0.0383034848589529
YPL031C	0.0918255278275333	1.0560536410411245	0.5592942602373762	-0.30338943405607344	-0.1299424946376476	-0.21929265646012963	-0.010901384507332456	-0.16449042189992824	-0.16786581419649965		-0.11290326530813519	-0.01273733632326403	-0.21912163169284887	0.06756089141218954	0.026680133377280545	-5.858625216402332	0.09991357453656428	-0.5963466390451265
YPL141C	0.16769830661990814	0.06988489547241652	0.3985286654643586	-0.30101704367851817	0.2394076844419221	0.10115494922595866		-0.42646439372583195	-0.39087075746201866	-0.3952884537350357	-0.34110449056733544	-0.3154169043541295	1.244446737033229	0.27088278627387635	0.7338276389467004	-9.449721996945472	0.6483217551479901	-33.498410135214655
YPL256C							-0.3067589085358543	-0.0288903318059447	0.008729479640078981		-0.08124896313518201	-0.03596565867360149	0.012720992916555353	-0.7143555887293278	-0.25668277960193864	-0.3391987143662132	-2.471081187368092	
YPR119W	0.07392397019901378	-0.06481729568745567	0.13023268058473209	0.0061770881757899285	-0.4334932636610351	0.5494708471178169	-8.316220208004854	-4.764762197742967	-2.2677725649121636	-4.5543562970987645	-1.8362678152901177	-4.760163357527787	0.07909799719124602	-0.20369189613837618	-0.020471222387712446	-1.2692070706936307	-0.7652829812305453	-0.3023777387491517
