ion,feature,coef,coef_abs,biogrid,string,targets,Kinases/Phosphatases,Metabolites
127.0500,YJL164C,1.12559453829,1.12559453829,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
127.0500,YDL028C,-1.0479878814,1.0479878814,0,0,0,MPS1,gamma-Amino-gamma-cyanobutanoate
127.0500,YJL164C,1.04291344704,1.04291344704,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
127.0500,YJL164C,0.996522793904,0.996522793904,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL164C,0.974908359486,0.974908359486,1,0,1,TPK1,L-Glutamine
145.0600,YJL164C,0.925206836571,0.925206836571,1,0,1,TPK1,L-Glutamine
145.0600,YJL164C,0.920806764913,0.920806764913,1,0,1,TPK1,L-Glutamine
145.0600,YJL164C,0.894747729152,0.894747729152,1,0,1,TPK1,L-Glutamine
145.0600,YJL164C,0.878605653421,0.878605653421,1,0,1,TPK1,L-Glutamine
145.0600,YJL164C,0.873016257811,0.873016257811,1,0,1,TPK1,L-Glutamine
145.0600,YJL164C,0.87193792147,0.87193792147,1,0,1,TPK1,L-Glutamine
127.0500,YJL164C,0.857356623389,0.857356623389,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
267.0700,YJL164C,-0.856687972771,0.856687972771,0,0,0,TPK1,Inosine
145.0600,YJL164C,0.856062732779,0.856062732779,1,0,1,TPK1,L-Glutamine
127.0500,YJL164C,0.843945362121,0.843945362121,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
127.0500,YFL033C,-0.829100656204,0.829100656204,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL164C,0.819907252337,0.819907252337,1,0,1,TPK1,L-Glutamine
127.0500,YJL164C,0.815587996681,0.815587996681,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL164C,0.809076503085,0.809076503085,1,0,1,TPK1,L-Glutamine
145.0600,YDL028C,-0.804140804484,0.804140804484,0,0,0,MPS1,L-Glutamine
145.0600,YJL164C,0.786437748327,0.786437748327,1,0,1,TPK1,L-Glutamine
387.0000,YJL164C,0.781579013062,0.781579013062,0,0,0,TPK1,dUDP
145.0600,YJL164C,0.770879085506,0.770879085506,1,0,1,TPK1,L-Glutamine
127.0500,YJL164C,0.762059202743,0.762059202743,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
127.0500,YJL164C,0.743182111475,0.743182111475,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
387.0000,YJL164C,0.739865044837,0.739865044837,0,0,0,TPK1,dUDP
267.0700,YJL141C,-0.735185838969,0.735185838969,0,0,0,YAK1,Inosine
267.0700,YJL141C,-0.718505758871,0.718505758871,0,0,0,YAK1,Inosine
127.0500,YJL164C,0.708511536002,0.708511536002,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL164C,0.704691812009,0.704691812009,1,0,1,TPK1,L-Glutamine
387.0000,YJL164C,0.692968532644,0.692968532644,0,0,0,TPK1,dUDP
127.0500,YJL164C,0.689145897697,0.689145897697,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
387.0000,YJL164C,0.68259031372,0.68259031372,0,0,0,TPK1,dUDP
267.0700,YJL141C,-0.682252273892,0.682252273892,0,0,0,YAK1,Inosine
387.0000,YJL164C,0.675432824125,0.675432824125,0,0,0,TPK1,dUDP
387.0000,YJL164C,0.675253697904,0.675253697904,0,0,0,TPK1,dUDP
387.0000,YJL164C,0.673729511677,0.673729511677,0,0,0,TPK1,dUDP
127.0500,YFL033C,-0.664156337096,0.664156337096,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
267.0700,YJL141C,-0.654303167888,0.654303167888,0,0,0,YAK1,Inosine
127.0500,YJL164C,0.653486742353,0.653486742353,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
127.0500,YFL033C,-0.645852337747,0.645852337747,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
267.0700,YJL164C,-0.639459683774,0.639459683774,0,0,0,TPK1,Inosine
267.0700,YJL141C,-0.638418808034,0.638418808034,0,0,0,YAK1,Inosine
145.0600,YJL164C,0.622474686945,0.622474686945,1,0,1,TPK1,L-Glutamine
127.0500,YJL164C,0.622188319958,0.622188319958,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
267.0700,YJL141C,-0.621740495886,0.621740495886,0,0,0,YAK1,Inosine
387.0000,YJL164C,0.620104254619,0.620104254619,0,0,0,TPK1,dUDP
127.0500,YJL164C,0.615577406716,0.615577406716,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
145.0600,YJL164C,0.607412950079,0.607412950079,1,0,1,TPK1,L-Glutamine
127.0500,YFL029C,-0.601419242241,0.601419242241,0,0,0,CAK1,gamma-Amino-gamma-cyanobutanoate
237.0300,YFL033C,-0.597091785548,0.597091785548,0,0,0,RIM15,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
127.0500,YJL164C,0.596672475647,0.596672475647,0,0,0,TPK1,gamma-Amino-gamma-cyanobutanoate
267.0700,YJL141C,-0.587389863275,0.587389863275,0,0,0,YAK1,Inosine
267.0700,YJL141C,-0.582053027497,0.582053027497,0,0,0,YAK1,Inosine
267.0700,YJL141C,-0.579396282246,0.579396282246,0,0,0,YAK1,Inosine
267.0700,YJL141C,-0.575725382749,0.575725382749,0,0,0,YAK1,Inosine
387.0000,YJL164C,0.570703247694,0.570703247694,0,0,0,TPK1,dUDP
267.0700,YJL164C,-0.565611780954,0.565611780954,0,0,0,TPK1,Inosine
145.0600,YFL033C,-0.561410816297,0.561410816297,0,0,0,RIM15,L-Glutamine
145.0600,YFL033C,-0.556289207516,0.556289207516,0,0,0,RIM15,L-Glutamine
127.0500,YFL033C,-0.556251830449,0.556251830449,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
267.0700,YJL141C,-0.549314027103,0.549314027103,0,0,0,YAK1,Inosine
387.0000,YFL033C,-0.547205779626,0.547205779626,0,0,0,RIM15,dUDP
188.0600,YJL164C,0.538908424841,0.538908424841,0,0,0,TPK1,N-Acetyl-L-glutamate
267.0700,YJL141C,-0.530797489696,0.530797489696,0,0,0,YAK1,Inosine
387.0000,YJL164C,0.530328268255,0.530328268255,0,0,0,TPK1,dUDP
267.0700,YJL164C,-0.529486326455,0.529486326455,0,0,0,TPK1,Inosine
145.0600,YJL164C,0.529224704569,0.529224704569,1,0,1,TPK1,L-Glutamine
114.0600,YJL164C,-0.521124438837,0.521124438837,0,0,0,TPK1,L-Proline
267.0700,YJL141C,-0.517383308153,0.517383308153,0,0,0,YAK1,Inosine
145.0600,YFL033C,-0.516387351525,0.516387351525,0,0,0,RIM15,L-Glutamine
267.0700,YJL141C,-0.510417227512,0.510417227512,0,0,0,YAK1,Inosine
127.0500,YFL033C,-0.502195724359,0.502195724359,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
127.0500,YFL033C,-0.499954009053,0.499954009053,0,0,0,RIM15,gamma-Amino-gamma-cyanobutanoate
145.0600,YMR001C,0.499896008278,0.499896008278,0,0,0,CDC5,L-Glutamine
267.0700,YJL164C,-0.496890532669,0.496890532669,0,0,0,TPK1,Inosine
