kegg	YDL230W	YPL031C	YML057W	YGL180W	YPL236C	YDR523C	YCR091W	YOR061W	YPL179W	YKL198C	YLR113W	YNL032W	YMR216C	YHR076W	YIL095W	YIR026C	YPR054W	YOL100W	YDL047W	YOR233W	YLR362W	YDL214C	YOL113W	YJL165C	YDR477W	YKL116C	YDL006W	YKL101W	YJL128C	YIL042C	YJL187C	YIL035C	YBR274W	YMR139W	YBR028C	YKL168C	YNR032W	YPL150W	YHR030C	YBL056W	YBL009W	YLR433C	YML016C	YOL045W	YGR262C	YGR040W	YBR059C	YHR082C	YPR073C	YGR188C	YKL161C	YGL021W	YIL113W	YLR240W	YOR267C	YLL010C	YJL095W	YDR075W	YDR283C	YLR248W	YPL140C	YPR106W	YBR276C	YNL298W	YGR123C	YNL020C	YBR125C	YOR231W	YDR466W	YGR203W	YAL017W	YCR008W	YOR351C	YDR247W	YKL126W	YKL048C	YER129W	YDL188C	YGL179C	YDL134C	YLR019W	YCR079W	YOL016C	YPR111W	YOR090C	YDL101C	YPL203W	YPL141C	YBL016W	YNL099C	YGL059W	YNL154C	YJL164C	YJR059W	YDR122W	YKL166C	YFR014C	YKL139W	YLR096W	YBR097W	YMR104C	YJL106W	YHR135C	YBL088C	YMR291W	YKL171W	YNL307C	YNR031C	YLL019C	YOR208W	YJR066W	YPL026C	YDL025C	YDL079C	YOL128C
C00004	-0.218217057	0.11346657	0.12051028400000001	0.090566889	-0.23074538600000002	-0.127108042	0.562062272	-0.013006278000000001	-0.6866029779999999	-0.375355864	6.21e-05	0.085813671	0.032300273	0.155886329	-0.014835056999999999	-0.020062016000000002	-0.249435853	-0.155177133	-0.726944059	-0.277660842	0.047315513	-0.246170368	-0.313620309	-0.478948826	0.039961972000000005	-0.254576877	0.030052261	0.194921657	-1.395007834	-0.327037619	0.108337111	-0.10452847400000001	-0.021871286	0.10853363099999999	0.040969162	-0.088104117	-0.68199405	0.07001998200000001	0.130752924	-0.155072223	-0.174838876	-0.374827211	0.169065178	-0.779729355	0.054426119	0.006958449	-0.15873642300000002	0.147288915	0.004886019	-0.632672747	-0.40566747799999997	-0.223681827	0.158241618	-0.09093191699999999	-0.03539545	0.326194865	0.146031669	0.076211165	0.252288355	-0.308207534	-0.529581987	0.04401290099999999	-0.033878158	0.10681752900000001	-0.10852370199999999	-0.238926162	-0.399564495	0.127030057	-0.231661389	0.059612364	-0.060445491	-0.31131873600000004	0.059136989	-0.598718761	-0.720023509	-0.22979184600000002	0.024665628	0.040300311	-0.022374843999999998	-0.072330922	0.058835859000000004	-0.046963185	0.179779242	-0.754998304	-0.567123147	-0.11917428199999999	-0.297904055	-0.059970691	0.031100249	0.08377538799999999	-0.6962548559999999	-0.229825532	-0.400631917	-0.11781935	0.17775986600000002	-0.11343268	0.025676615	-0.20557982800000002	-0.076368675	-3.2691594910000004	-0.254369611	0.709197862	0.08814323800000001	-0.342788524	0.18185715	-0.412099356	-0.028721477000000002	0.18226441899999998	0.145809125	-0.025374932000000003	-0.166188455	0.048063090999999995	-0.069883872	0.150546004	-0.143078379
C00015	-0.303955689	0.050651522000000004	0.167475567	0.066849275	-0.131236566	-0.012368273	-0.24598230699999998	-0.10977289400000001	-0.169616562	-0.072629811	0.037499082	0.081310665	-0.290579015	0.14075547800000002	-0.43688775	0.44851417600000004	-0.192337688	-0.051988717999999996	-0.526269043	0.209376408	0.04444069900000001	0.08476098	-0.449882844	-0.17490337	-0.200014592	-0.058035808	0.112020002	0.078018079	-2.272879908	-0.021427182000000003	0.049488440999999994	0.062907643	-0.02994543	0.158643264	-0.17418245899999998	-0.403121234	-0.422200965	-0.116111415	-0.291413173	0.484106197	0.14705173800000002	-0.11724782199999999	0.276579523	-0.244539625	-0.273599796	0.073187664	-0.28855707199999997	-0.088878999	-0.159986795	-0.06984663099999999	-0.003137098	-0.053044935	-0.495770053	0.212259068	-0.091763884	-0.05730895	-0.246507476	0.060437695	-0.19118077	0.089591583	-0.196325743	-0.195650515	-0.041608677999999996	-0.294696711	0.047378754	0.056833943	-0.12238536	0.457116598	-0.023418541	0.057013891	0.29213511600000003	0.22508915899999998	-0.022394052	-0.137720932	-1.340006013	-0.004892119	0.09468527199999999	-0.010060876	-0.25419852	-0.078301755	-0.227659415	0.030162564	0.25819543899999997	-0.096133312	-0.10106559	-0.014367717	-0.07072290099999999	0.040747144	-0.112442481	0.225293155	-0.23502219600000002	-0.148657331	0.201721359	-0.406113933	0.052115293	-0.023282888999999998	-0.078610348	-0.132906002	-0.0675553	-0.805855737	-0.07032458	-1.257175568	-0.11170634199999999	0.133624692	0.023538616000000002	-0.34870260399999997	-0.375734169	0.074804537	-0.032252209	0.117203244	-0.25198116800000003	-0.18107883600000002	-0.280553185	0.178631395	-0.031973775
C00025	-0.052241918	0.021540289	0.036484187	-0.078163492	-0.119972791	-0.24351736699999998	0.089081164	-0.233110929	-0.09190282	-0.10520446900000001	0.09867539199999999	0.224068842	-0.259193402	0.205293435	-0.153652762	0.100791611	-0.564764477	0.09618711	0.294562246	0.052159067	0.098110714	0.004107606	-0.178520425	0.09615531699999999	-0.173547746	0.082946939	0.299166906	0.024862824	-1.010922137	-0.19520356	0.268034841	0.030975982000000003	0.04621927	0.136874324	-0.187302362	-0.156945131	0.048223644	-0.072790363	-0.09162897199999999	0.40064436600000003	0.20055609300000002	-0.236339313	0.089749556	-0.007011051999999999	-0.079231207	0.022595949	0.062818948	-0.03159157	-0.09901391300000001	0.022407806000000002	0.284053754	-0.051884858	-0.33855739100000004	0.361658209	-0.090880079	0.064391477	-0.056538247	0.05351862	-0.078921391	0.055815418	0.08766293800000001	-0.061770032999999995	0.077162014	-0.14796825	0.042027779	0.13171771300000001	0.029059432000000003	0.09567779300000001	-0.012642046	-0.22889020100000002	-0.061426721	0.135440347	0.1316133	0.091083173	-1.045320746	0.151609368	0.08127992	0.137476038	-0.049624668	-0.09471505300000001	0.053061539000000005	0.041809461	0.26410624	-0.039405472000000004	-0.219635781	0.08277626	-0.027730602000000003	0.007850306	0.166342795	0.14392370300000001	-0.048776244	-0.151919812	0.31650956399999997	-0.19980607	-0.056056997000000004	0.11562786800000001	-0.13510823800000002	0.35286920299999996	0.080895766	-0.165179092	0.174621212	-1.921728939	0.21924083100000002	-0.164182043	-0.058855940999999995	0.20211427899999998	0.040757319	0.260736943	-0.020485002	0.034316947	-0.209270213	0.075619425	-0.19291208	0.168287076	-0.074084272
C00029	0.164483626	-0.079307399	0.302912085	-0.016343902	-0.058217320999999995	-0.304779678	0.064360367	-0.267397028	0.2503386	0.102381795	0.190647029	0.190364003	-0.30133687600000003	-0.24642413800000001	-0.481706415	0.150080586	-0.436274757	0.13231729	-0.09206444800000001	-0.047403981	0.40073811200000004	0.270218405	-0.18423852300000002	-0.11602860400000001	-0.4541338	0.207745779	0.287029101	0.5014661420000001	-1.5049383490000001	0.08724744599999999	0.429289035	0.831691946	0.012235062	0.16314477	-0.30629062	-0.09780522300000001	-0.082042137	0.040573262	-0.12094788699999999	0.765608607	0.364436871	0.023635634	0.6353869639999999	-0.142359461	-0.103489676	-0.114459387	0.347244163	-0.142860306	0.163006688	0.25562924600000003	-0.304306592	-0.16998810399999997	-0.909465072	0.30463738100000004	0.034749657	0.065475773	-0.013941229	-0.004186843	0.132771693	0.043885915	0.19730978899999999	-0.279766079	0.100533458	-0.154178734	0.23590633800000002	0.027453707999999997	0.152400341	0.39729293600000004	0.189987586	-0.300870193	1.467261823	1.001069787	0.240735963	-0.386338972	-1.038340735	0.327641516	0.078872293	0.399347448	0.246544448	-0.125037721	-0.352237614	0.11862393199999999	0.299842179	-0.243653113	-0.281011849	0.267290787	0.19039508	0.040091402000000005	0.366380706	0.303384431	0.037021142	-0.281181814	0.267245317	-0.004414777	0.235900718	0.267062309	-0.020662786000000002	0.43078163	0.273984319	-0.46664153799999997	0.06323041	-1.315270103	0.270440197	0.365749726	-0.146367035	-0.5774787029999999	-0.364827821	0.387585458	-0.197159957	0.35422461899999996	-0.22353882	-0.065864804	-0.074307813	0.152606446	0.126467125
C00037	-0.179658541	0.019803851	0.300010727	-0.114850269	-0.14253438300000001	-0.053729951	0.394244301	0.034411116	0.24957510800000002	-0.110352307	-0.501571263	0.075521441	-0.071078219	-0.33660872299999994	-0.082326017	0.255882686	-0.38193354399999996	-0.075113087	0.09840412800000001	-0.27432077	-0.331676737	0.253319886	0.138559828	0.506120158	0.06514632299999999	0.018426973	-0.041946809	-0.015778764	-1.219919333	0.11462531	0.040521201	0.142926633	0.162966076	0.096780524	0.25706345	0.062902017	0.1989635	-0.026099338	0.00039359800000000005	-0.401619302	0.30458629800000003	0.076491851	0.035110018	0.374962287	0.107481021	0.167858035	-0.10803498800000001	0.09727346699999999	0.15771357800000002	-0.117454469	-0.107297564	-0.235500751	0.22456744399999998	0.239615584	0.032945182999999996	-0.22300158399999997	-0.210083916	0.05312926	0.012933678	0.085171254	0.04592186	0.104066485	0.039828478	-0.02677907	-0.077211691	0.082619292	0.18231946899999998	0.253611172	0.062266895999999995	0.153927076	0.17757221199999998	-0.401102302	-0.067444297	-0.397685004	-0.665517306	-0.254884447	0.047227674000000004	-0.278814118	0.045442362	0.091394874	-0.327991345	-0.111553681	0.10089406	0.35797337799999995	0.135271433	-0.080662271	-0.192837564	-0.157539862	-0.061017199	-0.254859047	0.11047591	0.257445937	-0.078599725	0.101097051	0.249620662	0.030436118999999998	0.150592784	-0.55260961	-0.114478563	-1.405270265	-0.047303415999999994	0.523609743	0.150012127	0.387216257	0.294527653	0.10026505599999999	-0.058411230999999994	0.103653249	0.12335036	-0.039299738	-0.095211243	-0.257967212	-0.114460491	-0.08507142599999999	0.165357641
C00042	-0.115002147	0.054137326	0.12328011800000001	-0.058701472000000005	0.01105728	0.05882056099999999	1.416633596	0.081379122	0.199535378	0.009150753000000001	-0.094112876	-0.057916355999999995	0.103883318	-0.047873558	0.06646096	-0.096216107	0.09273890900000001	0.060738050999999994	-0.160653325	0.009840608	-0.37982062	0.11976173	0.189526765	0.510026092	0.126337744	0.012071827	-0.197662797	-0.070168843	0.696591927	0.12225625300000001	-0.03173509	0.444265102	0.216973487	0.137983528	0.227625928	0.15895636900000001	0.025649624	-0.043518187	0.161298583	0.054560252000000004	0.031495351	0.084958009	0.062262511	0.389561201	0.23484122600000001	0.187134982	-0.010389318	0.055904063	0.104391377	-0.039633049	-0.14791686199999998	-0.053885767	0.165025024	0.150451045	0.057610742	-0.271286953	0.224614875	-0.050431837	1.068807152	0.040213137	0.119108375	0.230376435	-0.021205379	0.096321144	-0.25196484199999997	-0.107003921	0.222126173	0.076165053	0.14937983	0.309303779	0.035990149	0.025572366000000003	-0.1406872	-0.16626559300000002	0.07749397	0.028799433	-0.004166375	0.15626959599999998	-0.07816669799999999	0.153168085	0.023335095	-0.002006193	-0.040172545	0.253396054	0.62872798	0.13862926	0.040834327999999996	-0.044614337000000004	-0.019642522	0.018399856000000003	0.045150908	0.299397275	0.072362067	0.271615169	0.129699315	0.01479081	0.286674545	-0.097830683	-0.201779328	-0.642253024	0.183674048	2.386999863	-0.01982795	0.104397042	0.208857448	0.24739014	-0.05369573	0.054844039000000004	0.093501656	0.132714198	0.406908375	0.181579997	0.21778019899999998	-0.07334444	-0.04824693
C00043	0.98905322	0.41591886299999997	1.061198907	-0.221493679	-0.05518815	0.578708705	-0.253931715	0.7087474229999999	1.111428501	0.7370523840000001	-0.061263853	0.18303486600000002	0.348618779	0.193191379	0.621355483	0.7549329	-0.022235618	0.063931574	0.25492312100000003	0.040398135	0.294614021	1.313175567	0.822007006	1.0773116090000001	0.312860557	1.263242487	0.147205806	1.3522629659999998	-0.316085419	1.01074038	0.364041469	1.3931613859999998	1.155421826	0.035812046	0.888088131	0.525949339	0.938364007	0.659321101	0.271726658	0.867209641	1.4697735159999998	0.618234391	1.4057657209999999	1.107334086	1.024892704	0.665824353	0.22727218899999999	0.352323299	0.857655479	1.00549694	0.46434734	0.52621626	-0.26086015	1.099789188	0.638415941	0.389751461	0.22670010300000001	0.623534279	-0.303519617	1.3789655669999998	1.25055899	1.227282873	-0.048202250999999995	0.7837621290000001	-0.525898324	0.799930653	0.811358117	1.0138827940000001	1.124653315	0.540160796	0.8096067440000001	0.7874373570000001	-0.084343765	0.8760556140000001	-0.017235818	0.505764535	0.9698691620000001	0.958527572	0.932778785	0.47697451799999996	0.7321959790000001	0.155272248	0.25330226699999997	1.17921336	0.456660375	0.26841874600000004	1.0741324909999999	0.155692935	0.26095782100000003	0.284964559	0.7671038509999999	0.664340315	1.833604575	1.0085014159999999	0.551521726	0.092504905	0.923248263	-0.32924421800000003	-0.17234654	0.8711159359999999	1.093678869	-1.403400734	0.198648988	1.03709739	0.66453891	-0.060155797999999996	-0.6830484040000001	0.239350122	0.474156249	0.12242140300000001	0.63463152	0.294082912	0.378042008	0.184565715	0.7208597240000001
C00047	-0.289619928	0.119642025	0.055983439	0.31743778699999997	-0.236352294	-1.072558259	-1.120209465	-0.020905523	0.272182818	-0.150613348	-0.19568227300000002	0.35749302899999996	-0.16262094900000001	0.18616621	0.305129983	0.8646260809999999	-0.6629184539999999	0.054057137000000005	0.423278105	0.9367378479999999	0.32260864	0.228048833	-0.111960855	0.095474815	-0.014284663000000001	0.032247056	0.216018856	-0.130883088	1.983616303	-0.129600448	0.44017623	0.06883177	0.163263675	0.323321487	0.116206382	-0.13935209099999998	-0.135888523	-0.121943074	0.12706693800000002	-0.5719700120000001	0.147522879	-0.135707819	-0.08885475699999999	0.079982145	0.003845748	0.074086585	0.909341411	-0.121139346	0.038503305	0.048974909000000004	0.476693546	-0.64207209	-0.078541147	0.162193969	0.034325305	-0.29857274699999997	-0.041757782	-0.034070825	-0.314182474	0.100356658	0.18648826300000002	0.068490459	-0.321724296	-0.15266280699999998	0.951780394	0.057804374000000006	-0.058254385	-0.47492646899999996	0.007039297	0.047889244000000004	-0.095409422	-0.712287917	0.128725437	1.226481522	-0.22559762	-0.133196215	-0.364696698	-0.069518187	-0.21918032899999998	-0.065461091	0.791946977	0.002266545	0.582141979	0.015328063999999999	-0.020934826	0.947743577	0.025872127	0.32753112300000004	0.261579734	-0.15098878599999999	-0.212554799	0.048412007	0.13735731199999998	-0.302959757	-0.002666231	0.600529852	0.259593975	0.961118445	0.07833161	1.214824733	-0.0032899640000000003	1.0150975	1.1385517379999999	-0.655539079	0.173642308	-0.146589463	-0.30416083899999996	0.463810879	0.080890535	-0.14334464	-0.071517065	-0.136761209	-0.09646704099999999	0.148393109	0.036044803
C00051	-0.368524433	-0.076468986	-0.07170001599999999	-0.12065116599999999	-0.14664061	-0.22747604	0.23424848899999998	-0.38544898299999997	0.010758496000000001	0.073538963	0.31652179399999997	-0.014841453999999999	-0.11800887199999999	0.199104478	-0.260349115	1.745250175	-0.25549690199999997	-0.11281849199999999	0.70340219	0.394401785	-0.230621622	-0.436602025	-0.46996403	-0.08631521199999999	-0.14003026300000002	-0.075455551	-0.18591954	0.119706599	0.332017608	-0.718496281	-0.034180917000000005	0.113141065	-0.3095393	-0.204133013	-0.343996563	-0.149230046	-0.33784757200000004	-0.106920874	-0.316613037	1.100961723	0.079434552	-0.325722745	0.393111936	-0.37801675100000004	0.30919846300000003	-0.0042107659999999995	-0.160136649	-0.134692371	-0.102060424	0.19311719300000002	0.162208581	-0.29686678899999996	-0.324772534	0.317708303	-0.112467228	-0.41710492200000004	-0.22468475	0.100234949	-0.096501001	0.104873139	-0.047149102000000005	-0.05659216	0.0010774530000000001	0.038809259	-0.360626221	0.28624656	-0.18894519399999998	0.019493224	0.249042967	-0.39249665	0.09660464	0.718227851	-0.101122134	1.306598322	-0.656025034	0.435685486	-0.379998824	0.528383874	-0.13415228699999998	-0.40430559200000005	0.160388105	0.019012961999999998	0.041909554	-0.39801491	-0.360746744	0.013217072	0.023844154	-0.151756803	-0.09437278699999999	0.284365415	-0.039863509	-0.585093414	0.785868715	-0.296751944	-0.043564673	-0.011143938999999999	-0.508730476	1.432097376	-0.140804965	0.523855842	0.00026514700000000003	-1.22198925	0.037817791	-0.296714016	-0.651094183	0.22068388600000002	-0.151462718	-0.063830882	-0.160226925	0.053770869000000006	-0.267781705	0.6655674189999999	-0.376516467	-0.036479646	-0.095908276
C00055	-0.33101344899999996	0.032125548999999996	-0.04539002	-0.187322915	-0.113276901	0.00132947	0.479445445	-0.314017783	-0.11014681300000001	-0.025704849	-0.316218777	-0.12845586	-0.458535421	-0.095350276	-0.33990842	-0.12417729	0.07092470099999999	-0.221793453	-0.11866924699999999	0.067265937	-0.317669184	-0.09602260900000001	-0.08863591900000001	0.17987789699999998	-0.49973122600000003	-0.254972617	-0.24315837199999998	0.027659867	-1.12714296	-0.028837451	-0.17807696	-0.533472658	0.103278331	-0.013313168	0.033548893999999996	-0.124462652	-0.972496487	-0.164557065	-0.28976926199999997	0.837143693	-0.204530556	-0.64113561	0.077474152	-0.009656896	0.08928456	0.319423411	-0.374196734	-0.23452484699999998	-0.13987757	-0.447287337	-0.043449813	-0.27087164	-0.251273326	-0.21089342	0.058868206	-0.270350433	-0.426478584	-0.24785097600000003	0.167174413	-0.180571824	-0.366220141	-0.48212799700000003	-0.001208652	-0.24183577899999997	0.17131229399999998	0.014632698000000001	0.30882660300000003	0.248246236	-0.270443926	-0.290881361	-0.089829035	0.495517276	-0.40161637899999997	-0.623136238	-0.9229492770000001	0.033115694	-0.098137713	0.388744555	-0.28665074399999996	-0.38692998799999995	-0.08599277599999999	0.101707345	-0.127808216	-0.098797687	-0.141199889	-0.393174907	-0.076976004	-0.11591837599999999	-0.272568692	0.325705752	0.006696599	0.295207083	0.018929158999999997	0.03240267	0.049315093	-0.374668293	-0.00027747599999999997	-0.642549401	-0.329561373	-1.224754431	-0.17671355	-0.48645325	-0.293936588	-0.139933501	-0.074581403	0.0014514789999999999	-0.603273295	-0.041029853	-0.06387103	0.191000925	-0.334248053	-0.036623525	-0.271742698	0.036807145	0.196389448
