Metabolites,ion,name,feature,coef,coef (abs),cor,pval,fdr
L-Citrulline,174.09,SWI5,YDR146C,0,0,-0.474116943,0.046834924,0.080632018
L-Glutamine,145.06,GZF3,YJL110C,0,0,-0.330154912,0.180878662,0.251754642
L-Glutamine,145.06,YAP5,YIR018W,0,0,0.517312263,0.027905002,0.052798474
L-Citrulline,174.09,MET32,YDR253C,0,0,0.622460075,0.005801344,0.015291542
L-Citrulline,174.09,YAP6,YDR259C,0,0,0.651802794,0.003379285,0.009888915
L-Citrulline,174.09,SUM1,YDR310C,0,0,-0.583601964,0.011002448,0.024823704
L-Citrulline,174.09,CAD1,YDR423C,0,0,-0.210034418,0.402863455,0.474936498
L-Citrulline,174.09,YHP1,YDR451C,0,0,-0.559477329,0.015770989,0.032902139
L-Citrulline,174.09,STP1,YDR463W,0,0,-0.716036868,0.000831316,0.002964501
L-Citrulline,174.09,GCN4,YEL009C,0,0,-0.659729199,0.00289233,0.008668151
L-Citrulline,174.09,GLN3,YER040W,0,0,-0.753753377,0.000303187,0.001347418
L-Citrulline,174.09,SWI4,YER111C,0,0,-0.615858339,0.006504778,0.016795383
L-Citrulline,174.09,SPT2,YER161C,0,0,-0.616521906,0.006431095,0.016630343
L-Citrulline,174.09,RPH1,YER169W,0,0,-0.735670322,0.00050196,0.001981911
L-Glutamine,145.06,STB5,YHR178W,0,0,-0.875724478,1.92E-06,2.76E-05
L-Citrulline,174.09,PHO4,YFR034C,0,0,-0.45832591,0.055762679,0.09405338
L-Glutamine,145.06,HSF1,YGL073W,0,0,0.867766612,3.08E-06,3.77E-05
2-Oxoadipate,159.03,GCR1,YPL075W,0,0,-0.245488934,0.326156849,0.400267585
2-Oxoadipate,159.03,MET31,YPL038W,0,0,-0.140621661,0.577832217,0.63644805
2-Oxoadipate,159.03,HAP5,YOR358W,0,0,0.138034772,0.584918199,0.642032555
2-Oxoadipate,159.03,CHA4,YLR098C,0,0,0.086326594,0.733407976,0.772625491
2-Oxoadipate,159.03,STE12,YHR084W,0,0,0.073590344,0.771666078,0.808916004
2-Oxoadipate,159.03,STB5,YHR178W,0,0,0.149344523,0.554212243,0.61654645
2-Oxoadipate,159.03,XBP1,YIL101C,0,0,0.178876604,0.477588653,0.54436465
2-Oxoadipate,159.03,FKH1,YIL131C,0,0,0.159735127,0.526647488,0.592362184
2-Oxoadipate,159.03,ZAP1,YJL056C,0,0,0.248485973,0.320095624,0.395668006
L-Glutamine,145.06,HAP5,YOR358W,0,0,-0.846087465,9.65E-06,9.54E-05
L-Glutamine,145.06,TYE7,YOR344C,0,0,0.746212141,0.000375992,0.001596712
2-Oxoadipate,159.03,SPT23,YKL020C,0,0,0.153206207,0.543893787,0.608536901
2-Oxoadipate,159.03,RGT1,YKL038W,0,0,0.229868486,0.358824315,0.430724413
2-Oxoadipate,159.03,MSN4,YKL062W,0,0,0.160208204,0.525407724,0.591664208
L-Glutamine,145.06,INO4,YOL108C,0,0,-0.869404084,2.80E-06,3.48E-05
L-Glutamine,145.06,YAP7,YOL028C,0,0,-0.666401628,0.002528535,0.007768537
2-Oxoadipate,159.03,ASH1,YKL185W,0,0,0.299452853,0.227351792,0.302344658
2-Oxoadipate,159.03,DAL80,YKR034W,0,0,-0.094458923,0.709282472,0.753615343
2-Oxoadipate,159.03,RFX1,YLR176C,0,0,0.254738806,0.307665698,0.386598566
L-Glutamine,145.06,STB4,YMR019W,0,0,-0.766559644,0.00020669,0.001028607
2-Oxoadipate,159.03,HAP1,YLR256W,0,0,-0.021544312,0.93237909,0.944237648
2-Oxoadipate,159.03,SFP1,YLR403W,0,0,-0.126919458,0.615770526,0.670505683
2-Oxoadipate,159.03,SOK2,YMR016C,0,0,0.18593183,0.460096063,0.528391573
2-Oxoadipate,159.03,STB4,YMR019W,0,0,0.132931289,0.599003275,0.654485568
2-Oxoadipate,159.03,MAC1,YMR021C,0,0,0.147685667,0.558671087,0.618551824
2-Oxoadipate,159.03,MSN2,YMR037C,0,0,0.18593183,0.460096063,0.528391573
L-Glutamine,145.06,CRZ1,YNL027W,0,0,-0.487217573,0.040288859,0.071487474
L-Glutamine,145.06,MSN2,YMR037C,0,0,-0.869404084,2.80E-06,3.48E-05
2-Oxoadipate,159.03,FKH2,YNL068C,0,0,-0.157034393,0.533750854,0.598941798
2-Oxoadipate,159.03,RAP1,YNL216W,0,0,-0.143642939,0.569602885,0.629197175
2-Oxoadipate,159.03,DAL82,YNL314W,0,0,0.097384061,0.700667336,0.746363032
2-Oxoadipate,159.03,INO4,YOL108C,0,0,0.18593183,0.460096063,0.528391573
2-Oxoadipate,159.03,CIN5,YOR028C,0,0,0.265466568,0.28702305,0.363727486
2-Oxoadipate,159.03,AZF1,YOR113W,0,0,0.280140954,0.260190128,0.338799371
"But-1-ene-1,2,4-tricarboxylate",187.02,SWI5,YDR146C,0,0,-0.587429656,0.010365747,0.023923844
"But-1-ene-1,2,4-tricarboxylate",187.02,UME6,YDR207C,0,0,-0.736142182,0.00049565,0.001977426
Hypoxanthine,135.03,HSF1,YGL073W,0,0,0.45751909,0.056250843,0.094793088
Deoxycytidine,226.08,MSN4,YKL062W,0,0,-0.669626325,0.002366732,0.007342249
Deoxycytidine,226.08,HAP1,YLR256W,0,0,0.691715962,0.001472183,0.004892768
Ornithine,131.08,SWI4,YER111C,0,0,-0.628759608,0.005188961,0.014005796
Deoxycytidine,226.08,ACE2,YLR131C,0,0,-0.447111386,0.062839341,0.104787068
Deoxycytidine,226.08,BAS1,YKR099W,0,0,0.6789211,0.001947385,0.006202422
Deoxycytidine,226.08,DAL80,YKR034W,0,0,-0.125626487,0.61940083,0.673307728
Deoxycytidine,226.08,ASH1,YKL185W,0,0,-0.606851885,0.007574286,0.018725046
Ornithine,131.08,SPT2,YER161C,0,0,-0.621989289,0.005849367,0.01537571
Deoxycytidine,226.08,MET31,YPL038W,0,0,0.48827938,0.039790715,0.070800798
Deoxycytidine,226.08,RGT1,YKL038W,0,0,-0.638590529,0.004339142,0.012209848
Deoxycytidine,226.08,SPT23,YKL020C,0,0,-0.557949176,0.016120772,0.033522084
Ornithine,131.08,RPH1,YER169W,0,0,-0.755450222,0.000288557,0.001297488
Ornithine,131.08,PHO4,YFR034C,0,0,-0.471472183,0.048248974,0.082917077
Deoxycytidine,226.08,ZAP1,YJL056C,0,0,-0.646024388,0.003775036,0.010831974
Ornithine,131.08,HSF1,YGL073W,0,0,0.778941458,0.000139443,0.00075489
Ornithine,131.08,GLN3,YER040W,0,0,-0.773747613,0.000164956,0.000856604
Ornithine,131.08,STP1,YDR463W,0,0,-0.729395964,0.000592476,0.002246471
Deoxycytidine,226.08,YOX1,YML027W,0,0,-0.422812218,0.080441619,0.12831714
Deoxycytidine,226.08,SOK2,YMR016C,0,0,-0.613981656,0.006716874,0.016978764
Ornithine,131.08,YHP1,YDR451C,0,0,-0.567878318,0.013954004,0.030029395
Deoxycytidine,226.08,MAC1,YMR021C,0,0,-0.355121913,0.148141931,0.214573575
Deoxycytidine,226.08,MSN2,YMR037C,0,0,-0.613981656,0.006716874,0.016978764
Ornithine,131.08,SUM1,YDR310C,0,0,-0.579751809,0.011674083,0.026062117
Ornithine,131.08,YAP6,YDR259C,0,0,0.729493975,0.000590964,0.002245192
Deoxycytidine,226.08,CRZ1,YNL027W,0,0,-0.151351489,0.548838831,0.612994596
Deoxycytidine,226.08,FKH2,YNL068C,0,0,0.613231683,0.006803183,0.017174218
Deoxycytidine,226.08,RAP1,YNL216W,0,0,0.717090867,0.000809943,0.0028992
Deoxycytidine,226.08,YAP7,YOL028C,0,0,-0.212445004,0.397360871,0.470772861
Deoxycytidine,226.08,INO4,YOL108C,0,0,-0.613981656,0.006716874,0.016978764
Deoxycytidine,226.08,CIN5,YOR028C,0,0,-0.65970159,0.00289392,0.008668151
Deoxycytidine,226.08,AZF1,YOR113W,0,0,-0.629542379,0.00511669,0.013889196
Deoxycytidine,226.08,TYE7,YOR344C,0,0,0.556067576,0.016559865,0.034302226
Deoxycytidine,226.08,FKH1,YIL131C,0,0,-0.556034269,0.016567722,0.034302226
Deoxycytidine,226.08,XBP1,YIL101C,0,0,-0.510339628,0.03046798,0.057082656
Deoxycytidine,226.08,STB5,YHR178W,0,0,-0.649405839,0.003539101,0.010231804
Deoxycytidine,226.08,CAD1,YDR423C,0,0,-0.056365758,0.824199172,0.853912819
Deoxycytidine,226.08,TEC1,YBR083W,0,0,-0.517750139,0.027749828,0.05260905
Ornithine,131.08,GZF3,YJL110C,0,0,-0.290846453,0.241639454,0.317151784
Deoxycytidine,226.08,THI2,YBR240C,0,0,-0.361025303,0.141043087,0.206538958
Ornithine,131.08,SIP4,YJL089W,0,0,0.654323801,0.003217628,0.009474403
Deoxycytidine,226.08,MBP1,YDL056W,0,0,-0.62805502,0.005254721,0.01412345
Deoxycytidine,226.08,PHO2,YDL106C,0,0,-0.479365239,0.044122193,0.077225682
Deoxycytidine,226.08,UGA3,YDL170W,0,0,-0.386275632,0.113340884,0.171356353
Deoxycytidine,226.08,NRG1,YDR043C,0,0,-0.496247661,0.036201242,0.065802243
Deoxycytidine,226.08,INO2,YDR123C,0,0,-0.613981656,0.006716874,0.016978764
Deoxycytidine,226.08,SWI5,YDR146C,0,0,-0.425939123,0.077994336,0.125144564
Deoxycytidine,226.08,UME6,YDR207C,0,0,-0.682452456,0.001805106,0.00581713
Deoxycytidine,226.08,MET32,YDR253C,0,0,0.533615679,0.022565167,0.044409922
Ornithine,131.08,ZAP1,YJL056C,0,0,-0.808905168,4.81E-05,0.000343272
Deoxycytidine,226.08,SUM1,YDR310C,0,0,-0.49354657,0.037388932,0.067533316
Deoxycytidine,226.08,YHP1,YDR451C,0,0,-0.478365077,0.044629699,0.077887995
Deoxycytidine,226.08,STE12,YHR084W,0,0,-0.593199716,0.009462091,0.02235112
Deoxycytidine,226.08,STP1,YDR463W,0,0,-0.612102217,0.006934857,0.017428908
Deoxycytidine,226.08,GLN3,YER040W,0,0,-0.628473152,0.005215615,0.014057885
Deoxycytidine,226.08,SWI4,YER111C,0,0,-0.532315503,0.022959073,0.044953676
Deoxycytidine,226.08,SPT2,YER161C,0,0,-0.410577537,0.090559413,0.141619508
Deoxycytidine,226.08,RPH1,YER169W,0,0,-0.613981656,0.006716874,0.016978764
Ornithine,131.08,FKH1,YIL131C,0,0,-0.754725849,0.000294728,0.001319028
Deoxycytidine,226.08,PHO4,YFR034C,0,0,-0.392762223,0.1068991,0.163036057
Ornithine,131.08,STB5,YHR178W,0,0,-0.777142425,0.000147873,0.000784957
Ornithine,131.08,STE12,YHR084W,0,0,-0.735292391,0.000507062,0.001997929
Ornithine,131.08,RIM101,YHL027W,0,0,-0.474163979,0.046810063,0.080632018
Deoxycytidine,226.08,SUT1,YGL162W,0,0,-0.592827847,0.009518351,0.022456259
Ornithine,131.08,YAP3,YHL009C,0,0,0.618782013,0.00618519,0.016103402
Deoxycytidine,226.08,OPI1,YHL020C,0,0,-0.635129478,0.004624285,0.012825847
Deoxycytidine,226.08,RIM101,YHL027W,0,0,-0.458588997,0.055604189,0.093868908
Deoxycytidine,226.08,HAP5,YOR358W,0,0,-0.657616268,0.003016107,0.008991858
Ornithine,131.08,MET32,YDR253C,0,0,0.637368986,0.004438093,0.01239941
Ornithine,131.08,RGT1,YKL038W,0,0,-0.780081297,0.000134316,0.000739706
Inosine,267.07,RGT1,YKL038W,0,0,-0.166008822,0.510316908,0.577007724
Inosine,267.07,RFX1,YLR176C,0,0,-0.237652939,0.342319556,0.416131923
Inosine,267.07,ACE2,YLR131C,0,0,-0.048587572,0.848170873,0.873880994
gamma-Amino-gamma-cyanobutanoate,127.05,RGT1,YKL038W,0,0,-0.891379728,6.89E-07,1.53E-05
gamma-Amino-gamma-cyanobutanoate,127.05,DAL80,YKR034W,0,0,-0.503286484,0.033242267,0.061370111
Inosine,267.07,MSN4,YKL062W,0,0,-0.02374291,0.925495673,0.939456281
gamma-Amino-gamma-cyanobutanoate,127.05,ACE2,YLR131C,0,0,-0.805875096,5.40E-05,0.000374181
Inosine,267.07,SPT23,YKL020C,0,0,-0.002211016,0.993052869,0.99409326
Ornithine,131.08,SWI5,YDR146C,0,0,-0.480880285,0.043361804,0.076232205
gamma-Amino-gamma-cyanobutanoate,127.05,YOX1,YML027W,0,0,-0.659371837,0.002912966,0.008711545
Inosine,267.07,GZF3,YJL110C,0,0,-0.052300705,0.836710198,0.864766462
Inosine,267.07,ZAP1,YJL056C,0,0,-0.22620387,0.366747551,0.438582334
gamma-Amino-gamma-cyanobutanoate,127.05,STB4,YMR019W,0,0,-0.788083051,0.000102614,0.000608991
Inosine,267.07,FKH1,YIL131C,0,0,-0.194862924,0.438426067,0.5100669
gamma-Amino-gamma-cyanobutanoate,127.05,CRZ1,YNL027W,0,0,-0.476390775,0.045644523,0.07915307
gamma-Amino-gamma-cyanobutanoate,127.05,GZF3,YJL110C,0,0,-0.338565105,0.16935417,0.239198683
Inosine,267.07,SFP1,YLR403W,0,0,0.25437256,0.308385689,0.386598566
gamma-Amino-gamma-cyanobutanoate,127.05,YAP5,YIR018W,0,0,0.544792265,0.01939314,0.039175783
Inosine,267.07,SOK2,YMR016C,0,0,-0.148174032,0.557356779,0.617672383
Inosine,267.07,STB4,YMR019W,0,0,-0.406274015,0.094328646,0.146269796
Inosine,267.07,MSN2,YMR037C,0,0,-0.148174032,0.557356779,0.617672383
gamma-Amino-gamma-cyanobutanoate,127.05,PHO4,YFR034C,0,0,-0.701303041,0.001182928,0.004001019
gamma-Amino-gamma-cyanobutanoate,127.05,SPT2,YER161C,0,0,-0.760070733,0.000251699,0.001176031
gamma-Amino-gamma-cyanobutanoate,127.05,SWI4,YER111C,0,0,-0.811895106,4.29E-05,0.000316272
Inosine,267.07,FKH2,YNL068C,0,0,0.130065726,0.606972183,0.662435089
gamma-Amino-gamma-cyanobutanoate,127.05,GLN3,YER040W,0,0,-0.8829538,1.22E-06,2.28E-05
Inosine,267.07,RAP1,YNL216W,0,0,0.209834826,0.403320896,0.475182634
gamma-Amino-gamma-cyanobutanoate,127.05,GCN4,YEL009C,0,0,-0.792377468,8.84E-05,0.000550226
gamma-Amino-gamma-cyanobutanoate,127.05,STP1,YDR463W,0,0,-0.870338442,2.65E-06,3.45E-05
Inosine,267.07,INO4,YOL108C,0,0,-0.148174032,0.557356779,0.617672383
Inosine,267.07,CIN5,YOR028C,0,0,-0.117095985,0.643559283,0.695218648
Inosine,267.07,TYE7,YOR344C,0,0,0.120765999,0.633122273,0.685493861
Inosine,267.07,STB5,YHR178W,0,0,-0.18315857,0.466933112,0.534957541
Inosine,267.07,STE12,YHR084W,0,0,-0.014033664,0.955925222,0.962730497
Inosine,267.07,RIM101,YHL027W,0,0,-0.063454897,0.802478729,0.837998279
Xanthine,151.03,OPI1,YHL020C,0,0,-0.331771078,0.178624331,0.24970819
Deoxycytidine,226.08,AFT2,YPL202C,0,0,-0.525549466,0.025096602,0.04849303
Ornithine,131.08,PHO2,YDL106C,0,0,-0.609876543,0.007200361,0.017939883
Inosine,267.07,PDR3,YBL005W,0,0,-0.092987853,0.71362787,0.757634922
Inosine,267.07,HAP3,YBL021C,0,0,-0.361433402,0.140561231,0.20599119
Ornithine,131.08,RPN4,YDL020C,0,0,-0.710962234,0.000940924,0.00330534
Inosine,267.07,TEC1,YBR083W,0,0,-0.18666526,0.4582964,0.527911043
Ornithine,131.08,THI2,YBR240C,0,0,-0.395462702,0.104296,0.159447724
Inosine,267.07,RDS1,YCR106W,0,0,0.113309823,0.654393505,0.704930095
Inosine,267.07,MBP1,YDL056W,0,0,-0.056354959,0.824232358,0.853912819
Inosine,267.07,PHO2,YDL106C,0,0,0.111644086,0.65918112,0.708888644
Inosine,267.07,UGA3,YDL170W,0,0,0.096492336,0.703290025,0.748678665
gamma-Amino-gamma-cyanobutanoate,127.05,AFT2,YPL202C,0,0,-0.814244566,3.91E-05,0.000292811
Inosine,267.07,INO2,YDR123C,0,0,-0.148174032,0.557356779,0.617672383
Inosine,267.07,UME6,YDR207C,0,0,-0.303317174,0.221117336,0.29632204
Inosine,267.07,YAP6,YDR259C,0,0,0.356886502,0.145994737,0.212164215
Inosine,267.07,OPI1,YHL020C,0,0,-0.237552172,0.342530358,0.416131923
Inosine,267.07,SUM1,YDR310C,0,0,0.063176082,0.803330502,0.838429596
gamma-Amino-gamma-cyanobutanoate,127.05,MET31,YPL038W,0,0,0.770271834,0.000184146,0.000928503
Inosine,267.07,YHP1,YDR451C,0,0,0.088942836,0.725619407,0.766533271
Inosine,267.07,STP1,YDR463W,0,0,-0.109450556,0.665504955,0.714884749
Inosine,267.07,GCN4,YEL009C,0,0,-0.040605416,0.872903528,0.894913435
Inosine,267.07,GLN3,YER040W,0,0,-0.174393428,0.488872062,0.555430744
Inosine,267.07,SWI4,YER111C,0,0,-0.048394993,0.848766083,0.873917314
Inosine,267.07,SPT2,YER161C,0,0,-0.067445308,0.790311782,0.827100666
Inosine,267.07,RPH1,YER169W,0,0,-0.148174032,0.557356779,0.617672383
Inosine,267.07,PHO4,YFR034C,0,0,0.100879922,0.690416788,0.738738231
gamma-Amino-gamma-cyanobutanoate,127.05,TYE7,YOR344C,0,0,0.753315625,0.000307061,0.001361468
Inosine,267.07,HSF1,YGL073W,0,0,0.220641899,0.378959152,0.451209308
Inosine,267.07,SUT1,YGL162W,0,0,-0.089539762,0.72384591,0.765199896
gamma-Amino-gamma-cyanobutanoate,127.05,YAP7,YOL028C,0,0,-0.655432747,0.003148556,0.009328513
Ornithine,131.08,SPT23,YKL020C,0,0,-0.700071763,0.001217191,0.004102386
Dethiobiotin,213.12,ROX1,YPR065W,0,0,-0.565364495,0.014479277,0.03095067
"But-1-ene-1,2,4-tricarboxylate",187.02,MET32,YDR253C,0,0,0.618171528,0.006250847,0.016214707
"But-1-ene-1,2,4-tricarboxylate",187.02,SOK2,YMR016C,0,0,-0.731673917,0.000558153,0.00214183
"But-1-ene-1,2,4-tricarboxylate",187.02,RAP1,YNL216W,0,0,0.766043319,0.000210003,0.001036992
"But-1-ene-1,2,4-tricarboxylate",187.02,FKH2,YNL068C,0,0,0.754974459,0.000292598,0.001312568
"But-1-ene-1,2,4-tricarboxylate",187.02,CRZ1,YNL027W,0,0,-0.325047856,0.188127261,0.257898993
Hypoxanthine,135.03,INO2,YDR123C,0,0,-0.273572688,0.271999715,0.350027916
"But-1-ene-1,2,4-tricarboxylate",187.02,MSN2,YMR037C,0,0,-0.731673917,0.000558153,0.00214183
"But-1-ene-1,2,4-tricarboxylate",187.02,STB4,YMR019W,0,0,-0.680300039,0.001890764,0.0060625
"But-1-ene-1,2,4-tricarboxylate",187.02,YOX1,YML027W,0,0,-0.497013457,0.03586985,0.065595486
Dethiobiotin,213.12,MBP1,YDL056W,0,0,-0.451803843,0.059801205,0.099982593
Hypoxanthine,135.03,SWI5,YDR146C,0,0,0.011856287,0.962758697,0.967823182
"But-1-ene-1,2,4-tricarboxylate",187.02,SFP1,YLR403W,0,0,0.786378979,0.000108771,0.000631796
"But-1-ene-1,2,4-tricarboxylate",187.02,HAP1,YLR256W,0,0,0.744621378,0.00039309,0.001652597
"But-1-ene-1,2,4-tricarboxylate",187.02,RFX1,YLR176C,0,0,-0.804055228,5.79E-05,0.000390798
"But-1-ene-1,2,4-tricarboxylate",187.02,ACE2,YLR131C,0,0,-0.639693754,0.004251329,0.012000429
"But-1-ene-1,2,4-tricarboxylate",187.02,CHA4,YLR098C,0,0,-0.684287208,0.001734648,0.005656846
"But-1-ene-1,2,4-tricarboxylate",187.02,YAP7,YOL028C,0,0,-0.517475383,0.027847117,0.05274117
"But-1-ene-1,2,4-tricarboxylate",187.02,INO4,YOL108C,0,0,-0.731673917,0.000558153,0.00214183
"But-1-ene-1,2,4-tricarboxylate",187.02,CIN5,YOR028C,0,0,-0.797967597,7.24E-05,0.00046438
"But-1-ene-1,2,4-tricarboxylate",187.02,AZF1,YOR113W,0,0,-0.722124678,0.000714082,0.002619214
"But-1-ene-1,2,4-tricarboxylate",187.02,TYE7,YOR344C,0,0,0.624543217,0.005592674,0.014885236
"But-1-ene-1,2,4-tricarboxylate",187.02,HAP5,YOR358W,0,0,-0.721706544,0.000721665,0.002626861
"But-1-ene-1,2,4-tricarboxylate",187.02,MET31,YPL038W,0,0,0.634962984,0.004638378,0.012846289
Hypoxanthine,135.03,PHO2,YDL106C,0,0,-0.096378609,0.703624743,0.748678665
Hypoxanthine,135.03,MBP1,YDL056W,0,0,-0.272259869,0.274399175,0.352241035
"But-1-ene-1,2,4-tricarboxylate",187.02,AFT2,YPL202C,0,0,-0.6840781,0.001742561,0.005672972
"But-1-ene-1,2,4-tricarboxylate",187.02,ARR1,YPR199C,0,0,0.347743146,0.157356182,0.225249186
Hypoxanthine,135.03,RPN4,YDL020C,0,0,-0.278636654,0.262866076,0.34111739
Dethiobiotin,213.12,HAP3,YBL021C,0,0,-0.552909662,0.017318022,0.035614655
Dethiobiotin,213.12,REB1,YBR049C,0,0,0.231536938,0.355249418,0.427507329
Dethiobiotin,213.12,TEC1,YBR083W,0,0,-0.466271649,0.051123524,0.087074023
Hypoxanthine,135.03,TEC1,YBR083W,0,0,-0.286835128,0.248489125,0.3248035
Dethiobiotin,213.12,THI2,YBR240C,0,0,-0.410120695,0.090954266,0.142004578
"But-1-ene-1,2,4-tricarboxylate",187.02,BAS1,YKR099W,0,0,0.756466434,0.000280084,0.001283549
"But-1-ene-1,2,4-tricarboxylate",187.02,ASH1,YKL185W,0,0,-0.760310351,0.000249901,0.001173369
Hypoxanthine,135.03,MET32,YDR253C,0,0,0.12295995,0.626914166,0.679927906
"But-1-ene-1,2,4-tricarboxylate",187.02,HAP2,YGL237C,0,0,0.752699013,0.000312588,0.001379574
"But-1-ene-1,2,4-tricarboxylate",187.02,YAP6,YDR259C,0,0,0.71579363,0.000836315,0.002976159
"But-1-ene-1,2,4-tricarboxylate",187.02,SUM1,YDR310C,0,0,-0.651833829,0.003377255,0.009888915
"But-1-ene-1,2,4-tricarboxylate",187.02,CAD1,YDR423C,0,0,-0.322563739,0.191721951,0.262262454
"But-1-ene-1,2,4-tricarboxylate",187.02,YHP1,YDR451C,0,0,-0.610548935,0.007119299,0.017807566
"But-1-ene-1,2,4-tricarboxylate",187.02,STP1,YDR463W,0,0,-0.735002437,0.000511006,0.002009326
"But-1-ene-1,2,4-tricarboxylate",187.02,GCN4,YEL009C,0,0,-0.683163822,0.001777513,0.005757333
"But-1-ene-1,2,4-tricarboxylate",187.02,GLN3,YER040W,0,0,-0.742899866,0.000412324,0.001716671
"But-1-ene-1,2,4-tricarboxylate",187.02,SWI4,YER111C,0,0,-0.651589311,0.003393274,0.009891072
"But-1-ene-1,2,4-tricarboxylate",187.02,SPT2,YER161C,0,0,-0.606197841,0.007657168,0.018881095
"But-1-ene-1,2,4-tricarboxylate",187.02,RPH1,YER169W,0,0,-0.731673917,0.000558153,0.00214183
"But-1-ene-1,2,4-tricarboxylate",187.02,PHO4,YFR034C,0,0,-0.532974137,0.022758864,0.044699063
Hypoxanthine,135.03,PHO4,YFR034C,0,0,0.041714493,0.869459829,0.89234035
Hypoxanthine,135.03,RPH1,YER169W,0,0,-0.273572688,0.271999715,0.350027916
"But-1-ene-1,2,4-tricarboxylate",187.02,SUT1,YGL162W,0,0,-0.719372016,0.000765251,0.002773025
"But-1-ene-1,2,4-tricarboxylate",187.02,YAP3,YHL009C,0,0,0.503217713,0.033270243,0.061370111
Hypoxanthine,135.03,YAP6,YDR259C,0,0,0.565458091,0.014459443,0.030942883
"But-1-ene-1,2,4-tricarboxylate",187.02,OPI1,YHL020C,0,0,-0.747751033,0.00036005,0.001542727
"But-1-ene-1,2,4-tricarboxylate",187.02,RIM101,YHL027W,0,0,-0.462793464,0.053116972,0.090067909
"But-1-ene-1,2,4-tricarboxylate",187.02,STE12,YHR084W,0,0,-0.809665945,4.67E-05,0.000336241
"But-1-ene-1,2,4-tricarboxylate",187.02,STB5,YHR178W,0,0,-0.754584141,0.000295948,0.001321394
Hypoxanthine,135.03,SWI4,YER111C,0,0,-0.193723608,0.441160571,0.512185814
"But-1-ene-1,2,4-tricarboxylate",187.02,XBP1,YIL101C,0,0,-0.727944516,0.000615253,0.002319031
Hypoxanthine,135.03,GLN3,YER040W,0,0,-0.297341454,0.230805466,0.305536831
Hypoxanthine,135.03,GCN4,YEL009C,0,0,-0.112283021,0.657343208,0.707310175
"But-1-ene-1,2,4-tricarboxylate",187.02,ZAP1,YJL056C,0,0,-0.756366823,0.000280905,0.001284232
"But-1-ene-1,2,4-tricarboxylate",187.02,SIP4,YJL089W,0,0,0.608634595,0.007352049,0.018270176
Hypoxanthine,135.03,STP1,YDR463W,0,0,-0.236008862,0.345768278,0.419000114
Hypoxanthine,135.03,YHP1,YDR451C,0,0,-0.027437023,0.913941632,0.930496781
"But-1-ene-1,2,4-tricarboxylate",187.02,RGT1,YKL038W,0,0,-0.749159855,0.000345958,0.001502661
Hypoxanthine,135.03,SUM1,YDR310C,0,0,-0.091225965,0.718843359,0.76110875
Dethiobiotin,213.12,RDS1,YCR106W,0,0,-0.343659445,0.162620578,0.23105422
Dethiobiotin,213.12,PHO2,YDL106C,0,0,-0.3754207,0.12472983,0.185782311
Dethiobiotin,213.12,AFT2,YPL202C,0,0,-0.469526073,0.049309959,0.084588269
Dethiobiotin,213.12,RFX1,YLR176C,0,0,-0.445347018,0.064010943,0.106092724
Dethiobiotin,213.12,YOX1,YML027W,0,0,-0.438939725,0.068402668,0.111819931
Ornithine,131.08,YOX1,YML027W,0,0,-0.525016106,0.025271481,0.048781617
Ornithine,131.08,SOK2,YMR016C,0,0,-0.755450222,0.000288557,0.001297488
Dethiobiotin,213.12,SFP1,YLR403W,0,0,0.503307454,0.03323374,0.061370111
Dethiobiotin,213.12,HAP1,YLR256W,0,0,0.533346342,0.022646328,0.0445238
Ornithine,131.08,MAC1,YMR021C,0,0,-0.540956175,0.020439527,0.040986292
Dethiobiotin,213.12,ACE2,YLR131C,0,0,-0.430992817,0.074155276,0.119992153
Dethiobiotin,213.12,NRG1,YDR043C,0,0,-0.368201235,0.132736098,0.19633025
Dethiobiotin,213.12,CHA4,YLR098C,0,0,-0.407075734,0.093618011,0.145568771
Dethiobiotin,213.12,DAL80,YKR034W,0,0,-0.179164053,0.47686961,0.544058403
Dethiobiotin,213.12,ASH1,YKL185W,0,0,-0.539023305,0.020983308,0.041683057
Ornithine,131.08,MSN2,YMR037C,0,0,-0.755450222,0.000288557,0.001297488
Dethiobiotin,213.12,MSN4,YKL062W,0,0,-0.424503245,0.079111247,0.126617749
Dethiobiotin,213.12,RGT1,YKL038W,0,0,-0.523947437,0.025624737,0.049214947
Dethiobiotin,213.12,SOK2,YMR016C,0,0,-0.488321541,0.039771033,0.070800798
Dethiobiotin,213.12,MAC1,YMR021C,0,0,-0.293219803,0.237643812,0.313198155
Dethiobiotin,213.12,MSN2,YMR037C,0,0,-0.488321541,0.039771033,0.070800798
Ornithine,131.08,SFP1,YLR403W,0,0,0.810664869,4.50E-05,0.000330548
Ornithine,131.08,HAP1,YLR256W,0,0,0.729590285,0.000589481,0.002244471
Dethiobiotin,213.12,CRZ1,YNL027W,0,0,-0.245403732,0.32633014,0.400267585
Dethiobiotin,213.12,FKH2,YNL068C,0,0,0.480561012,0.043521208,0.076442122
Ornithine,131.08,RFX1,YLR176C,0,0,-0.821924613,2.86E-05,0.000224919
Dethiobiotin,213.12,RAP1,YNL216W,0,0,0.503459601,0.033171921,0.061370111
Dethiobiotin,213.12,YAP7,YOL028C,0,0,-0.173660261,0.490729564,0.557209862
Dethiobiotin,213.12,INO4,YOL108C,0,0,-0.488321541,0.039771033,0.070800798
